,what,commemorates,warsaw,'s,heroic,history,?
there,0.35085538029670715,0.21360142529010773,0.23644989728927612,-0.04860968142747879,0.14129717648029327,0.21662463247776031,0.29405656456947327
are,0.29724663496017456,0.138100728392601,0.12567314505577087,-0.008927806280553341,0.13816659152507782,0.15434955060482025,0.24591213464736938
also,0.42747777700424194,0.18860289454460144,0.16331592202186584,-0.0014726108638569713,0.19412767887115479,0.25114521384239197,0.21848613023757935
many,0.36131182312965393,0.21115081012248993,0.1653265357017517,0.01698932610452175,0.23124782741069794,0.2746841311454773,0.2124512493610382
places,0.19604378938674927,0.24368157982826233,0.1427195817232132,-0.035393327474594116,0.11678313463926315,0.2205813080072403,0.17623652517795563
commemorating,0.10746075958013535,0.9225292205810547,0.21567411720752716,0.0630921795964241,0.24406518042087555,0.24118678271770477,0.12969037890434265
the,0.42745697498321533,0.3377683758735657,0.23137180507183075,-0.01540423184633255,0.24516884982585907,0.33215048909187317,0.22068053483963013
heroic,0.19843003153800964,0.2334626317024231,0.174605593085289,0.006517772097140551,1.0000001192092896,0.19927877187728882,0.20906680822372437
history,0.28630873560905457,0.20624800026416779,0.14789769053459167,-0.0466335192322731,0.19927877187728882,1.0000001192092896,0.2501974403858185
of,0.33290785551071167,0.30555829405784607,0.19253842532634735,-0.03817026689648628,0.2508719861507416,0.31014925241470337,0.1826142966747284
warsaw,0.10373849421739578,0.20748744904994965,1.0,0.02839025668799877,0.174605593085289,0.14789769053459167,0.09769917279481888
.,0.3567904531955719,0.19306182861328125,0.26825499534606934,-0.003708066651597619,0.19481779634952545,0.30310705304145813,0.4130953550338745
