,which,member,state,declined,to,sign,the,social,charter,?
the,0.6521818041801453,0.2806392312049866,0.3097178041934967,0.2764727771282196,0.535392165184021,0.22875791788101196,1.0,0.21797899901866913,0.26436546444892883,0.22068053483963013
social,0.22390618920326233,0.22893384099006653,0.20731864869594574,0.20115551352500916,0.19684761762619019,0.07505025714635849,0.21797899901866913,1.0,0.22358788549900055,0.1615191102027893
charter,0.22885680198669434,0.2916165292263031,0.24389484524726868,0.17431382834911346,0.2440456748008728,0.22399850189685822,0.26436546444892883,0.22358788549900055,1.0000001192092896,0.14220231771469116
was,0.2830964922904968,0.31559354066848755,0.22072885930538177,0.26983681321144104,0.3636345863342285,0.10542256385087967,0.48711544275283813,0.196878582239151,0.23359626531600952,0.18412111699581146
subsequently,0.2420702427625656,0.2271209955215454,0.12834565341472626,0.2453392595052719,0.29023027420043945,0.05306234583258629,0.2886511981487274,0.16295671463012695,0.17693792283535004,0.005594457965344191
adopted,0.1776876300573349,0.22302718460559845,0.225008025765419,0.18381497263908386,0.1939777433872223,0.20511110126972198,0.23462533950805664,0.2157871425151825,0.2940364480018616,0.14235380291938782
in,0.4840516746044159,0.20856694877147675,0.33316072821617126,0.25098711252212524,0.45010748505592346,0.1645301878452301,0.6662389636039734,0.23382627964019775,0.20881880819797516,0.20430970191955566
1989,-0.08314003050327301,0.12639693915843964,0.0003767089801840484,0.025365939363837242,-0.14794839918613434,-0.07288013398647308,-0.009533590637147427,0.03409900888800621,0.06392956525087357,0.08110656589269638
by,0.40543368458747864,0.14692413806915283,0.2263980358839035,0.1847921758890152,0.33534231781959534,0.142869770526886,0.4408751428127289,0.17605063319206238,0.1632666289806366,0.17966607213020325
11,0.06589670479297638,0.041055187582969666,-0.029637301340699196,0.06697630882263184,0.010993496514856815,-0.21622416377067566,-0.0219515822827816,0.15252713859081268,-0.03813681751489639,-0.04295448586344719
of,0.5011631846427917,0.2701796889305115,0.34253445267677307,0.205408975481987,0.41548454761505127,0.201818585395813,0.733189046382904,0.2605111300945282,0.2438247799873352,0.1826142966747284
the,0.6521818041801453,0.2806392312049866,0.3097178041934967,0.2764727771282196,0.535392165184021,0.22875791788101196,1.0,0.21797899901866913,0.26436546444892883,0.22068053483963013
then,0.4444481134414673,0.1018124371767044,0.26227250695228577,0.23929613828659058,0.5203860402107239,0.2243596315383911,0.4297412931919098,0.09604641795158386,0.16702929139137268,0.2884598970413208
12,0.28720608353614807,-0.033152882009744644,0.18015636503696442,0.1105528324842453,0.22845682501792908,0.11687365174293518,0.28907760977745056,-0.06615927070379257,0.04266323894262314,0.10021790862083435
member,0.19141918420791626,0.9999998807907104,0.15961596369743347,0.13285179436206818,0.19456195831298828,0.1064135730266571,0.2806392312049866,0.22893384099006653,0.2916165292263031,0.06826172769069672
states,0.27476921677589417,0.18290899693965912,0.5370627045631409,0.20331446826457977,0.2828785181045532,0.10525713860988617,0.3463578522205353,0.1574816107749939,0.2679363787174225,0.16272737085819244
.,0.45942068099975586,0.19907453656196594,0.31380724906921387,0.29203805327415466,0.4645031690597534,0.25322678685188293,0.5934505462646484,0.2614770531654358,0.17250345647335052,0.4130953550338745
,which,member,state,declined,to,sign,the,social,charter,?
the,0.6521818041801453,0.2806392312049866,0.3097178041934967,0.2764727771282196,0.535392165184021,0.22875791788101196,1.0,0.21797899901866913,0.26436546444892883,0.22068053483963013
uk,0.1906050443649292,0.18038907647132874,0.11895561963319778,0.1401471197605133,0.18409153819084167,0.12370423972606659,0.2143084555864334,0.17876560986042023,0.24749556183815002,0.20222434401512146
refused,0.18992963433265686,0.2150418907403946,0.19885723292827606,0.37709182500839233,0.41818010807037354,0.2423425167798996,0.2606237530708313,0.15403257310390472,0.2179635465145111,0.14580921828746796
to,0.5345056653022766,0.19456195831298828,0.25557461380958557,0.2757633328437805,1.0,0.25379011034965515,0.535392165184021,0.19684761762619019,0.2440456748008728,0.29463258385658264
sign,0.19895142316818237,0.1064135730266571,0.09914187341928482,0.04636428505182266,0.25379011034965515,0.9999999403953552,0.22875791788101196,0.07505025714635849,0.22399850189685822,0.21454890072345734
the,0.6521818041801453,0.2806392312049866,0.3097178041934967,0.2764727771282196,0.535392165184021,0.22875791788101196,1.0,0.21797899901866913,0.26436546444892883,0.22068053483963013
social,0.22390618920326233,0.22893384099006653,0.20731864869594574,0.20115551352500916,0.19684761762619019,0.07505025714635849,0.21797899901866913,1.0,0.22358788549900055,0.1615191102027893
charter,0.22885680198669434,0.2916165292263031,0.24389484524726868,0.17431382834911346,0.2440456748008728,0.22399850189685822,0.26436546444892883,0.22358788549900055,1.0000001192092896,0.14220231771469116
and,0.506277859210968,0.28606608510017395,0.2653750479221344,0.284045547246933,0.48971283435821533,0.1664041429758072,0.5171257257461548,0.38231831789016724,0.21405354142189026,0.20544172823429108
was,0.2830964922904968,0.31559354066848755,0.22072885930538177,0.26983681321144104,0.3636345863342285,0.10542256385087967,0.48711544275283813,0.196878582239151,0.23359626531600952,0.18412111699581146
exempt,0.29394370317459106,0.1497192084789276,0.14514894783496857,0.30215728282928467,0.28929024934768677,0.15863457322120667,0.1682843714952469,0.20434127748012543,0.2771207094192505,0.3104529082775116
from,0.38755592703819275,0.24533385038375854,0.29024070501327515,0.13318882882595062,0.4069952368736267,0.1588657796382904,0.40150508284568787,0.16684982180595398,0.17687533795833588,0.19969791173934937
the,0.6521818041801453,0.2806392312049866,0.3097178041934967,0.2764727771282196,0.535392165184021,0.22875791788101196,1.0,0.21797899901866913,0.26436546444892883,0.22068053483963013
legislation,0.3041580617427826,0.23137901723384857,0.4093019664287567,0.20346590876579285,0.25758448243141174,0.20892734825611115,0.2839483618736267,0.2642394006252289,0.3939962089061737,0.21123437583446503
covering,0.3523010313510895,0.11066485941410065,0.20892305672168732,0.17356131970882416,0.2638947069644928,0.11070528626441956,0.36934760212898254,0.1261579394340515,0.14412550628185272,0.10643069446086884
social,0.22390618920326233,0.22893384099006653,0.20731864869594574,0.20115551352500916,0.19684761762619019,0.07505025714635849,0.21797899901866913,1.0,0.22358788549900055,0.1615191102027893
charter,0.22885680198669434,0.2916165292263031,0.24389484524726868,0.17431382834911346,0.2440456748008728,0.22399850189685822,0.26436546444892883,0.22358788549900055,1.0000001192092896,0.14220231771469116
issues,0.24184490740299225,0.11173048615455627,0.19071532785892487,0.2806605100631714,0.27458062767982483,0.1917487531900406,0.2638932764530182,0.3227478265762329,0.2065976858139038,0.320565789937973
unless,0.4714217483997345,0.1533082127571106,0.21874664723873138,0.22476035356521606,0.45781534910202026,0.2220781296491623,0.3451882302761078,0.15718205273151398,0.17711979150772095,0.37169966101646423
it,0.616637647151947,0.14092883467674255,0.32295069098472595,0.21537382900714874,0.513711154460907,0.185238316655159,0.6251175999641418,0.16038981080055237,0.21258969604969025,0.25732165575027466
agreed,0.20638391375541687,0.21406710147857666,0.14194153249263763,0.2838210463523865,0.35596710443496704,0.2613080143928528,0.24722334742546082,0.16231968998908997,0.2686974108219147,0.21258382499217987
to,0.5345056653022766,0.19456195831298828,0.25557461380958557,0.2757633328437805,1.0,0.25379011034965515,0.535392165184021,0.19684761762619019,0.2440456748008728,0.29463258385658264
be,0.476310670375824,0.15509481728076935,0.22221757471561432,0.2232540398836136,0.4972836375236511,0.2089354544878006,0.4248143136501312,0.1878766417503357,0.12895840406417847,0.3324260413646698
bound,0.2771664261817932,0.12058351933956146,0.19014175236225128,0.049230098724365234,0.29917120933532715,0.17309188842773438,0.27465125918388367,0.1036527156829834,0.18210464715957642,0.12182208895683289
by,0.40543368458747864,0.14692413806915283,0.2263980358839035,0.1847921758890152,0.33534231781959534,0.142869770526886,0.4408751428127289,0.17605063319206238,0.1632666289806366,0.17966607213020325
the,0.6521818041801453,0.2806392312049866,0.3097178041934967,0.2764727771282196,0.535392165184021,0.22875791788101196,1.0,0.21797899901866913,0.26436546444892883,0.22068053483963013
legislation,0.3041580617427826,0.23137901723384857,0.4093019664287567,0.20346590876579285,0.25758448243141174,0.20892734825611115,0.2839483618736267,0.2642394006252289,0.3939962089061737,0.21123437583446503
.,0.45942068099975586,0.19907453656196594,0.31380724906921387,0.29203805327415466,0.4645031690597534,0.25322678685188293,0.5934505462646484,0.2614770531654358,0.17250345647335052,0.4130953550338745
