,what,is,the,minimum,distance,between,a,patient,'s,home,and,the,nearest,pharmacy,that,allows,a,physician,in,austria,to,give,out,medicine,?
this,0.5489566326141357,0.480927973985672,0.6274310946464539,0.3208719789981842,0.18294498324394226,0.29040461778640747,0.5422310829162598,0.2639319896697998,0.02106832154095173,0.18891431391239166,0.42353692650794983,0.6274310946464539,0.21254153549671173,0.1458742916584015,0.6909449696540833,0.33537277579307556,0.5422310829162598,0.13394132256507874,0.45205554366111755,0.21679870784282684,0.5759071707725525,0.3482663631439209,0.34908437728881836,0.1690247654914856,0.3155723512172699
law,0.2145031988620758,0.18597714602947235,0.24548950791358948,0.20886598527431488,0.15734626352787018,0.15484747290611267,0.2212858349084854,0.13629955053329468,-0.06109188124537468,0.11790746450424194,0.254730761051178,0.24548950791358948,0.2014496773481369,0.33919385075569153,0.23277728259563446,0.2329482138156891,0.2212858349084854,0.25097623467445374,0.24850773811340332,0.1733807623386383,0.259207159280777,0.19725997745990753,0.14484383165836334,0.2777535021305084,0.1528988480567932
also,0.42747777700424194,0.5012649297714233,0.6021018624305725,0.21107031404972076,0.1928965002298355,0.3419207036495209,0.5149940252304077,0.2716696560382843,-0.0014726108638569713,0.27405470609664917,0.5755972862243652,0.6021018624305725,0.24310678243637085,0.2587379217147827,0.6005857586860657,0.2634623050689697,0.5149940252304077,0.23173019289970398,0.5073733329772949,0.2228775918483734,0.5348826050758362,0.3183518648147583,0.32038095593452454,0.2426585704088211,0.21848613023757935
exists,0.3020588457584381,0.37246593832969666,0.29877129197120667,0.23683993518352509,0.16241443157196045,0.2305976152420044,0.29496249556541443,0.13200849294662476,0.024081893265247345,0.1352323442697525,0.19158129394054413,0.29877129197120667,0.15787991881370544,0.16354668140411377,0.40266144275665283,0.267996221780777,0.29496249556541443,0.14763186872005463,0.2509026825428009,0.18351446092128754,0.2263440191745758,0.1573709398508072,0.16717155277729034,0.18689313530921936,0.26845401525497437
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.16051530838012695,0.1782536804676056,0.41100412607192993,0.539380669593811,0.18493591248989105,-0.037580832839012146,0.30467477440834045,0.4954058527946472,0.6662389636039734,0.2643829584121704,0.22082467377185822,0.435920387506485,0.21322472393512726,0.539380669593811,0.18979662656784058,1.0,0.24159443378448486,0.45010748505592346,0.20895415544509888,0.3576207756996155,0.2281779944896698,0.20430970191955566
austria,0.15969835221767426,0.11112981289625168,0.24396029114723206,0.1436578780412674,0.10999052971601486,0.15224939584732056,0.1465601623058319,0.1476161628961563,0.04459736496210098,0.14373691380023956,0.24401354789733887,0.24396029114723206,0.09475844353437424,0.18006959557533264,0.18882311880588531,0.07095059007406235,0.1465601623058319,0.1783277839422226,0.24159443378448486,1.0000001192092896,0.1887667030096054,0.13638272881507874,0.0885917916893959,0.20270776748657227,0.16068434715270996
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.30158689618110657,0.23153051733970642,0.24671313166618347,0.44038116931915283,0.2678501009941101,-0.07241261005401611,0.2685687243938446,0.5064792633056641,0.4739971458911896,0.20687337219715118,0.1657865047454834,0.4137635827064514,0.3132713735103607,0.44038116931915283,0.16676828265190125,0.4322226941585541,0.17178432643413544,0.4451248347759247,0.41813769936561584,0.3312093913555145,0.18250344693660736,0.264628142118454
general,0.24928055703639984,0.20144300162792206,0.28634732961654663,0.15852142870426178,0.0683966875076294,0.12909778952598572,0.2157215178012848,0.16447888314723969,-0.0757286474108696,0.0894777700304985,0.25860127806663513,0.28634732961654663,0.09048152714967728,0.2090218961238861,0.2510950565338135,0.12572753429412842,0.2157215178012848,0.26881638169288635,0.259066641330719,0.08569476753473282,0.24755197763442993,0.1693277657032013,0.11491996049880981,0.20789405703544617,0.1972234547138214
physicians,0.24258212745189667,0.12708066403865814,0.20843391120433807,0.1807321310043335,0.10065991431474686,0.11105415225028992,0.19939659535884857,0.3838181793689728,-0.0160693246871233,0.084512859582901,0.19310346245765686,0.20843391120433807,0.08454002439975739,0.33743607997894287,0.2623414397239685,0.14876800775527954,0.19939659535884857,0.6525009870529175,0.18599987030029297,0.12360133975744247,0.2605861723423004,0.23498019576072693,0.15307246148586273,0.42799022793769836,0.12075905501842499
if,0.5277165174484253,0.30927813053131104,0.33724796772003174,0.3674609065055847,0.18131864070892334,0.21807901561260223,0.41272827982902527,0.3103584349155426,-0.0015437148977071047,0.19414310157299042,0.3498523235321045,0.33724796772003174,0.25208646059036255,0.1983371078968048,0.5634250640869141,0.4139321744441986,0.41272827982902527,0.15271732211112976,0.2589588761329651,0.1654943972826004,0.4559597074985504,0.4644846022129059,0.404382586479187,0.19781945645809174,0.4441644251346588
the,0.42745697498321533,0.5823672413825989,1.0,0.21698720753192902,0.26146480441093445,0.39067012071609497,0.5829201340675354,0.2195289433002472,-0.01540423184633255,0.28978195786476135,0.5171257257461548,1.0,0.27377554774284363,0.1938311904668808,0.5473989248275757,0.2995605766773224,0.5829201340675354,0.1636791080236435,0.6662389636039734,0.24396029114723206,0.535392165184021,0.29086416959762573,0.39404502511024475,0.19564834237098694,0.22068053483963013
nearest,0.15945719182491302,0.29425695538520813,0.27377554774284363,0.16384980082511902,0.4378221929073334,0.28447437286376953,0.2805126905441284,0.08931003510951996,0.0524693988263607,0.2528003752231598,0.20309489965438843,0.27377554774284363,1.0000001192092896,0.08721353858709335,0.17418406903743744,0.20547954738140106,0.2805126905441284,0.02910950779914856,0.2643829584121704,0.09475844353437424,0.3085865378379822,0.18375445902347565,0.18257521092891693,0.13265582919120789,0.10557453334331512
pharmacy,0.21638189256191254,0.16101746261119843,0.1938311904668808,0.16780208051204681,0.14901778101921082,0.10909945517778397,0.21975059807300568,0.28659823536872864,0.026494290679693222,0.24111992120742798,0.21655313670635223,0.1938311904668808,0.08721353858709335,1.0,0.2027333825826645,0.1355205476284027,0.21975059807300568,0.34608012437820435,0.22082467377185822,0.18006959557533264,0.1824638396501541,0.16631095111370087,0.16702772676944733,0.5021726489067078,0.1355620175600052
is,0.28837618231773376,1.0,0.5823672413825989,0.21026945114135742,0.2458917796611786,0.26809602975845337,0.658733606338501,0.23460286855697632,0.02396530658006668,0.22316986322402954,0.3859752118587494,0.5823672413825989,0.29425695538520813,0.16101746261119843,0.3995479643344879,0.2976554334163666,0.658733606338501,0.1387769728899002,0.5394441485404968,0.11112981289625168,0.42745086550712585,0.25632646679878235,0.2817855477333069,0.13468733429908752,0.22961433231830597
more,0.3484537899494171,0.2946030795574188,0.39758381247520447,0.3342606723308563,0.2060805857181549,0.2803398668766022,0.3452818691730499,0.24067845940589905,0.032942235469818115,0.21690815687179565,0.39880692958831787,0.39758381247520447,0.2167731374502182,0.1321602463722229,0.4813884496688843,0.332744836807251,0.3452818691730499,0.13194811344146729,0.32563260197639465,0.1252252459526062,0.47084665298461914,0.36252525448799133,0.3380376398563385,0.16686294972896576,0.27894994616508484
than,0.29388150572776794,0.2839990258216858,0.3227543234825134,0.3420521020889282,0.22573746740818024,0.2741905152797699,0.3126874566078186,0.16202664375305176,0.0585811510682106,0.13694584369659424,0.39361441135406494,0.3227543234825134,0.2186441719532013,0.09713412821292877,0.4891277849674225,0.351510226726532,0.3126874566078186,0.07082686573266983,0.3270052373409271,0.12468992918729782,0.3192550539970398,0.3182321786880493,0.26693058013916016,0.14391456544399261,0.24917294085025787
4,-0.04324747622013092,0.025936461985111237,0.15499350428581238,-0.003295215778052807,0.034978725016117096,0.05175559222698212,0.08102071285247803,-0.051553912460803986,-0.0858617052435875,0.04992710426449776,0.11143114417791367,0.15499350428581238,0.03390318527817726,-0.009483927860856056,-0.04881570115685463,-0.0042909360490739346,0.08102071285247803,0.1874893605709076,0.08310048282146454,0.18269161880016327,0.059323787689208984,-0.02434251643717289,-0.037382327020168304,-0.019312461838126183,0.010515431873500347
kilometers,0.1880730390548706,0.28149881958961487,0.3189322352409363,0.22104798257350922,0.49814432859420776,0.26942193508148193,0.26029402017593384,0.03510420769453049,0.018410654738545418,0.1672159731388092,0.21645788848400116,0.3189322352409363,0.3594803214073181,0.11015796661376953,0.20818889141082764,0.1430519074201584,0.26029402017593384,0.10383827984333038,0.3013875186443329,0.13716253638267517,0.2404150515794754,0.13812746107578278,0.160355344414711,0.1719350516796112,0.09704750031232834
