,where,did,the,abc,new,york,flagship,stations,move,their,facilities,to,in,1953,?
on,0.37630224227905273,0.2670976221561432,0.5107308030128479,0.2862928807735443,0.31106263399124146,0.2789517641067505,0.3151450753211975,0.3269573450088501,0.2874688506126404,0.3598666191101074,0.1600460559129715,0.41031414270401,0.46853652596473694,0.10931394249200821,0.2714994251728058
may,0.23215454816818237,0.3038632869720459,0.2694292366504669,0.11823318153619766,0.19349534809589386,0.16990967094898224,0.15266236662864685,0.1822420060634613,0.1965644806623459,0.2552892565727234,0.16363470256328583,0.391582727432251,0.3424151837825775,-0.04646003618836403,0.2768254578113556
1,-0.12200809270143509,-0.2815930247306824,-0.1554475575685501,-0.21221664547920227,-0.12179357558488846,-0.12575797736644745,-0.08304397016763687,-0.06642347574234009,-0.1516784131526947,-0.33722230792045593,-0.07769398391246796,-0.2769182622432709,-0.10660158097743988,0.2012656182050705,-0.249979168176651
",",0.3149496018886566,0.3015086054801941,0.4933079481124878,0.2097204476594925,0.36073189973831177,0.2926291227340698,0.27211007475852966,0.26337406039237976,0.25767531991004944,0.3045167922973633,0.21444764733314514,0.44245919585227966,0.5201468467712402,0.05012056231498718,0.31091248989105225
1953,0.0016415498685091734,0.024656908586621284,0.10330186039209366,0.027935892343521118,0.09171148389577866,0.04241456091403961,0.16084536910057068,0.24087849259376526,0.02263099141418934,-0.05694306269288063,0.08203057944774628,-0.029071945697069168,0.06370333582162857,0.9999999403953552,-0.048926934599876404
",",0.3149496018886566,0.3015086054801941,0.4933079481124878,0.2097204476594925,0.36073189973831177,0.2926291227340698,0.27211007475852966,0.26337406039237976,0.25767531991004944,0.3045167922973633,0.21444764733314514,0.44245919585227966,0.5201468467712402,0.05012056231498718,0.31091248989105225
abc,0.08676808327436447,0.13353709876537323,0.2068762183189392,1.0000001192092896,0.20663127303123474,0.25457969307899475,0.3940317928791046,0.23858611285686493,0.10701066255569458,0.17463743686676025,0.11960670351982117,0.1762417107820511,0.1697147786617279,0.027935892343521118,0.19065172970294952
's,0.0007701900321990252,0.05069678649306297,-0.01540423184633255,0.06670809537172318,-0.008355522528290749,-0.02817569300532341,0.04382907971739769,0.029389679431915283,0.03534839302301407,-0.005530759692192078,0.023276466876268387,0.03782717138528824,-0.037580832839012146,0.0588824488222599,-0.023395681753754616
new,0.26026442646980286,0.227974995970726,0.3845241069793701,0.20663127303123474,0.9999999403953552,0.7252664566040039,0.20616208016872406,0.1508234143257141,0.16426461935043335,0.25697171688079834,0.16431653499603271,0.33159172534942627,0.3758552670478821,0.09171148389577866,0.14782847464084625
york,0.21910661458969116,0.16606222093105316,0.3034006953239441,0.25457969307899475,0.7252664566040039,1.0,0.21159741282463074,0.15678028762340546,0.11653122305870056,0.18450471758842468,0.16710510849952698,0.22230617702007294,0.2961827218532562,0.04241456091403961,0.15262620151042938
city,0.2686662971973419,0.12266099452972412,0.35769423842430115,0.2157231718301773,0.3555362820625305,0.4437188506126404,0.26135244965553284,0.26229754090309143,0.1642136424779892,0.18052278459072113,0.21593722701072693,0.20300441980361938,0.3911624252796173,0.10771466046571732,0.13423943519592285
flagship,0.1815587431192398,0.13746052980422974,0.33778491616249084,0.3940317928791046,0.20616208016872406,0.21159741282463074,1.0,0.30679580569267273,0.12695088982582092,0.19206227362155914,0.2626461088657379,0.2113567292690277,0.2960335314273834,0.16084536910057068,0.0801878422498703
stations,0.23675303161144257,0.16568200290203094,0.24762700498104095,0.23858611285686493,0.1508234143257141,0.15678028762340546,0.30679580569267273,1.0,0.1830722689628601,0.231601282954216,0.39799073338508606,0.21700026094913483,0.25864288210868835,0.24087849259376526,0.13192185759544373
–,0.10786791145801544,0.2259434312582016,0.2607575058937073,0.187828928232193,0.18971922993659973,0.26624006032943726,0.187406525015831,0.06834526360034943,0.10434877872467041,0.14568807184696198,0.053998030722141266,0.19410304725170135,0.23687128722667694,0.0006512061227113008,0.2714554965496063
wjz,0.25810542702674866,0.1676211804151535,0.240485280752182,0.273657888174057,0.2416563630104065,0.22884880006313324,0.29511868953704834,0.24505287408828735,0.1864626258611679,0.2325979322195053,0.24099864065647125,0.2684129774570465,0.26651135087013245,-0.1475869119167328,0.37870505452156067
",",0.3149496018886566,0.3015086054801941,0.4933079481124878,0.2097204476594925,0.36073189973831177,0.2926291227340698,0.27211007475852966,0.26337406039237976,0.25767531991004944,0.3045167922973633,0.21444764733314514,0.44245919585227966,0.5201468467712402,0.05012056231498718,0.31091248989105225
wjz-fm,0.24770277738571167,0.18927158415317535,0.20382408797740936,0.22234922647476196,0.20287862420082092,0.23539648950099945,0.24903832376003265,0.3233558237552643,0.2681710422039032,0.2146800458431244,0.3344942331314087,0.24141769111156464,0.2068788856267929,-0.003518513171002269,0.2681509554386139
and,0.43859338760375977,0.34479495882987976,0.5171257257461548,0.16453155875205994,0.31402453780174255,0.2509689927101135,0.26722848415374756,0.2687023878097534,0.2671177089214325,0.45114588737487793,0.31028881669044495,0.48971283435821533,0.4954058527946472,0.03154578432440758,0.20544172823429108
wjz-tv,0.2135198712348938,0.15769077837467194,0.24934500455856323,0.4708509147167206,0.2019413411617279,0.23575934767723083,0.35486677289009094,0.42167744040489197,0.12526951730251312,0.22869394719600677,0.24569633603096008,0.22708243131637573,0.2544225752353668,-0.02016962133347988,0.31192705035209656
–,0.10786791145801544,0.2259434312582016,0.2607575058937073,0.187828928232193,0.18971922993659973,0.26624006032943726,0.187406525015831,0.06834526360034943,0.10434877872467041,0.14568807184696198,0.053998030722141266,0.19410304725170135,0.23687128722667694,0.0006512061227113008,0.2714554965496063
changed,0.20096483826637268,0.30653589963912964,0.351829469203949,0.19383619725704193,0.2669776380062103,0.14415842294692993,0.2360796183347702,0.14921951293945312,0.2324810028076172,0.27237409353256226,0.12062013894319534,0.2968057096004486,0.292167991399765,0.07612010091543198,0.21123318374156952
their,0.3356108069419861,0.38078752160072327,0.516537070274353,0.17463743686676025,0.25697171688079834,0.18450471758842468,0.19206227362155914,0.231601282954216,0.3004465699195862,1.0,0.2192147672176361,0.44619059562683105,0.34976133704185486,-0.05694306269288063,0.1898253709077835
respective,0.2590416967868805,0.29235729575157166,0.3637433648109436,0.117442786693573,0.2197195440530777,0.15789298713207245,0.12869612872600555,0.2645864188671112,0.27386653423309326,0.44809025526046753,0.21545159816741943,0.37763336300849915,0.2688440978527069,-0.01602580025792122,0.2512778639793396
callsigns,0.21538279950618744,0.16177047789096832,0.303917795419693,0.32293644547462463,0.238680899143219,0.22759602963924408,0.3322123885154724,0.36553582549095154,0.1525607705116272,0.2169719934463501,0.2676052153110504,0.21837688982486725,0.2446139007806778,0.0039971056394279,0.22484612464904785
to,0.47735077142715454,0.4452643394470215,0.535392165184021,0.1762417107820511,0.33159172534942627,0.22230617702007294,0.2113567292690277,0.21700026094913483,0.37858664989471436,0.44619059562683105,0.25067898631095886,1.0,0.45010748505592346,-0.029071945697069168,0.29463258385658264
wabc,0.15729160606861115,0.18701475858688354,0.30663007497787476,0.657604992389679,0.2992299795150757,0.3617854118347168,0.3523077368736267,0.34425705671310425,0.17318087816238403,0.1567991077899933,0.17006751894950867,0.24689079821109772,0.2888534665107727,0.05309532210230827,0.2454584538936615
",",0.3149496018886566,0.3015086054801941,0.4933079481124878,0.2097204476594925,0.36073189973831177,0.2926291227340698,0.27211007475852966,0.26337406039237976,0.25767531991004944,0.3045167922973633,0.21444764733314514,0.44245919585227966,0.5201468467712402,0.05012056231498718,0.31091248989105225
wabc-fm,0.21223223209381104,0.20359057188034058,0.3324580490589142,0.4212319254875183,0.2848421633243561,0.33379828929901123,0.2971254289150238,0.3773655891418457,0.22623755037784576,0.18319377303123474,0.2271832674741745,0.2966727912425995,0.307624876499176,0.04872643202543259,0.2505378723144531
and,0.43859338760375977,0.34479495882987976,0.5171257257461548,0.16453155875205994,0.31402453780174255,0.2509689927101135,0.26722848415374756,0.2687023878097534,0.2671177089214325,0.45114588737487793,0.31028881669044495,0.48971283435821533,0.4954058527946472,0.03154578432440758,0.20544172823429108
wabc-tv,0.24559739232063293,0.21346208453178406,0.365464985370636,0.5460134148597717,0.311714231967926,0.3595336675643921,0.39025285840034485,0.4442092180252075,0.20606672763824463,0.19734026491641998,0.2635415494441986,0.31311294436454773,0.3306269347667694,0.08003804087638855,0.2822728157043457
",",0.3149496018886566,0.3015086054801941,0.4933079481124878,0.2097204476594925,0.36073189973831177,0.2926291227340698,0.27211007475852966,0.26337406039237976,0.25767531991004944,0.3045167922973633,0.21444764733314514,0.44245919585227966,0.5201468467712402,0.05012056231498718,0.31091248989105225
and,0.43859338760375977,0.34479495882987976,0.5171257257461548,0.16453155875205994,0.31402453780174255,0.2509689927101135,0.26722848415374756,0.2687023878097534,0.2671177089214325,0.45114588737487793,0.31028881669044495,0.48971283435821533,0.4954058527946472,0.03154578432440758,0.20544172823429108
moved,0.39481642842292786,0.27509647607803345,0.32031023502349854,0.20680104196071625,0.24805881083011627,0.2305680364370346,0.1811925172805786,0.17586302757263184,0.5574866533279419,0.19643418490886688,0.21700847148895264,0.2918468713760376,0.3323737680912018,0.10400024801492691,0.15112607181072235
