,which,linebacker,had,the,most,sacks,on,the,team,?
pro,0.19924573600292206,0.3327255845069885,0.14190727472305298,0.2149612456560135,0.1215357631444931,0.21555940806865692,0.13377955555915833,0.2149612456560135,0.24709461629390717,0.17645101249217987
bowl,0.23468568921089172,0.4219481945037842,0.1661457121372223,0.21576224267482758,0.20814399421215057,0.2921851873397827,0.1334993690252304,0.21576224267482758,0.20460736751556396,0.21118052303791046
linebacker,0.1141936182975769,1.0000001192092896,0.17168013751506805,0.19719967246055603,0.17617225646972656,0.4388428032398224,0.15558040142059326,0.19719967246055603,0.29453736543655396,0.15540370345115662
von,0.13997842371463776,0.07443031668663025,0.20912496745586395,0.21817399561405182,0.12790876626968384,0.1289111226797104,0.13431416451931,0.21817399561405182,0.10261493921279907,0.13907472789287567
miller,0.1501988172531128,0.30272817611694336,0.2584502100944519,0.21601076424121857,0.14827017486095428,0.23011738061904907,0.2245476096868515,0.21601076424121857,0.18577443063259125,0.1295081228017807
led,0.21040768921375275,0.23452478647232056,0.38557857275009155,0.3267505168914795,0.2947567105293274,0.2322951704263687,0.23411796987056732,0.3267505168914795,0.2298295497894287,0.09273858368396759
the,0.6521818041801453,0.19719967246055603,0.3875846862792969,1.0,0.47635307908058167,0.23296904563903809,0.5107308030128479,1.0,0.22564226388931274,0.22068053483963013
team,0.17144864797592163,0.29453736543655396,0.11808160692453384,0.22564226388931274,0.12060809135437012,0.12940412759780884,0.13870710134506226,0.22564226388931274,1.0,0.11243411153554916
with,0.46403205394744873,0.15185804665088654,0.4739086329936981,0.4223487675189972,0.336320698261261,0.15947255492210388,0.40749499201774597,0.4223487675189972,0.21111343801021576,0.2433311939239502
11,0.06589670479297638,-0.04931056499481201,0.055527396500110626,-0.0219515822827816,0.10324876010417938,0.03327568992972374,0.006688752211630344,-0.0219515822827816,-0.08932895958423615,-0.04295448586344719
sacks,0.1675073802471161,0.4388428032398224,0.2547798454761505,0.23296904563903809,0.17251956462860107,1.0,0.14847935736179352,0.23296904563903809,0.12940412759780884,0.0761517658829689
",",0.3658004403114319,0.2608627378940582,0.35487717390060425,0.4933079481124878,0.3636029064655304,0.2979430854320526,0.49057599902153015,0.4933079481124878,0.21287471055984497,0.31091248989105225
forced,0.22839660942554474,0.16717620193958282,0.3529525697231293,0.2571122944355011,0.16569529473781586,0.2543655037879944,0.17744550108909607,0.2571122944355011,0.16960181295871735,0.17547516524791718
four,0.37497180700302124,0.13203486800193787,0.3644758462905884,0.40344667434692383,0.3209649324417114,0.1399923712015152,0.27816104888916016,0.40344667434692383,0.2001880258321762,0.14532537758350372
fumbles,0.2206491380929947,0.4557225704193115,0.27008941769599915,0.21007823944091797,0.15579816699028015,0.4642697870731354,0.2006998211145401,0.21007823944091797,0.29259487986564636,0.1826416552066803
",",0.3658004403114319,0.2608627378940582,0.35487717390060425,0.4933079481124878,0.3636029064655304,0.2979430854320526,0.49057599902153015,0.4933079481124878,0.21287471055984497,0.31091248989105225
and,0.506277859210968,0.2321299910545349,0.3872550129890442,0.5171257257461548,0.4309377074241638,0.26875683665275574,0.4077630043029785,0.5171257257461548,0.22394508123397827,0.20544172823429108
recovered,0.25141164660453796,0.1912452131509781,0.4536527991294861,0.2614712417125702,0.20473505556583405,0.341839462518692,0.2166234701871872,0.2614712417125702,0.16208243370056152,0.08912046253681183
three,0.40919098258018494,0.1385241448879242,0.33429715037345886,0.43452659249305725,0.33429425954818726,0.17164605855941772,0.2742598354816437,0.43452659249305725,0.2015995979309082,0.20928427577018738
.,0.45942068099975586,0.23209579288959503,0.37348684668540955,0.5934505462646484,0.35404038429260254,0.20474085211753845,0.49257001280784607,0.5934505462646484,0.26467522978782654,0.4130953550338745
