,how,man,people,gather,along,the,banks,of,the,vistula,for,the,wianki,festival,?
gatherings,0.22805450856685638,0.17090122401714325,0.26618656516075134,0.7008874416351318,0.1630336493253708,0.3073239028453827,0.17055301368236542,0.31038516759872437,0.3073239028453827,0.15405309200286865,0.31485989689826965,0.3073239028453827,0.26878562569618225,0.29795002937316895,0.11102838814258575
of,0.2480744868516922,0.16490690410137177,0.3251037895679474,0.2395036518573761,0.34889817237854004,0.733189046382904,0.21528330445289612,1.0,0.733189046382904,0.2898311913013458,0.4185989499092102,0.733189046382904,0.2658086121082306,0.17007394134998322,0.1826142966747284
thousands,0.2813407778739929,0.15479311347007751,0.3674847185611725,0.374926894903183,0.22969074547290802,0.2934577763080597,0.20007666945457458,0.27601075172424316,0.2934577763080597,0.22961610555648804,0.2778078615665436,0.2934577763080597,0.15993888676166534,0.21111294627189636,0.15520451962947845
of,0.2480744868516922,0.16490690410137177,0.3251037895679474,0.2395036518573761,0.34889817237854004,0.733189046382904,0.21528330445289612,1.0,0.733189046382904,0.2898311913013458,0.4185989499092102,0.733189046382904,0.2658086121082306,0.17007394134998322,0.1826142966747284
people,0.2932034730911255,0.277393102645874,1.0000001192092896,0.299997478723526,0.15930365025997162,0.36838498711586,0.15602535009384155,0.3251037895679474,0.36838498711586,0.22863705456256866,0.24900002777576447,0.36838498711586,0.21800892055034637,0.17863190174102783,0.23739641904830933
on,0.32655060291290283,0.2439323514699936,0.2559742033481598,0.23855459690093994,0.41361382603645325,0.5107308030128479,0.2700941860675812,0.3966929316520691,0.5107308030128479,0.20966413617134094,0.36199691891670227,0.5107308030128479,0.25154006481170654,0.1707397699356079,0.2714994251728058
the,0.33890387415885925,0.23171134293079376,0.36838498711586,0.31192347407341003,0.39495137333869934,1.0,0.28661349415779114,0.733189046382904,1.0,0.36214977502822876,0.4739971458911896,1.0,0.32233020663261414,0.20982226729393005,0.22068053483963013
banks,0.1086173728108406,0.15801699459552765,0.15602535009384155,0.13992688059806824,0.2461840659379959,0.28661349415779114,1.0,0.21528330445289612,0.28661349415779114,0.33253222703933716,0.20989097654819489,0.28661349415779114,0.2087198793888092,0.10873881727457047,0.11048095673322678
of,0.2480744868516922,0.16490690410137177,0.3251037895679474,0.2395036518573761,0.34889817237854004,0.733189046382904,0.21528330445289612,1.0,0.733189046382904,0.2898311913013458,0.4185989499092102,0.733189046382904,0.2658086121082306,0.17007394134998322,0.1826142966747284
the,0.33890387415885925,0.23171134293079376,0.36838498711586,0.31192347407341003,0.39495137333869934,1.0,0.28661349415779114,0.733189046382904,1.0,0.36214977502822876,0.4739971458911896,1.0,0.32233020663261414,0.20982226729393005,0.22068053483963013
vistula,0.13731622695922852,0.1438060849905014,0.22863705456256866,0.14817966520786285,0.29913556575775146,0.36214977502822876,0.33253222703933716,0.2898311913013458,0.36214977502822876,0.9999999403953552,0.10408380627632141,0.36214977502822876,0.39636558294296265,0.14546586573123932,0.1677311211824417
on,0.32655060291290283,0.2439323514699936,0.2559742033481598,0.23855459690093994,0.41361382603645325,0.5107308030128479,0.2700941860675812,0.3966929316520691,0.5107308030128479,0.20966413617134094,0.36199691891670227,0.5107308030128479,0.25154006481170654,0.1707397699356079,0.2714994251728058
midsummer,0.16700655221939087,0.2908889651298523,0.18001292645931244,0.25448843836784363,0.13466352224349976,0.31286704540252686,0.13708078861236572,0.2498185783624649,0.31286704540252686,0.11116297543048859,0.25608283281326294,0.31286704540252686,0.30801451206207275,0.3926927447319031,0.16556790471076965
’,0.0033065308816730976,0.09559424221515656,-0.02554408460855484,-0.02678697742521763,0.09897109121084213,-0.04090067744255066,0.07554425299167633,-0.062016043812036514,-0.04090067744255066,0.09416898339986801,-0.02041393518447876,-0.04090067744255066,0.009225543588399887,-0.02945009246468544,0.045561522245407104
s,0.3008496165275574,0.24967209994792938,0.16762684285640717,0.18278862535953522,0.20512108504772186,0.46610721945762634,0.12579399347305298,0.42263656854629517,0.46610721945762634,0.1738915741443634,0.29884564876556396,0.46610721945762634,0.22875379025936127,0.13092643022537231,0.25130221247673035
night,0.17527689039707184,0.2170173078775406,0.17756925523281097,0.26862412691116333,0.12067141383886337,0.2817382514476776,0.19862623512744904,0.19958451390266418,0.2817382514476776,0.1385210156440735,0.16021959483623505,0.2817382514476776,0.25262752175331116,0.217139333486557,0.13794848322868347
for,0.3308170735836029,0.22439523041248322,0.24900002777576447,0.2765520513057709,0.249526709318161,0.4739971458911896,0.20989097654819489,0.4185989499092102,0.4739971458911896,0.10408380627632141,0.9999999403953552,0.4739971458911896,0.1833522617816925,0.2104043960571289,0.264628142118454
a,0.29312583804130554,0.27759313583374023,0.3483705520629883,0.26510927081108093,0.24426962435245514,0.5829201340675354,0.12387599050998688,0.5052502155303955,0.5829201340675354,0.219985231757164,0.44038116931915283,0.5829201340675354,0.25143539905548096,0.16281212866306305,0.23916715383529663
festival,0.14565487205982208,0.16409215331077576,0.17863190174102783,0.24477624893188477,0.1442592740058899,0.20982226729393005,0.10873881727457047,0.17007394134998322,0.20982226729393005,0.14546586573123932,0.2104043960571289,0.20982226729393005,0.20344296097755432,0.9999999403953552,0.17767390608787537
called,0.2869613468647003,0.19548919796943665,0.25904586911201477,0.313419908285141,0.24222734570503235,0.489897221326828,0.13603124022483826,0.4222904443740845,0.489897221326828,0.19667942821979523,0.29870352149009705,0.489897221326828,0.20386429131031036,0.19096560776233673,0.18963319063186646
wianki,0.21711960434913635,0.1883779913187027,0.21800892055034637,0.2133140116930008,0.1638176441192627,0.32233020663261414,0.2087198793888092,0.2658086121082306,0.32233020663261414,0.39636558294296265,0.1833522617816925,0.32233020663261414,1.0,0.20344296097755432,0.25271373987197876
(,0.1676948219537735,0.2344263195991516,0.17817604541778564,0.11051411926746368,0.18445467948913574,0.33289089798927307,0.13463014364242554,0.35032153129577637,0.33289089798927307,0.15570606291294098,0.3357032239437103,0.33289089798927307,0.2894880473613739,0.1496279239654541,0.40561532974243164
polish,0.12688754498958588,0.16086509823799133,0.14120091497898102,0.1171090304851532,0.14218449592590332,0.17708231508731842,0.025071315467357635,0.16866981983184814,0.17708231508731842,0.3469172716140747,0.1262354850769043,0.17708231508731842,0.44809773564338684,0.10988916456699371,0.14012759923934937
for,0.3308170735836029,0.22439523041248322,0.24900002777576447,0.2765520513057709,0.249526709318161,0.4739971458911896,0.20989097654819489,0.4185989499092102,0.4739971458911896,0.10408380627632141,0.9999999403953552,0.4739971458911896,0.1833522617816925,0.2104043960571289,0.264628142118454
wreaths,0.12175453454256058,0.16967235505580902,0.20480719208717346,0.2382223755121231,0.20439644157886505,0.2534267008304596,0.08837202191352844,0.2570483684539795,0.2534267008304596,0.19263043999671936,0.19882327318191528,0.2534267008304596,0.13098616898059845,0.21408095955848694,0.10216034948825836
),0.17939934134483337,0.25566503405570984,0.18634183704853058,0.12776458263397217,0.17395511269569397,0.3456730246543884,0.12439817190170288,0.3680361211299896,0.3456730246543884,0.17416024208068848,0.3639558255672455,0.3456730246543884,0.3041556179523468,0.17486503720283508,0.42300865054130554
