,what,was,temüjin,',sister,'s,name,?
temüjin,0.34580421447753906,0.38774195313453674,1.0,0.27499818801879883,0.2312006801366806,-0.010023289360105991,0.3323917090892792,0.21090233325958252
had,0.23849567770957947,0.5927209258079529,0.4177429676055908,0.21722373366355896,0.22653910517692566,-0.004401352722197771,0.1840408891439438,0.20728366076946259
three,0.24888746440410614,0.2748996615409851,0.19475048780441284,0.2094462364912033,0.16713543236255646,0.03946888819336891,0.1462973952293396,0.20928427577018738
brothers,0.17880715429782867,0.29881271719932556,0.28206151723861694,0.18038149178028107,0.5063724517822266,0.033226870000362396,0.15122637152671814,0.11019307374954224
named,0.1525408923625946,0.37528327107429504,0.27967900037765503,0.2907311022281647,0.2491847276687622,-0.06022389233112335,0.44205352663993835,0.1297498345375061
hasar,0.17575916647911072,0.2905251979827881,0.4130931794643402,0.20620939135551453,0.1394495964050293,-0.03499677777290344,0.11810271441936493,0.22579099237918854
",",0.3087472915649414,0.45456063747406006,0.3484273850917816,0.5178600549697876,0.23690487444400787,-0.0016132977325469255,0.28145334124565125,0.31091248989105225
hachiun,0.2254238724708557,0.2737767696380615,0.542439877986908,0.24604564905166626,0.22121132910251617,0.008228573016822338,0.2337590456008911,0.23598389327526093
",",0.3087472915649414,0.45456063747406006,0.3484273850917816,0.5178600549697876,0.23690487444400787,-0.0016132977325469255,0.28145334124565125,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.3789469599723816,0.3053182065486908,0.2914920747280121,0.06895173341035843,0.21235932409763336,0.20544172823429108
temüge,0.33076709508895874,0.3467852473258972,0.7096407413482666,0.3210858106613159,0.27591845393180847,0.05404921621084213,0.2636788785457611,0.2333158403635025
",",0.3087472915649414,0.45456063747406006,0.3484273850917816,0.5178600549697876,0.23690487444400787,-0.0016132977325469255,0.28145334124565125,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.3789469599723816,0.3053182065486908,0.2914920747280121,0.06895173341035843,0.21235932409763336,0.20544172823429108
one,0.376489520072937,0.3752199709415436,0.30269449949264526,0.36029258370399475,0.2319549173116684,0.06913424283266068,0.27018114924430847,0.2673267424106598
sister,0.1249556615948677,0.1974511742591858,0.2312006801366806,0.22403675317764282,1.0,0.019992811605334282,0.19500501453876495,0.15028199553489685
named,0.1525408923625946,0.37528327107429504,0.27967900037765503,0.2907311022281647,0.2491847276687622,-0.06022389233112335,0.44205352663993835,0.1297498345375061
temülen,0.17897407710552216,0.22731913626194,0.5103743672370911,0.2836593985557556,0.23418892920017242,0.08322955667972565,0.2539350986480713,0.2085629552602768
",",0.3087472915649414,0.45456063747406006,0.3484273850917816,0.5178600549697876,0.23690487444400787,-0.0016132977325469255,0.28145334124565125,0.31091248989105225
as,0.31749409437179565,0.3677520453929901,0.32332390546798706,0.41391023993492126,0.21482063829898834,-0.05775856226682663,0.2851914167404175,0.27043893933296204
well,0.4154493808746338,0.3130364418029785,0.34619826078414917,0.28073304891586304,0.20180287957191467,-0.0049502006731927395,0.17632928490638733,0.24815571308135986
as,0.31749409437179565,0.3677520453929901,0.32332390546798706,0.41391023993492126,0.21482063829898834,-0.05775856226682663,0.2851914167404175,0.27043893933296204
two,0.23363454639911652,0.27166637778282166,0.24047213792800903,0.23614099621772766,0.23602741956710815,0.038143858313560486,0.18348293006420135,0.19645625352859497
half-brothers,0.23517023026943207,0.37600216269493103,0.33502504229545593,0.2534116506576538,0.5249537229537964,0.022828109562397003,0.18888944387435913,0.1800430417060852
named,0.1525408923625946,0.37528327107429504,0.27967900037765503,0.2907311022281647,0.2491847276687622,-0.06022389233112335,0.44205352663993835,0.1297498345375061
begter,0.29122328758239746,0.4151668846607208,0.3692499101161957,0.3338136672973633,0.30446135997772217,0.04033765569329262,0.2464563101530075,0.22523251175880432
and,0.31309178471565247,0.3740963041782379,0.3789469599723816,0.3053182065486908,0.2914920747280121,0.06895173341035843,0.21235932409763336,0.20544172823429108
belgutei,0.16673767566680908,0.265449583530426,0.42093566060066223,0.2639174163341522,0.18782034516334534,-0.01814407855272293,0.21478375792503357,0.18873246014118195
.,0.3567904531955719,0.40146201848983765,0.31788840889930725,0.4806240200996399,0.18482272326946259,-0.003708066651597619,0.24737101793289185,0.4130953550338745
