,what,is,the,name,of,the,first,doctor,who,serial,?
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.49448907375335693,0.2820442318916321,0.3733934462070465,0.1900636851787567,0.22068053483963013
programme,0.1876801699399948,0.20126456022262573,0.23601844906806946,0.13091664016246796,0.18707643449306488,0.23601844906806946,0.3004976212978363,0.2561369240283966,0.2317163497209549,0.12951472401618958,0.139840766787529
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,0.08507627248764038,-0.03817026689648628,-0.01540423184633255,-0.014458609744906425,0.031664930284023285,0.05599616840481758,-0.024394268169999123,-0.023395681753754616
first,0.28086137771606445,0.30889374017715454,0.49448907375335693,0.3163818418979645,0.3536086082458496,0.49448907375335693,1.0,0.27244147658348083,0.39065709710121155,0.24157249927520752,0.18701928853988647
serial,0.1661187708377838,0.19110606610774994,0.1900636851787567,0.18481788039207458,0.17792607843875885,0.1900636851787567,0.24157249927520752,0.2744404375553131,0.1957370638847351,0.9999999403953552,0.15233060717582703
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.34503069519996643,0.20407600700855255,0.3365725874900818,0.23162682354450226,0.31091248989105225
an,0.2821882665157318,0.4654068350791931,0.4207492768764496,0.22033736109733582,0.32280945777893066,0.4207492768764496,0.29757723212242126,0.1790127456188202,0.2848317325115204,0.19017787277698517,0.19793890416622162
unearthly,0.30722445249557495,0.20747718214988708,0.25127342343330383,0.08322221785783768,0.2537299394607544,0.25127342343330383,0.21167299151420593,0.25949645042419434,0.31585583090782166,0.19046606123447418,0.2082592248916626
child,0.21805857121944427,0.1864635944366455,0.19800683856010437,0.12468715757131577,0.17253053188323975,0.19800683856010437,0.16875900328159332,0.2421807199716568,0.29989326000213623,0.23012638092041016,0.1979578584432602
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.34503069519996643,0.20407600700855255,0.3365725874900818,0.23162682354450226,0.31091248989105225
shows,0.30282244086265564,0.31176671385765076,0.36348509788513184,0.1723814606666565,0.3410852253437042,0.36348509788513184,0.17923472821712494,0.11790791153907776,0.1994590163230896,0.18388743698596954,0.2040930688381195
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.27224332094192505,0.41498205065727234,0.5473989248275757,0.3482176661491394,0.2390732765197754,0.45444270968437195,0.2109673023223877,0.32716336846351624
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.49448907375335693,0.2820442318916321,0.3733934462070465,0.1900636851787567,0.22068053483963013
doctor,0.20870667695999146,0.19875872135162354,0.2820442318916321,0.19494794309139252,0.16895952820777893,0.2820442318916321,0.27244147658348083,0.9999999403953552,0.3504868149757385,0.2744404375553131,0.1462511420249939
has,0.20338068902492523,0.5668748617172241,0.4177538752555847,0.2698039710521698,0.3909035325050354,0.4177538752555847,0.28288596868515015,0.1778179407119751,0.2558172643184662,0.2007100135087967,0.15994466841220856
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.4287874400615692,0.22883038222789764,0.36608949303627014,0.23481066524982452,0.23916715383529663
granddaughter,0.1623878926038742,0.17719969153404236,0.19782285392284393,0.24195942282676697,0.2563479244709015,0.19782285392284393,0.2657139301300049,0.3007976710796356,0.3652888834476471,0.05243388190865517,0.14228150248527527
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.34503069519996643,0.20407600700855255,0.3365725874900818,0.23162682354450226,0.31091248989105225
susan,0.17920079827308655,0.11523783206939697,0.13988924026489258,0.05679677426815033,0.09889765828847885,0.13988924026489258,0.15612098574638367,0.15850844979286194,0.19297325611114502,0.14011120796203613,0.12975265085697174
foreman,0.1912759691476822,0.17409101128578186,0.2552563548088074,0.1118997186422348,0.19210343062877655,0.2552563548088074,0.3186217248439789,0.2917719781398773,0.3892987370491028,0.18229582905769348,0.20037853717803955
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.4345304071903229,0.22361043095588684,0.3541337847709656,0.2543811500072479,0.4130953550338745
