,what,satellite,was,used,when,sky,digital,was,launched,?
when,0.4700249433517456,0.15352311730384827,0.37326499819755554,0.3272556662559509,0.9999999403953552,0.22495415806770325,0.11012646555900574,0.37326499819755554,0.20492124557495117,0.22841128706932068
sky,0.16493305563926697,0.3576030731201172,0.181777685880661,0.1796981245279312,0.22495415806770325,1.0,0.24256861209869385,0.181777685880661,0.2275601327419281,0.11270341277122498
digital,0.1757969856262207,0.4044962227344513,0.14947694540023804,0.23035404086112976,0.11012646555900574,0.24256861209869385,1.0000001192092896,0.14947694540023804,0.2442242056131363,0.12982943654060364
was,0.22111038863658905,0.21137270331382751,1.0000001192092896,0.23679393529891968,0.37326499819755554,0.181777685880661,0.14947694540023804,1.0000001192092896,0.28489428758621216,0.18412111699581146
launched,0.1668553501367569,0.4276261031627655,0.28489428758621216,0.273776113986969,0.20492124557495117,0.2275601327419281,0.2442242056131363,0.28489428758621216,1.0,0.1803835779428482
in,0.30808621644973755,0.18927223980426788,0.45514053106307983,0.3090210556983948,0.4431333839893341,0.20324937999248505,0.1500016450881958,0.45514053106307983,0.18876992166042328,0.20430970191955566
1998,0.10774625837802887,0.054616015404462814,0.04920116811990738,-0.051214687526226044,-0.02254817821085453,-0.048559874296188354,-0.03832988068461418,0.04920116811990738,0.07228998094797134,0.11714459210634232
the,0.42745697498321533,0.22563834488391876,0.48711544275283813,0.3718377649784088,0.5091903209686279,0.26521286368370056,0.18361380696296692,0.48711544275283813,0.2547066807746887,0.22068053483963013
new,0.2130378633737564,0.18229526281356812,0.2748313844203949,0.154256209731102,0.257220059633255,0.08702775835990906,0.17902426421642303,0.2748313844203949,0.2090310901403427,0.14782847464084625
service,0.16857224702835083,0.3001212179660797,0.22689001262187958,0.22584868967533112,0.23540960252285004,0.09141623228788376,0.2400941252708435,0.22689001262187958,0.29664507508277893,0.1676298975944519
used,0.27546408772468567,0.13598410785198212,0.23679393529891968,0.9999998807907104,0.3272556662559509,0.1796981245279312,0.23035404086112976,0.23679393529891968,0.273776113986969,0.22430120408535004
the,0.42745697498321533,0.22563834488391876,0.48711544275283813,0.3718377649784088,0.5091903209686279,0.26521286368370056,0.18361380696296692,0.48711544275283813,0.2547066807746887,0.22068053483963013
astra,0.16975583136081696,0.2982615828514099,0.1697757989168167,0.12165254354476929,0.12501053512096405,0.3241647481918335,0.20493097603321075,0.1697757989168167,0.3064923882484436,0.1366768777370453
2a,0.13696148991584778,-0.027244072407484055,0.08596842736005783,0.005353074055165052,0.2656506896018982,0.16092820465564728,-0.0987963154911995,0.08596842736005783,-0.03911173716187477,0.10166355967521667
satellite,0.17739586532115936,0.9999999403953552,0.21137270331382751,0.13598410785198212,0.15352311730384827,0.3576030731201172,0.4044962227344513,0.21137270331382751,0.4276261031627655,0.13568443059921265
which,0.5261979103088379,0.22284777462482452,0.2830964922904968,0.414506196975708,0.572554349899292,0.20498745143413544,0.23021383583545685,0.2830964922904968,0.23018783330917358,0.25814583897590637
was,0.22111038863658905,0.21137270331382751,1.0000001192092896,0.23679393529891968,0.37326499819755554,0.181777685880661,0.14947694540023804,1.0000001192092896,0.28489428758621216,0.18412111699581146
located,0.2034616470336914,0.1455652117729187,0.20133289694786072,0.2383909821510315,0.16845738887786865,0.08802227675914764,0.13971643149852753,0.20133289694786072,0.2062835395336151,0.08983194828033447
at,0.2838611304759979,0.16997875273227692,0.36707764863967896,0.22295412421226501,0.38876327872276306,0.19386574625968933,0.19604487717151642,0.36707764863967896,0.22991134226322174,0.21978627145290375
