,what,style,was,the,warsaw,philharmony,edifice,built,in,?
exceptional,0.22437724471092224,0.1820942908525467,0.18336528539657593,0.3299735188484192,0.10459863394498825,0.13092315196990967,0.264329731464386,0.07687045633792877,0.28676509857177734,0.1693650484085083
examples,0.26665759086608887,0.24520203471183777,0.07216602563858032,0.30092597007751465,0.07410813122987747,0.03850273787975311,0.26652294397354126,0.21505014598369598,0.25567561388015747,0.19976599514484406
of,0.33290785551071167,0.23203764855861664,0.4069072902202606,0.733189046382904,0.19253842532634735,0.23783744871616364,0.2570846676826477,0.23442776501178741,0.5696388483047485,0.1826142966747284
the,0.42745697498321533,0.2331719547510147,0.48711544275283813,1.0,0.23137180507183075,0.25529205799102783,0.24389362335205078,0.2950156033039093,0.6662389636039734,0.22068053483963013
bourgeois,0.16462503373622894,0.2646026313304901,0.17951296269893646,0.15145544707775116,0.2088790088891983,0.28105050325393677,0.2646534740924835,0.20879016816616058,0.17825178802013397,0.11163121461868286
architecture,0.23286667466163635,0.37103867530822754,0.2264874130487442,0.24488379061222076,0.1518496423959732,0.20611979067325592,0.36016663908958435,0.4077255427837372,0.2624244689941406,0.14343059062957764
of,0.33290785551071167,0.23203764855861664,0.4069072902202606,0.733189046382904,0.19253842532634735,0.23783744871616364,0.2570846676826477,0.23442776501178741,0.5696388483047485,0.1826142966747284
the,0.42745697498321533,0.2331719547510147,0.48711544275283813,1.0,0.23137180507183075,0.25529205799102783,0.24389362335205078,0.2950156033039093,0.6662389636039734,0.22068053483963013
later,0.2517229914665222,0.2293827086687088,0.5684447288513184,0.4060266613960266,0.2109813541173935,0.2636153995990753,0.17566539347171783,0.2880714535713196,0.40857815742492676,0.1417175978422165
periods,0.21756020188331604,0.19709093868732452,0.15220573544502258,0.27702534198760986,0.14529107511043549,0.09075509756803513,0.2099457085132599,0.1290818154811859,0.19927051663398743,0.167264923453331
were,0.22298263013362885,0.1882091462612152,0.590133786201477,0.3906462490558624,0.18216076493263245,0.17300261557102203,0.1379496157169342,0.31323960423469543,0.3815755248069763,0.17890112102031708
not,0.5449194312095642,0.2580115795135498,0.2888734042644501,0.4310511648654938,0.22481675446033478,0.14931845664978027,0.1920819729566574,0.12641943991184235,0.3403114080429077,0.41942933201789856
restored,0.23375621438026428,0.13073068857192993,0.27928102016448975,0.29931989312171936,0.17434856295585632,0.18994547426700592,0.34120410680770874,0.35989877581596375,0.22816066443920135,0.1778445541858673
by,0.2455483376979828,0.20164106786251068,0.4752357602119446,0.4408751428127289,0.15291538834571838,0.19657184183597565,0.20201243460178375,0.22056880593299866,0.370934396982193,0.17966607213020325
the,0.42745697498321533,0.2331719547510147,0.48711544275283813,1.0,0.23137180507183075,0.25529205799102783,0.24389362335205078,0.2950156033039093,0.6662389636039734,0.22068053483963013
communist,0.1774516999721527,0.18948620557785034,0.2940322756767273,0.24560265243053436,0.3841566741466522,0.31551864743232727,0.15484729409217834,0.08390786498785019,0.2044694870710373,0.13955675065517426
authorities,0.23251837491989136,0.12369891256093979,0.2960662841796875,0.2784515917301178,0.19214528799057007,0.2547789514064789,0.18970993161201477,0.21993115544319153,0.2868952453136444,0.17285770177841187
after,0.21973377466201782,0.1798916757106781,0.49306565523147583,0.4565047025680542,0.20840071141719818,0.22915513813495636,0.17915388941764832,0.21436075866222382,0.44050168991088867,0.16608688235282898
the,0.42745697498321533,0.2331719547510147,0.48711544275283813,1.0,0.23137180507183075,0.25529205799102783,0.24389362335205078,0.2950156033039093,0.6662389636039734,0.22068053483963013
war,0.22516006231307983,0.1317773014307022,0.3560331463813782,0.366199791431427,0.3365558683872223,0.2630808651447296,0.1605938822031021,0.23055621981620789,0.29904094338417053,0.15510529279708862
(,0.2411840260028839,0.1627875566482544,0.2980341613292694,0.33289089798927307,0.1835584193468094,0.19524583220481873,0.2274979054927826,0.16360275447368622,0.3087427020072937,0.40561532974243164
like,0.4320242702960968,0.25155287981033325,0.19745829701423645,0.32912567257881165,0.12495487928390503,0.13086846470832825,0.16705530881881714,0.22216619551181793,0.31010183691978455,0.3268813192844391
mentioned,0.3295830190181732,0.0962599590420723,0.2583683729171753,0.3624042272567749,0.07247389107942581,0.0831378772854805,0.24502170085906982,0.20848101377487183,0.31094276905059814,0.3025412857532501
kronenberg,0.1249593123793602,0.13889048993587494,0.26392030715942383,0.26496022939682007,0.38722193241119385,0.30516988039016724,0.21447768807411194,0.133681058883667,0.2832821309566498,0.14167624711990356
palace,0.17891965806484222,0.18916551768779755,0.22858285903930664,0.25955939292907715,0.25637224316596985,0.32437604665756226,0.29367971420288086,0.2936455309391022,0.22634974122047424,0.14965219795703888
and,0.31309178471565247,0.2745923101902008,0.3740963041782379,0.5171257257461548,0.2083624005317688,0.22687122225761414,0.21672798693180084,0.2814858853816986,0.4954058527946472,0.20544172823429108
insurance,0.2602764964103699,0.10627720504999161,0.231072798371315,0.20709019899368286,0.0949510708451271,0.2684512734413147,0.20618334412574768,0.2625109553337097,0.205348938703537,0.16563807427883148
company,0.2333769053220749,0.16126404702663422,0.2293137013912201,0.26591673493385315,0.15002712607383728,0.20527257025241852,0.1453697234392166,0.1800246387720108,0.22141718864440918,0.12195809185504913
rosja,0.16520951688289642,0.1502397060394287,0.30748695135116577,0.27971285581588745,0.2063416987657547,0.42585164308547974,0.2861807346343994,0.16960102319717407,0.2385948747396469,0.1922048032283783
building,0.23529528081417084,0.2160005271434784,0.237406387925148,0.3159640431404114,0.17944054305553436,0.2768101096153259,0.4036593437194824,0.5628743767738342,0.3256937265396118,0.13549931347370148
),0.26259949803352356,0.19838260114192963,0.3267642855644226,0.3456730246543884,0.19817118346691132,0.20984484255313873,0.24107491970062256,0.159846693277359,0.3326910734176636,0.42300865054130554
or,0.33867141604423523,0.21652406454086304,0.2330796718597412,0.4174870550632477,0.16401830315589905,0.07362335920333862,0.20727385580539703,0.1842118501663208,0.3586423695087433,0.32389625906944275
they,0.4431931674480438,0.169459730386734,0.3300964832305908,0.49925389885902405,0.19528481364250183,0.2305365353822708,0.1278851479291916,0.28070732951164246,0.4330179989337921,0.2753053903579712
were,0.22298263013362885,0.1882091462612152,0.590133786201477,0.3906462490558624,0.18216076493263245,0.17300261557102203,0.1379496157169342,0.31323960423469543,0.3815755248069763,0.17890112102031708
rebuilt,0.1615816354751587,0.18817298114299774,0.3419616222381592,0.30831199884414673,0.24765852093696594,0.21699325740337372,0.3577808141708374,0.6945800185203552,0.23873527348041534,0.08837113529443741
in,0.30808621644973755,0.21896705031394958,0.45514053106307983,0.6662389636039734,0.22642600536346436,0.28548458218574524,0.24713391065597534,0.25829681754112244,1.0,0.20430970191955566
socialist,0.1871950775384903,0.20620547235012054,0.2616332471370697,0.22549325227737427,0.3320799767971039,0.358084499835968,0.16174691915512085,0.1210586354136467,0.19707414507865906,0.13656741380691528
realism,0.33449432253837585,0.24525049328804016,0.18362382054328918,0.18624071776866913,0.2207333743572235,0.22396330535411835,0.3154942989349365,0.10085482150316238,0.1951829195022583,0.13895580172538757
style,0.2488866001367569,1.0,0.17358732223510742,0.2331719547510147,0.11589062213897705,0.1316426545381546,0.3079063594341278,0.20411944389343262,0.21896705031394958,0.19862167537212372
(,0.2411840260028839,0.1627875566482544,0.2980341613292694,0.33289089798927307,0.1835584193468094,0.19524583220481873,0.2274979054927826,0.16360275447368622,0.3087427020072937,0.40561532974243164
like,0.4320242702960968,0.25155287981033325,0.19745829701423645,0.32912567257881165,0.12495487928390503,0.13086846470832825,0.16705530881881714,0.22216619551181793,0.31010183691978455,0.3268813192844391
warsaw,0.10373849421739578,0.11589062213897705,0.2614976763725281,0.23137180507183075,1.0,0.3144012689590454,0.1720159649848938,0.1988019347190857,0.22642600536346436,0.09769917279481888
philharmony,0.16439111530780792,0.1316426545381546,0.30297234654426575,0.25529205799102783,0.3144012689590454,1.0,0.2455958127975464,0.18895654380321503,0.28548458218574524,0.1453067660331726
edifice,0.12199555337429047,0.3079063594341278,0.23784175515174866,0.24389362335205078,0.1720159649848938,0.2455958127975464,1.0,0.3293967843055725,0.24713391065597534,0.24024786055088043
