,what,had,luther,'s,community,done,to,jews,years,earlier,?
luther,0.2134782373905182,0.16133075952529907,1.0,-0.009990512393414974,0.16612829267978668,0.10574806481599808,0.18029534816741943,0.24326977133750916,0.1472962647676468,0.17346598207950592,0.1732746809720993
rarely,0.2806011736392975,0.2642299234867096,0.04867350682616234,0.0658126026391983,0.13823948800563812,0.27626797556877136,0.3218698799610138,0.08041730523109436,0.18432186543941498,0.2561487853527069,0.23009803891181946
encountered,0.1966421753168106,0.34052884578704834,0.08376050740480423,0.015954209491610527,0.18648859858512878,0.27500054240226746,0.2909393608570099,0.12935447692871094,0.20839157700538635,0.2112894058227539,0.12880854308605194
jews,0.22131574153900146,0.23372827470302582,0.24326977133750916,0.017030835151672363,0.285335510969162,0.14201804995536804,0.22399327158927917,1.0000001192092896,0.2144758254289627,0.1252979338169098,0.16730794310569763
during,0.24137552082538605,0.39748913049697876,0.18200165033340454,0.011294117197394371,0.09578566253185272,0.2546488642692566,0.2828781306743622,0.20547662675380707,0.39110565185546875,0.31365686655044556,0.1325719803571701
his,0.26976513862609863,0.4401516616344452,0.27093374729156494,0.047556519508361816,0.15793707966804504,0.21470749378204346,0.3715193271636963,0.19577133655548096,0.3523389995098114,0.2069859355688095,0.18075084686279297
life,0.24693015217781067,0.25265681743621826,0.20761863887310028,0.03983813151717186,0.2211783081293106,0.17472685873508453,0.24560359120368958,0.16874279081821442,0.3372848331928253,0.18714162707328796,0.21677987277507782
",",0.3087472915649414,0.35487717390060425,0.23255878686904907,-0.0016132977325469255,0.2761111557483673,0.32079052925109863,0.44245919585227966,0.27184903621673584,0.2589467465877533,0.26249322295188904,0.31091248989105225
but,0.5029441118240356,0.4414518475532532,0.20694120228290558,0.04136733338236809,0.26093319058418274,0.39321890473365784,0.5542377829551697,0.23324500024318695,0.29745155572891235,0.30352163314819336,0.27921953797340393
his,0.26976513862609863,0.4401516616344452,0.27093374729156494,0.047556519508361816,0.15793707966804504,0.21470749378204346,0.3715193271636963,0.19577133655548096,0.3523389995098114,0.2069859355688095,0.18075084686279297
attitudes,0.3611566722393036,0.2839087247848511,0.16113288700580597,0.03796529769897461,0.24070784449577332,0.26541873812675476,0.29361692070961,0.2777177691459656,0.17483864724636078,0.189571350812912,0.19942916929721832
reflected,0.2521127760410309,0.2149517983198166,0.11699678003787994,-0.035999491810798645,0.1588018834590912,0.2595994770526886,0.23165373504161835,0.1877681165933609,0.19606174528598785,0.18596522510051727,0.12829364836215973
a,0.3320399522781372,0.34897568821907043,0.17967689037322998,0.04866964742541313,0.2694961726665497,0.2800007462501526,0.45503583550453186,0.17522315680980682,0.23773819208145142,0.19610044360160828,0.23916715383529663
theological,0.3036796450614929,0.16301603615283966,0.38423416018486023,0.021053219214081764,0.2766557037830353,0.12409435957670212,0.2281150072813034,0.29811325669288635,0.19423231482505798,0.1948206126689911,0.13711953163146973
and,0.31309178471565247,0.3872550129890442,0.20796556770801544,0.06895173341035843,0.2756517827510834,0.3048352003097534,0.48971283435821533,0.2555774748325348,0.300204873085022,0.18838374316692352,0.20544172823429108
cultural,0.18198847770690918,0.12753716111183167,0.21182869374752045,-0.06630771607160568,0.3169987201690674,0.12821684777736664,0.19840334355831146,0.21743036806583405,0.10211119055747986,0.10821198672056198,0.09798457473516464
tradition,0.24046438932418823,0.21028348803520203,0.22723522782325745,0.06495670974254608,0.23468974232673645,0.19358429312705994,0.2571658790111542,0.3242560625076294,0.1964634507894516,0.23352089524269104,0.15717756748199463
which,0.5261979103088379,0.3188965916633606,0.17501473426818848,0.03856118768453598,0.2314024716615677,0.298350989818573,0.5345056653022766,0.16569830477237701,0.23232990503311157,0.29554668068885803,0.25814583897590637
saw,0.24788837134838104,0.4690132439136505,0.13097959756851196,0.04767860472202301,0.10393113642930984,0.23091180622577667,0.2710057497024536,0.2447802871465683,0.23045490682125092,0.1982763558626175,0.14690998196601868
jews,0.22131574153900146,0.23372827470302582,0.24326977133750916,0.017030835151672363,0.285335510969162,0.14201804995536804,0.22399327158927917,1.0000001192092896,0.2144758254289627,0.1252979338169098,0.16730794310569763
as,0.31749409437179565,0.3393979072570801,0.20242992043495178,-0.05775856226682663,0.22733435034751892,0.28695398569107056,0.42092081904411316,0.18277226388454437,0.234328031539917,0.1988215446472168,0.27043893933296204
a,0.3320399522781372,0.34897568821907043,0.17967689037322998,0.04866964742541313,0.2694961726665497,0.2800007462501526,0.45503583550453186,0.17522315680980682,0.23773819208145142,0.19610044360160828,0.23916715383529663
rejected,0.2521476447582245,0.278056800365448,0.21717029809951782,-0.04478023573756218,0.2140505611896515,0.28128162026405334,0.24757765233516693,0.23265841603279114,0.21663720905780792,0.2807764410972595,0.20434792339801788
people,0.32444337010383606,0.2759630084037781,0.14102250337600708,0.023582622408866882,0.3333803713321686,0.1981869339942932,0.37275731563568115,0.4313947558403015,0.2311839610338211,0.16462808847427368,0.23739641904830933
