,in,1942,",",what,was,north,fresno,previously,called,?
during,0.4627237319946289,0.1951281577348709,0.3225448727607727,0.24137552082538605,0.4470829963684082,0.2651914358139038,0.19301415979862213,0.28650590777397156,0.354606956243515,0.1325719803571701
1942,0.3399626910686493,0.9999999403953552,0.2961331903934479,0.15789857506752014,0.3519994914531708,0.2605884075164795,0.23316848278045654,0.2744475305080414,0.31991758942604065,0.0997183620929718
",",0.5201468467712402,0.2961331903934479,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.31834840774536133,0.2561432421207428,0.3206103444099426,0.26549121737480164,0.31091248989105225
pinedale,0.3145999014377594,0.278049498796463,0.4220380187034607,0.15450933575630188,0.3285290002822876,0.3344910144805908,0.3527085483074188,0.23970644176006317,0.18315935134887695,0.2044522762298584
",",0.5201468467712402,0.2961331903934479,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.31834840774536133,0.2561432421207428,0.3206103444099426,0.26549121737480164,0.31091248989105225
in,1.0,0.3399626910686493,0.5201468467712402,0.30808621644973755,0.45514053106307983,0.39050599932670593,0.26126348972320557,0.2762584090232849,0.40847352147102356,0.20430970191955566
what,0.30808621644973755,0.15789857506752014,0.3087472915649414,0.9999998807907104,0.22111038863658905,0.18673177063465118,0.159109428524971,0.24305304884910583,0.3235960602760315,0.5051238536834717
is,0.5394441485404968,0.32645824551582336,0.4691906273365021,0.28837618231773376,0.5810302495956421,0.2993389368057251,0.2127077877521515,0.24012024700641632,0.430266410112381,0.22961433231830597
now,0.3619694113731384,0.33589982986450195,0.43216821551322937,0.4903225302696228,0.35876134037971497,0.25599607825279236,0.20491930842399597,0.3500104546546936,0.3215823769569397,0.29641881585121155
north,0.39050599932670593,0.2605884075164795,0.31834840774536133,0.18673177063465118,0.29020047187805176,1.0,0.2349468171596527,0.15819863975048065,0.20414142310619354,0.11829731613397598
fresno,0.26126348972320557,0.23316848278045654,0.2561432421207428,0.159109428524971,0.2749030292034149,0.2349468171596527,1.0000001192092896,0.14957821369171143,0.2189018428325653,0.13224096596240997
",",0.5201468467712402,0.2961331903934479,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.31834840774536133,0.2561432421207428,0.3206103444099426,0.26549121737480164,0.31091248989105225
was,0.45514053106307983,0.3519994914531708,0.45456063747406006,0.22111038863658905,1.0000001192092896,0.29020047187805176,0.2749030292034149,0.41197097301483154,0.33927658200263977,0.18412111699581146
the,0.6662389636039734,0.38329726457595825,0.4933079481124878,0.42745697498321533,0.48711544275283813,0.36298373341560364,0.22571885585784912,0.33854439854621887,0.489897221326828,0.22068053483963013
site,0.20704983174800873,0.2799372673034668,0.2036259025335312,0.21561308205127716,0.24460934102535248,0.20921063423156738,0.14623530209064484,0.19083255529403687,0.20379231870174408,0.2014765441417694
of,0.5696388483047485,0.28637850284576416,0.4946078956127167,0.33290785551071167,0.4069072902202606,0.3604778051376343,0.1875009983778,0.2850290536880493,0.4222904443740845,0.1826142966747284
the,0.6662389636039734,0.38329726457595825,0.4933079481124878,0.42745697498321533,0.48711544275283813,0.36298373341560364,0.22571885585784912,0.33854439854621887,0.489897221326828,0.22068053483963013
pinedale,0.3145999014377594,0.278049498796463,0.4220380187034607,0.15450933575630188,0.3285290002822876,0.3344910144805908,0.3527085483074188,0.23970644176006317,0.18315935134887695,0.2044522762298584
assembly,0.2425609529018402,0.16815085709095,0.21222424507141113,0.21462371945381165,0.2233278602361679,0.22599667310714722,0.1641770601272583,0.22650185227394104,0.18083186447620392,0.1488889455795288
center,0.27253323793411255,0.21176663041114807,0.1905742734670639,0.1908310204744339,0.19517986476421356,0.26633593440055847,0.26067841053009033,0.16430692374706268,0.15998803079128265,0.12538520991802216
",",0.5201468467712402,0.2961331903934479,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.31834840774536133,0.2561432421207428,0.3206103444099426,0.26549121737480164,0.31091248989105225
an,0.2605783939361572,0.1923380196094513,0.3581022024154663,0.2821882665157318,0.3694365322589874,0.17606118321418762,0.15491461753845215,0.201622873544693,0.2858632802963257,0.19793890416622162
interim,0.19985848665237427,0.24227234721183777,0.30697086453437805,0.2034541517496109,0.24776823818683624,0.1646711379289627,0.16514179110527039,0.3538931608200073,0.12900382280349731,0.19774672389030457
facility,0.23319417238235474,0.232848659157753,0.17779797315597534,0.13735945522785187,0.193069726228714,0.16108810901641846,0.2570272982120514,0.2029142528772354,0.1522430181503296,0.12783357501029968
for,0.4322226941585541,0.36265525221824646,0.4464869201183319,0.3017193675041199,0.3863949179649353,0.17560088634490967,0.17504577338695526,0.3148766756057739,0.29870352149009705,0.264628142118454
the,0.6662389636039734,0.38329726457595825,0.4933079481124878,0.42745697498321533,0.48711544275283813,0.36298373341560364,0.22571885585784912,0.33854439854621887,0.489897221326828,0.22068053483963013
relocation,0.32941070199012756,0.2723257541656494,0.24929897487163544,0.2399197220802307,0.2397293597459793,0.2629745304584503,0.3653072416782379,0.2032761573791504,0.16604870557785034,0.10899515450000763
of,0.5696388483047485,0.28637850284576416,0.4946078956127167,0.33290785551071167,0.4069072902202606,0.3604778051376343,0.1875009983778,0.2850290536880493,0.4222904443740845,0.1826142966747284
fresno,0.26126348972320557,0.23316848278045654,0.2561432421207428,0.159109428524971,0.2749030292034149,0.2349468171596527,1.0000001192092896,0.14957821369171143,0.2189018428325653,0.13224096596240997
area,0.33632898330688477,0.22086432576179504,0.2664283812046051,0.21965408325195312,0.24981513619422913,0.34813106060028076,0.21332328021526337,0.1655423641204834,0.28571802377700806,0.12640461325645447
japanese,0.1623581349849701,0.15391449630260468,0.18483802676200867,0.16184724867343903,0.21891649067401886,0.14256490767002106,0.16877061128616333,0.12621143460273743,0.16235420107841492,0.12021756172180176
americans,0.24953381717205048,0.11781874299049377,0.2545861303806305,0.2497653216123581,0.28990358114242554,0.25137078762054443,0.2838623523712158,0.1528683304786682,0.14929649233818054,0.19417695701122284
to,0.45010748505592346,0.3054983615875244,0.44245919585227966,0.455847829580307,0.3636345863342285,0.2743184268474579,0.22500741481781006,0.2865954041481018,0.2987143397331238,0.29463258385658264
internment,0.33097270131111145,0.1810748428106308,0.2909166216850281,0.2363828420639038,0.34253424406051636,0.27637404203414917,0.2994373142719269,0.13554048538208008,0.22238114476203918,0.21004199981689453
camps,0.2741415500640869,0.14735060930252075,0.24925856292247772,0.21439820528030396,0.2205420881509781,0.2555963695049286,0.2593356966972351,0.1106576919555664,0.20834524929523468,0.17811423540115356
.,0.5591574311256409,0.37844008207321167,0.6812511086463928,0.3567904531955719,0.40146201848983765,0.3171539604663849,0.2480216920375824,0.3060270845890045,0.300344854593277,0.4130953550338745
