,which,khanates,had,converted,to,islam,?
however,0.5545716285705566,0.22484572231769562,0.5096299052238464,0.266269326210022,0.5474119186401367,0.2733779847621918,0.2152075469493866
",",0.3658004403114319,0.24475860595703125,0.35487717390060425,0.18564631044864655,0.44245919585227966,0.23459285497665405,0.31091248989105225
unlike,0.4358089566230774,0.14511732757091522,0.2760016918182373,0.23152729868888855,0.30143481492996216,0.10863038152456284,0.12876726686954498
the,0.6521818041801453,0.2794994115829468,0.3875846862792969,0.2538719177246094,0.535392165184021,0.2207694798707962,0.22068053483963013
western,0.23897536098957062,0.2177460640668869,0.25060853362083435,0.10966403782367706,0.18838192522525787,0.13489766418933868,0.17439141869544983
khanates,0.271140992641449,1.0000001192092896,0.11198273301124573,0.24316911399364471,0.2090427726507187,0.44864389300346375,0.09710115194320679
",",0.3658004403114319,0.24475860595703125,0.35487717390060425,0.18564631044864655,0.44245919585227966,0.23459285497665405,0.31091248989105225
the,0.6521818041801453,0.2794994115829468,0.3875846862792969,0.2538719177246094,0.535392165184021,0.2207694798707962,0.22068053483963013
yuan,0.2094680368900299,0.44259533286094666,0.15790773928165436,0.16807809472084045,0.1499021351337433,0.2329818159341812,0.12871281802654266
dynasty,0.1794537752866745,0.47446754574775696,0.18981331586837769,0.13631099462509155,0.1214921623468399,0.31117820739746094,0.15884074568748474
never,0.3926985263824463,0.09593380242586136,0.4868212640285492,0.15668407082557678,0.386821448802948,0.17987126111984253,0.24137508869171143
converted,0.2731289267539978,0.24316911399364471,0.18059177696704865,1.0000001192092896,0.2962644398212433,0.29826220870018005,0.12743066251277924
to,0.5345056653022766,0.2090427726507187,0.37984350323677063,0.2962644398212433,1.0,0.2398901730775833,0.29463258385658264
islam,0.19542136788368225,0.44864389300346375,0.1331898272037506,0.29826220870018005,0.2398901730775833,1.0000001192092896,0.18358638882637024
.,0.45942068099975586,0.19975723326206207,0.37348684668540955,0.263176292181015,0.4645031690597534,0.2825687527656555,0.4130953550338745
