,what,did,the,civil,war,leave,the,state,of,afghanistan,'s,economy,in,?
in,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.26466667652130127,0.29904094338417053,0.24126532673835754,0.6662389636039734,0.33316072821617126,0.5696388483047485,0.2505266070365906,-0.037580832839012146,0.2588731348514557,1.0,0.20430970191955566
afghanistan,0.23892498016357422,0.17636427283287048,0.28314414620399475,0.2451801598072052,0.2994585931301117,0.1433645784854889,0.28314414620399475,0.19660522043704987,0.2363988608121872,1.0000001192092896,-0.012016630731523037,0.26288577914237976,0.2505266070365906,0.1478135734796524
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.24795588850975037,0.2671184241771698,0.2779998779296875,0.4933079481124878,0.29481780529022217,0.4946078956127167,0.21547061204910278,-0.0016132977325469255,0.2521176040172577,0.5201468467712402,0.31091248989105225
the,0.42745697498321533,0.34736719727516174,1.0,0.2477465271949768,0.366199791431427,0.32171857357025146,1.0,0.3097178041934967,0.733189046382904,0.28314414620399475,-0.01540423184633255,0.24644890427589417,0.6662389636039734,0.22068053483963013
mujahideen,0.2557944357395172,0.23387806117534637,0.2543865144252777,0.28831231594085693,0.36341461539268494,0.1607847958803177,0.2543865144252777,0.25518250465393066,0.2641036808490753,0.5598393082618713,0.11780130118131638,0.24787577986717224,0.22776757180690765,0.25100576877593994
's,0.02692362666130066,0.05069678649306297,-0.01540423184633255,-0.06354409456253052,0.06856801360845566,0.01979379914700985,-0.01540423184633255,0.038451772183179855,-0.03817026689648628,-0.012016630731523037,0.9999999403953552,0.05879175290465355,-0.037580832839012146,-0.023395681753754616
victory,0.12667348980903625,0.18024887144565582,0.2795662581920624,0.23858533799648285,0.4195147752761841,0.12536293268203735,0.2795662581920624,0.1466607004404068,0.21037539839744568,0.14909879863262177,0.13141269981861115,0.18429499864578247,0.21562302112579346,0.15412560105323792
against,0.24561616778373718,0.22514554858207703,0.3090755045413971,0.22722691297531128,0.319843053817749,0.17853830754756927,0.3090755045413971,0.17673520743846893,0.2669808566570282,0.10897373408079147,-0.0006242102244868875,0.14044830203056335,0.27273955941200256,0.18095137178897858
the,0.42745697498321533,0.34736719727516174,1.0,0.2477465271949768,0.366199791431427,0.32171857357025146,1.0,0.3097178041934967,0.733189046382904,0.28314414620399475,-0.01540423184633255,0.24644890427589417,0.6662389636039734,0.22068053483963013
soviet,0.12922172248363495,0.20321983098983765,0.2312941700220108,0.21523307263851166,0.3796025812625885,0.16595759987831116,0.2312941700220108,0.22105015814304352,0.17437179386615753,0.4139269292354584,0.10372670739889145,0.2951233386993408,0.22826138138771057,0.08693568408489227
union,0.1396910548210144,0.185054212808609,0.24421639740467072,0.32730230689048767,0.31622445583343506,0.18392369151115417,0.24421639740467072,0.2435850352048874,0.2642118036746979,0.27812492847442627,0.10892792046070099,0.23363617062568665,0.22726479172706604,0.07797172665596008
in,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.26466667652130127,0.29904094338417053,0.24126532673835754,0.6662389636039734,0.33316072821617126,0.5696388483047485,0.2505266070365906,-0.037580832839012146,0.2588731348514557,1.0,0.20430970191955566
the,0.42745697498321533,0.34736719727516174,1.0,0.2477465271949768,0.366199791431427,0.32171857357025146,1.0,0.3097178041934967,0.733189046382904,0.28314414620399475,-0.01540423184633255,0.24644890427589417,0.6662389636039734,0.22068053483963013
1980s,-0.06585196405649185,-0.09640773385763168,0.07890266180038452,0.07467683404684067,0.04074571281671524,-0.0451657772064209,0.07890266180038452,0.13752911984920502,0.11110851913690567,0.09249334037303925,0.1363120675086975,0.20046444237232208,0.03401865437626839,-0.0718669518828392
did,0.4259131848812103,1.0,0.34736719727516174,0.17288750410079956,0.27422013878822327,0.3432042896747589,0.34736719727516174,0.152080237865448,0.2513895630836487,0.17636427283287048,0.05069678649306297,0.19088180363178253,0.2593238651752472,0.3023456633090973
not,0.5449194312095642,0.6481515765190125,0.4310511648654938,0.18740713596343994,0.22388246655464172,0.367647647857666,0.4310511648654938,0.23725773394107819,0.3307090103626251,0.19605453312397003,0.002583299996331334,0.210959330201149,0.3403114080429077,0.41942933201789856
lead,0.19642074406147003,0.2009882926940918,0.21995973587036133,0.11756866425275803,0.14951711893081665,0.25822892785072327,0.21995973587036133,0.1806851029396057,0.19835850596427917,0.12494657188653946,-0.057115159928798676,0.16158436238765717,0.2055644989013672,0.14552436769008636
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.2019355595111847,0.2610234022140503,0.408642441034317,0.535392165184021,0.25557461380958557,0.41548454761505127,0.20390678942203522,0.03782717138528824,0.2613506615161896,0.45010748505592346,0.29463258385658264
justice,0.21462921798229218,0.10621706396341324,0.23470892012119293,0.22985583543777466,0.24976757168769836,0.11302801221609116,0.23470892012119293,0.20289134979248047,0.2658293545246124,0.19134551286697388,0.013917717151343822,0.18869437277317047,0.2678598463535309,0.19269752502441406
