,why,did,vision,2030,add,the,nccap,?
in,0.23227278888225555,0.2593238651752472,0.18059347569942474,-0.13334685564041138,0.19317835569381714,0.6662389636039734,0.2946801483631134,0.20430970191955566
2013,-0.3489585518836975,-0.264662504196167,-0.19569863379001617,0.0262354277074337,-0.3583035171031952,-0.38509321212768555,-0.26322245597839355,-0.2969330847263336
",",0.2827242314815521,0.3015086054801941,0.23308023810386658,-0.183492973446846,0.25646987557411194,0.4933079481124878,0.29452547430992126,0.31091248989105225
it,0.376611590385437,0.2993364930152893,0.21080416440963745,-0.1746697872877121,0.28007641434669495,0.6251175999641418,0.2709258496761322,0.25732165575027466
launched,0.12388943880796432,0.1794346421957016,0.09538687020540237,0.01595250517129898,0.1688675433397293,0.2547066807746887,0.35841241478919983,0.1803835779428482
a,0.2667238116264343,0.2552328109741211,0.22763197124004364,-0.11240765452384949,0.24784277379512787,0.5829201340675354,0.2634355127811432,0.23916715383529663
national,0.17969508469104767,0.17743784189224243,0.15091755986213684,-0.06256023049354553,0.10159557312726974,0.32739606499671936,0.3303651213645935,0.15643028914928436
climate,0.2155439704656601,0.1748235523700714,0.19770202040672302,-0.09459389746189117,0.15775063633918762,0.2693597674369812,0.2651325762271881,0.19998492300510406
change,0.33064505457878113,0.2806394100189209,0.14342117309570312,0.010034080594778061,0.4320827126502991,0.3641999065876007,0.3142191171646118,0.24115969240665436
action,0.19089697301387787,0.17849725484848022,0.2003498375415802,0.20894838869571686,0.19345031678676605,0.28415048122406006,0.27138835191726685,0.250188946723938
plan,0.20026306807994843,0.3030991554260254,0.20117825269699097,-0.019948633387684822,0.20078840851783752,0.2852855324745178,0.2737339735031128,0.1961054503917694
",",0.2827242314815521,0.3015086054801941,0.23308023810386658,-0.183492973446846,0.25646987557411194,0.4933079481124878,0.29452547430992126,0.31091248989105225
having,0.3649033308029175,0.3157401978969574,0.2819398045539856,-0.05336252599954605,0.26942211389541626,0.3821379244327545,0.2522016167640686,0.22418256103992462
acknowledged,0.22937290370464325,0.31669801473617554,0.2838473916053772,-0.008096842095255852,0.1562301069498062,0.24316465854644775,0.29062432050704956,0.20185135304927826
that,0.5601457357406616,0.47518548369407654,0.29519081115722656,-0.11385652422904968,0.3522574305534363,0.5473989248275757,0.3446310758590698,0.32716336846351624
omitting,0.31608226895332336,0.11682849377393723,0.1680368334054947,0.042374152690172195,0.43859484791755676,0.3310387432575226,0.36593207716941833,0.24736662209033966
climate,0.2155439704656601,0.1748235523700714,0.19770202040672302,-0.09459389746189117,0.15775063633918762,0.2693597674369812,0.2651325762271881,0.19998492300510406
as,0.3103298544883728,0.3596470057964325,0.1635979264974594,-0.17583075165748596,0.26099610328674316,0.48381632566452026,0.27033764123916626,0.27043893933296204
a,0.2667238116264343,0.2552328109741211,0.22763197124004364,-0.11240765452384949,0.24784277379512787,0.5829201340675354,0.2634355127811432,0.23916715383529663
key,0.17808502912521362,0.14891697466373444,0.09116741269826889,0.01352823805063963,0.20647455751895905,0.2260027974843979,0.18755927681922913,0.18782930076122284
development,0.16543743014335632,0.16852836310863495,0.2457653284072876,-0.004392300266772509,0.1835801750421524,0.3362044394016266,0.2802000343799591,0.1211358830332756
issue,0.30369654297828674,0.23056049644947052,0.12422973662614822,-0.05503729730844498,0.23327355086803436,0.22164808213710785,0.29416102170944214,0.32172858715057373
in,0.23227278888225555,0.2593238651752472,0.18059347569942474,-0.13334685564041138,0.19317835569381714,0.6662389636039734,0.2946801483631134,0.20430970191955566
vision,0.2185211032629013,0.1873660832643509,0.9999998807907104,0.046284422278404236,0.0915755182504654,0.21418730914592743,0.2402685135602951,0.15763504803180695
2030,-0.12230069190263748,-0.14737999439239502,0.046284422278404236,1.0,0.00998665951192379,-0.11029807478189468,0.12299294024705887,-0.0479145273566246
was,0.23341619968414307,0.41399896144866943,0.18074534833431244,-0.1693040132522583,0.11427506804466248,0.48711544275283813,0.2644117474555969,0.18412111699581146
an,0.22638356685638428,0.22598257660865784,0.17735189199447632,-0.10113126784563065,0.2231859266757965,0.4207492768764496,0.25367477536201477,0.19793890416622162
oversight,0.36962029337882996,0.2560838460922241,0.20639629662036896,0.044850707054138184,0.3233235776424408,0.184760183095932,0.26034215092658997,0.45554885268211365
.,0.32909876108169556,0.35288307070732117,0.22574608027935028,-0.1478111296892166,0.2680947482585907,0.5934505462646484,0.3567800521850586,0.4130953550338745
