,when,did,opec,start,to,readjust,oil,prices,?
this,0.4959332048892975,0.3609912693500519,0.3060964047908783,0.37011343240737915,0.5759071707725525,0.37379714846611023,0.23366564512252808,0.25254490971565247,0.3155723512172699
contributed,0.16785307228565216,0.25130900740623474,0.18445301055908203,0.25963151454925537,0.2686880826950073,0.25014856457710266,0.14493823051452637,0.19014900922775269,0.21200142800807953
to,0.5423505902290344,0.4452643394470215,0.25495490431785583,0.33345553278923035,1.0,0.38799160718917847,0.1619214415550232,0.3313114047050476,0.29463258385658264
the,0.5091903209686279,0.34736719727516174,0.3102748692035675,0.3656389117240906,0.535392165184021,0.29146572947502136,0.21849922835826874,0.24549299478530884,0.22068053483963013
``,0.07174111902713776,-0.029888948425650597,0.13478456437587738,0.10742469877004623,0.06720756739377975,0.02776264026761055,0.022594861686229706,-0.0074797808192670345,0.0685480609536171
oil,0.2048342078924179,0.10956666618585587,0.3863743841648102,0.1763714849948883,0.1619214415550232,0.12201187014579773,1.0,0.39236316084861755,0.14867261052131653
shock,0.31233513355255127,0.13691315054893494,0.1736309975385666,0.13682401180267334,0.2391883283853531,0.3151395618915558,0.17769302427768707,0.22339887917041779,0.19073565304279327
'',-0.07688097655773163,0.01978493109345436,-0.031567495316267014,0.05317810922861099,-0.009905828163027763,-0.027550019323825836,0.12877920269966125,0.05183614790439606,0.018684765323996544
.,0.475719153881073,0.35288307070732117,0.27708402276039124,0.3501981496810913,0.4645031690597534,0.31311723589897156,0.22117017209529877,0.208346426486969,0.4130953550338745
,when,did,opec,start,to,readjust,oil,prices,?
the,0.5091903209686279,0.34736719727516174,0.3102748692035675,0.3656389117240906,0.535392165184021,0.29146572947502136,0.21849922835826874,0.24549299478530884,0.22068053483963013
substantial,0.224839448928833,0.3070415258407593,0.23362496495246887,0.14605402946472168,0.31344684958457947,0.2667256295681,0.22404663264751434,0.3718635141849518,0.25194647908210754
price,0.17377425730228424,0.20305229723453522,0.27403274178504944,0.1495761126279831,0.2590087652206421,0.27075904607772827,0.3166557550430298,0.7907592058181763,0.14631175994873047
increases,0.3511248826980591,0.14636409282684326,0.2940026819705963,0.2589283883571625,0.3197665810585022,0.447245329618454,0.2115572988986969,0.33901384472846985,0.10270863026380539
of,0.3757161796092987,0.2513895630836487,0.30163517594337463,0.23166994750499725,0.41548454761505127,0.18428988754749298,0.22900764644145966,0.168605774641037,0.1826142966747284
1973–1974,0.014461226761341095,-0.09768588840961456,-0.1004822626709938,-0.026519211009144783,-0.04889845475554466,-0.03362225368618965,-0.012271667830646038,0.00150013854727149,-0.05859573930501938
largely,0.2664821743965149,0.16484405100345612,0.22017641365528107,0.1953282654285431,0.24348199367523193,0.1845555156469345,0.14610658586025238,0.1744353175163269,0.08185246586799622
returned,0.28365370631217957,0.32570260763168335,0.15770070254802704,0.2191028892993927,0.30012887716293335,0.15108683705329895,0.0958612784743309,0.19196102023124695,0.07695316523313522
their,0.3682888448238373,0.38078752160072327,0.3049544095993042,0.29180312156677246,0.44619059562683105,0.2588972747325897,0.1690470576286316,0.22613297402858734,0.1898253709077835
prices,0.23320770263671875,0.22555270791053772,0.3986418545246124,0.2075095772743225,0.3313114047050476,0.3358912169933319,0.39236316084861755,0.9999999403953552,0.14604969322681427
and,0.4716290831565857,0.34479495882987976,0.21474598348140717,0.2890162169933319,0.48971283435821533,0.23269860446453094,0.19239190220832825,0.2769239842891693,0.20544172823429108
corresponding,0.24920585751533508,0.1408667117357254,0.21058505773544312,0.23418383300304413,0.3358774781227112,0.33583587408065796,0.09022333472967148,0.1746675670146942,0.21760094165802002
incomes,0.25106531381607056,0.19128462672233582,0.2892328202724457,0.17140215635299683,0.30075564980506897,0.26367470622062683,0.2956365942955017,0.4635336995124817,0.1867215484380722
to,0.5423505902290344,0.4452643394470215,0.25495490431785583,0.33345553278923035,1.0,0.38799160718917847,0.1619214415550232,0.3313114047050476,0.29463258385658264
bretton,0.23351384699344635,0.2297620177268982,0.2102908194065094,0.20912063121795654,0.21082665026187897,0.23979522287845612,0.17660436034202576,0.24261009693145752,0.08820702880620956
woods,0.21983341872692108,0.09587925672531128,0.09663957357406616,0.14581294357776642,0.22002160549163818,0.24545474350452423,0.13973990082740784,0.20122164487838745,0.09811560064554214
levels,0.2584584951400757,0.16511613130569458,0.1876571923494339,0.19194158911705017,0.29053324460983276,0.26650822162628174,0.16845765709877014,0.34633469581604004,0.1541307419538498
in,0.4431333839893341,0.2593238651752472,0.24516436457633972,0.29979339241981506,0.45010748505592346,0.1647532880306244,0.21800900995731354,0.22619551420211792,0.20430970191955566
terms,0.23413047194480896,0.19385001063346863,0.1831798255443573,0.1518286168575287,0.356818288564682,0.23467443883419037,0.15678100287914276,0.2973964214324951,0.23466452956199646
of,0.3757161796092987,0.2513895630836487,0.30163517594337463,0.23166994750499725,0.41548454761505127,0.18428988754749298,0.22900764644145966,0.168605774641037,0.1826142966747284
commodities,0.17227178812026978,0.21312002837657928,0.3524587154388428,0.15327903628349304,0.273486852645874,0.29575926065444946,0.3056020140647888,0.5365666151046753,0.18083880841732025
such,0.27679547667503357,0.24497397243976593,0.2129279375076294,0.22369520366191864,0.2871878743171692,0.25578999519348145,0.1593000292778015,0.2652377784252167,0.17851735651493073
as,0.4437963366508484,0.3596470057964325,0.24072979390621185,0.26252481341362,0.42092081904411316,0.2209009975194931,0.18042321503162384,0.24518172442913055,0.27043893933296204
gold,0.21325871348381042,0.1811094880104065,0.15961773693561554,0.14397236704826355,0.19999347627162933,0.17294321954250336,0.2072755992412567,0.24898751080036163,0.11542754620313644
.,0.475719153881073,0.35288307070732117,0.27708402276039124,0.3501981496810913,0.4645031690597534,0.31311723589897156,0.22117017209529877,0.208346426486969,0.4130953550338745
,when,did,opec,start,to,readjust,oil,prices,?
after,0.5331412553787231,0.30330467224121094,0.19679506123065948,0.37041667103767395,0.37890323996543884,0.1350211203098297,0.19447089731693268,0.1626083254814148,0.16608688235282898
1971,0.2807418704032898,0.17965981364250183,0.3183494508266449,0.21679776906967163,0.24062956869602203,0.30637794733047485,0.3129080533981323,0.30407389998435974,0.29388657212257385
",",0.36674630641937256,0.3015086054801941,0.21738165616989136,0.2934366464614868,0.44245919585227966,0.23345720767974854,0.20043784379959106,0.24323208630084991,0.31091248989105225
opec,0.2021491974592209,0.16579832136631012,1.0,0.3048180639743805,0.25495490431785583,0.17017173767089844,0.3863743841648102,0.3986418545246124,0.14867433905601501
was,0.37326499819755554,0.41399896144866943,0.20922698080539703,0.20079405605793,0.3636345863342285,0.12632198631763458,0.15102124214172363,0.21450144052505493,0.18412111699581146
slow,0.2988263964653015,0.21056197583675385,0.19073857367038727,0.35405850410461426,0.3074672520160675,0.358199805021286,0.10829037427902222,0.26060062646865845,0.15685610473155975
to,0.5423505902290344,0.4452643394470215,0.25495490431785583,0.33345553278923035,1.0,0.38799160718917847,0.1619214415550232,0.3313114047050476,0.29463258385658264
readjust,0.34447506070137024,0.24168065190315247,0.17017173767089844,0.2885565161705017,0.38799160718917847,1.0000001192092896,0.12201187014579773,0.3358912169933319,0.2864415943622589
prices,0.23320770263671875,0.22555270791053772,0.3986418545246124,0.2075095772743225,0.3313114047050476,0.3358912169933319,0.39236316084861755,0.9999999403953552,0.14604969322681427
to,0.5423505902290344,0.4452643394470215,0.25495490431785583,0.33345553278923035,1.0,0.38799160718917847,0.1619214415550232,0.3313114047050476,0.29463258385658264
reflect,0.19664636254310608,0.22968211770057678,0.06590826064348221,0.14463210105895996,0.2603043019771576,0.3706304430961609,0.10822886973619461,0.19175788760185242,0.1725967973470688
this,0.4959332048892975,0.3609912693500519,0.3060964047908783,0.37011343240737915,0.5759071707725525,0.37379714846611023,0.23366564512252808,0.25254490971565247,0.3155723512172699
depreciation,0.22340932488441467,0.228953018784523,0.1975649893283844,0.2062637060880661,0.25599217414855957,0.3121311664581299,0.13785284757614136,0.2404002994298935,0.32294782996177673
.,0.475719153881073,0.35288307070732117,0.27708402276039124,0.3501981496810913,0.4645031690597534,0.31311723589897156,0.22117017209529877,0.208346426486969,0.4130953550338745
