,what,is,the,system,by,which,prokaryotes,retain,phage,gene,fragments,that,they,have,previously,come,in,contact,with,?
prokaryotes,0.27792635560035706,0.2259817272424698,0.2571779191493988,0.2619275152683258,0.17634446918964386,0.36151888966560364,1.0,0.26442718505859375,0.5122578740119934,0.43369948863983154,0.36280640959739685,0.3199827969074249,0.37621816992759705,0.37268689274787903,0.24523435533046722,0.22481751441955566,0.2476961612701416,0.22531819343566895,0.2405109703540802,0.22009602189064026
also,0.42747777700424194,0.5012649297714233,0.6021018624305725,0.25791773200035095,0.3824189305305481,0.6566565632820129,0.2672629952430725,0.24553850293159485,0.2573448717594147,0.21966975927352905,0.180846706032753,0.6005857586860657,0.5272021293640137,0.5252172946929932,0.4241567552089691,0.35028862953186035,0.5073733329772949,0.2539673149585724,0.44397303462028503,0.21848613023757935
possess,0.26773881912231445,0.23095563054084778,0.2654380798339844,0.18888862431049347,0.14362363517284393,0.35181617736816406,0.4105728566646576,0.3546068072319031,0.27516618371009827,0.1930852085351944,0.2997039556503296,0.34421324729919434,0.37233221530914307,0.43421053886413574,0.19585420191287994,0.25192567706108093,0.20494474470615387,0.32903438806533813,0.23069733381271362,0.1285712569952011
acquired,0.15010768175125122,0.10823270678520203,0.22202405333518982,0.23353707790374756,0.2711716294288635,0.24178527295589447,0.20630131661891937,0.2653484642505646,0.2534058094024658,0.14955507218837738,0.1577797830104828,0.1898336112499237,0.16249912977218628,0.1963210105895996,0.24113979935646057,0.17546090483665466,0.20108897984027863,0.21489232778549194,0.2521265149116516,0.09366346150636673
immunity,0.21864116191864014,0.15477107465267181,0.25992491841316223,0.31006526947021484,0.20264138281345367,0.2734057605266571,0.37251949310302734,0.2302558422088623,0.32363709807395935,0.2660806179046631,0.1633056253194809,0.2581852376461029,0.28842446208000183,0.284099817276001,0.2182224690914154,0.139476016163826,0.16387996077537537,0.2943759560585022,0.18350563943386078,0.16423189640045166
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.18439900875091553,0.3680937886238098,0.3658004403114319,0.2722102403640747,0.2342095971107483,0.2640397846698761,0.23531433939933777,0.21614786982536316,0.4137537479400635,0.390799880027771,0.3541618287563324,0.3206103444099426,0.350309282541275,0.5201468467712402,0.21221180260181427,0.4120737314224243,0.31091248989105225
through,0.23167094588279724,0.27805060148239136,0.44071322679519653,0.25831398367881775,0.3433202803134918,0.40321648120880127,0.21660025417804718,0.1488518863916397,0.14743971824645996,0.1505565643310547,0.21716707944869995,0.3152649402618408,0.3151256740093231,0.2991202771663666,0.2902999520301819,0.265237957239151,0.38533157110214233,0.26910069584846497,0.26801666617393494,0.16913433372974396
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2589043080806732,0.32094135880470276,0.56894451379776,0.23442496359348297,0.20646053552627563,0.2644783556461334,0.19703839719295502,0.2547023594379425,0.47537946701049805,0.3528250455856323,0.338716596364975,0.28678789734840393,0.23267972469329834,0.539380669593811,0.2309446632862091,0.3783375024795532,0.23916715383529663
system,0.23557309806346893,0.2282046526670456,0.3233085572719574,1.0000001192092896,0.23017624020576477,0.37390631437301636,0.2619275152683258,0.16095349192619324,0.21495464444160461,0.06979677081108093,0.14187315106391907,0.3088737428188324,0.24734781682491302,0.27033093571662903,0.19828499853610992,0.10371433943510056,0.21978288888931274,0.2044152170419693,0.14296101033687592,0.15556083619594574
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.3088737428188324,0.37496164441108704,0.6894589066505432,0.3199827969074249,0.3142080307006836,0.20739349722862244,0.1777036041021347,0.2638132572174072,1.0,0.5710820555686951,0.6182622313499451,0.31430622935295105,0.41515251994132996,0.435920387506485,0.3364052176475525,0.4154358208179474,0.32716336846351624
uses,0.1933930367231369,0.41359779238700867,0.2830192744731903,0.296671062707901,0.19318048655986786,0.33155566453933716,0.17321433126926422,0.20754700899124146,0.21040144562721252,0.06496147066354752,0.19133585691452026,0.31664198637008667,0.20804235339164734,0.28234004974365234,0.07206518203020096,0.2485666126012802,0.2516363263130188,0.21185538172721863,0.2903013229370117,0.18407079577445984
crispr,0.31276488304138184,0.25799375772476196,0.25862786173820496,0.13619302213191986,0.24860459566116333,0.25136619806289673,0.19780009984970093,0.10031819343566895,0.17666108906269073,0.20289841294288635,0.1349627822637558,0.31602588295936584,0.289500892162323,0.2578948140144348,0.11761964857578278,0.27303457260131836,0.24560782313346863,0.1782447248697281,0.2868296802043915,0.27642908692359924
sequences,0.22366639971733093,0.19739049673080444,0.2234572321176529,0.2186916619539261,0.23875692486763,0.3522944152355194,0.50235915184021,0.24675972759723663,0.3345666527748108,0.4761945903301239,0.33039167523384094,0.3141092360019684,0.24967531859874725,0.24803201854228973,0.11901121586561203,0.1609882414340973,0.16232600808143616,0.24540500342845917,0.2201303094625473,0.1885564625263214
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.26662686467170715,0.33534231781959534,0.5345056653022766,0.19565075635910034,0.3600676357746124,0.21332493424415588,0.1933167576789856,0.16317328810691833,0.5436353087425232,0.5452046394348145,0.4544740617275238,0.2865954041481018,0.4297197163105011,0.45010748505592346,0.29403218626976013,0.4239959120750427,0.29463258385658264
retain,0.178955540060997,0.2052660584449768,0.2913416624069214,0.16095349192619324,0.18703101575374603,0.24886760115623474,0.26442718505859375,0.9999998807907104,0.08307762444019318,0.19520851969718933,0.1081797406077385,0.3142080307006836,0.2529049515724182,0.3343452215194702,0.188418447971344,0.2514289915561676,0.2081013172864914,0.20895417034626007,0.24071331322193146,0.10032857954502106
fragments,0.208731010556221,0.2019599825143814,0.2613173723220825,0.14187315106391907,0.17143376171588898,0.36825689673423767,0.36280640959739685,0.1081797406077385,0.27322065830230713,0.1990688294172287,1.0,0.2638132572174072,0.22422251105308533,0.23301821947097778,0.2238505333662033,0.14504468441009521,0.2272413969039917,0.18361303210258484,0.18465684354305267,0.09132948517799377
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.25597915053367615,0.3646814823150635,0.5011631846427917,0.2560952305793762,0.24860581755638123,0.18625730276107788,0.14653761684894562,0.25179383158683777,0.41498205065727234,0.3426007330417633,0.3802283704280853,0.2850290536880493,0.3194141983985901,0.5696388483047485,0.18051373958587646,0.41827285289764404,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.3233085572719574,0.4408751428127289,0.6521818041801453,0.2571779191493988,0.2913416624069214,0.21098974347114563,0.16329175233840942,0.2613173723220825,0.5473989248275757,0.49925389885902405,0.40389683842658997,0.33854439854621887,0.36020293831825256,0.6662389636039734,0.2564430236816406,0.4223487675189972,0.22068053483963013
