,what,did,the,benefits,agency,think,sports,channels,on,a,tv,bill,meant,?
the,0.42745697498321533,0.34736719727516174,1.0,0.20434671640396118,0.24253644049167633,0.3102172613143921,0.20313861966133118,0.27277594804763794,0.5107308030128479,0.5829201340675354,0.20034731924533844,0.24155211448669434,0.34852901101112366,0.22068053483963013
daily,0.19118091464042664,0.14632445573806763,0.2515474557876587,0.1607431024312973,0.18759217858314514,0.1686398684978485,0.2353925108909607,0.21381467580795288,0.26404497027397156,0.1919020414352417,0.2527486979961395,0.13668088614940643,0.11893367022275925,0.1472100466489792
mail,0.17177505791187286,0.13553036749362946,0.2037639319896698,0.17877228558063507,0.2194143533706665,0.1690599024295807,0.2017969936132431,0.24990178644657135,0.20089858770370483,0.21540208160877228,0.12454589456319809,0.17448781430721283,0.21725834906101227,0.16083195805549622
newspaper,0.19692619144916534,0.17824643850326538,0.228145033121109,0.04775097966194153,0.1755908727645874,0.1553880274295807,0.3116273283958435,0.155225932598114,0.1887611597776413,0.22959311306476593,0.2918907403945923,0.16989922523498535,0.09013333171606064,0.12645277380943298
reported,0.16211873292922974,0.30610907077789307,0.24444028735160828,0.13338977098464966,0.2579094469547272,0.16677704453468323,0.21396102011203766,0.1277676522731781,0.3054451644420624,0.2021687626838684,0.1805896759033203,0.1305205523967743,0.18801163136959076,0.16150116920471191
in,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.14132487773895264,0.18450471758842468,0.23837615549564362,0.27591386437416077,0.19040870666503906,0.46853652596473694,0.539380669593811,0.17989183962345123,0.1447519063949585,0.25344955921173096,0.20430970191955566
2012,0.2266836017370224,0.16113266348838806,0.46885523200035095,0.15422824025154114,0.2202560156583786,0.19807589054107666,0.14160703122615814,0.1987176239490509,0.24696305394172668,0.3774794936180115,0.13696710765361786,0.1180194541811943,0.24123425781726837,0.18042556941509247
that,0.6297725439071655,0.47518548369407654,0.5473989248275757,0.3614796996116638,0.18285544216632843,0.5798900723457336,0.18669648468494415,0.23954801261425018,0.42569106817245483,0.47537946701049805,0.16911949217319489,0.18864621222019196,0.5248309969902039,0.32716336846351624
the,0.42745697498321533,0.34736719727516174,1.0,0.20434671640396118,0.24253644049167633,0.3102172613143921,0.20313861966133118,0.27277594804763794,0.5107308030128479,0.5829201340675354,0.20034731924533844,0.24155211448669434,0.34852901101112366,0.22068053483963013
uk,0.17163191735744476,0.128135547041893,0.2143084555864334,0.22192159295082092,0.24189265072345734,0.1813170462846756,0.12590445578098297,0.20060858130455017,0.2875306308269501,0.19665123522281647,0.2463533878326416,0.12089157849550247,0.10556875914335251,0.20222434401512146
government,0.28074538707733154,0.2792121469974518,0.31798112392425537,0.26918208599090576,0.3666321337223053,0.21167127788066864,0.18463701009750366,0.14500917494297028,0.19216017425060272,0.25158295035362244,0.18152226507663727,0.2197466939687729,0.2957962155342102,0.18851417303085327
's,0.02692362666130066,0.05069678649306297,-0.01540423184633255,0.015248570591211319,-0.003614572109654546,0.015562640503048897,0.038657430559396744,0.09595498442649841,0.0026888418942689896,0.04866964742541313,0.08012830466032028,-0.030787084251642227,0.04692460596561432,-0.023395681753754616
benefits,0.26291319727897644,0.2136586606502533,0.20434671640396118,1.0,0.15088532865047455,0.353201299905777,0.12271900475025177,0.25891661643981934,0.20418387651443481,0.22249166667461395,0.11198359727859497,0.12610521912574768,0.2989821434020996,0.25678688287734985
agency,0.1771060973405838,0.16776791214942932,0.24253644049167633,0.15088532865047455,1.0000001192092896,0.15922702848911285,0.18365882337093353,0.15367671847343445,0.18671666085720062,0.186392143368721,0.21324366331100464,0.17675945162773132,0.1659209281206131,0.18185843527317047
was,0.22111038863658905,0.41399896144866943,0.48711544275283813,0.09684896469116211,0.19805613160133362,0.245719313621521,0.19941140711307526,0.11888814717531204,0.3909217119216919,0.4508470594882965,0.1889979988336563,0.18893268704414368,0.4118049144744873,0.18412111699581146
checking,0.3549598753452301,0.23268364369869232,0.27957913279533386,0.3283296525478363,0.1360498070716858,0.4114140570163727,0.11451126635074615,0.23521417379379272,0.2619156539440155,0.270152747631073,0.22210949659347534,0.14924512803554535,0.21954844892024994,0.3428910970687866
claimants,0.19781339168548584,0.27973672747612,0.3218134343624115,0.272479772567749,0.22112566232681274,0.20965419709682465,0.10824155807495117,0.12278544157743454,0.19533628225326538,0.1919475644826889,0.1539088636636734,0.18839989602565765,0.20810246467590332,0.21451130509376526
',0.3245812654495239,0.25488927960395813,0.474788099527359,0.10446322709321976,0.19135430455207825,0.3257502317428589,0.14805257320404053,0.13240644335746765,0.30823177099227905,0.48837921023368835,0.21781927347183228,0.13966858386993408,0.24070154130458832,0.330942302942276
``,0.008517155423760414,-0.029888948425650597,0.029072100296616554,0.04943598434329033,-0.06334543973207474,0.021398255601525307,0.02005649544298649,0.003328074235469103,-0.03274054825305939,0.07272057235240936,-0.07521960884332657,-0.015507252886891365,-0.015955880284309387,0.0685480609536171
sky,0.16493305563926697,0.19922639429569244,0.26521286368370056,0.08827982097864151,0.05933209881186485,0.15652064979076385,0.23104581236839294,0.23975785076618195,0.18642869591712952,0.20541532337665558,0.22956761717796326,0.09387724846601486,0.21243524551391602,0.11270341277122498
tv,0.20700684189796448,0.12035900354385376,0.20034731924533844,0.11198359727859497,0.21324366331100464,0.1285558044910431,0.289443701505661,0.4703776240348816,0.23779264092445374,0.2169625610113144,0.9999998807907104,0.12189744412899017,0.10764580219984055,0.20290863513946533
bills,0.19447143375873566,0.20618849992752075,0.2371491938829422,0.2587328851222992,0.1019357442855835,0.18221762776374817,0.20026077330112457,0.22117233276367188,0.17112649977207184,0.24252058565616608,0.12380561977624893,0.6122535467147827,0.19708144664764404,0.12315891683101654
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.29057374596595764,0.24151217937469482,0.3748004138469696,0.1915440857410431,0.21767447888851166,0.41031414270401,0.45503583550453186,0.1854887306690216,0.17981381714344025,0.38652777671813965,0.29463258385658264
establish,0.24999600648880005,0.26464948058128357,0.31343501806259155,0.2792588472366333,0.2120504528284073,0.23471078276634216,0.12020204961299896,0.14665710926055908,0.1519933044910431,0.22806213796138763,0.15589302778244019,0.1141669899225235,0.2049531638622284,0.21678102016448975
if,0.5277165174484253,0.3197491765022278,0.33724796772003174,0.30884963274002075,0.23029568791389465,0.5187872648239136,0.2220558226108551,0.2322022169828415,0.24549968540668488,0.41272827982902527,0.20914050936698914,0.20148983597755432,0.33219650387763977,0.4441644251346588
a,0.3320399522781372,0.2552328109741211,0.5829201340675354,0.22249166667461395,0.186392143368721,0.35850703716278076,0.1933065801858902,0.18764011561870575,0.3848365545272827,1.0,0.2169625610113144,0.24716360867023468,0.3386867940425873,0.23916715383529663
woman,0.2136753350496292,0.2514967918395996,0.2831476032733917,0.11550857871770859,0.12237108498811722,0.19092118740081787,0.12044908851385117,0.09290141612291336,0.1665586233139038,0.31183090806007385,0.1700913906097412,0.17487134039402008,0.19520218670368195,0.22504617273807526
in,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.14132487773895264,0.18450471758842468,0.23837615549564362,0.27591386437416077,0.19040870666503906,0.46853652596473694,0.539380669593811,0.17989183962345123,0.1447519063949585,0.25344955921173096,0.20430970191955566
receipt,0.19416387379169464,0.21902446448802948,0.23493324220180511,0.3115188479423523,0.2132849544286728,0.12731824815273285,0.10100948810577393,0.17985215783119202,0.16099964082241058,0.2937021851539612,0.1296665072441101,0.25039780139923096,0.18098272383213043,0.19150064885616302
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.1838720440864563,0.21890796720981598,0.2625778615474701,0.24392472207546234,0.17560617625713348,0.3966929316520691,0.5052502155303955,0.19364769756793976,0.17127205431461334,0.2713906168937683,0.1826142966747284
benefits,0.26291319727897644,0.2136586606502533,0.20434671640396118,1.0,0.15088532865047455,0.353201299905777,0.12271900475025177,0.25891661643981934,0.20418387651443481,0.22249166667461395,0.11198359727859497,0.12610521912574768,0.2989821434020996,0.25678688287734985
as,0.31749409437179565,0.3596470057964325,0.48381632566452026,0.268344521522522,0.22559653222560883,0.3555661737918854,0.1638442724943161,0.19637690484523773,0.36047765612602234,0.39550232887268066,0.21589502692222595,0.20273667573928833,0.3081777095794678,0.27043893933296204
a,0.3320399522781372,0.2552328109741211,0.5829201340675354,0.22249166667461395,0.186392143368721,0.35850703716278076,0.1933065801858902,0.18764011561870575,0.3848365545272827,1.0,0.2169625610113144,0.24716360867023468,0.3386867940425873,0.23916715383529663
single,0.24458327889442444,0.18021610379219055,0.29338565468788147,0.1822926551103592,0.06655139476060867,0.18764305114746094,0.07923043519258499,0.20169289410114288,0.28480544686317444,0.3884310722351074,0.17874911427497864,0.07342318445444107,0.2597058117389679,0.2151121199131012
mother,0.20282095670700073,0.236347496509552,0.22516992688179016,0.13821196556091309,0.22709473967552185,0.19387556612491608,0.1276731640100479,0.08231872320175171,0.17147015035152435,0.2082238644361496,0.1733667403459549,0.140353724360466,0.16310274600982666,0.15180644392967224
is,0.28837618231773376,0.19247472286224365,0.5823672413825989,0.18887722492218018,0.1915283501148224,0.33370211720466614,0.2082153707742691,0.23861566185951233,0.3635730445384979,0.658733606338501,0.1617223173379898,0.16088230907917023,0.24975553154945374,0.22961433231830597
wrongly,0.4399906098842621,0.30030229687690735,0.27969351410865784,0.2707540988922119,0.10445072501897812,0.3838684558868408,0.0701025128364563,0.08849736303091049,0.2239115834236145,0.2284870743751526,0.024607911705970764,0.13657745718955994,0.3480125963687897,0.2810456454753876
claiming,0.34834736585617065,0.33133918046951294,0.3210364878177643,0.2968418598175049,0.16283833980560303,0.3742292821407318,0.13207033276557922,0.16750958561897278,0.28998127579689026,0.2587851881980896,0.17755787074565887,0.2108306735754013,0.3284589648246765,0.2698664963245392
