,what,was,elway,'s,final,game,as,the,denver,quarterback,?
the,0.42745697498321533,0.48711544275283813,0.2985321283340454,-0.01540423184633255,0.3543182611465454,0.285271555185318,0.48381632566452026,1.0,0.2052404284477234,0.23757418990135193,0.22068053483963013
broncos,0.1787765771150589,0.23574475944042206,0.47580254077911377,-0.037254199385643005,0.2183726727962494,0.32325026392936707,0.23052668571472168,0.25985947251319885,0.5774994492530823,0.5632858872413635,0.18377114832401276
last,0.23175878822803497,0.32424551248550415,0.16761647164821625,0.03682802617549896,0.4394223988056183,0.15705397725105286,0.2661714553833008,0.3698786795139313,0.12791386246681213,0.11781124770641327,0.22371746599674225
wore,0.16125711798667908,0.3308514654636383,0.21582496166229248,0.049437545239925385,0.17472797632217407,0.14022880792617798,0.22864332795143127,0.2265123575925827,0.23825088143348694,0.22587862610816956,0.11052817106246948
matching,0.25211000442504883,0.09847573190927505,0.19395621120929718,0.01244544517248869,0.21189992129802704,0.2645612359046936,0.2153976410627365,0.25132954120635986,0.1349632740020752,0.19857358932495117,0.2242019772529602
white,0.1410645991563797,0.17150278389453888,0.18519404530525208,0.024444883689284325,0.11142368614673615,0.11830056458711624,0.22857752442359924,0.25492873787879944,0.18993325531482697,0.15372104942798615,0.124679796397686
jerseys,0.11635155230760574,0.18702057003974915,0.3407667279243469,0.0067811887711286545,0.20415571331977844,0.24643877148628235,0.23326656222343445,0.279405415058136,0.328667551279068,0.35202085971832275,0.0964861810207367
and,0.31309178471565247,0.3740963041782379,0.2699993848800659,0.06895173341035843,0.2635152339935303,0.25192898511886597,0.49487000703811646,0.5171257257461548,0.20625516772270203,0.202833354473114,0.20544172823429108
pants,0.1608412116765976,0.15645967423915863,0.2597896456718445,0.12241747975349426,0.14699774980545044,0.21546867489814758,0.1957700401544571,0.15805065631866455,0.1763857901096344,0.24479976296424866,0.17935864627361298
in,0.30808621644973755,0.45514053106307983,0.2640700042247772,-0.037580832839012146,0.25512343645095825,0.23986028134822845,0.3887844979763031,0.6662389636039734,0.2221570909023285,0.17283181846141815,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,0.2985321283340454,-0.01540423184633255,0.3543182611465454,0.285271555185318,0.48381632566452026,1.0,0.2052404284477234,0.23757418990135193,0.22068053483963013
