,where,do,thrust,faults,form,?
because,0.46146172285079956,0.39530807733535767,0.21688565611839294,0.30221134424209595,0.32725128531455994,0.2528740465641022
rock,0.22068782150745392,0.14039506018161774,0.2699087858200073,0.32859569787979126,0.13756850361824036,0.13172835111618042
units,0.1630878746509552,0.13284477591514587,0.24296988546848297,0.18111617863178253,0.16841766238212585,0.089388407766819
",",0.3149496018886566,0.3283645510673523,0.14058633148670197,0.22731737792491913,0.21805599331855774,0.31091248989105225
other,0.3730994164943695,0.34946969151496887,0.18714062869548798,0.2349480241537094,0.2616437077522278,0.24682199954986572
than,0.2726525366306305,0.2387038916349411,0.28562426567077637,0.2174776792526245,0.2244197130203247,0.24917294085025787
muds,0.2322624772787094,0.2668966054916382,0.2938101589679718,0.37160730361938477,0.288465291261673,0.1720632016658783
",",0.3149496018886566,0.3283645510673523,0.14058633148670197,0.22731737792491913,0.21805599331855774,0.31091248989105225
do,0.2949419915676117,1.0,0.2090051919221878,0.2511208951473236,0.23068922758102417,0.4093979299068451
not,0.3820744752883911,0.6619802713394165,0.20992763340473175,0.30541467666625977,0.298634797334671,0.41942933201789856
significantly,0.25130486488342285,0.20584672689437866,0.26005294919013977,0.22110047936439514,0.19327609241008759,0.1823679804801941
change,0.2702590823173523,0.528757631778717,0.25225716829299927,0.27195727825164795,0.24793878197669983,0.24115969240665436
in,0.5344807505607605,0.23402775824069977,0.17720508575439453,0.1723613142967224,0.2815987169742584,0.20430970191955566
volume,0.13641157746315002,0.10494229942560196,0.15641500055789948,0.0881970077753067,0.1256362497806549,0.1651400327682495
",",0.3149496018886566,0.3283645510673523,0.14058633148670197,0.22731737792491913,0.21805599331855774,0.31091248989105225
this,0.4012809097766876,0.34963881969451904,0.36157140135765076,0.35121747851371765,0.28080853819847107,0.3155723512172699
is,0.3586711287498474,0.30895981192588806,0.28386470675468445,0.18426908552646637,0.3218395411968231,0.22961433231830597
accomplished,0.20120027661323547,0.24384215474128723,0.1408504992723465,0.2191576361656189,0.09534585475921631,0.2554141879081726
in,0.5344807505607605,0.23402775824069977,0.17720508575439453,0.1723613142967224,0.2815987169742584,0.20430970191955566
two,0.32765963673591614,0.22086432576179504,0.22886008024215698,0.23492996394634247,0.22888411581516266,0.19645625352859497
primary,0.24752047657966614,0.21139554679393768,0.1177094355225563,0.1797674149274826,0.16110947728157043,0.16286636888980865
ways,0.29393503069877625,0.29822927713394165,0.2536153197288513,0.24057212471961975,0.2933540940284729,0.2710120975971222
:,-0.012972540222108364,-0.09021914005279541,-0.06811253726482391,-0.11400644481182098,-0.05595085769891739,-0.07156077772378922
through,0.331196665763855,0.24726749956607819,0.2346334010362625,0.23184062540531158,0.22590146958827972,0.16913433372974396
faulting,0.281423419713974,0.2201029509305954,0.42760613560676575,0.7261788249015808,0.23755121231079102,0.13321225345134735
and,0.43859338760375977,0.276123583316803,0.22400592267513275,0.26066941022872925,0.30469027161598206,0.20544172823429108
folding,0.2054102122783661,0.20479626953601837,0.357290655374527,0.348591148853302,0.25984400510787964,0.1512565016746521
.,0.41390106081962585,0.3613996207714081,0.19954590499401093,0.20188970863819122,0.28317511081695557,0.4130953550338745
,where,do,thrust,faults,form,?
in,0.5344807505607605,0.23402775824069977,0.17720508575439453,0.1723613142967224,0.2815987169742584,0.20430970191955566
the,0.5003893971443176,0.30239659547805786,0.28476181626319885,0.3002931475639343,0.29286009073257446,0.22068053483963013
shallow,0.2829958200454712,0.19816236197948456,0.30588024854660034,0.3357822895050049,0.21108075976371765,0.1571967899799347
crust,0.183332622051239,0.16512547433376312,0.47789037227630615,0.42991694808006287,0.23175016045570374,0.1887258142232895
",",0.3149496018886566,0.3283645510673523,0.14058633148670197,0.22731737792491913,0.21805599331855774,0.31091248989105225
where,0.9999999403953552,0.2949419915676117,0.19904249906539917,0.25707849860191345,0.25177764892578125,0.24793872237205505
brittle,0.15139681100845337,0.27414700388908386,0.26018306612968445,0.2738610506057739,0.25372228026390076,0.17648236453533173
deformation,0.2578010559082031,0.1917484700679779,0.37611687183380127,0.4635103940963745,0.36908894777297974,0.17587928473949432
can,0.3773181736469269,0.45775556564331055,0.29884886741638184,0.21891248226165771,0.3206974267959595,0.3226337134838104
