,what,is,the,term,for,the,highest,living,saint,?
the,0.42745697498321533,0.5823672413825989,1.0,0.2740369141101837,0.4739971458911896,1.0,0.36945265531539917,0.3127744197845459,0.24700650572776794,0.22068053483963013
five,0.18688078224658966,0.22980348765850067,0.41977158188819885,0.16942889988422394,0.30701300501823425,0.41977158188819885,0.20613425970077515,0.25232547521591187,0.11855105310678482,0.18342848122119904
pillars,0.23194028437137604,0.1831103265285492,0.34816163778305054,0.1020103394985199,0.1870066523551941,0.34816163778305054,0.22018204629421234,0.14839260280132294,0.20570102334022522,0.14480045437812805
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.26047757267951965,0.4185989499092102,0.733189046382904,0.3223685622215271,0.3499443829059601,0.27986469864845276,0.1826142966747284
islam,0.23237212002277374,0.17952334880828857,0.2207694798707962,0.14762575924396515,0.1461709886789322,0.2207694798707962,0.12327470630407333,0.17746660113334656,0.18179777264595032,0.18358638882637024
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.14937621355056763,0.3639558255672455,0.3456730246543884,0.20505082607269287,0.19151180982589722,0.25420159101486206,0.42300865054130554
spirituality,0.2816554307937622,0.18325644731521606,0.22966572642326355,0.22881340980529785,0.20103344321250916,0.22966572642326355,0.15806593000888824,0.30353909730911255,0.22412791848182678,0.20871183276176453
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.22272127866744995,0.5064792633056641,0.5171257257461548,0.22372882068157196,0.27568840980529785,0.19080747663974762,0.20544172823429108
spiritual,0.2431802898645401,0.1757679283618927,0.2149372547864914,0.17127420008182526,0.19519944489002228,0.2149372547864914,0.17368845641613007,0.23174186050891876,0.24585498869419098,0.1801415979862213
knowledge,0.3869657814502716,0.18001945316791534,0.22194717824459076,0.20955072343349457,0.2610958516597748,0.22194717824459076,0.11482841521501541,0.1686646193265915,0.10961084812879562,0.2853184640407562
takes,0.15264007449150085,0.4061736762523651,0.33578023314476013,0.19483201205730438,0.2826521694660187,0.33578023314476013,0.15267938375473022,0.1014632061123848,0.09558536857366562,0.10935472697019577
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.1491490602493286,0.36199691891670227,0.5107308030128479,0.21068012714385986,0.19387899339199066,0.1609250158071518,0.2714994251728058
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.3080509603023529,0.44038116931915283,0.5829201340675354,0.23707912862300873,0.21367067098617554,0.20984415709972382,0.23916715383529663
more,0.3484537899494171,0.2946030795574188,0.39758381247520447,0.2468089461326599,0.3891189992427826,0.39758381247520447,0.15897801518440247,0.22981250286102295,0.11458437889814377,0.27894994616508484
important,0.31164905428886414,0.350485235452652,0.39348116517066956,0.16665123403072357,0.3458578288555145,0.39348116517066956,0.24965307116508484,0.2246648222208023,0.1607830971479416,0.17812499403953552
dimension,0.24455603957176208,0.22340312600135803,0.17615877091884613,0.20476585626602173,0.19946472346782684,0.17615877091884613,0.18821364641189575,0.10831800103187561,0.10367916524410248,0.229197159409523
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.21599270403385162,0.4464869201183319,0.4933079481124878,0.22094981372356415,0.26278790831565857,0.22400714457035065,0.31091248989105225
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.18053050339221954,0.39140474796295166,0.4223487675189972,0.1758200079202652,0.23172324895858765,0.17817233502864838,0.2433311939239502
emphasis,0.2812975347042084,0.18040892481803894,0.19833582639694214,0.32449960708618164,0.28968802094459534,0.19833582639694214,0.053311098366975784,0.11407315731048584,0.07600916922092438,0.2750280499458313
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.1491490602493286,0.36199691891670227,0.5107308030128479,0.21068012714385986,0.19387899339199066,0.1609250158071518,0.2714994251728058
learning,0.29806870222091675,0.19600103795528412,0.2504628002643585,0.19975808262825012,0.3046240508556366,0.2504628002643585,0.09993323683738708,0.1578245759010315,0.09129837900400162,0.25810256600379944
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.25269290804862976,0.314039945602417,0.40150508284568787,0.1877705305814743,0.21752916276454926,0.1431656926870346,0.19969791173934937
living,0.22245320677757263,0.2306187003850937,0.3127744197845459,0.1897115707397461,0.15849082171916962,0.3127744197845459,0.21002693474292755,1.0000001192092896,0.1571190506219864,0.18362653255462646
saints,0.20729289948940277,0.23882900178432465,0.22267529368400574,0.10378000140190125,0.1933131366968155,0.22267529368400574,0.16277189552783966,0.21627794206142426,0.5917840003967285,0.1782425343990326
-,0.13380742073059082,0.30179503560066223,0.3207225501537323,0.18395844101905823,0.28420013189315796,0.3207225501537323,0.17207221686840057,0.09973692148923874,0.30104297399520874,0.3336010277271271
the,0.42745697498321533,0.5823672413825989,1.0,0.2740369141101837,0.4739971458911896,1.0,0.36945265531539917,0.3127744197845459,0.24700650572776794,0.22068053483963013
highest,0.19637788832187653,0.27460670471191406,0.36945265531539917,0.1371723711490631,0.2320692539215088,0.36945265531539917,1.0,0.21002693474292755,0.20154450833797455,0.11527936160564423
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.26047757267951965,0.4185989499092102,0.733189046382904,0.3223685622215271,0.3499443829059601,0.27986469864845276,0.1826142966747284
which,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.3138839900493622,0.44095608592033386,0.6521818041801453,0.2561801075935364,0.23109818994998932,0.22118224203586578,0.25814583897590637
is,0.28837618231773376,1.0,0.5823672413825989,0.270183801651001,0.43268078565597534,0.5823672413825989,0.27460670471191406,0.2306187003850937,0.2384635955095291,0.22961433231830597
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.3080509603023529,0.44038116931915283,0.5829201340675354,0.23707912862300873,0.21367067098617554,0.20984415709972382,0.23916715383529663
qutb,0.2122718095779419,0.23362867534160614,0.303955614566803,0.1820247620344162,0.16224654018878937,0.303955614566803,0.1486356407403946,0.16591747105121613,0.2705795466899872,0.18769441545009613
-,0.13380742073059082,0.30179503560066223,0.3207225501537323,0.18395844101905823,0.28420013189315796,0.3207225501537323,0.17207221686840057,0.09973692148923874,0.30104297399520874,0.3336010277271271
