,what,magnitude,of,earthquake,can,many,faults,produce,?
many,0.36131182312965393,0.1357496827840805,0.37253960967063904,0.19513987004756927,0.4275496006011963,0.9999999403953552,0.272602379322052,0.28314530849456787,0.2124512493610382
faults,0.3249368667602539,0.2830282151699066,0.1837489753961563,0.3727476894855499,0.21891248226165771,0.272602379322052,1.0,0.15407374501228333,0.17420656979084015
are,0.29724663496017456,0.17340542376041412,0.39081433415412903,0.12344340980052948,0.5408529043197632,0.5655534863471985,0.25682997703552246,0.3308704197406769,0.24591213464736938
able,0.3404487371444702,0.12258938699960709,0.23883962631225586,0.13439126312732697,0.5244399309158325,0.29809945821762085,0.203277125954628,0.2544192373752594,0.260649710893631
to,0.455847829580307,0.16278141736984253,0.41548454761505127,0.14503325521945953,0.4979398250579834,0.40243685245513916,0.224261075258255,0.30018290877342224,0.29463258385658264
produce,0.1685742735862732,0.18545806407928467,0.19541172683238983,0.1385292410850525,0.3511185944080353,0.28314530849456787,0.15407374501228333,1.0,0.19229066371917725
a,0.3320399522781372,0.21830542385578156,0.5052502155303955,0.2050093412399292,0.3915780484676361,0.2872205972671509,0.189353346824646,0.2757846415042877,0.23916715383529663
magnitude,0.2623147964477539,1.0,0.22128774225711823,0.6471124291419983,0.18091043829917908,0.1357496827840805,0.2830282151699066,0.18545806407928467,0.19328105449676514
6.7+,0.030979245901107788,-0.019133858382701874,0.04847878962755203,0.04469085484743118,-0.025044316425919533,0.026595233008265495,-0.03227105736732483,-0.1587495654821396,-0.010144148021936417
earthquake,0.2103385031223297,0.6471124291419983,0.2380685806274414,1.0,0.13669699430465698,0.19513987004756927,0.3727476894855499,0.1385292410850525,0.1966235339641571
",",0.3087472915649414,0.21719522774219513,0.4946078956127167,0.25736936926841736,0.3139454126358032,0.40610817074775696,0.22731737792491913,0.19927625358104706,0.31091248989105225
such,0.23989605903625488,0.15790365636348724,0.3209529519081116,0.13990992307662964,0.396209716796875,0.5649948120117188,0.23758916556835175,0.29612526297569275,0.17851735651493073
as,0.31749409437179565,0.11230852454900742,0.3886612355709076,0.11240103840827942,0.3245031237602234,0.4070141911506653,0.14722800254821777,0.26654115319252014,0.27043893933296204
the,0.42745697498321533,0.215829536318779,0.733189046382904,0.23442360758781433,0.312528520822525,0.4335206151008606,0.3002931475639343,0.23457570374011993,0.22068053483963013
san,0.19375550746917725,0.15349841117858887,0.25237205624580383,0.23326025903224945,0.14339520037174225,0.20305834710597992,0.20477719604969025,0.07852418720722198,0.10952327400445938
andreas,0.1377047747373581,0.12711365520954132,0.14636510610580444,0.1741846650838852,0.09929506480693817,0.13310107588768005,0.2355022132396698,0.02168777957558632,0.06663193553686142
fault,0.3293912410736084,0.2572687864303589,0.18183428049087524,0.36632633209228516,0.14488519728183746,0.21639299392700195,0.7531968355178833,0.08720025420188904,0.1623915582895279
",",0.3087472915649414,0.21719522774219513,0.4946078956127167,0.25736936926841736,0.3139454126358032,0.40610817074775696,0.22731737792491913,0.19927625358104706,0.31091248989105225
which,0.5261979103088379,0.20928649604320526,0.5011631846427917,0.2056967169046402,0.41132649779319763,0.5168171525001526,0.31374192237854004,0.44459521770477295,0.25814583897590637
can,0.34502777457237244,0.18091043829917908,0.2603091299533844,0.13669699430465698,1.0,0.4275496006011963,0.21891248226165771,0.3511185944080353,0.3226337134838104
produce,0.1685742735862732,0.18545806407928467,0.19541172683238983,0.1385292410850525,0.3511185944080353,0.28314530849456787,0.15407374501228333,1.0,0.19229066371917725
a,0.3320399522781372,0.21830542385578156,0.5052502155303955,0.2050093412399292,0.3915780484676361,0.2872205972671509,0.189353346824646,0.2757846415042877,0.23916715383529663
magnitude,0.2623147964477539,1.0,0.22128774225711823,0.6471124291419983,0.18091043829917908,0.1357496827840805,0.2830282151699066,0.18545806407928467,0.19328105449676514
8.0,-0.09509065002202988,0.09581723809242249,0.13222455978393555,0.11552876979112625,-0.03595571964979172,-0.021994752809405327,-0.026480941101908684,-0.06241248548030853,-0.1016199067234993
event,0.26981404423713684,0.22685693204402924,0.19878064095973969,0.23827779293060303,0.13369938731193542,0.17792239785194397,0.23128603398799896,0.14498712122440338,0.16076280176639557
.,0.3567904531955719,0.2229142040014267,0.5352458953857422,0.25678902864456177,0.35783761739730835,0.3974229395389557,0.20188970863819122,0.2587496340274811,0.4130953550338745
