,in,addition,to,recirculating,water,",",what,do,condensers,do,?
other,0.39989137649536133,0.3792383074760437,0.4193183183670044,0.2651079297065735,0.2921212315559387,0.4446498453617096,0.341873437166214,0.34946969151496887,0.3167792558670044,0.34946969151496887,0.24682199954986572
components,0.1959146112203598,0.3139439821243286,0.27977025508880615,0.24794764816761017,0.23839028179645538,0.20591874420642853,0.20314843952655792,0.2070339173078537,0.40709781646728516,0.2070339173078537,0.12744711339473724
are,0.3841303884983063,0.37216028571128845,0.3504326641559601,0.24879130721092224,0.26855918765068054,0.4062570035457611,0.29724663496017456,0.41111594438552856,0.32974740862846375,0.41111594438552856,0.24591213464736938
often,0.3380797803401947,0.28352323174476624,0.4351843297481537,0.2532210052013397,0.29028719663619995,0.24139221012592316,0.3849453330039978,0.30438441038131714,0.3354392647743225,0.30438441038131714,0.23748154938220978
present,0.23905439674854279,0.20221363008022308,0.2453051209449768,0.1351279318332672,0.11312227696180344,0.267320841550827,0.30940163135528564,0.13416007161140442,0.15457718074321747,0.13416007161140442,0.21759982407093048
;,0.092739537358284,0.049773577600717545,0.0979827418923378,-0.06896684318780899,0.007055493537336588,0.04938793554902077,0.10986888408660889,0.06261929124593735,0.06607352942228317,0.06261929124593735,0.10349778085947037
pumps,0.1797347515821457,0.26625093817710876,0.21331721544265747,0.43920254707336426,0.5365793108940125,0.2859240174293518,0.1776767075061798,0.23086240887641907,0.4866105914115906,0.23086240887641907,0.17318885028362274
(,0.3087427020072937,0.2156461477279663,0.30882009863853455,0.16850486397743225,0.16755586862564087,0.6363511681556702,0.2411840260028839,0.24216170608997345,0.16959026455879211,0.24216170608997345,0.40561532974243164
such,0.2704046070575714,0.37100139260292053,0.2871878743171692,0.2687946856021881,0.3053470849990845,0.39626169204711914,0.23989605903625488,0.337398886680603,0.2868538796901703,0.337398886680603,0.17851735651493073
as,0.3887844979763031,0.3581290543079376,0.42092081904411316,0.24946650862693787,0.21305090188980103,0.48816442489624023,0.31749409437179565,0.38329678773880005,0.22416982054710388,0.38329678773880005,0.27043893933296204
an,0.2605783939361572,0.25149449706077576,0.3138085603713989,0.16503514349460602,0.19103862345218658,0.3581022024154663,0.2821882665157318,0.25865980982780457,0.17665058374404907,0.25865980982780457,0.19793890416622162
injector,0.1372801661491394,0.17166359722614288,0.16660310328006744,0.27869218587875366,0.22128795087337494,0.1731531023979187,0.1260526329278946,0.17099305987358093,0.3215295970439911,0.17099305987358093,0.15984784066677094
),0.3326910734176636,0.21676459908485413,0.31236231327056885,0.1779675930738449,0.18243473768234253,0.63033527135849,0.26259949803352356,0.24460165202617645,0.16456492245197296,0.24460165202617645,0.42300865054130554
to,0.45010748505592346,0.29394859075546265,1.0,0.25090697407722473,0.27858173847198486,0.44245919585227966,0.455847829580307,0.38876664638519287,0.2556270360946655,0.38876664638519287,0.29463258385658264
supply,0.21402505040168762,0.3079695403575897,0.29291704297065735,0.36457929015159607,0.38052332401275635,0.24017441272735596,0.20549191534519196,0.2525494396686554,0.26899027824401855,0.2525494396686554,0.14298182725906372
water,0.23966141045093536,0.19683435559272766,0.27858173847198486,0.28651437163352966,0.9999998807907104,0.26706066727638245,0.17456887662410736,0.2054748237133026,0.4742477834224701,0.2054748237133026,0.14731885492801666
to,0.45010748505592346,0.29394859075546265,1.0,0.25090697407722473,0.27858173847198486,0.44245919585227966,0.455847829580307,0.38876664638519287,0.2556270360946655,0.38876664638519287,0.29463258385658264
the,0.6662389636039734,0.32955414056777954,0.535392165184021,0.329440176486969,0.297396719455719,0.4933079481124878,0.42745697498321533,0.30239659547805786,0.2800576388835907,0.30239659547805786,0.22068053483963013
boiler,0.25116536021232605,0.15531443059444427,0.18706591427326202,0.23326201736927032,0.4237300455570221,0.20319129526615143,0.23551298677921295,0.12579424679279327,0.4452173709869385,0.12579424679279327,0.20881007611751556
during,0.4627237319946289,0.20398582518100739,0.2828781306743622,0.2607353627681732,0.2296343296766281,0.3225448727607727,0.24137552082538605,0.1831897497177124,0.19568434357643127,0.1831897497177124,0.1325719803571701
operation,0.26394933462142944,0.3117692172527313,0.2483084350824356,0.2620561420917511,0.18190114200115204,0.24555085599422455,0.22083862125873566,0.1707710474729538,0.1862562894821167,0.1707710474729538,0.12387953698635101
",",0.5201468467712402,0.3040202856063843,0.44245919585227966,0.2773422300815582,0.26706066727638245,1.0000001192092896,0.3087472915649414,0.3283645510673523,0.24600286781787872,0.3283645510673523,0.31091248989105225
condensers,0.21080683171749115,0.2124757170677185,0.2556270360946655,0.34944263100624084,0.4742477834224701,0.24600286781787872,0.29579252004623413,0.29251915216445923,0.9999998807907104,0.29251915216445923,0.21050694584846497
to,0.45010748505592346,0.29394859075546265,1.0,0.25090697407722473,0.27858173847198486,0.44245919585227966,0.455847829580307,0.38876664638519287,0.2556270360946655,0.38876664638519287,0.29463258385658264
recirculate,0.24083085358142853,0.2611742317676544,0.2892836630344391,0.8712632060050964,0.3061201572418213,0.25889790058135986,0.22875042259693146,0.2306879162788391,0.3590807020664215,0.2306879162788391,0.14944744110107422
the,0.6662389636039734,0.32955414056777954,0.535392165184021,0.329440176486969,0.297396719455719,0.4933079481124878,0.42745697498321533,0.30239659547805786,0.2800576388835907,0.30239659547805786,0.22068053483963013
water,0.23966141045093536,0.19683435559272766,0.27858173847198486,0.28651437163352966,0.9999998807907104,0.26706066727638245,0.17456887662410736,0.2054748237133026,0.4742477834224701,0.2054748237133026,0.14731885492801666
and,0.4954058527946472,0.3508087992668152,0.48971283435821533,0.30124691128730774,0.3054247498512268,0.6633074283599854,0.31309178471565247,0.276123583316803,0.25896522402763367,0.276123583316803,0.20544172823429108
recover,0.2281120866537094,0.1815224289894104,0.3433571755886078,0.29936251044273376,0.24497343599796295,0.24869678914546967,0.21247920393943787,0.24754105508327484,0.15769235789775848,0.24754105508327484,0.1497272402048111
the,0.6662389636039734,0.32955414056777954,0.535392165184021,0.329440176486969,0.297396719455719,0.4933079481124878,0.42745697498321533,0.30239659547805786,0.2800576388835907,0.30239659547805786,0.22068053483963013
latent,0.25421878695487976,0.185988649725914,0.30174338817596436,0.421879380941391,0.27676111459732056,0.2686188220977783,0.22573350369930267,0.23063154518604279,0.4161910116672516,0.23063154518604279,0.125272735953331
heat,0.20852652192115784,0.20813345909118652,0.2773711681365967,0.2659468352794647,0.4170593321323395,0.25331911444664,0.1933984011411667,0.20580661296844482,0.4494875967502594,0.20580661296844482,0.16343188285827637
of,0.5696388483047485,0.27503931522369385,0.41548454761505127,0.2666950821876526,0.2741255462169647,0.4946078956127167,0.33290785551071167,0.26150479912757874,0.27418017387390137,0.26150479912757874,0.1826142966747284
vaporisation,0.24497012794017792,0.3176670968532562,0.3140406012535095,0.42402729392051697,0.49770388007164,0.2766566276550293,0.36173054575920105,0.26911497116088867,0.572168231010437,0.26911497116088867,0.3200758695602417
",",0.5201468467712402,0.3040202856063843,0.44245919585227966,0.2773422300815582,0.26706066727638245,1.0000001192092896,0.3087472915649414,0.3283645510673523,0.24600286781787872,0.3283645510673523,0.31091248989105225
and,0.4954058527946472,0.3508087992668152,0.48971283435821533,0.30124691128730774,0.3054247498512268,0.6633074283599854,0.31309178471565247,0.276123583316803,0.25896522402763367,0.276123583316803,0.20544172823429108
superheaters,0.2778173089027405,0.18174922466278076,0.269482284784317,0.23752723634243011,0.4112098813056946,0.18690939247608185,0.19040526449680328,0.17907537519931793,0.4344199299812317,0.17907537519931793,0.16920889914035797
to,0.45010748505592346,0.29394859075546265,1.0,0.25090697407722473,0.27858173847198486,0.44245919585227966,0.455847829580307,0.38876664638519287,0.2556270360946655,0.38876664638519287,0.29463258385658264
raise,0.1973239779472351,0.23234154284000397,0.34016725420951843,0.2612519860267639,0.20268763601779938,0.2528770864009857,0.19120202958583832,0.2443617582321167,0.15810289978981018,0.2443617582321167,0.13340649008750916
the,0.6662389636039734,0.32955414056777954,0.535392165184021,0.329440176486969,0.297396719455719,0.4933079481124878,0.42745697498321533,0.30239659547805786,0.2800576388835907,0.30239659547805786,0.22068053483963013
temperature,0.269207626581192,0.21280492842197418,0.26598888635635376,0.3359338939189911,0.4057410657405853,0.2439086139202118,0.26338207721710205,0.21949784457683563,0.4665883779525757,0.21949784457683563,0.2011885941028595
