,what,issues,may,prevent,women,from,working,outside,the,home,or,receiving,education,?
an,0.2821882665157318,0.15693901479244232,0.30457955598831177,0.24787792563438416,0.12665927410125732,0.20876385271549225,0.18882836401462555,0.19768257439136505,0.4207492768764496,0.09444248676300049,0.3096676766872406,0.1481393426656723,0.1506793051958084,0.19793890416622162
old,0.22117848694324493,0.125250905752182,0.1761052906513214,0.09004805982112885,0.1293146312236786,0.26649054884910583,0.13200008869171143,0.16627173125743866,0.31849798560142517,0.29875805974006653,0.24166588485240936,0.1270216703414917,0.15415696799755096,0.20577076077461243
",",0.3087472915649414,0.2560703754425049,0.5007920861244202,0.19234955310821533,0.18865817785263062,0.39760664105415344,0.29007792472839355,0.2726076543331146,0.4933079481124878,0.2790627181529999,0.3769497275352478,0.2561630308628082,0.2718683183193207,0.31091248989105225
ill,0.1912720948457718,0.17768512666225433,0.23875850439071655,0.27765941619873047,0.22702357172966003,0.16912861168384552,0.23570729792118073,0.1701519936323166,0.17770197987556458,0.18644040822982788,0.18125775456428528,0.2260570079088211,0.17744886875152588,0.15247376263141632
man,0.21916821599006653,0.24203500151634216,0.21542534232139587,0.12021559476852417,0.27122047543525696,0.16914385557174683,0.16383963823318481,0.22268904745578766,0.23171134293079376,0.217783123254776,0.2590550482273102,0.19908899068832397,0.1492723524570465,0.2528940737247467
can,0.34502777457237244,0.2705410420894623,0.43584567308425903,0.36072608828544617,0.121235191822052,0.2516351342201233,0.252237468957901,0.28508907556533813,0.312528520822525,0.14063408970832825,0.5614996552467346,0.2461744248867035,0.12172068655490875,0.3226337134838104
not,0.5449194312095642,0.3357628285884857,0.39885732531547546,0.39701515436172485,0.20434243977069855,0.2567668557167053,0.2550792098045349,0.3095373511314392,0.4310511648654938,0.15877977013587952,0.5119067430496216,0.20565930008888245,0.22298960387706757,0.41942933201789856
earn,0.16168662905693054,0.14189884066581726,0.1208275556564331,0.20249421894550323,0.2294781506061554,0.1577579826116562,0.27318137884140015,0.15314152836799622,0.21796688437461853,0.14857207238674164,0.238355353474617,0.27885937690734863,0.29953452944755554,0.20429526269435883
as,0.31749409437179565,0.2450667768716812,0.32133710384368896,0.30691957473754883,0.1423753798007965,0.3251767158508301,0.2861536145210266,0.28646576404571533,0.48381632566452026,0.22556112706661224,0.4400654137134552,0.25377047061920166,0.2414141446352005,0.27043893933296204
much,0.45316147804260254,0.2667636573314667,0.24991077184677124,0.25604623556137085,0.13494792580604553,0.24480824172496796,0.2691572308540344,0.2733171582221985,0.35023224353790283,0.12297548353672028,0.313159704208374,0.17269407212734222,0.21445085108280182,0.23442231118679047
as,0.31749409437179565,0.2450667768716812,0.32133710384368896,0.30691957473754883,0.1423753798007965,0.3251767158508301,0.2861536145210266,0.28646576404571533,0.48381632566452026,0.22556112706661224,0.4400654137134552,0.25377047061920166,0.2414141446352005,0.27043893933296204
a,0.3320399522781372,0.24391965568065643,0.29255667328834534,0.23738086223602295,0.20322243869304657,0.322764128446579,0.2998538911342621,0.3113526403903961,0.5829201340675354,0.26260659098625183,0.48853766918182373,0.2866498827934265,0.21779850125312805,0.23916715383529663
healthy,0.2440870702266693,0.23249948024749756,0.2885313034057617,0.3212224841117859,0.30288052558898926,0.17520201206207275,0.28694769740104675,0.23003949224948883,0.22004328668117523,0.19772252440452576,0.27611449360847473,0.14718016982078552,0.3397899568080902,0.15095935761928558
young,0.18808799982070923,0.14898400008678436,0.26092541217803955,0.1840255856513977,0.30950191617012024,0.19762873649597168,0.17620332539081573,0.19729970395565033,0.2729646563529968,0.20693473517894745,0.20008563995361328,0.19500021636486053,0.2742939591407776,0.14931946992874146
man,0.21916821599006653,0.24203500151634216,0.21542534232139587,0.12021559476852417,0.27122047543525696,0.16914385557174683,0.16383963823318481,0.22268904745578766,0.23171134293079376,0.217783123254776,0.2590550482273102,0.19908899068832397,0.1492723524570465,0.2528940737247467
;,0.10986888408660889,0.02509533055126667,-0.015097163617610931,0.00026327825617045164,0.06488241255283356,0.07524215430021286,0.03427405282855034,0.1085464358329773,0.09152708947658539,0.08472496271133423,0.0563276931643486,0.007763190194964409,0.035850755870342255,0.10349778085947037
gender,0.2898462414741516,0.2965940833091736,0.22797827422618866,0.1498691886663437,0.4116610288619995,0.09627526253461838,0.17455732822418213,0.17658033967018127,0.24119289219379425,0.07122597843408585,0.3436945080757141,0.18746736645698547,0.30546173453330994,0.22791960835456848
roles,0.19272974133491516,0.2286408394575119,0.15725839138031006,0.14078094065189362,0.18784235417842865,0.11352808028459549,0.24490290880203247,0.10270696878433228,0.20862428843975067,0.15632274746894836,0.18652945756912231,0.16917350888252258,0.20550912618637085,0.1763966977596283
and,0.31309178471565247,0.2817770540714264,0.34598252177238464,0.27715030312538147,0.24605001509189606,0.3601827025413513,0.30510061979293823,0.31803378462791443,0.5171257257461548,0.24667192995548248,0.4713204801082611,0.26229605078697205,0.308173805475235,0.20544172823429108
customs,0.2684868574142456,0.2073787897825241,0.2279147356748581,0.16925548017024994,0.23176471889019012,0.2412019819021225,0.1525690108537674,0.21672433614730835,0.2428995668888092,0.16590547561645508,0.2757573425769806,0.12664644420146942,0.26208174228668213,0.19795118272304535
may,0.25739946961402893,0.2472052276134491,0.9999998807907104,0.24450713396072388,0.15155570209026337,0.23997589945793152,0.2399349957704544,0.2814694046974182,0.2694292366504669,0.09419737756252289,0.399771511554718,0.22778178751468658,0.15223878622055054,0.2768254578113556
prevent,0.2723881006240845,0.31601008772850037,0.24450713396072388,1.0,0.15166203677654266,0.3330691456794739,0.19571980834007263,0.2963789999485016,0.2841009497642517,0.12511785328388214,0.40754249691963196,0.2705896198749542,0.14034810662269592,0.2547389566898346
a,0.3320399522781372,0.24391965568065643,0.29255667328834534,0.23738086223602295,0.20322243869304657,0.322764128446579,0.2998538911342621,0.3113526403903961,0.5829201340675354,0.26260659098625183,0.48853766918182373,0.2866498827934265,0.21779850125312805,0.23916715383529663
