,what,south,african,industry,descended,from,huguenot,settlers,?
the,0.42745697498321533,0.3129390776157379,0.23305515944957733,0.26942890882492065,0.2755005657672882,0.40150508284568787,0.29557526111602783,0.27202945947647095,0.22068053483963013
wine,0.17754630744457245,0.14237122237682343,0.08160486817359924,0.3084019720554352,0.08643916249275208,0.2088317722082138,0.22484207153320312,0.23039843142032623,0.12747588753700256
industry,0.1966298520565033,0.1558855026960373,0.09375859797000885,1.0000001192092896,0.06677788496017456,0.17414061725139618,0.1483861654996872,0.23894289135932922,0.11813290417194366
in,0.30808621644973755,0.33642083406448364,0.2008972465991974,0.2675124704837799,0.19672243297100067,0.4274188280105591,0.26198551058769226,0.2311645746231079,0.20430970191955566
south,0.15388517081737518,1.0000001192092896,0.45805707573890686,0.1558855026960373,0.1971486210823059,0.308648020029068,0.23090137541294098,0.26283884048461914,0.12336621433496475
africa,0.19696469604969025,0.5442710518836975,0.6826803088188171,0.15497832000255585,0.23538637161254883,0.18330752849578857,0.277139812707901,0.2909632623195648,0.12926554679870605
owes,0.2798251509666443,0.23011526465415955,0.18054910004138947,0.19387592375278473,0.20842134952545166,0.16073475778102875,0.2990747392177582,0.19800767302513123,0.15972401201725006
a,0.3320399522781372,0.23680485785007477,0.17609646916389465,0.27788880467414856,0.16815616190433502,0.322764128446579,0.22502337396144867,0.21025072038173676,0.23916715383529663
significant,0.24268144369125366,0.1809530407190323,0.16548682749271393,0.22705848515033722,0.18800780177116394,0.1506049782037735,0.18852177262306213,0.17130185663700104,0.18679562211036682
debt,0.2230634093284607,0.12457197159528732,0.12818987667560577,0.29429736733436584,0.12508022785186768,0.131853848695755,0.2333793342113495,0.2548099756240845,0.14442241191864014
to,0.455847829580307,0.25657615065574646,0.23290926218032837,0.24876736104488373,0.2175091654062271,0.4069952368736267,0.24496324360370636,0.323935329914093,0.29463258385658264
the,0.42745697498321533,0.3129390776157379,0.23305515944957733,0.26942890882492065,0.2755005657672882,0.40150508284568787,0.29557526111602783,0.27202945947647095,0.22068053483963013
huguenots,0.22128188610076904,0.2368669956922531,0.2441222369670868,0.13439209759235382,0.29426074028015137,0.17123448848724365,0.9459913372993469,0.4056675434112549,0.16010338068008423
",",0.3087472915649414,0.3256652057170868,0.25119030475616455,0.24502649903297424,0.23422162234783173,0.39760664105415344,0.24752236902713776,0.23535142838954926,0.31091248989105225
some,0.4491020441055298,0.2105838507413864,0.2183154970407486,0.22949539124965668,0.2809235453605652,0.35210713744163513,0.2022833526134491,0.2977423667907715,0.2562315762042999
of,0.33290785551071167,0.33382371068000793,0.23470255732536316,0.27385562658309937,0.3058927059173584,0.4249346852302551,0.29061198234558105,0.22850416600704193,0.1826142966747284
whom,0.27163395285606384,0.1660151183605194,0.1753079742193222,0.10338079929351807,0.35516873002052307,0.19855497777462006,0.3511159121990204,0.2228308618068695,0.222135990858078
had,0.23849567770957947,0.17805784940719604,0.16917289793491364,0.19256481528282166,0.30475351214408875,0.3075238764286041,0.2470320463180542,0.36008167266845703,0.20728366076946259
vineyards,0.21329408884048462,0.2709525525569916,0.0668063834309578,0.30302026867866516,0.24580347537994385,0.1914854347705841,0.3110637366771698,0.3370019793510437,0.15718314051628113
in,0.30808621644973755,0.33642083406448364,0.2008972465991974,0.2675124704837799,0.19672243297100067,0.4274188280105591,0.26198551058769226,0.2311645746231079,0.20430970191955566
france,0.17793065309524536,0.26797276735305786,0.21116553246974945,0.1677672564983368,0.19156506657600403,0.20540620386600494,0.44110438227653503,0.19298666715621948,0.15069349110126495
",",0.3087472915649414,0.3256652057170868,0.25119030475616455,0.24502649903297424,0.23422162234783173,0.39760664105415344,0.24752236902713776,0.23535142838954926,0.31091248989105225
or,0.33867141604423523,0.11688382923603058,0.2030133754014969,0.1909032016992569,0.1590874344110489,0.31242018938064575,0.17501351237297058,0.2354258894920349,0.32389625906944275
were,0.22298263013362885,0.258012980222702,0.25892242789268494,0.16971226036548615,0.31485551595687866,0.29991888999938965,0.23719102144241333,0.43016865849494934,0.17890112102031708
brandy,0.15057092905044556,0.1373600959777832,0.1087614968419075,0.23686780035495758,0.0913357138633728,0.14282728731632233,0.15847906470298767,0.15289616584777832,0.15040428936481476
distillers,0.20298896729946136,0.14144526422023773,0.16489240527153015,0.322684645652771,0.24291540682315826,0.2696942090988159,0.26902028918266296,0.3312283158302307,0.11624850332736969
",",0.3087472915649414,0.3256652057170868,0.25119030475616455,0.24502649903297424,0.23422162234783173,0.39760664105415344,0.24752236902713776,0.23535142838954926,0.31091248989105225
and,0.31309178471565247,0.3140619993209839,0.2598888576030731,0.2615980803966522,0.19641277194023132,0.3601827025413513,0.2762077748775482,0.2655184268951416,0.20544172823429108
used,0.27546408772468567,0.14421887695789337,0.18085986375808716,0.2944907248020172,0.19707642495632172,0.25821518898010254,0.1293259710073471,0.1494809091091156,0.22430120408535004
their,0.35142919421195984,0.15484310686588287,0.20519687235355377,0.17948324978351593,0.2360529601573944,0.3038119673728943,0.2711643874645233,0.30316367745399475,0.1898253709077835
skills,0.28520897030830383,0.15456527471542358,0.15003859996795654,0.22064179182052612,0.18462952971458435,0.1754804253578186,0.1530858278274536,0.17796963453292847,0.1864275485277176
in,0.30808621644973755,0.33642083406448364,0.2008972465991974,0.2675124704837799,0.19672243297100067,0.4274188280105591,0.26198551058769226,0.2311645746231079,0.20430970191955566
their,0.35142919421195984,0.15484310686588287,0.20519687235355377,0.17948324978351593,0.2360529601573944,0.3038119673728943,0.2711643874645233,0.30316367745399475,0.1898253709077835
new,0.2130378633737564,0.31787005066871643,0.21305324137210846,0.14641173183918,0.12373848259449005,0.3360432982444763,0.20695649087429047,0.22604724764823914,0.14782847464084625
home,0.1608789712190628,0.20966632664203644,0.13107560575008392,0.19285450875759125,0.15980681777000427,0.29297688603401184,0.14379574358463287,0.22577804327011108,0.0757145956158638
