,who,was,abc,great,states,sold,to,in,1974,?
citing,0.19051574170589447,0.16668878495693207,0.1689932495355606,0.09948831796646118,0.23493079841136932,0.12081242352724075,0.19700703024864197,0.26977911591529846,-0.11134215444326401,0.2650623619556427
limited,0.15578578412532806,0.18424993753433228,0.1643701046705246,0.23239344358444214,0.2523179054260254,0.28664430975914,0.2564510405063629,0.23956921696662903,-0.03959811106324196,0.09444807469844818
profitability,0.197256401181221,0.24462850391864777,0.18006500601768494,0.2271118015050888,0.26449349522590637,0.31983861327171326,0.3128458857536316,0.21137641370296478,-0.1633838564157486,0.17047862708568573
of,0.2827862501144409,0.4069072902202606,0.14607268571853638,0.3168134391307831,0.30884552001953125,0.2036660611629486,0.41548454761505127,0.5696388483047485,0.05920899659395218,0.1826142966747284
its,0.1326070874929428,0.3518870174884796,0.19045390188694,0.16369754076004028,0.2691997289657593,0.22661229968070984,0.3691340684890747,0.3793783485889435,-0.04278777539730072,0.15103481709957123
cinemas,0.13786233961582184,0.2465328872203827,0.21345819532871246,0.17574813961982727,0.19992266595363617,0.31537383794784546,0.24486812949180603,0.3003052771091461,-0.06299721449613571,0.14086683094501495
",",0.3365725874900818,0.45456063747406006,0.2097204476594925,0.29579275846481323,0.3315127193927765,0.28121218085289,0.44245919585227966,0.5201468467712402,0.06735701113939285,0.31091248989105225
abc,0.14673753082752228,0.21565799415111542,1.0000001192092896,0.1431899517774582,0.20048053562641144,0.15177004039287567,0.1762417107820511,0.1697147786617279,0.002307725138962269,0.19065172970294952
great,0.24061277508735657,0.19652196764945984,0.1431899517774582,1.0,0.1439923793077469,0.07427258044481277,0.1880372017621994,0.23348836600780487,-0.005959923379123211,0.13135133683681488
states,0.21313154697418213,0.2847922146320343,0.20048053562641144,0.1439923793077469,1.0,0.2457566112279892,0.2828785181045532,0.3977442979812622,0.07457617670297623,0.16272737085819244
",",0.3365725874900818,0.45456063747406006,0.2097204476594925,0.29579275846481323,0.3315127193927765,0.28121218085289,0.44245919585227966,0.5201468467712402,0.06735701113939285,0.31091248989105225
the,0.3733934462070465,0.48711544275283813,0.2068762183189392,0.2822027802467346,0.3463578522205353,0.21929198503494263,0.535392165184021,0.6662389636039734,0.07901259511709213,0.22068053483963013
central,0.14618510007858276,0.21519865095615387,0.14913508296012878,0.24263665080070496,0.22088879346847534,0.054161518812179565,0.21511952579021454,0.30844059586524963,0.09166016429662704,0.14787602424621582
west,0.1436629444360733,0.25970903038978577,0.18391461670398712,0.16043439507484436,0.2593729496002197,0.14431999623775482,0.24611181020736694,0.34078434109687805,0.30003756284713745,0.12088293582201004
division,0.14196254312992096,0.2174251824617386,0.24142871797084808,0.07964032888412476,0.19274361431598663,0.14364226162433624,0.20332986116409302,0.2658538520336151,0.19634781777858734,0.08900629729032516
of,0.2827862501144409,0.4069072902202606,0.14607268571853638,0.3168134391307831,0.30884552001953125,0.2036660611629486,0.41548454761505127,0.5696388483047485,0.05920899659395218,0.1826142966747284
abc,0.14673753082752228,0.21565799415111542,1.0000001192092896,0.1431899517774582,0.20048053562641144,0.15177004039287567,0.1762417107820511,0.1697147786617279,0.002307725138962269,0.19065172970294952
theatres,0.22220751643180847,0.3262985050678253,0.26000887155532837,0.2470555305480957,0.2599775493144989,0.2878689169883728,0.24675586819648743,0.3121017515659332,0.01469371933490038,0.10397201776504517
",",0.3365725874900818,0.45456063747406006,0.2097204476594925,0.29579275846481323,0.3315127193927765,0.28121218085289,0.44245919585227966,0.5201468467712402,0.06735701113939285,0.31091248989105225
was,0.3318818509578705,1.0000001192092896,0.21565799415111542,0.19652196764945984,0.2847922146320343,0.3255009949207306,0.3636345863342285,0.45514053106307983,0.04934719577431679,0.18412111699581146
sold,0.15799525380134583,0.3255009949207306,0.15177004039287567,0.07427258044481277,0.2457566112279892,1.0,0.17380841076374054,0.2828634977340698,-0.017488695681095123,0.14943712949752808
to,0.42656609416007996,0.3636345863342285,0.1762417107820511,0.1880372017621994,0.2828785181045532,0.17380841076374054,1.0,0.45010748505592346,0.018285049125552177,0.29463258385658264
henry,0.29137110710144043,0.31945720314979553,0.1446801871061325,0.16153965890407562,0.16800278425216675,0.17209318280220032,0.2152724415063858,0.21735817193984985,0.11389576643705368,0.16836383938789368
plitt,0.15774327516555786,0.290260910987854,0.29093828797340393,0.20506253838539124,0.2902027368545532,0.19607065618038177,0.19849036633968353,0.24955962598323822,0.05845150724053383,0.11822061985731125
in,0.2792111933231354,0.45514053106307983,0.1697147786617279,0.23348836600780487,0.3977442979812622,0.2828634977340698,0.45010748505592346,1.0,0.0828641727566719,0.20430970191955566
1974,0.010323056019842625,0.04934719577431679,0.002307725138962269,-0.005959923379123211,0.07457617670297623,-0.017488695681095123,0.018285049125552177,0.0828641727566719,1.0,-0.17742674052715302
.,0.3541337847709656,0.40146201848983765,0.2567209303379059,0.2178412526845932,0.33941102027893066,0.31428393721580505,0.4645031690597534,0.5591574311256409,0.03069532848894596,0.4130953550338745
