,besides,constant,flooding,",",why,else,was,there,regulation,of,the,rhine,?
a,0.26277080178260803,0.26609575748443604,0.18563228845596313,0.427140474319458,0.2667238116264343,0.22029639780521393,0.4508470594882965,0.4214206337928772,0.25306373834609985,0.5052502155303955,0.5829201340675354,0.1823403388261795,0.23916715383529663
regulation,0.16452836990356445,0.2798382341861725,0.1880142241716385,0.23291632533073425,0.1657416820526123,0.20611830055713654,0.1876436173915863,0.2198229879140854,1.0000001192092896,0.2660454213619232,0.33589670062065125,0.16062843799591064,0.1690916270017624
of,0.3665722906589508,0.25393494963645935,0.2168123722076416,0.4946078956127167,0.28464117646217346,0.1318979412317276,0.4069072902202606,0.44397735595703125,0.2660454213619232,1.0,0.733189046382904,0.2548927664756775,0.1826142966747284
the,0.367077499628067,0.2037150114774704,0.24058853089809418,0.4933079481124878,0.30742117762565613,0.19370581209659576,0.48711544275283813,0.47025805711746216,0.33589670062065125,0.733189046382904,1.0,0.30735138058662415,0.22068053483963013
rhine,0.19046513736248016,0.20739522576332092,0.2048298716545105,0.167837992310524,0.08587279915809631,0.1539948284626007,0.18681856989860535,0.17993438243865967,0.16062843799591064,0.2548927664756775,0.30735138058662415,1.0,0.13754533231258392
was,0.24878661334514618,0.11607828736305237,0.19221648573875427,0.45456063747406006,0.23341619968414307,0.12499701976776123,1.0000001192092896,0.24909798800945282,0.1876436173915863,0.4069072902202606,0.48711544275283813,0.18681856989860535,0.18412111699581146
called,0.27842584252357483,0.15456104278564453,0.08391651511192322,0.26549121737480164,0.3350362777709961,0.1836884468793869,0.33927658200263977,0.398924857378006,0.23254114389419556,0.4222904443740845,0.489897221326828,0.14562174677848816,0.18963319063186646
for,0.3905259370803833,0.18285220861434937,0.16826573014259338,0.4464869201183319,0.3869043290615082,0.27475202083587646,0.3863949179649353,0.3728419542312622,0.2870684266090393,0.4185989499092102,0.4739971458911896,0.1584572196006775,0.264628142118454
",",0.340058833360672,0.21295993030071259,0.2945074141025543,1.0000001192092896,0.2827242314815521,0.2643522322177887,0.45456063747406006,0.4587128460407257,0.23291632533073425,0.4946078956127167,0.4933079481124878,0.167837992310524,0.31091248989105225
with,0.32692623138427734,0.23216186463832855,0.19775983691215515,0.4120737314224243,0.24107445776462555,0.20447362959384918,0.27411898970603943,0.37390366196632385,0.225722998380661,0.41827285289764404,0.4223487675189972,0.18184249103069305,0.2433311939239502
an,0.21693594753742218,0.14934922754764557,0.12061399966478348,0.3581022024154663,0.22638356685638428,0.2285265028476715,0.3694365322589874,0.22476400434970856,0.21746115386486053,0.32280945777893066,0.4207492768764496,0.07200640439987183,0.19793890416622162
upper,0.13927091658115387,0.12785567343235016,0.18697117269039154,0.22235287725925446,0.09775104373693466,0.07343321293592453,0.16268539428710938,0.22588421404361725,0.1275290697813034,0.25818127393722534,0.35289278626441956,0.27324220538139343,0.051342256367206573
canal,0.1901627629995346,0.0521993450820446,0.27596330642700195,0.21654076874256134,0.11111684888601303,0.07526241987943649,0.19834820926189423,0.16342192888259888,0.166695699095726,0.18671196699142456,0.26047348976135254,0.3058634102344513,0.1123519018292427
near,0.21893133223056793,0.14426463842391968,0.25783565640449524,0.3141826391220093,0.14399227499961853,0.11309920996427536,0.1933041363954544,0.26190996170043945,0.11609836667776108,0.2651676535606384,0.2879819869995117,0.2615382969379425,0.10734958201646805
diepoldsau,0.1825287789106369,0.3011702299118042,0.26759839057922363,0.3687314987182617,0.1893158107995987,0.22916345298290253,0.2856166660785675,0.2549379765987396,0.2647091746330261,0.34021899104118347,0.3156484365463257,0.5631630420684814,0.2717871367931366
and,0.3610946238040924,0.26555773615837097,0.20465752482414246,0.6633074283599854,0.27806392312049866,0.2664144039154053,0.3740963041782379,0.4242868423461914,0.2633853554725647,0.5116966962814331,0.5171257257461548,0.22029656171798706,0.20544172823429108
a,0.26277080178260803,0.26609575748443604,0.18563228845596313,0.427140474319458,0.2667238116264343,0.22029639780521393,0.4508470594882965,0.4214206337928772,0.25306373834609985,0.5052502155303955,0.5829201340675354,0.1823403388261795,0.23916715383529663
lower,0.18430601060390472,0.14842133224010468,0.16831092536449432,0.236776202917099,0.12838831543922424,0.17847827076911926,0.1138346716761589,0.24815864861011505,0.2326030135154724,0.31757521629333496,0.3463275134563446,0.28043457865715027,0.08471795171499252
canal,0.1901627629995346,0.0521993450820446,0.27596330642700195,0.21654076874256134,0.11111684888601303,0.07526241987943649,0.19834820926189423,0.16342192888259888,0.166695699095726,0.18671196699142456,0.26047348976135254,0.3058634102344513,0.1123519018292427
at,0.2511281669139862,0.15509086847305298,0.19049939513206482,0.38314947485923767,0.23853865265846252,0.11573807895183563,0.36707764863967896,0.37649083137512207,0.17329047620296478,0.42558613419532776,0.457212895154953,0.19469857215881348,0.21978627145290375
fußach,0.1360194981098175,0.22156816720962524,0.1435232013463974,0.27509889006614685,0.1762217879295349,0.1788015365600586,0.1753644496202469,0.16154390573501587,0.2132939249277115,0.21779537200927734,0.2364002913236618,0.42945370078086853,0.2205822467803955
",",0.340058833360672,0.21295993030071259,0.2945074141025543,1.0000001192092896,0.2827242314815521,0.2643522322177887,0.45456063747406006,0.4587128460407257,0.23291632533073425,0.4946078956127167,0.4933079481124878,0.167837992310524,0.31091248989105225
in,0.3447916507720947,0.15271376073360443,0.263567179441452,0.5201468467712402,0.23227278888225555,0.22759012877941132,0.45514053106307983,0.5361666083335876,0.25001105666160583,0.5696388483047485,0.6662389636039734,0.24648422002792358,0.20430970191955566
order,0.16267459094524384,0.14530056715011597,0.0688076764345169,0.22478096187114716,0.1690959632396698,0.16543477773666382,0.16897162795066833,0.1899784803390503,0.232197105884552,0.31287699937820435,0.3284194767475128,0.12970411777496338,0.13725648820400238
to,0.3272998631000519,0.26379308104515076,0.22039492428302765,0.44245919585227966,0.4100138247013092,0.36551961302757263,0.3636345863342285,0.40669289231300354,0.2733672261238098,0.41548454761505127,0.535392165184021,0.1736302673816681,0.29463258385658264
counteract,0.2358780950307846,0.2617891728878021,0.16257433593273163,0.22059248387813568,0.28494882583618164,0.21441595256328583,0.13730543851852417,0.24733330309391022,0.2516792118549347,0.2454369068145752,0.3067632019519806,0.17435722053050995,0.1937524974346161
the,0.367077499628067,0.2037150114774704,0.24058853089809418,0.4933079481124878,0.30742117762565613,0.19370581209659576,0.48711544275283813,0.47025805711746216,0.33589670062065125,0.733189046382904,1.0,0.30735138058662415,0.22068053483963013
