,how,long,did,phillips,manage,the,apollo,missions,?
mueller,0.14987210929393768,0.17580634355545044,0.1419845074415207,0.31965869665145874,0.09387433528900146,0.2319459170103073,0.08636487275362015,0.18054236471652985,0.1575169712305069
agreed,0.26934370398521423,0.1617874652147293,0.47254884243011475,0.13854143023490906,0.2815598249435425,0.24722334742546082,0.12523257732391357,0.1484965980052948,0.21258382499217987
",",0.22659391164779663,0.3431144952774048,0.3015086054801941,0.35821542143821716,0.2668672502040863,0.4933079481124878,0.19808128476142883,0.2626538574695587,0.31091248989105225
and,0.33647966384887695,0.3395216166973114,0.34479495882987976,0.30171456933021545,0.339259535074234,0.5171257257461548,0.15251155197620392,0.2856438457965851,0.20544172823429108
phillips,0.16377848386764526,0.15859977900981903,0.13411401212215424,0.9999998807907104,0.13353528082370758,0.1886449009180069,0.1914997547864914,0.19928330183029175,0.15470919013023376
managed,0.2066747099161148,0.17032651603221893,0.31631556153297424,0.13941578567028046,0.7488181591033936,0.2725190818309784,0.13209426403045654,0.21259638667106628,0.1315973401069641
apollo,0.13699254393577576,0.12500014901161194,0.1976410299539566,0.1914997547864914,0.1848808228969574,0.2169172167778015,0.9999999403953552,0.3512161374092102,0.191528782248497
from,0.22939439117908478,0.3109167516231537,0.20248863101005554,0.1779073029756546,0.1701974868774414,0.40150508284568787,0.14872027933597565,0.21033968031406403,0.19969791173934937
january,0.11096196621656418,0.11286170035600662,0.23508968949317932,0.24716080725193024,0.13593299686908722,0.2467057853937149,0.15597297251224518,0.18557940423488617,0.28608936071395874
1964,-0.04812781140208244,-0.035175882279872894,-0.1228223368525505,-0.05120642110705376,-0.030334943905472755,-0.01880853809416294,-0.004418210592120886,-0.00019530061399564147,0.041380032896995544
",",0.22659391164779663,0.3431144952774048,0.3015086054801941,0.35821542143821716,0.2668672502040863,0.4933079481124878,0.19808128476142883,0.2626538574695587,0.31091248989105225
until,0.1887991726398468,0.25296199321746826,0.33905428647994995,0.21629250049591064,0.1897047758102417,0.37191009521484375,0.0638624057173729,0.1582699418067932,0.20304496586322784
it,0.36714982986450195,0.34568047523498535,0.2993364930152893,0.13435856997966766,0.1900927573442459,0.6251175999641418,0.18655648827552795,0.19098643958568573,0.25732165575027466
achieved,0.15523116290569305,0.1467636227607727,0.2641051709651947,0.08767413347959518,0.20428511500358582,0.2821090817451477,0.0819864273071289,0.19326166808605194,0.17008265852928162
the,0.33890387415885925,0.3075225353240967,0.34736719727516174,0.1886449009180069,0.25681272149086,1.0,0.2169172167778015,0.26288601756095886,0.22068053483963013
first,0.27731001377105713,0.23231349885463715,0.33691170811653137,0.2852671146392822,0.1338103711605072,0.49448907375335693,0.21067003905773163,0.25483304262161255,0.18701928853988647
manned,0.19829457998275757,0.20072464644908905,0.21665696799755096,0.15856869518756866,0.2333553284406662,0.2392944097518921,0.5195745825767517,0.5398932099342346,0.17514055967330933
landing,0.09343604743480682,0.1756637990474701,0.16402073204517365,0.18069233000278473,0.14286507666110992,0.24055521190166473,0.3499414920806885,0.3587879240512848,0.11133739352226257
in,0.2601168751716614,0.2759332060813904,0.2593238651752472,0.21452437341213226,0.2503184974193573,0.6662389636039734,0.1461767554283142,0.2733149528503418,0.20430970191955566
july,0.14530204236507416,0.11529514938592911,0.25485745072364807,0.24191008508205414,0.12685814499855042,0.2371699959039688,0.1807384490966797,0.17878535389900208,0.2897891402244568
1969,0.15234023332595825,0.12622295320034027,0.20070725679397583,0.22074580192565918,0.1275629848241806,0.22767919301986694,0.2411709427833557,0.12671488523483276,0.19860808551311493
",",0.22659391164779663,0.3431144952774048,0.3015086054801941,0.35821542143821716,0.2668672502040863,0.4933079481124878,0.19808128476142883,0.2626538574695587,0.31091248989105225
after,0.23871733248233795,0.25804978609085083,0.30330467224121094,0.1803567111492157,0.1874784380197525,0.4565047025680542,0.18112117052078247,0.20420046150684357,0.16608688235282898
which,0.4852597713470459,0.34186381101608276,0.2750149369239807,0.1604767143726349,0.3006586730480194,0.6521818041801453,0.19047300517559052,0.2506242096424103,0.25814583897590637
he,0.2594625651836395,0.2111329436302185,0.3292143940925598,0.23224970698356628,0.22714805603027344,0.4571082592010498,0.23590558767318726,0.22300399839878082,0.2089974731206894
returned,0.1224946528673172,0.17568272352218628,0.32570260763168335,0.21895663440227509,0.2245229333639145,0.32857778668403625,0.17800651490688324,0.24807661771774292,0.07695316523313522
to,0.44169697165489197,0.30218687653541565,0.4452643394470215,0.19412821531295776,0.39911994338035583,0.535392165184021,0.23190522193908691,0.29123765230178833,0.29463258385658264
air,0.11602716892957687,0.14169441163539886,0.12297173589468002,0.14605669677257538,0.09162003546953201,0.2877824306488037,0.1924743950366974,0.2677525281906128,0.1491677612066269
force,0.16030928492546082,0.1275634765625,0.1680130809545517,0.15131616592407227,0.15034954249858856,0.2800885736942291,0.14463894069194794,0.27751773595809937,0.1650998443365097
duty,0.17767222225666046,0.13187548518180847,0.2375682145357132,0.1825728863477707,0.17784792184829712,0.18581759929656982,0.09913993626832962,0.24782855808734894,0.20404963195323944
.,0.3287222981452942,0.3247973620891571,0.35288307070732117,0.2573055326938629,0.2493390589952469,0.5934505462646484,0.22384987771511078,0.2895781993865967,0.4130953550338745
