,what,is,the,nickname,for,abc,'s,logo,from,the,2000,campaign,?
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.14081448316574097,0.4322226941585541,0.1697147786617279,-0.037580832839012146,0.1848117560148239,0.4274188280105591,0.6662389636039734,-0.0435720756649971,0.2438942790031433,0.20430970191955566
2000,-0.10562582314014435,-0.07182633876800537,-0.015081177465617657,-0.013184715993702412,0.008091370575129986,0.0834399089217186,-0.01496386993676424,0.012419573962688446,0.0688478946685791,-0.015081177465617657,1.0,-0.04899821802973747,-0.0824366956949234
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.1957998126745224,0.4464869201183319,0.2097204476594925,-0.0016132977325469255,0.20034073293209076,0.39760664105415344,0.4933079481124878,-0.03465369716286659,0.18021923303604126,0.31091248989105225
abc,0.1317344456911087,0.16037321090698242,0.2068762183189392,0.07197980582714081,0.22510288655757904,1.0000001192092896,0.06670809537172318,0.23574566841125488,0.12159302085638046,0.2068762183189392,0.0834399089217186,0.17480497062206268,0.19065172970294952
launched,0.1668553501367569,0.14432232081890106,0.2547066807746887,0.16633684933185577,0.19341714680194855,0.2561926543712616,-0.01740374229848385,0.3182756304740906,0.18379946053028107,0.2547066807746887,-0.15085631608963013,0.35689955949783325,0.1803835779428482
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.26108431816101074,0.44038116931915283,0.21331243216991425,0.04866964742541313,0.21248295903205872,0.322764128446579,0.5829201340675354,-0.03899485245347023,0.20502153038978577,0.23916715383529663
web-based,0.3280489146709442,0.3002185821533203,0.35429540276527405,0.15378375351428986,0.3297695815563202,0.3017970323562622,0.08399143069982529,0.32835444808006287,0.25565803050994873,0.35429540276527405,-0.07539477944374084,0.21672193706035614,0.29991838335990906
promotional,0.25090187788009644,0.19556990265846252,0.23281992971897125,0.1578308641910553,0.3273320496082306,0.2290448695421219,-0.03815995156764984,0.28261929750442505,0.15635347366333008,0.23281992971897125,-0.01418238040059805,0.25918763875961304,0.30985286831855774
campaign,0.22158007323741913,0.1803998500108719,0.2755736708641052,0.1913977414369583,0.23777949810028076,0.17480497062206268,0.051238369196653366,0.15661531686782837,0.15644878149032593,0.2755736708641052,-0.04899821802973747,0.9999999403953552,0.162482351064682
focused,0.2724583148956299,0.26684266328811646,0.2969476580619812,0.015065755695104599,0.3021683692932129,0.17876729369163513,-0.05257394537329674,0.19041937589645386,0.20396113395690918,0.2969476580619812,-0.05726952478289604,0.3015681803226471,0.1578395515680313
around,0.27475327253341675,0.286477267742157,0.40085816383361816,0.13722465932369232,0.3193374276161194,0.14110837876796722,-0.039796680212020874,0.15187934041023254,0.3577364683151245,0.40085816383361816,-0.16631372272968292,0.19408488273620605,0.14729668200016022
its,0.30393704771995544,0.4447362422943115,0.559237003326416,0.22382956743240356,0.2992613911628723,0.19045390188694,0.03202139586210251,0.3177327811717987,0.32706040143966675,0.559237003326416,-0.11208463460206985,0.1838131844997406,0.15103481709957123
circle,0.13595280051231384,0.18955408036708832,0.22970527410507202,0.09172903001308441,0.22452794015407562,0.0819765031337738,-0.051524288952350616,0.22424812614917755,0.18986372649669647,0.22970527410507202,-0.04100337624549866,0.03298689052462578,0.08528484404087067
logo,0.21781428158283234,0.1738443821668625,0.2806010842323303,0.20161563158035278,0.2166183590888977,0.23574566841125488,0.036982785910367966,1.0000001192092896,0.13736656308174133,0.2806010842323303,0.012419573962688446,0.15661531686782837,0.23347119987010956
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.1957998126745224,0.4464869201183319,0.2097204476594925,-0.0016132977325469255,0.20034073293209076,0.39760664105415344,0.4933079481124878,-0.03465369716286659,0.18021923303604126,0.31091248989105225
also,0.42747777700424194,0.5012649297714233,0.6021018624305725,0.27864721417427063,0.5373267531394958,0.2030053734779358,-0.0014726108638569713,0.23630216717720032,0.33783096075057983,0.6021018624305725,-0.018866080790758133,0.23032592236995697,0.21848613023757935
called,0.3235960602760315,0.430266410112381,0.489897221326828,0.31422290205955505,0.29870352149009705,0.16562479734420776,-0.021773243322968483,0.15428803861141205,0.2703215777873993,0.489897221326828,-0.058597877621650696,0.1455971747636795,0.18963319063186646
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.029698669910430908,0.01270448137074709,-0.04806871339678764,-0.03416389226913452,-0.06913861632347107,0.02677825279533863,0.029072100296616554,-0.14137421548366547,0.023346159607172012,0.0685480609536171
the,0.42745697498321533,0.5823672413825989,1.0,0.20167101919651031,0.4739971458911896,0.2068762183189392,-0.01540423184633255,0.2806010842323303,0.40150508284568787,1.0,-0.015081177465617657,0.2755736708641052,0.22068053483963013
dot,0.1564617156982422,0.17509232461452484,0.15523183345794678,0.12861570715904236,0.20353728532791138,0.16251800954341888,-0.0041047497652471066,0.23604033887386322,0.15630291402339935,0.15523183345794678,0.004590169060975313,0.1951814591884613,0.15106257796287537
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,-0.010328101925551891,-0.04479556903243065,-0.05768610164523125,-0.04859459400177002,0.029102830216288567,-0.011389154009521008,0.041273195296525955,0.06590849906206131,-0.09677082300186157,0.018684765323996544
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.1957998126745224,0.4464869201183319,0.2097204476594925,-0.0016132977325469255,0.20034073293209076,0.39760664105415344,0.4933079481124878,-0.03465369716286659,0.18021923303604126,0.31091248989105225
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.14081448316574097,0.4322226941585541,0.1697147786617279,-0.037580832839012146,0.1848117560148239,0.4274188280105591,0.6662389636039734,-0.0435720756649971,0.2438942790031433,0.20430970191955566
which,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.14653779566287994,0.44095608592033386,0.1991286277770996,0.03856118768453598,0.25611594319343567,0.38755592703819275,0.6521818041801453,-0.12876750528812408,0.1781868189573288,0.25814583897590637
comic,0.1922583132982254,0.16593460738658905,0.17284736037254333,0.18689991533756256,0.1750013679265976,0.21586357057094574,0.01965976692736149,0.16027098894119263,0.09185387939214706,0.17284736037254333,0.11489502340555191,0.22454611957073212,0.165627121925354
book,0.2872225046157837,0.21808475255966187,0.2652374505996704,0.16635870933532715,0.22091296315193176,0.16368414461612701,0.03493255004286766,0.1807713359594345,0.1578967273235321,0.2652374505996704,0.045045580714941025,0.1981259435415268,0.20572158694267273
character,0.22097444534301758,0.2699129581451416,0.25992274284362793,0.250695139169693,0.29964926838874817,0.2622372508049011,0.029638448730111122,0.19000832736492157,0.1327933967113495,0.25992274284362793,0.19221270084381104,0.16033419966697693,0.18056271970272064
little,0.2614184617996216,0.23436859250068665,0.2412613034248352,0.21470654010772705,0.226386159658432,0.18798018991947174,0.022203069180250168,0.14620555937290192,0.14410485327243805,0.2412613034248352,-0.023849818855524063,0.1794459968805313,0.20336517691612244
dot,0.1564617156982422,0.17509232461452484,0.15523183345794678,0.12861570715904236,0.20353728532791138,0.16251800954341888,-0.0041047497652471066,0.23604033887386322,0.15630291402339935,0.15523183345794678,0.004590169060975313,0.1951814591884613,0.15106257796287537
prompted,0.20217911899089813,0.10952691733837128,0.3065200448036194,0.15072938799858093,0.24478177726268768,0.12386477738618851,-0.06307017058134079,0.11972493678331375,0.21217080950737,0.3065200448036194,-0.06994394212961197,0.284740149974823,0.13139130175113678
visitors,0.23078052699565887,0.20789045095443726,0.24606233835220337,0.12603850662708282,0.2716098725795746,0.08322428911924362,-0.059597693383693695,0.1387484073638916,0.18189863860607147,0.24606233835220337,-0.1556939333677292,0.16456018388271332,0.15025043487548828
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.16497400403022766,0.4451248347759247,0.1762417107820511,0.03782717138528824,0.2215760052204132,0.4069952368736267,0.535392165184021,-0.05413077399134636,0.24738837778568268,0.29463258385658264
