,what,year,was,the,ecsc,agreement,established,?
eu,0.15409135818481445,0.10280770808458328,0.08040577173233032,0.14126400649547577,0.1955186426639557,0.29298198223114014,0.09592318534851074,0.21586786210536957
competition,0.18313148617744446,0.27299433946609497,0.23262746632099152,0.257230669260025,0.20468604564666748,0.23481795191764832,0.22313742339611053,0.1394461691379547
law,0.2145031988620758,0.20950402319431305,0.21553055942058563,0.24548950791358948,0.20471243560314178,0.29812076687812805,0.20804105699062347,0.1528988480567932
has,0.20338068902492523,0.2526876926422119,0.40313825011253357,0.4177538752555847,0.18330127000808716,0.18455971777439117,0.21947512030601501,0.15994466841220856
its,0.30393704771995544,0.15338382124900818,0.3518870174884796,0.559237003326416,0.21751320362091064,0.20992079377174377,0.25293320417404175,0.15103481709957123
origins,0.2137981504201889,0.11913825571537018,0.2043774425983429,0.2890577018260956,0.18750715255737305,0.1670767068862915,0.22313076257705688,0.1275135576725006
in,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.6662389636039734,0.1751590073108673,0.20350398123264313,0.3118882477283478,0.20430970191955566
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.19419440627098083,0.2490699142217636,0.33092597126960754,0.22068053483963013
european,0.15324164927005768,0.18094593286514282,0.22463937103748322,0.3423081040382385,0.258818656206131,0.24827010929584503,0.18241068720817566,0.14560863375663757
coal,0.15859243273735046,0.08520564436912537,0.18313007056713104,0.23263108730316162,0.07132439315319061,0.1469133347272873,0.06205322965979576,0.10339318215847015
and,0.31309178471565247,0.2506658732891083,0.3740963041782379,0.5171257257461548,0.2803400456905365,0.22375741600990295,0.2369968742132187,0.20544172823429108
steel,0.1452551931142807,0.14755851030349731,0.20601782202720642,0.23159778118133545,0.051672615110874176,0.09147488325834274,0.07328346371650696,0.15723858773708344
community,0.29032719135284424,0.1226542666554451,0.2025771290063858,0.2601400911808014,0.18499192595481873,0.2582041323184967,0.23629166185855865,0.2380419820547104
(,0.2411840260028839,0.2556702494621277,0.2980341613292694,0.33289089798927307,0.28625625371932983,0.18767637014389038,0.2072630226612091,0.40561532974243164
ecsc,0.2145262062549591,0.19403193891048431,0.16078944504261017,0.19419440627098083,1.0,0.11377882212400436,0.10894510895013809,0.2430201917886734
),0.26259949803352356,0.24282371997833252,0.3267642855644226,0.3456730246543884,0.2879786789417267,0.19151224195957184,0.23480038344860077,0.42300865054130554
agreement,0.2851087749004364,0.22348463535308838,0.23975293338298798,0.2490699142217636,0.11377882212400436,1.0,0.25442758202552795,0.15830197930335999
between,0.2462156116962433,0.18525539338588715,0.24048170447349548,0.39067012071609497,0.1634128838777542,0.3914865255355835,0.23832273483276367,0.12887074053287506
france,0.17793065309524536,0.22272272408008575,0.2715669870376587,0.35517507791519165,0.16711676120758057,0.21106049418449402,0.19213521480560303,0.15069349110126495
",",0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.2637556493282318,0.23435252904891968,0.22739723324775696,0.31091248989105225
italy,0.16949890553951263,0.1791803240776062,0.26177310943603516,0.2633645832538605,0.1798621118068695,0.15371493995189667,0.120309978723526,0.11567100137472153
",",0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.2637556493282318,0.23435252904891968,0.22739723324775696,0.31091248989105225
belgium,0.14580245316028595,0.14888890087604523,0.21451419591903687,0.24047598242759705,0.18131805956363678,0.1807853728532791,0.11749644577503204,0.1067093089222908
",",0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.2637556493282318,0.23435252904891968,0.22739723324775696,0.31091248989105225
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.19419440627098083,0.2490699142217636,0.33092597126960754,0.22068053483963013
netherlands,0.14059674739837646,0.17276710271835327,0.2328115999698639,0.2279868870973587,0.158779114484787,0.20073430240154266,0.1725795418024063,0.09310898929834366
",",0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.2637556493282318,0.23435252904891968,0.22739723324775696,0.31091248989105225
luxembourg,0.14068859815597534,0.12152175605297089,0.2011755406856537,0.2548355758190155,0.14832480251789093,0.2193172574043274,0.1308039128780365,0.08591736853122711
and,0.31309178471565247,0.2506658732891083,0.3740963041782379,0.5171257257461548,0.2803400456905365,0.22375741600990295,0.2369968742132187,0.20544172823429108
germany,0.21690446138381958,0.19864463806152344,0.2618768811225891,0.3181285262107849,0.14298218488693237,0.21546344459056854,0.15773418545722961,0.1388660967350006
in,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.6662389636039734,0.1751590073108673,0.20350398123264313,0.3118882477283478,0.20430970191955566
1951,-0.11074689775705338,-0.13780806958675385,-0.15923678874969482,-0.20524539053440094,-0.2632806599140167,-0.15478456020355225,-0.16182324290275574,-0.20064012706279755
following,0.2506418824195862,0.2646180987358093,0.16493390500545502,0.39779382944107056,0.13044004142284393,0.23120063543319702,0.19179625809192657,0.1555173695087433
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.19419440627098083,0.2490699142217636,0.33092597126960754,0.22068053483963013
second,0.19948028028011322,0.3195519745349884,0.3858029544353485,0.4620301127433777,0.14514745771884918,0.1849195808172226,0.1400000900030136,0.17239587008953094
world,0.21669597923755646,0.25931429862976074,0.3097524344921112,0.33604270219802856,0.2573149502277374,0.19652675092220306,0.1520475298166275,0.17579582333564758
war,0.22516006231307983,0.2125227004289627,0.3560331463813782,0.366199791431427,0.16906176507472992,0.2665821611881256,0.21319358050823212,0.15510529279708862
.,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.5934505462646484,0.37300917506217957,0.20123955607414246,0.23771190643310547,0.4130953550338745
