,which,month,is,the,first,in,the,year,parliament,takes,a,two,week,vacation,?
parliament,0.20252443850040436,0.07615894824266434,0.19676777720451355,0.26521381735801697,0.19317375123500824,0.2323146015405655,0.26521381735801697,0.09668421000242233,1.0,0.1315440535545349,0.22951169312000275,0.1696552336215973,0.16254375874996185,0.17582163214683533,0.1586504578590393
typically,0.4671940505504608,0.1705610305070877,0.3483496606349945,0.33345210552215576,0.24762305617332458,0.22473083436489105,0.33345210552215576,0.11025917530059814,0.09170794486999512,0.24935506284236908,0.37909039855003357,0.31847119331359863,0.15118193626403809,0.12339286506175995,0.14485043287277222
sits,0.2692539095878601,0.09490334242582321,0.36213648319244385,0.3599841296672821,0.20804065465927124,0.2166178971529007,0.3599841296672821,0.13105721771717072,0.24326159060001373,0.31710827350616455,0.2967921197414398,0.23265278339385986,0.09991630166769028,0.21377761662006378,0.06215965375304222
tuesdays,0.23078210651874542,0.2348940223455429,0.14546547830104828,0.22676852345466614,0.2142295390367508,0.2671663761138916,0.22676852345466614,0.32537782192230225,0.19065150618553162,0.20129433274269104,0.1826988160610199,0.238382950425148,0.4108372628688812,0.3020312488079071,0.15381509065628052
",",0.3658004403114319,0.24291303753852844,0.4691906273365021,0.4933079481124878,0.34503069519996643,0.5201468467712402,0.4933079481124878,0.28560417890548706,0.25442883372306824,0.2755669057369232,0.427140474319458,0.35859420895576477,0.3187089264392853,0.2706006169319153,0.31091248989105225
wednesdays,0.22894799709320068,0.299834281206131,0.18362705409526825,0.23928871750831604,0.24698443710803986,0.2329442799091339,0.23928871750831604,0.36700889468193054,0.18020638823509216,0.20405042171478271,0.21565929055213928,0.19268564879894257,0.4549320638179779,0.348513126373291,0.17503657937049866
and,0.506277859210968,0.2231980711221695,0.3859752118587494,0.5171257257461548,0.3167642652988434,0.4954058527946472,0.5171257257461548,0.2506658732891083,0.26227831840515137,0.24057942628860474,0.3739250600337982,0.4671151638031006,0.23252390325069427,0.26268845796585083,0.20544172823429108
thursdays,0.22991734743118286,0.23957489430904388,0.17087474465370178,0.24266454577445984,0.21515759825706482,0.22682195901870728,0.24266454577445984,0.33241748809814453,0.18581834435462952,0.22472526133060455,0.20713648200035095,0.2566903233528137,0.4528714120388031,0.31208178400993347,0.18020670115947723
from,0.38755592703819275,0.17083653807640076,0.27355384826660156,0.40150508284568787,0.23348960280418396,0.4274188280105591,0.40150508284568787,0.2101740688085556,0.18214061856269836,0.22145387530326843,0.322764128446579,0.25732070207595825,0.2245013266801834,0.17570360004901886,0.19969791173934937
early,0.29240089654922485,0.23317371308803558,0.18880519270896912,0.34442198276519775,0.4007106125354767,0.34672921895980835,0.34442198276519775,0.22533860802650452,0.15993323922157288,0.15552552044391632,0.2710886299610138,0.27826380729675293,0.16608181595802307,0.15245798230171204,0.15272949635982513
january,0.1371559500694275,0.3335449695587158,0.23742131888866425,0.2467057853937149,0.2734774649143219,0.28467586636543274,0.2467057853937149,0.29697200655937195,0.23766832053661346,0.12772059440612793,0.24193190038204193,0.13909000158309937,0.29525622725486755,0.26855385303497314,0.28608936071395874
to,0.5345056653022766,0.24505755305290222,0.42745086550712585,0.535392165184021,0.3792489171028137,0.45010748505592346,0.535392165184021,0.23523004353046417,0.20290622115135193,0.29472896456718445,0.45503583550453186,0.3343428373336792,0.27498435974121094,0.27944567799568176,0.29463258385658264
late,0.2546604573726654,0.25563639402389526,0.20186106860637665,0.31481194496154785,0.37285134196281433,0.3439198434352875,0.31481194496154785,0.2591397762298584,0.13064388930797577,0.1505497843027115,0.22989967465400696,0.2551212012767792,0.2074713557958603,0.18163467943668365,0.11339222639799118
june,0.13273821771144867,0.28358739614486694,0.2469720095396042,0.24568822979927063,0.2872718572616577,0.29047903418540955,0.24568822979927063,0.2782505750656128,0.24938839673995972,0.14335821568965912,0.24822495877742767,0.1791054904460907,0.2914925217628479,0.2313130795955658,0.31416764855384827
and,0.506277859210968,0.2231980711221695,0.3859752118587494,0.5171257257461548,0.3167642652988434,0.4954058527946472,0.5171257257461548,0.2506658732891083,0.26227831840515137,0.24057942628860474,0.3739250600337982,0.4671151638031006,0.23252390325069427,0.26268845796585083,0.20544172823429108
from,0.38755592703819275,0.17083653807640076,0.27355384826660156,0.40150508284568787,0.23348960280418396,0.4274188280105591,0.40150508284568787,0.2101740688085556,0.18214061856269836,0.22145387530326843,0.322764128446579,0.25732070207595825,0.2245013266801834,0.17570360004901886,0.19969791173934937
early,0.29240089654922485,0.23317371308803558,0.18880519270896912,0.34442198276519775,0.4007106125354767,0.34672921895980835,0.34442198276519775,0.22533860802650452,0.15993323922157288,0.15552552044391632,0.2710886299610138,0.27826380729675293,0.16608181595802307,0.15245798230171204,0.15272949635982513
september,0.14178714156150818,0.3173275291919708,0.2304503619670868,0.2516939043998718,0.2735162377357483,0.25402772426605225,0.2516939043998718,0.2660074234008789,0.22861124575138092,0.1285291612148285,0.21795299649238586,0.18577654659748077,0.3212333619594574,0.23439884185791016,0.2665146589279175
to,0.5345056653022766,0.24505755305290222,0.42745086550712585,0.535392165184021,0.3792489171028137,0.45010748505592346,0.535392165184021,0.23523004353046417,0.20290622115135193,0.29472896456718445,0.45503583550453186,0.3343428373336792,0.27498435974121094,0.27944567799568176,0.29463258385658264
mid,0.2573333978652954,0.14790068566799164,0.17690607905387878,0.28870436549186707,0.2851056456565857,0.3212345242500305,0.28870436549186707,0.25539273023605347,0.10381469875574112,0.12618589401245117,0.24049873650074005,0.19149018824100494,0.12451916188001633,0.158076673746109,0.1353752315044403
december,0.15643881261348724,0.277408242225647,0.23552489280700684,0.23266014456748962,0.2903406023979187,0.25854936242103577,0.23266014456748962,0.32619014382362366,0.26234522461891174,0.13667243719100952,0.24493688344955444,0.1653139442205429,0.3233700394630432,0.2720955014228821,0.2480352818965912
",",0.3658004403114319,0.24291303753852844,0.4691906273365021,0.4933079481124878,0.34503069519996643,0.5201468467712402,0.4933079481124878,0.28560417890548706,0.25442883372306824,0.2755669057369232,0.427140474319458,0.35859420895576477,0.3187089264392853,0.2706006169319153,0.31091248989105225
with,0.46403205394744873,0.25077709555625916,0.3250955045223236,0.4223487675189972,0.2691199779510498,0.4080928862094879,0.4223487675189972,0.3220449686050415,0.14422082901000977,0.1827632188796997,0.3783375024795532,0.4333336651325226,0.21186980605125427,0.16277961432933807,0.2433311939239502
two-week,0.3615918755531311,0.3955225944519043,0.23904913663864136,0.3389693796634674,0.3251245319843292,0.304338663816452,0.3389693796634674,0.4352972209453583,0.23257945477962494,0.2868193984031677,0.33698034286499023,0.44666028022766113,0.7745479345321655,0.35688120126724243,0.36874154210090637
recesses,0.4015131890773773,0.14869928359985352,0.26252245903015137,0.33679506182670593,0.2521505057811737,0.2704601287841797,0.33679506182670593,0.16271759569644928,0.12168840318918228,0.24609288573265076,0.28228792548179626,0.2794259488582611,0.2017444372177124,0.18996299803256989,0.1609485000371933
in,0.4840516746044159,0.2385365217924118,0.5394441485404968,0.6662389636039734,0.4127444326877594,1.0,0.6662389636039734,0.3359307050704956,0.2323146015405655,0.2945663630962372,0.539380669593811,0.36463531851768494,0.2674444317817688,0.2643854320049286,0.20430970191955566
april,0.1368691474199295,0.2877102494239807,0.2219124734401703,0.23232673108577728,0.2994123697280884,0.2882915735244751,0.23232673108577728,0.27374204993247986,0.2095586359500885,0.1348726600408554,0.23283809423446655,0.20038959383964539,0.303486168384552,0.26357150077819824,0.25704094767570496
and,0.506277859210968,0.2231980711221695,0.3859752118587494,0.5171257257461548,0.3167642652988434,0.4954058527946472,0.5171257257461548,0.2506658732891083,0.26227831840515137,0.24057942628860474,0.3739250600337982,0.4671151638031006,0.23252390325069427,0.26268845796585083,0.20544172823429108
october,0.15760760009288788,0.3191509246826172,0.24397309124469757,0.2621108889579773,0.2989882230758667,0.27560389041900635,0.2621108889579773,0.25504976511001587,0.25317564606666565,0.10973631590604782,0.2402924746274948,0.16536399722099304,0.3265115022659302,0.22165045142173767,0.29706719517707825
.,0.45942068099975586,0.25738951563835144,0.4569662809371948,0.5934505462646484,0.4345304071903229,0.5591574311256409,0.5934505462646484,0.32538118958473206,0.23747818171977997,0.23161891102790833,0.50484299659729,0.3524959683418274,0.2804736793041229,0.26968029141426086,0.4130953550338745
