,objects,of,constant,density,are,proportional,to,volume,by,what,force,to,define,standard,weights,?,.
using,0.3583892583847046,0.24298200011253357,0.2227572351694107,0.23333121836185455,0.3385874032974243,0.28815382719039917,0.3678804934024811,0.1633741557598114,0.349493145942688,0.27984681725502014,0.21101342141628265,0.3678804934024811,0.2756955921649933,0.33739233016967773,0.2579355537891388,0.2804589569568634,0.3629456162452698
such,0.32196882367134094,0.3209529519081116,0.2150096595287323,0.21394576132297516,0.4654397666454315,0.29370296001434326,0.2871878743171692,0.18325823545455933,0.2736194431781769,0.23989605903625488,0.15871496498584747,0.2871878743171692,0.2917146384716034,0.22783447802066803,0.21547621488571167,0.17851735651493073,0.3298943042755127
tools,0.3357454538345337,0.16475914418697357,0.1540043205022812,0.16462773084640503,0.2518681287765503,0.22960296273231506,0.2906495928764343,0.10191931575536728,0.08353353291749954,0.3442733585834503,0.119354747235775,0.2906495928764343,0.2609935700893402,0.18412543833255768,0.25699904561042786,0.30193743109703064,0.24318641424179077
",",0.21213118731975555,0.4946078956127167,0.21295993030071259,0.2175186723470688,0.4062570035457611,0.23957675695419312,0.44245919585227966,0.2554939091205597,0.3680937886238098,0.3087472915649414,0.22091743350028992,0.44245919585227966,0.18871451914310455,0.2593318521976471,0.1885143369436264,0.31091248989105225,0.6812511086463928
some,0.34703126549720764,0.4300730526447296,0.19292329251766205,0.22710545361042023,0.6331475377082825,0.2932916581630707,0.4636894166469574,0.12676723301410675,0.306446373462677,0.4491020441055298,0.1627577245235443,0.4636894166469574,0.3121190667152405,0.2818346619606018,0.22270017862319946,0.2562315762042999,0.40663889050483704
quantitative,0.3564858138561249,0.31673023104667664,0.4142224192619324,0.3008512854576111,0.30706730484962463,0.5443062782287598,0.2402993142604828,0.3484179377555847,0.19428756833076477,0.3184710144996643,0.22507689893245697,0.2402993142604828,0.3816509544849396,0.33120930194854736,0.39395037293434143,0.23438139259815216,0.22571814060211182
force,0.27373945713043213,0.27094775438308716,0.26580461859703064,0.21902555227279663,0.12981104850769043,0.2524314820766449,0.24496492743492126,0.1772466003894806,0.24997374415397644,0.16915984451770782,1.0000001192092896,0.24496492743492126,0.1660376936197281,0.14851008355617523,0.25424402952194214,0.1650998443365097,0.2783275842666626
laws,0.28465735912323,0.2539142072200775,0.21008557081222534,0.18607819080352783,0.22158654034137726,0.2396342158317566,0.2910608649253845,0.15304185450077057,0.2311946451663971,0.29636016488075256,0.23648948967456818,0.2910608649253845,0.2806971073150635,0.19514618813991547,0.20034967362880707,0.17911791801452637,0.2222834676504135
were,0.2786100506782532,0.34038281440734863,0.14596590399742126,0.21030841767787933,0.6489362716674805,0.20352189242839813,0.31913647055625916,0.15687210857868195,0.4406847059726715,0.22298263013362885,0.15954084694385529,0.31913647055625916,0.14547911286354065,0.16534194350242615,0.19627460837364197,0.17890112102031708,0.3378238379955292
discovered,0.24585631489753723,0.22074753046035767,0.21469496190547943,0.17780670523643494,0.202674001455307,0.19201180338859558,0.17764629423618317,0.13103966414928436,0.2291465401649475,0.19526781141757965,0.0757141187787056,0.17764629423618317,0.11908696591854095,0.14018754661083221,0.12198369204998016,0.08452875912189484,0.23523737490177155
:,-0.09472277760505676,-0.08807745575904846,-0.040636032819747925,0.0016959597123786807,-0.1189703419804573,-0.03457578271627426,-0.09243495017290115,-0.09250835329294205,-0.11676844954490662,-0.12022944539785385,-0.04815802350640297,-0.09243495017290115,-0.09238354861736298,-0.05402189493179321,0.0413162037730217,-0.07156077772378922,-0.062034789472818375
that,0.33961281180381775,0.41498205065727234,0.2775205373764038,0.21625380218029022,0.45265161991119385,0.29734769463539124,0.5436353087425232,0.20829114317893982,0.37496164441108704,0.6297725439071655,0.26810982823371887,0.5436353087425232,0.32610058784484863,0.294244647026062,0.2826508581638336,0.32716336846351624,0.4460422694683075
the,0.24716724455356598,0.733189046382904,0.2037150114774704,0.2451544851064682,0.40399202704429626,0.31065797805786133,0.535392165184021,0.2396446168422699,0.4408751428127289,0.42745697498321533,0.2800885736942291,0.535392165184021,0.215811088681221,0.29008856415748596,0.2594113051891327,0.22068053483963013,0.5934505462646484
force,0.27373945713043213,0.27094775438308716,0.26580461859703064,0.21902555227279663,0.12981104850769043,0.2524314820766449,0.24496492743492126,0.1772466003894806,0.24997374415397644,0.16915984451770782,1.0000001192092896,0.24496492743492126,0.1660376936197281,0.14851008355617523,0.25424402952194214,0.1650998443365097,0.2783275842666626
of,0.23814009130001068,1.0,0.25393494963645935,0.2389363795518875,0.39081433415412903,0.3755289316177368,0.41548454761505127,0.27775493264198303,0.3646814823150635,0.33290785551071167,0.27094775438308716,0.41548454761505127,0.23249299824237823,0.2296806275844574,0.190908282995224,0.1826142966747284,0.5352458953857422
