,what,did,tesla,see,during,his,strange,illnesses,when,he,was,young,?
he,0.3114890456199646,0.3292143940925598,0.12373391538858414,0.22176040709018707,0.3751114010810852,0.7171558737754822,0.19296422600746155,0.28982824087142944,0.39115971326828003,1.0000001192092896,0.5410010814666748,0.3165924549102783,0.2089974731206894
suffered,0.13741295039653778,0.28497523069381714,0.06396197527647018,0.106758713722229,0.36370640993118286,0.3798946738243103,0.1400047391653061,0.41780102252960205,0.20446106791496277,0.32844990491867065,0.3911045491695404,0.16008691489696503,0.08963493257761002
a,0.3320399522781372,0.2552328109741211,0.2211925983428955,0.3039536476135254,0.30341604351997375,0.3497250974178314,0.2842665910720825,0.241904616355896,0.44397395849227905,0.4393508732318878,0.4508470594882965,0.2628135085105896,0.23916715383529663
peculiar,0.29265880584716797,0.17334148287773132,0.07055935263633728,0.2423241287469864,0.07042676955461502,0.1580149382352829,0.3684971332550049,0.18660707771778107,0.2851203978061676,0.12796154618263245,0.11396507173776627,0.21741294860839844,0.15081895887851715
affliction,0.3290519714355469,0.27012619376182556,0.059310559183359146,0.2735902667045593,0.2297300100326538,0.3416846692562103,0.34911325573921204,0.4004652798175812,0.2517434358596802,0.28587132692337036,0.22990459203720093,0.25176724791526794,0.28794166445732117
in,0.30808621644973755,0.2593238651752472,0.17097744345664978,0.2973747253417969,0.4627237319946289,0.3598145842552185,0.2529659867286682,0.24505911767482758,0.4431333839893341,0.41690486669540405,0.45514053106307983,0.24628505110740662,0.20430970191955566
which,0.5261979103088379,0.2750149369239807,0.2203940600156784,0.34714528918266296,0.3590145409107208,0.32283493876457214,0.3131084740161896,0.27987226843833923,0.572554349899292,0.3415409028530121,0.2830964922904968,0.19934482872486115,0.25814583897590637
blinding,0.25833308696746826,0.19586428999900818,0.19422559440135956,0.29351165890693665,0.18206049501895905,0.2228149026632309,0.33657175302505493,0.2614986002445221,0.3029373288154602,0.189788818359375,0.17272816598415375,0.19289866089820862,0.07955844700336456
flashes,0.2632831037044525,0.10977107286453247,0.18059061467647552,0.2587693929672241,0.2311694622039795,0.2395942062139511,0.27053019404411316,0.32560282945632935,0.3369916081428528,0.17970798909664154,0.14318102598190308,0.21971134841442108,0.191724494099617
of,0.33290785551071167,0.2513895630836487,0.18837453424930573,0.33962661027908325,0.3869180977344513,0.38364991545677185,0.2192399799823761,0.23556838929653168,0.3757161796092987,0.38706058263778687,0.4069072902202606,0.28555598855018616,0.1826142966747284
light,0.22953972220420837,0.18105649948120117,0.15772268176078796,0.30273592472076416,0.21165411174297333,0.16368821263313293,0.20587040483951569,0.16448035836219788,0.24681223928928375,0.17606978118419647,0.20157849788665771,0.13351128995418549,0.17429810762405396
would,0.45766422152519226,0.6268245577812195,0.14290116727352142,0.383211612701416,0.25707411766052246,0.292866975069046,0.2280401885509491,0.2684779465198517,0.4219970703125,0.27278512716293335,0.41663143038749695,0.22002452611923218,0.37178951501846313
appear,0.2962318956851959,0.2974576950073242,0.02088736928999424,0.44336724281311035,0.18418042361736298,0.20620636641979218,0.3072614073753357,0.2508334517478943,0.3103031814098358,0.19880515336990356,0.17049376666545868,0.2021956890821457,0.22635367512702942
before,0.3801657259464264,0.33642593026161194,0.14506052434444427,0.28935006260871887,0.4833252727985382,0.358011394739151,0.2575899064540863,0.17381352186203003,0.5650408267974854,0.3621264398097992,0.38607707619667053,0.16448523104190826,0.2507109045982361
his,0.26976513862609863,0.3546801507472992,0.1580733060836792,0.14544357359409332,0.36789870262145996,0.9999998807907104,0.2309637814760208,0.2664478123188019,0.37120407819747925,0.7171558737754822,0.4405253231525421,0.3137328624725342,0.18075084686279297
eyes,0.2179604023694992,0.19332237541675568,0.07338967174291611,0.27605903148651123,0.17140722274780273,0.18535427749156952,0.2826137840747833,0.23324009776115417,0.2630009055137634,0.12608648836612701,0.17043136060237885,0.22838135063648224,0.1874968707561493
",",0.3087472915649414,0.3015086054801941,0.20599327981472015,0.35306161642074585,0.3225448727607727,0.3378419280052185,0.27235859632492065,0.2771312892436981,0.36674630641937256,0.40251094102859497,0.45456063747406006,0.2606840431690216,0.31091248989105225
often,0.3849453330039978,0.26973026990890503,0.10837933421134949,0.30456027388572693,0.32226666808128357,0.30419299006462097,0.35017094016075134,0.37691646814346313,0.47236984968185425,0.3078778088092804,0.2700076997280121,0.31784185767173767,0.23748154938220978
accompanied,0.16123847663402557,0.19585031270980835,0.07344810664653778,0.21079093217849731,0.3100224733352661,0.3160599172115326,0.18376001715660095,0.2743598520755768,0.27696967124938965,0.2645314335823059,0.21553421020507812,0.21359620988368988,0.14135776460170746
by,0.2455483376979828,0.18574509024620056,0.16513796150684357,0.21684600412845612,0.3220438063144684,0.3107621967792511,0.2018943428993225,0.17428287863731384,0.4376842677593231,0.2485479861497879,0.4752357602119446,0.2676810920238495,0.17966607213020325
visions,0.28195029497146606,0.22336339950561523,0.10447850078344345,0.3261186182498932,0.1825772076845169,0.23692768812179565,0.29783424735069275,0.3106023073196411,0.18764834105968475,0.1920287162065506,0.15912844240665436,0.2283838391304016,0.2224486917257309
.,0.3567904531955719,0.35288307070732117,0.17949827015399933,0.3851161599159241,0.3485563397407532,0.3119256794452667,0.2740175426006317,0.23977278172969818,0.475719153881073,0.38061028718948364,0.40146201848983765,0.28293347358703613,0.4130953550338745
