,which,carolina,panthers,player,was,named,most,valuable,player,?
the,0.6521818041801453,0.24749229848384857,0.2602776288986206,0.19900773465633392,0.48711544275283813,0.3521348536014557,0.47635307908058167,0.2574840486049652,0.19900773465633392,0.22068053483963013
panthers,0.2003214955329895,0.4154948592185974,0.9999999403953552,0.23960936069488525,0.2605615258216858,0.18414606153964996,0.18297190964221954,0.15950192511081696,0.23960936069488525,0.16608978807926178
finished,0.2314423769712448,0.12738505005836487,0.2405824065208435,0.19636878371238708,0.3428505063056946,0.1723906546831131,0.19290293753147125,0.17209690809249878,0.19636878371238708,0.14789283275604248
the,0.6521818041801453,0.24749229848384857,0.2602776288986206,0.19900773465633392,0.48711544275283813,0.3521348536014557,0.47635307908058167,0.2574840486049652,0.19900773465633392,0.22068053483963013
regular,0.35800397396087646,0.14601212739944458,0.2117871195077896,0.14049530029296875,0.15137939155101776,0.14975666999816895,0.31638988852500916,0.3214702010154724,0.14049530029296875,0.18334713578224182
season,0.20103639364242554,0.2196287363767624,0.3867887854576111,0.2349400818347931,0.24797968566417694,0.18206466734409332,0.23729701340198517,0.19639921188354492,0.2349400818347931,0.16793298721313477
with,0.46403205394744873,0.1565731316804886,0.23276561498641968,0.15822981297969818,0.27411898970603943,0.21388062834739685,0.336320698261261,0.23447734117507935,0.15822981297969818,0.2433311939239502
a,0.56894451379776,0.1979188621044159,0.2255268394947052,0.2591003477573395,0.4508470594882965,0.3292267918586731,0.3508910834789276,0.23590178787708282,0.2591003477573395,0.23916715383529663
15–1,-0.2142414003610611,0.0018545961938798428,0.03621317446231842,-0.044765640050172806,-0.1326320916414261,0.021512232720851898,-0.1918412148952484,-0.10777351260185242,-0.044765640050172806,0.04290514066815376
record,0.2531338036060333,0.18296502530574799,0.218548983335495,0.20158730447292328,0.2787264287471771,0.17161932587623596,0.2591997981071472,0.27526581287384033,0.20158730447292328,0.14407116174697876
",",0.3658004403114319,0.2566046118736267,0.2494642585515976,0.25826331973075867,0.45456063747406006,0.2530003488063812,0.3636029064655304,0.2679881155490875,0.25826331973075867,0.31091248989105225
and,0.506277859210968,0.22423055768013,0.2230100929737091,0.22685286402702332,0.3740963041782379,0.23097854852676392,0.4309377074241638,0.24808922410011292,0.22685286402702332,0.20544172823429108
quarterback,0.15399044752120972,0.29357412457466125,0.46138665080070496,0.4891320466995239,0.24103644490242004,0.19720998406410217,0.17665012180805206,0.3326582610607147,0.4891320466995239,0.13221268355846405
cam,0.17456595599651337,0.24404369294643402,0.32430368661880493,0.18303275108337402,0.17764709889888763,0.13376152515411377,0.16790109872817993,0.1214909553527832,0.18303275108337402,0.1622646003961563
newton,0.1681050956249237,0.2037651538848877,0.2555108666419983,0.1307481974363327,0.25264593958854675,0.1642482429742813,0.2243994176387787,0.16440553963184357,0.1307481974363327,0.09645649790763855
was,0.2830964922904968,0.26687008142471313,0.2605615258216858,0.1967325210571289,1.0000001192092896,0.37528327107429504,0.29933857917785645,0.19555546343326569,0.1967325210571289,0.18412111699581146
named,0.3135877251625061,0.18163517117500305,0.18414606153964996,0.16106818616390228,0.37528327107429504,1.0,0.25594380497932434,0.21690449118614197,0.16106818616390228,0.1297498345375061
the,0.6521818041801453,0.24749229848384857,0.2602776288986206,0.19900773465633392,0.48711544275283813,0.3521348536014557,0.47635307908058167,0.2574840486049652,0.19900773465633392,0.22068053483963013
nfl,0.1353975087404251,0.25462281703948975,0.4153780937194824,0.3402427136898041,0.20145657658576965,0.18834304809570312,0.15981778502464294,0.23144958913326263,0.3402427136898041,0.10610254108905792
most,0.4637843072414398,0.1591348946094513,0.18297190964221954,0.14925122261047363,0.29933857917785645,0.25594380497932434,1.0,0.4131706655025482,0.14925122261047363,0.2107497900724411
valuable,0.28670740127563477,0.13240225613117218,0.15950192511081696,0.28421661257743835,0.19555546343326569,0.21690449118614197,0.4131706655025482,1.0000001192092896,0.28421661257743835,0.20664997398853302
player,0.18890278041362762,0.13799667358398438,0.23960936069488525,1.0000001192092896,0.1967325210571289,0.16106818616390228,0.14925122261047363,0.28421661257743835,1.0000001192092896,0.18988972902297974
(,0.2589828372001648,0.18443597853183746,0.24568988382816315,0.2545463740825653,0.2980341613292694,0.19926521182060242,0.20654040575027466,0.19107531011104584,0.2545463740825653,0.40561532974243164
mvp,0.12940891087055206,0.21685883402824402,0.3432699143886566,0.37888097763061523,0.23143374919891357,0.25624191761016846,0.21474431455135345,0.43153342604637146,0.37888097763061523,0.19954749941825867
),0.2758678197860718,0.184937983751297,0.24380707740783691,0.26819780468940735,0.3267642855644226,0.19075927138328552,0.23620007932186127,0.19426411390304565,0.26819780468940735,0.42300865054130554
.,0.45942068099975586,0.2702518403530121,0.23446570336818695,0.22491109371185303,0.40146201848983765,0.24760639667510986,0.35404038429260254,0.2818049490451813,0.22491109371185303,0.4130953550338745
