,what,is,the,speed,limit,set,to,reduce,consumption,?
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.2900872230529785,0.31784215569496155,0.320547491312027,1.0,0.35182690620422363,0.3022409975528717,0.29463258385658264
help,0.3728281855583191,0.152378648519516,0.30064165592193604,0.13531054556369781,0.2187206894159317,0.20193755626678467,0.46191298961639404,0.4318390190601349,0.13676071166992188,0.28403452038764954
reduce,0.18258237838745117,0.17162854969501495,0.2735816240310669,0.24207329750061035,0.3590606451034546,0.17513249814510345,0.35182690620422363,1.0000001192092896,0.40742504596710205,0.1462220549583435
consumption,0.22381934523582458,0.2964645028114319,0.23633816838264465,0.27500760555267334,0.2670969069004059,0.13488948345184326,0.3022409975528717,0.40742504596710205,1.0,0.1937485784292221
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.21732394397258759,0.2177477329969406,0.24912182986736298,0.44245919585227966,0.15094059705734253,0.24534741044044495,0.31091248989105225
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2239796668291092,0.18465836346149445,0.2663729190826416,0.45010748505592346,0.22053970396518707,0.2341442108154297,0.20430970191955566
1974,-0.05855642259120941,-0.0024547772482037544,0.07901259511709213,-0.09135426580905914,-0.09690863639116287,0.03950168192386627,0.018285049125552177,-0.1259264498949051,-0.16947108507156372,-0.17742674052715302
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2531464993953705,0.17537008225917816,0.2540091574192047,0.45503583550453186,0.22714994847774506,0.2690817713737488,0.23916715383529663
national,0.16882304847240448,0.23413582146167755,0.32739606499671936,0.12435362488031387,0.09905070066452026,0.11207105964422226,0.21067756414413452,0.07681427150964737,0.14882878959178925,0.15643028914928436
maximum,0.19255907833576202,0.20349502563476562,0.228700190782547,0.4055563509464264,0.42500972747802734,0.2528471052646637,0.27501562237739563,0.3522213101387024,0.3015573024749756,0.10959649085998535
speed,0.23285695910453796,0.21955357491970062,0.2310667634010315,0.9999999403953552,0.3078407347202301,0.21014416217803955,0.2900872230529785,0.24207329750061035,0.27500760555267334,0.17392314970493317
limit,0.2810012400150299,0.18270912766456604,0.26700517535209656,0.3078407347202301,0.9999999403953552,0.19661521911621094,0.31784215569496155,0.3590606451034546,0.2670969069004059,0.20747125148773193
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.1947416365146637,0.2516467273235321,0.20671486854553223,0.41548454761505127,0.26028934121131897,0.249590665102005,0.1826142966747284
55,-0.04603438824415207,-0.018414879217743874,0.014788559637963772,0.07525575906038284,-0.006531554274260998,0.0497727207839489,0.02756233513355255,0.02630261704325676,-0.026940688490867615,-0.008884507231414318
mph,0.2101404219865799,0.14230908453464508,0.17937184870243073,0.4997735917568207,0.3144865036010742,0.19419264793395996,0.21559688448905945,0.17707344889640808,0.2089003026485443,0.15188822150230408
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.19531001150608063,0.25329461693763733,0.14486102759838104,0.30882009863853455,0.12784263491630554,0.1798643320798874,0.40561532974243164
about,0.47976887226104736,0.3532065451145172,0.37995871901512146,0.2037346363067627,0.27823805809020996,0.2134382575750351,0.391953706741333,0.17108146846294403,0.2524837553501129,0.302409827709198
88,-0.045913759618997574,-0.04659116640686989,-0.06044774129986763,-0.0045067379251122475,-0.044192831963300705,-0.01598147675395012,-0.016852103173732758,0.016826244071125984,0.03228294476866722,0.0018956762505695224
km/h,0.2144847959280014,0.11993075907230377,0.17834779620170593,0.513081967830658,0.2974655032157898,0.15837247669696808,0.17167755961418152,0.16202804446220398,0.18691667914390564,0.17054446041584015
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.20451702177524567,0.24518834054470062,0.17004531621932983,0.31236231327056885,0.11328841745853424,0.1805521696805954,0.42300865054130554
was,0.22111038863658905,0.5810302495956421,0.48711544275283813,0.2205008864402771,0.1376325935125351,0.22985222935676575,0.3636345863342285,0.08882597088813782,0.2050544023513794,0.18412111699581146
imposed,0.26510581374168396,0.12874911725521088,0.21278446912765503,0.16264504194259644,0.3400033116340637,0.30263981223106384,0.2800833284854889,0.2981753945350647,0.3508305847644806,0.1671440154314041
through,0.23167094588279724,0.27805060148239136,0.44071322679519653,0.25337672233581543,0.2259945422410965,0.14084185659885406,0.4062686562538147,0.2730700969696045,0.1649588793516159,0.16913433372974396
the,0.42745697498321533,0.5823672413825989,1.0,0.2310667634010315,0.26700517535209656,0.2927955985069275,0.535392165184021,0.2735816240310669,0.23633816838264465,0.22068053483963013
emergency,0.25711625814437866,0.1768258661031723,0.21307751536369324,0.18583999574184418,0.23913449048995972,0.23071056604385376,0.2783624827861786,0.28629958629608154,0.1985982209444046,0.16178704798221588
highway,0.1961357742547989,0.1804402470588684,0.20523275434970856,0.1582210510969162,0.14884893596172333,0.14111444354057312,0.20274639129638672,0.10998408496379852,0.07232436537742615,0.15589815378189087
energy,0.190252885222435,0.2171693742275238,0.26756542921066284,0.331529438495636,0.21993966400623322,0.13648702204227448,0.27179354429244995,0.3349919319152832,0.4499863088130951,0.14860127866268158
conservation,0.18246638774871826,0.24397225677967072,0.2678036689758301,0.2312646359205246,0.22159309685230255,0.1748252511024475,0.2638911306858063,0.29054123163223267,0.30603018403053284,0.1391831338405609
act,0.2622668445110321,0.18206438422203064,0.28682878613471985,0.17601414024829865,0.19746267795562744,0.20888905227184296,0.24833928048610687,0.27244237065315247,0.19760876893997192,0.1482519507408142
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.20181311666965485,0.2149888575077057,0.2928885817527771,0.4645031690597534,0.2184620201587677,0.24098418653011322,0.4130953550338745
