,where,did,tesla,begin,a,new,job,at,in,1882,?
in,0.5344807505607605,0.2593238651752472,0.17097744345664978,0.2903634011745453,0.539380669593811,0.3758552670478821,0.2114088088274002,0.4374977946281433,1.0,-0.19429011642932892,0.20430970191955566
1882,-0.06521916389465332,-0.07001539319753647,0.17206069827079773,-0.0759957805275917,-0.06420731544494629,-0.05946323648095131,-0.04134058579802513,-0.15643739700317383,-0.19429011642932892,1.0,0.08152727782726288
",",0.3149496018886566,0.3015086054801941,0.20599327981472015,0.27304404973983765,0.427140474319458,0.36073189973831177,0.27190712094306946,0.38314947485923767,0.5201468467712402,-0.07802723348140717,0.31091248989105225
tesla,0.12761090695858002,0.09757418930530548,0.9999999403953552,0.02097291871905327,0.2211925983428955,0.15999311208724976,0.18396559357643127,0.16552478075027466,0.17097744345664978,0.17206069827079773,0.10250775516033173
began,0.11145364493131638,0.4415510594844818,0.10105416923761368,0.49711355566978455,0.21651826798915863,0.22779060900211334,0.20667017996311188,0.2547261416912079,0.34154343605041504,-0.16496391594409943,0.1370266228914261
working,0.2553141415119171,0.2788783311843872,0.206875741481781,0.22509944438934326,0.2998538911342621,0.26655107736587524,0.44131985306739807,0.26494351029396057,0.3062970042228699,-0.015941713005304337,0.17154020071029663
for,0.38599511981010437,0.318512886762619,0.13983871042728424,0.29862016439437866,0.44038116931915283,0.2700757384300232,0.3520078659057617,0.34237727522850037,0.4322226941585541,-0.010041801258921623,0.264628142118454
the,0.5003893971443176,0.34736719727516174,0.1324402391910553,0.34293439984321594,0.5829201340675354,0.3845241069793701,0.24242734909057617,0.457212895154953,0.6662389636039734,-0.17908993363380432,0.22068053483963013
continental,0.20442599058151245,0.14695397019386292,0.11489234864711761,0.1880090832710266,0.19485482573509216,0.14382623136043549,0.12170334905385971,0.16554096341133118,0.248937726020813,-0.1194595992565155,0.1410352885723114
edison,0.1765860617160797,0.1372239738702774,0.35526686906814575,0.13333988189697266,0.2415124475955963,0.31342771649360657,0.13955822587013245,0.2024947553873062,0.22187061607837677,-0.00667126988992095,0.10244420915842056
company,0.21870826184749603,0.16800642013549805,0.23045730590820312,0.1609835922718048,0.22037413716316223,0.16146139800548553,0.20981965959072113,0.17487694323062897,0.22141718864440918,-0.0921860933303833,0.12195809185504913
in,0.5344807505607605,0.2593238651752472,0.17097744345664978,0.2903634011745453,0.539380669593811,0.3758552670478821,0.2114088088274002,0.4374977946281433,1.0,-0.19429011642932892,0.20430970191955566
france,0.21451038122177124,0.2138325721025467,0.15998902916908264,0.1641935557126999,0.24802380800247192,0.2269197404384613,0.17883357405662537,0.2402782440185547,0.3812309503555298,-0.2086988240480423,0.15069349110126495
",",0.3149496018886566,0.3015086054801941,0.20599327981472015,0.27304404973983765,0.427140474319458,0.36073189973831177,0.27190712094306946,0.38314947485923767,0.5201468467712402,-0.07802723348140717,0.31091248989105225
designing,0.24128209054470062,0.2324323058128357,0.259610116481781,0.21549420058727264,0.29266878962516785,0.23620164394378662,0.27341228723526,0.21762187778949738,0.2894420027732849,-0.01637857034802437,0.1437348574399948
and,0.43859338760375977,0.34479495882987976,0.19560420513153076,0.2599445581436157,0.3739250600337982,0.31402453780174255,0.2592610716819763,0.3571503460407257,0.4954058527946472,-0.14050355553627014,0.20544172823429108
making,0.20275279879570007,0.32095879316329956,0.18178114295005798,0.21136674284934998,0.3237393796443939,0.2379094809293747,0.267049103975296,0.23679713904857635,0.280230849981308,-0.07037678360939026,0.2539324164390564
improvements,0.138199120759964,0.26624056696891785,0.2988685071468353,0.17857468128204346,0.2632787227630615,0.30389317870140076,0.27935078740119934,0.17214374244213104,0.24151334166526794,0.01311439648270607,0.26583096385002136
to,0.47735077142715454,0.4452643394470215,0.17548894882202148,0.33302420377731323,0.45503583550453186,0.33159172534942627,0.2869062125682831,0.36524343490600586,0.45010748505592346,-0.05249534174799919,0.29463258385658264
electrical,0.24192504584789276,0.12294142693281174,0.45727142691612244,0.16312676668167114,0.2779098153114319,0.12516571581363678,0.16324535012245178,0.21410898864269257,0.2146623730659485,0.10413996875286102,0.10923371464014053
equipment,0.23876279592514038,0.22350327670574188,0.3259071707725525,0.15373355150222778,0.23026658594608307,0.1523786187171936,0.3307216167449951,0.15838950872421265,0.1740107387304306,-0.03840711712837219,0.0920877456665039
.,0.41390106081962585,0.35288307070732117,0.17949827015399933,0.24827922880649567,0.50484299659729,0.35031336545944214,0.2807863652706146,0.4549728035926819,0.5591574311256409,-0.1420249044895172,0.4130953550338745
