,what,is,the,major,us,city,that,the,is,the,university,located,?
the,0.42745697498321533,0.5823672413825989,1.0,0.31775903701782227,0.25727739930152893,0.35769423842430115,0.5473989248275757,1.0,0.5823672413825989,1.0,0.263973206281662,0.407527357339859,0.22068053483963013
university,0.20256435871124268,0.20346471667289734,0.263973206281662,0.167424276471138,0.16072718799114227,0.38537919521331787,0.16441112756729126,0.263973206281662,0.20346471667289734,0.263973206281662,1.0,0.2719898521900177,0.11887256056070328
is,0.28837618231773376,1.0,0.5823672413825989,0.19079607725143433,0.1808239072561264,0.3186660706996918,0.3995479643344879,0.5823672413825989,1.0,0.5823672413825989,0.20346471667289734,0.35717159509658813,0.22961433231830597
organized,0.19144229590892792,0.11886901408433914,0.28001853823661804,0.21497578918933868,0.16471590101718903,0.20312678813934326,0.2621452212333679,0.28001853823661804,0.11886901408433914,0.28001853823661804,0.13895638287067413,0.24945902824401855,0.10524328798055649
into,0.2180619090795517,0.2619607150554657,0.39493247866630554,0.19816605746746063,0.11143974959850311,0.1861938089132309,0.3239944875240326,0.39493247866630554,0.2619607150554657,0.39493247866630554,0.12447744607925415,0.16424763202667236,0.15662476420402527
eleven,0.11712443083524704,0.12927214801311493,0.35020911693573,0.1851353645324707,0.17840462923049927,0.19185538589954376,0.2580711841583252,0.35020911693573,0.12927214801311493,0.35020911693573,0.2273705005645752,0.18260186910629272,0.1022186428308487
separate,0.33215096592903137,0.2548423409461975,0.3612915575504303,0.18825465440750122,0.1290024071931839,0.15890710055828094,0.4230244755744934,0.3612915575504303,0.2548423409461975,0.3612915575504303,0.1702726036310196,0.1734892874956131,0.16835719347000122
academic,0.10352335125207901,0.19421102106571198,0.15387672185897827,0.20329131186008453,0.14290769398212433,0.1836152821779251,0.17354877293109894,0.15387672185897827,0.19421102106571198,0.15387672185897827,0.4402775466442108,0.12108387798070908,0.11011603474617004
units—ten,0.23393119871616364,0.253669410943985,0.3401264250278473,0.1792423278093338,0.23753249645233154,0.28341275453567505,0.23374824225902557,0.3401264250278473,0.253669410943985,0.3401264250278473,0.2486986219882965,0.24597327411174774,0.17392483353614807
faculties,0.2055516093969345,0.20208066701889038,0.2710285782814026,0.1786864846944809,0.07355303317308426,0.22136293351650238,0.21392811834812164,0.2710285782814026,0.20208066701889038,0.2710285782814026,0.5581913590431213,0.2751027047634125,0.08356188982725143
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.29795366525650024,0.25715014338493347,0.2827445864677429,0.4731321930885315,0.5171257257461548,0.3859752118587494,0.5171257257461548,0.2665814459323883,0.24183952808380127,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,1.0,0.31775903701782227,0.25727739930152893,0.35769423842430115,0.5473989248275757,1.0,0.5823672413825989,1.0,0.263973206281662,0.407527357339859,0.22068053483963013
radcliffe,0.1320628672838211,0.18399563431739807,0.22010628879070282,0.12599004805088043,0.026284851133823395,0.12506388127803802,0.1819414496421814,0.22010628879070282,0.18399563431739807,0.22010628879070282,0.27728578448295593,0.08057405054569244,0.06297651678323746
institute,0.17608846724033356,0.1914694458246231,0.24399729073047638,0.15982650220394135,0.16557583212852478,0.2342575490474701,0.16938656568527222,0.24399729073047638,0.1914694458246231,0.24399729073047638,0.5763126611709595,0.2692643105983734,0.115291528403759
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.23592928051948547,0.26768606901168823,0.18687109649181366,0.4137635827064514,0.4739971458911896,0.43268078565597534,0.4739971458911896,0.18573740124702454,0.1493360996246338,0.264628142118454
advanced,0.1988004893064499,0.14119109511375427,0.2635994255542755,0.12994180619716644,0.15539994835853577,0.11878854036331177,0.26491597294807434,0.2635994255542755,0.14119109511375427,0.2635994255542755,0.2464001178741455,0.1875937581062317,0.1806638389825821
study—with,0.3808191120624542,0.28182893991470337,0.33334484696388245,0.19793491065502167,0.18516302108764648,0.20482048392295837,0.4340778589248657,0.33334484696388245,0.28182893991470337,0.33334484696388245,0.4997168183326721,0.17736974358558655,0.27593785524368286
campuses,0.09493694454431534,0.20346811413764954,0.19650089740753174,0.16064542531967163,0.120132215321064,0.3538515567779541,0.1587436944246292,0.19650089740753174,0.20346811413764954,0.19650089740753174,0.5903001427650452,0.4318152070045471,0.08666198700666428
throughout,0.2130906730890274,0.2639545500278473,0.4158564507961273,0.2319849729537964,0.13764995336532593,0.21468807756900787,0.35608357191085815,0.4158564507961273,0.2639545500278473,0.4158564507961273,0.13652661442756653,0.15765729546546936,0.12665234506130219
the,0.42745697498321533,0.5823672413825989,1.0,0.31775903701782227,0.25727739930152893,0.35769423842430115,0.5473989248275757,1.0,0.5823672413825989,1.0,0.263973206281662,0.407527357339859,0.22068053483963013
boston,0.1650117039680481,0.09903766214847565,0.2297145575284958,0.22063711285591125,0.16403797268867493,0.23418574035167694,0.19806839525699615,0.2297145575284958,0.09903766214847565,0.2297145575284958,0.24943038821220398,0.09861075133085251,0.14705288410186768
metropolitan,0.15624397993087769,0.20138509571552277,0.24378018081188202,0.22499196231365204,0.13616801798343658,0.45149746537208557,0.16123276948928833,0.24378018081188202,0.20138509571552277,0.24378018081188202,0.2945367991924286,0.28594720363616943,0.1861504763364792
area,0.21965408325195312,0.29283958673477173,0.37834644317626953,0.21581394970417023,0.14507414400577545,0.41959723830223083,0.2566552460193634,0.37834644317626953,0.29283958673477173,0.37834644317626953,0.21217475831508636,0.42610666155815125,0.12640461325645447
:,-0.12022944539785385,-0.07222653180360794,-0.03403344005346298,0.02358236350119114,0.002929930342361331,-0.06421580910682678,-0.12200210988521576,-0.03403344005346298,-0.07222653180360794,-0.03403344005346298,-0.0786300003528595,-0.1445346474647522,-0.07156077772378922
its,0.30393704771995544,0.4447362422943115,0.559237003326416,0.24033352732658386,0.15464551746845245,0.3465842306613922,0.416561484336853,0.559237003326416,0.4447362422943115,0.559237003326416,0.18994906544685364,0.3198530077934265,0.15103481709957123
209-acre,0.12899869680404663,0.16309012472629547,0.2095428705215454,0.13890108466148376,0.16206170618534088,0.2942449152469635,0.12845449149608612,0.2095428705215454,0.16309012472629547,0.2095428705215454,0.2592063844203949,0.22372600436210632,0.20745866000652313
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.19543711841106415,0.23830419778823853,0.19590984284877777,0.2264307141304016,0.33289089798927307,0.35393038392066956,0.33289089798927307,0.20313534140586853,0.21025894582271576,0.40561532974243164
85,0.07409690320491791,-0.08075354993343353,0.0036199199967086315,0.008056607097387314,0.028820514678955078,-0.0548383854329586,0.06371890008449554,0.0036199199967086315,-0.08075354993343353,0.0036199199967086315,-0.00466407323256135,-0.07415420562028885,0.09080518037080765
ha,0.15493328869342804,0.15489371120929718,0.1501408815383911,0.04633190482854843,0.05531727150082588,0.14014281332492828,0.11062915623188019,0.1501408815383911,0.15489371120929718,0.1501408815383911,0.17473863065242767,0.18439769744873047,0.24374480545520782
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.17611342668533325,0.23142409324645996,0.2113075703382492,0.23478686809539795,0.3456730246543884,0.37732169032096863,0.3456730246543884,0.20796938240528107,0.19755883514881134,0.42300865054130554
main,0.2344268560409546,0.3009335994720459,0.38631999492645264,0.386929988861084,0.08379268646240234,0.20839166641235352,0.3140498101711273,0.38631999492645264,0.3009335994720459,0.38631999492645264,0.19745540618896484,0.2649710774421692,0.1665669083595276
campus,0.13670016825199127,0.2408183068037033,0.20087170600891113,0.1466524600982666,0.16765783727169037,0.3430362343788147,0.1562369018793106,0.20087170600891113,0.2408183068037033,0.20087170600891113,0.557883620262146,0.42575085163116455,0.06952692568302155
is,0.28837618231773376,1.0,0.5823672413825989,0.19079607725143433,0.1808239072561264,0.3186660706996918,0.3995479643344879,0.5823672413825989,1.0,0.5823672413825989,0.20346471667289734,0.35717159509658813,0.22961433231830597
centered,0.24975672364234924,0.2504463791847229,0.346942275762558,0.21985700726509094,0.14387251436710358,0.2910768687725067,0.3213004767894745,0.346942275762558,0.2504463791847229,0.346942275762558,0.1509300321340561,0.3654897212982178,0.17524833977222443
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.21282386779785156,0.2646999955177307,0.2549738585948944,0.42569106817245483,0.5107308030128479,0.3635730445384979,0.5107308030128479,0.18291500210762024,0.22447186708450317,0.2714994251728058
harvard,0.2177114188671112,0.15387701988220215,0.24496200680732727,0.12146460264921188,0.16926613450050354,0.14039969444274902,0.21386723220348358,0.24496200680732727,0.15387701988220215,0.24496200680732727,0.6089406609535217,0.1552211195230484,0.11685016006231308
yard,0.15177296102046967,0.15102696418762207,0.22634266316890717,0.08359828591346741,0.13742847740650177,0.18514008820056915,0.1852487325668335,0.22634266316890717,0.15102696418762207,0.22634266316890717,0.16930833458900452,0.20656007528305054,0.06376948207616806
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.3249945342540741,0.19746538996696472,0.3911624252796173,0.435920387506485,0.6662389636039734,0.5394441485404968,0.6662389636039734,0.3201795518398285,0.35149815678596497,0.20430970191955566
cambridge,0.19321057200431824,0.14754945039749146,0.21810851991176605,0.14531095325946808,0.19112995266914368,0.18563909828662872,0.19947539269924164,0.21810851991176605,0.14754945039749146,0.21810851991176605,0.5480287075042725,0.11514987796545029,0.14006337523460388
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.29355156421661377,0.3120202422142029,0.35839709639549255,0.4137537479400635,0.4933079481124878,0.4691906273365021,0.4933079481124878,0.3017033040523529,0.2678719460964203,0.31091248989105225
approximately,0.21610312163829803,0.2724578380584717,0.33137547969818115,0.16224710643291473,0.1458788514137268,0.19419564306735992,0.26076987385749817,0.33137547969818115,0.2724578380584717,0.33137547969818115,0.2018422782421112,0.2927114963531494,0.10237617790699005
3,0.04473085701465607,0.1504552811384201,0.06283142417669296,-0.0017434327164664865,0.027581293135881424,-0.03916012495756149,0.028775349259376526,0.06283142417669296,0.1504552811384201,0.06283142417669296,0.014361752197146416,0.03648228943347931,0.005975271109491587
miles,0.1893789917230606,0.22951029241085052,0.25706055760383606,0.16118218004703522,0.18985027074813843,0.31487658619880676,0.16484005749225616,0.25706055760383606,0.22951029241085052,0.25706055760383606,0.18104077875614166,0.3896450102329254,0.09363767504692078
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.19543711841106415,0.23830419778823853,0.19590984284877777,0.2264307141304016,0.33289089798927307,0.35393038392066956,0.33289089798927307,0.20313534140586853,0.21025894582271576,0.40561532974243164
5,0.09269922226667404,0.009449449367821217,0.09255307912826538,0.12207094579935074,0.07553723454475403,0.08008258044719696,0.06977073848247528,0.09255307912826538,0.009449449367821217,0.09255307912826538,0.07209640741348267,0.047232553362846375,0.06222071498632431
km,0.1805391013622284,0.24258680641651154,0.21376769244670868,0.12440480291843414,0.1533542424440384,0.34150272607803345,0.1602332592010498,0.21376769244670868,0.24258680641651154,0.21376769244670868,0.21422530710697174,0.3916102945804596,0.08180338144302368
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.17611342668533325,0.23142409324645996,0.2113075703382492,0.23478686809539795,0.3456730246543884,0.37732169032096863,0.3456730246543884,0.20796938240528107,0.19755883514881134,0.42300865054130554
northwest,0.1776016652584076,0.23487883806228638,0.3162118196487427,0.15326716005802155,0.11383718997240067,0.3582785725593567,0.1551232784986496,0.3162118196487427,0.23487883806228638,0.3162118196487427,0.24020250141620636,0.4156947731971741,0.15228797495365143
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.2641255557537079,0.23568789660930634,0.32503411173820496,0.41498205065727234,0.733189046382904,0.4854315221309662,0.733189046382904,0.30646374821662903,0.32520920038223267,0.1826142966747284
boston,0.1650117039680481,0.09903766214847565,0.2297145575284958,0.22063711285591125,0.16403797268867493,0.23418574035167694,0.19806839525699615,0.2297145575284958,0.09903766214847565,0.2297145575284958,0.24943038821220398,0.09861075133085251,0.14705288410186768
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,0.05951778590679169,0.00161329610273242,0.07572981715202332,0.0633435994386673,0.09152708947658539,0.05324986204504967,0.09152708947658539,-0.012021088972687721,0.03696584329009056,0.10349778085947037
the,0.42745697498321533,0.5823672413825989,1.0,0.31775903701782227,0.25727739930152893,0.35769423842430115,0.5473989248275757,1.0,0.5823672413825989,1.0,0.263973206281662,0.407527357339859,0.22068053483963013
business,0.21758167445659637,0.19332653284072876,0.2389037162065506,0.14966362714767456,0.20438691973686218,0.27742817997932434,0.25197073817253113,0.2389037162065506,0.19332653284072876,0.2389037162065506,0.3387548327445984,0.17554257810115814,0.1545659303665161
school,0.18774057924747467,0.19488026201725006,0.22953221201896667,0.1472879946231842,0.19045650959014893,0.2677709758281708,0.2190830111503601,0.22953221201896667,0.19488026201725006,0.22953221201896667,0.48676231503486633,0.19245630502700806,0.15091250836849213
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.29795366525650024,0.25715014338493347,0.2827445864677429,0.4731321930885315,0.5171257257461548,0.3859752118587494,0.5171257257461548,0.2665814459323883,0.24183952808380127,0.20544172823429108
athletics,0.18140217661857605,0.14491918683052063,0.23869381844997406,0.16440114378929138,0.13540686666965485,0.26765915751457214,0.18232420086860657,0.23869381844997406,0.14491918683052063,0.23869381844997406,0.3639361560344696,0.19218619167804718,0.10309170186519623
facilities,0.137315571308136,0.17244288325309753,0.19172798097133636,0.2465229481458664,0.1585388332605362,0.21593722701072693,0.23001283407211304,0.19172798097133636,0.17244288325309753,0.19172798097133636,0.2563650906085968,0.3665260970592499,0.10624271631240845
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.29355156421661377,0.3120202422142029,0.35839709639549255,0.4137537479400635,0.4933079481124878,0.4691906273365021,0.4933079481124878,0.3017033040523529,0.2678719460964203,0.31091248989105225
including,0.18328791856765747,0.25093933939933777,0.3738902807235718,0.2922106981277466,0.16519466042518616,0.18896670639514923,0.31577053666114807,0.3738902807235718,0.25093933939933777,0.3738902807235718,0.22509735822677612,0.20901727676391602,0.1633303165435791
harvard,0.2177114188671112,0.15387701988220215,0.24496200680732727,0.12146460264921188,0.16926613450050354,0.14039969444274902,0.21386723220348358,0.24496200680732727,0.15387701988220215,0.24496200680732727,0.6089406609535217,0.1552211195230484,0.11685016006231308
stadium,0.12456028908491135,0.18311816453933716,0.21145665645599365,0.13614912331104279,0.08257443457841873,0.3067288398742676,0.12195040285587311,0.21145665645599365,0.18311816453933716,0.21145665645599365,0.24982468783855438,0.28421011567115784,0.07579939067363739
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.29355156421661377,0.3120202422142029,0.35839709639549255,0.4137537479400635,0.4933079481124878,0.4691906273365021,0.4933079481124878,0.3017033040523529,0.2678719460964203,0.31091248989105225
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.21536177396774292,0.20678593218326569,0.19493703544139862,0.45265161991119385,0.40399202704429626,0.5330929756164551,0.40399202704429626,0.16609783470630646,0.24096766114234924,0.24591213464736938
located,0.2034616470336914,0.35717159509658813,0.407527357339859,0.2015949785709381,0.13551604747772217,0.3682219088077545,0.1796129047870636,0.407527357339859,0.35717159509658813,0.407527357339859,0.2719898521900177,1.0,0.08983194828033447
across,0.24809791147708893,0.21617691218852997,0.3816230297088623,0.21833650767803192,0.18915516138076782,0.2439771443605423,0.33602073788642883,0.3816230297088623,0.21617691218852997,0.3816230297088623,0.1656516045331955,0.2841567099094391,0.17034576833248138
the,0.42745697498321533,0.5823672413825989,1.0,0.31775903701782227,0.25727739930152893,0.35769423842430115,0.5473989248275757,1.0,0.5823672413825989,1.0,0.263973206281662,0.407527357339859,0.22068053483963013
charles,0.18606366217136383,0.16326871514320374,0.20777860283851624,0.09568323194980621,0.15354572236537933,0.15821528434753418,0.1334998905658722,0.20777860283851624,0.16326871514320374,0.20777860283851624,0.17853446304798126,0.09894304722547531,0.17366734147071838
