,what,do,a,great,majority,of,rocks,sampled,from,the,moon,show,?
almost,0.2467888444662094,0.24908383190631866,0.28146228194236755,0.18842101097106934,0.3698018789291382,0.3144364058971405,0.17885003983974457,0.18769121170043945,0.3103662431240082,0.3341992199420929,0.1308862268924713,0.17102903127670288,0.1372147500514984
all,0.41981086134910583,0.38664430379867554,0.2696802616119385,0.2289169877767563,0.4047505259513855,0.42798417806625366,0.21037240326404572,0.25605934858322144,0.2866387963294983,0.4860881567001343,0.15991857647895813,0.2571442127227783,0.29575422406196594
the,0.42745697498321533,0.30239659547805786,0.5829201340675354,0.2822027802467346,0.28757327795028687,0.733189046382904,0.24413059651851654,0.20454631745815277,0.40150508284568787,1.0,0.23613092303276062,0.319829523563385,0.22068053483963013
rocks,0.24802041053771973,0.2351894974708557,0.2111329436302185,0.16736668348312378,0.14357112348079681,0.2664484679698944,0.9999999403953552,0.3058251440525055,0.2248125523328781,0.24413059651851654,0.3166230022907257,0.22410348057746887,0.17394492030143738
show,0.29653704166412354,0.23687462508678436,0.24886544048786163,0.1592312902212143,0.11721747368574142,0.21383242309093475,0.22410348057746887,0.22320103645324707,0.2004580795764923,0.319829523563385,0.19382455945014954,0.9999999403953552,0.2520138621330261
evidence,0.33425694704055786,0.22195710241794586,0.25465038418769836,0.1877601593732834,0.20420411229133606,0.2471507489681244,0.317355751991272,0.19979079067707062,0.1667044460773468,0.25031140446662903,0.16545778512954712,0.285457581281662,0.24151235818862915
of,0.33290785551071167,0.26150479912757874,0.5052502155303955,0.3168134391307831,0.29706597328186035,1.0,0.2664484679698944,0.20707233250141144,0.4249346852302551,0.733189046382904,0.18815091252326965,0.21383242309093475,0.1826142966747284
impact,0.25162962079048157,0.23847129940986633,0.24985632300376892,0.21498042345046997,0.16392114758491516,0.21139270067214966,0.23106057941913605,0.21888472139835358,0.15606744587421417,0.22336715459823608,0.3090229630470276,0.18117070198059082,0.18429921567440033
process,0.3466717302799225,0.25918635725975037,0.2601566016674042,0.1112595945596695,0.21917319297790527,0.23962904512882233,0.2078677862882614,0.25095126032829285,0.21066352725028992,0.264274537563324,0.09265796095132828,0.16058431565761566,0.2460896074771881
effects,0.22572848200798035,0.22921884059906006,0.20917339622974396,0.12779363989830017,0.1227564662694931,0.21244898438453674,0.19147387146949768,0.26676568388938904,0.20401045680046082,0.25316479802131653,0.22826199233531952,0.2043769359588623,0.16749060153961182
.,0.3567904531955719,0.3613996207714081,0.50484299659729,0.2178412526845932,0.30306822061538696,0.5352458953857422,0.26481303572654724,0.20250104367733002,0.41536515951156616,0.5934505462646484,0.2040150910615921,0.3016606271266937,0.4130953550338745
,what,do,a,great,majority,of,rocks,sampled,from,the,moon,show,?
many,0.36131182312965393,0.38738366961479187,0.2872205972671509,0.30145081877708435,0.3566230833530426,0.37253960967063904,0.2921122908592224,0.25203952193260193,0.33099696040153503,0.4335206151008606,0.14061444997787476,0.3163606524467468,0.2124512493610382
samples,0.23286624252796173,0.1807251125574112,0.25778815150260925,0.07245561480522156,0.11537142843008041,0.19450756907463074,0.39375483989715576,0.8283838033676147,0.24089361727237701,0.2069351226091385,0.3050103485584259,0.2661087214946747,0.1777840405702591
appear,0.2962318956851959,0.3160567879676819,0.2526538372039795,0.1358339637517929,0.09320998191833496,0.2246912121772766,0.23483605682849884,0.20391981303691864,0.1857801228761673,0.3581200838088989,0.26876524090766907,0.5082629919052124,0.22635367512702942
to,0.455847829580307,0.38876664638519287,0.45503583550453186,0.1880372017621994,0.26316750049591064,0.41548454761505127,0.23520028591156006,0.1659175604581833,0.4069952368736267,0.535392165184021,0.17707908153533936,0.29833272099494934,0.29463258385658264
be,0.3929833769798279,0.36575672030448914,0.39883795380592346,0.17040422558784485,0.26356902718544006,0.33904364705085754,0.2445140779018402,0.28897708654403687,0.3107333183288574,0.4248143136501312,0.20152267813682556,0.29246196150779724,0.3324260413646698
pitted,0.12482120841741562,0.11544865369796753,0.1953483521938324,0.05062427744269371,0.14559289813041687,0.23001882433891296,0.22564013302326202,0.2537568211555481,0.22998380661010742,0.2833486795425415,0.14363253116607666,0.19242438673973083,0.10992324352264404
with,0.2464839518070221,0.23744353652000427,0.3783375024795532,0.21752162277698517,0.25476717948913574,0.41827285289764404,0.14274846017360687,0.2419312447309494,0.26272761821746826,0.4223487675189972,0.20192916691303253,0.3004990220069885,0.2433311939239502
micrometeoroid,0.2597883641719818,0.20913904905319214,0.29727408289909363,0.12144102901220322,0.1305747777223587,0.2247769832611084,0.37523162364959717,0.3387898802757263,0.20129691064357758,0.2693862020969391,0.40666985511779785,0.2292979508638382,0.20491306483745575
impact,0.25162962079048157,0.23847129940986633,0.24985632300376892,0.21498042345046997,0.16392114758491516,0.21139270067214966,0.23106057941913605,0.21888472139835358,0.15606744587421417,0.22336715459823608,0.3090229630470276,0.18117070198059082,0.18429921567440033
craters,0.17032134532928467,0.1920594424009323,0.23712459206581116,0.17144200205802917,0.19644027948379517,0.2091943472623825,0.5231457352638245,0.31361648440361023,0.16683970391750336,0.25269630551338196,0.4867088794708252,0.1299639493227005,0.13344156742095947
",",0.3087472915649414,0.3283645510673523,0.427140474319458,0.29579275846481323,0.30214112997055054,0.4946078956127167,0.30537211894989014,0.23688773810863495,0.39760664105415344,0.4933079481124878,0.18567080795764923,0.31928569078445435,0.31091248989105225
which,0.5261979103088379,0.31153854727745056,0.56894451379776,0.2356490194797516,0.2740524113178253,0.5011631846427917,0.307253897190094,0.3050054609775543,0.38755592703819275,0.6521818041801453,0.19790339469909668,0.32096749544143677,0.25814583897590637
is,0.28837618231773376,0.30895981192588806,0.658733606338501,0.1345067322254181,0.19749082624912262,0.4854315221309662,0.23288390040397644,0.18264691531658173,0.27355384826660156,0.5823672413825989,0.21985220909118652,0.2144283652305603,0.22961433231830597
never,0.42662814259529114,0.26260310411453247,0.27360063791275024,0.2216886430978775,0.24369293451309204,0.22336244583129883,0.13757164776325226,0.23259517550468445,0.263386994600296,0.31617826223373413,0.19229774177074432,0.2084382027387619,0.24137508869171143
seen,0.3087027072906494,0.2340354472398758,0.26090866327285767,0.23355095088481903,0.1470339149236679,0.28639769554138184,0.2688692510128021,0.2335488647222519,0.24460692703723907,0.3442007005214691,0.21638871729373932,0.32213258743286133,0.2567344307899475
on,0.34226128458976746,0.3025321364402771,0.3848365545272827,0.15918688476085663,0.20937225222587585,0.3966929316520691,0.2381529062986374,0.20120616257190704,0.36926645040512085,0.5107308030128479,0.20249907672405243,0.3708709180355072,0.2714994251728058
