,who,was,kennedy,'s,science,adviser,that,opposed,manned,spacecraft,flights,?
kennedy,0.19708238542079926,0.1929353028535843,1.0,-0.03838328644633293,0.13879981637001038,0.273794025182724,0.26946479082107544,0.23159967362880707,0.24147231876850128,0.2312728315591812,0.22262316942214966,0.21965277194976807
's,0.05599616840481758,0.008974763564765453,-0.03838328644633293,0.9999999403953552,0.03909866884350777,-0.06748569756746292,0.04397977516055107,-0.04686199873685837,0.009618762880563736,-0.055100977420806885,0.015478596091270447,-0.023395681753754616
science,0.19709691405296326,0.22005605697631836,0.13879981637001038,0.03909866884350777,1.0,0.2562187612056732,0.2881232798099518,0.10475271195173264,0.18744578957557678,0.33473634719848633,0.1248796209692955,0.17974960803985596
advisor,0.2548273205757141,0.3046267628669739,0.17800584435462952,-0.024858558550477028,0.2148580104112625,0.7495940923690796,0.12586453557014465,0.2315066158771515,0.1419982612133026,0.16790072619915009,0.17071039974689484,0.0939842164516449
jerome,0.2169465273618698,0.21994371712207794,0.2412504255771637,-0.0023843904491513968,0.14834439754486084,0.18622320890426636,0.15335339307785034,0.1289878785610199,0.09506481140851974,0.1467953771352768,0.15140500664710999,0.17408518493175507
wiesner,0.2924979329109192,0.30600506067276,0.25918495655059814,0.05787868797779083,0.34732750058174133,0.3036181628704071,0.18064245581626892,0.1181001141667366,0.12683527171611786,0.19690026342868805,0.12043716013431549,0.2351539433002472
",",0.3365725874900818,0.45456063747406006,0.3363509774208069,-0.0016132977325469255,0.2623405158519745,0.3072994351387024,0.4137537479400635,0.2660662829875946,0.1752677708864212,0.1987742930650711,0.2565270662307739,0.31091248989105225
who,0.9999998807907104,0.3318818509578705,0.19708238542079926,0.05599616840481758,0.19709691405296326,0.3512686789035797,0.45444270968437195,0.28829503059387207,0.20781661570072174,0.17995841801166534,0.14927241206169128,0.26220351457595825
had,0.36173108220100403,0.5927209258079529,0.19618205726146698,-0.004401352722197771,0.10019613802433014,0.2394498884677887,0.4407361149787903,0.31675899028778076,0.23989708721637726,0.15351621806621552,0.20429104566574097,0.20728366076946259
expressed,0.20309218764305115,0.15369442105293274,0.14816491305828094,-0.04779237508773804,0.17534230649471283,0.12477432936429977,0.3005213737487793,0.3469334840774536,0.21093341708183289,0.12177085876464844,0.14708618819713593,0.17175263166427612
his,0.44966956973075867,0.4405253231525421,0.3033418655395508,0.047556519508361816,0.18606998026371002,0.33248957991600037,0.3173833191394806,0.26941049098968506,0.19928760826587677,0.2111661583185196,0.15261223912239075,0.18075084686279297
opposition,0.28465259075164795,0.27720752358436584,0.16121026873588562,-0.03729081526398659,0.15746577084064484,0.3375276029109955,0.2671529948711395,0.5831993222236633,0.1954374611377716,0.15433478355407715,0.16817228496074677,0.15647298097610474
to,0.42656609416007996,0.3636345863342285,0.2569362223148346,0.03782717138528824,0.2226530760526657,0.24891869723796844,0.5436353087425232,0.2678636610507965,0.21649380028247833,0.25703316926956177,0.2967532277107239,0.29463258385658264
manned,0.20781661570072174,0.24339483678340912,0.24147231876850128,0.009618762880563736,0.18744578957557678,0.21252784132957458,0.208269864320755,0.22345347702503204,1.0000001192092896,0.5999459028244019,0.3876021206378937,0.17514055967330933
spaceflight,0.18299520015716553,0.19640055298805237,0.3140297532081604,-0.10036515444517136,0.37940680980682373,0.22733613848686218,0.2755255401134491,0.12746161222457886,0.48257696628570557,0.720159649848938,0.5589664578437805,0.26453927159309387
to,0.42656609416007996,0.3636345863342285,0.2569362223148346,0.03782717138528824,0.2226530760526657,0.24891869723796844,0.5436353087425232,0.2678636610507965,0.21649380028247833,0.25703316926956177,0.2967532277107239,0.29463258385658264
kennedy,0.19708238542079926,0.1929353028535843,1.0,-0.03838328644633293,0.13879981637001038,0.273794025182724,0.26946479082107544,0.23159967362880707,0.24147231876850128,0.2312728315591812,0.22262316942214966,0.21965277194976807
before,0.31244513392448425,0.38607707619667053,0.23862917721271515,-0.01158253662288189,0.1492903232574463,0.19666564464569092,0.40745505690574646,0.2907004952430725,0.267734557390213,0.23445896804332733,0.21462075412273407,0.2507109045982361
the,0.3733934462070465,0.48711544275283813,0.20303435623645782,-0.01540423184633255,0.24037593603134155,0.29508960247039795,0.5473989248275757,0.24302934110164642,0.2392944097518921,0.21476294100284576,0.25325238704681396,0.22068053483963013
