,what,direction,did,watson,say,the,mistake,went,in,?
former,0.13598288595676422,0.10162436217069626,0.0988369733095169,0.06587288528680801,0.0952436625957489,0.2251449078321457,0.12173162400722504,0.15991024672985077,0.2668642997741699,0.10570605844259262
ipcc,0.33176189661026,0.2188357412815094,0.2459706962108612,0.2717357277870178,0.29427143931388855,0.24925659596920013,0.17616070806980133,0.12483984231948853,0.1257958561182022,0.22295254468917847
chairman,0.07858958840370178,0.13605822622776031,0.10608064383268356,0.1285451203584671,0.09411419183015823,0.2121211588382721,0.14956782758235931,0.16996006667613983,0.19268719851970673,0.08324678242206573
robert,0.1948658525943756,0.10950005799531937,0.16245460510253906,0.2533748149871826,0.06344254314899445,0.2257954627275467,0.12209561467170715,0.11904652416706085,0.22155319154262543,0.11293095350265503
watson,0.21841923892498016,0.12338253855705261,0.17971089482307434,1.0000001192092896,0.18727311491966248,0.18680743873119354,0.2716422975063324,0.1190713420510292,0.17975008487701416,0.20794717967510223
has,0.20338068902492523,0.1953512281179428,0.2124989777803421,0.21868731081485748,0.25303637981414795,0.4177538752555847,0.23527714610099792,0.20773717761039734,0.4173259735107422,0.15994466841220856
said,0.3951668441295624,0.2047286480665207,0.5119821429252625,0.2417825311422348,0.6222705245018005,0.3024602234363556,0.3669057786464691,0.3356949985027313,0.23461468517780304,0.28991883993148804
``,0.008517155423760414,0.018322356045246124,-0.029888948425650597,-0.04385596513748169,0.062410302460193634,0.029072100296616554,0.005647913087159395,-0.038044992834329605,0.04765888676047325,0.0685480609536171
the,0.42745697498321533,0.28851455450057983,0.34736719727516174,0.18680743873119354,0.3200206458568573,1.0,0.28798919916152954,0.3345835506916046,0.6662389636039734,0.22068053483963013
mistakes,0.3901787996292114,0.17943523824214935,0.298953115940094,0.24713200330734253,0.3764050304889679,0.2581973075866699,0.864173412322998,0.14277692139148712,0.19027116894721985,0.3399010896682739
all,0.41981086134910583,0.2234407663345337,0.33943864703178406,0.1620648056268692,0.359422892332077,0.4860881567001343,0.29815053939819336,0.21458953619003296,0.3335905969142914,0.29575422406196594
appear,0.2962318956851959,0.2040971964597702,0.2974576950073242,0.09254086762666702,0.34855788946151733,0.3581200838088989,0.2564370632171631,0.16226470470428467,0.2517908811569214,0.22635367512702942
to,0.455847829580307,0.32930055260658264,0.4452643394470215,0.20192040503025055,0.38071900606155396,0.535392165184021,0.30965670943260193,0.33234721422195435,0.45010748505592346,0.29463258385658264
have,0.39808809757232666,0.17844794690608978,0.3783526122570038,0.24501833319664001,0.517315149307251,0.40389683842658997,0.32896536588668823,0.21205243468284607,0.36843645572662354,0.32991164922714233
gone,0.34073033928871155,0.20080634951591492,0.3055346608161926,0.15194478631019592,0.31857261061668396,0.295327752828598,0.2875170409679413,0.42007455229759216,0.15523068606853485,0.2220623642206192
in,0.30808621644973755,0.17485231161117554,0.2593238651752472,0.17975008487701416,0.26482993364334106,0.6662389636039734,0.1833147257566452,0.30470821261405945,1.0,0.20430970191955566
the,0.42745697498321533,0.28851455450057983,0.34736719727516174,0.18680743873119354,0.3200206458568573,1.0,0.28798919916152954,0.3345835506916046,0.6662389636039734,0.22068053483963013
direction,0.25776705145835876,1.0000001192092896,0.2069222778081894,0.12338253855705261,0.16321848332881927,0.28851455450057983,0.199737086892128,0.18275101482868195,0.17485231161117554,0.10739318281412125
of,0.33290785551071167,0.18922415375709534,0.2513895630836487,0.14687611162662506,0.30290520191192627,0.733189046382904,0.18456989526748657,0.2527906000614166,0.5696388483047485,0.1826142966747284
making,0.30777570605278015,0.17715111374855042,0.32095879316329956,0.14885728061199188,0.27760812640190125,0.35185980796813965,0.3043501675128937,0.17421197891235352,0.280230849981308,0.2539324164390564
it,0.45803478360176086,0.2525825798511505,0.2993364930152893,0.14474932849407196,0.34911516308784485,0.6251175999641418,0.3383432626724243,0.20512190461158752,0.5130809545516968,0.25732165575027466
seem,0.4162353277206421,0.1609896868467331,0.39250612258911133,0.1397683322429657,0.5077522397041321,0.2749357521533966,0.37274056673049927,0.2430495172739029,0.23116767406463623,0.42079484462738037
like,0.4320242702960968,0.20625941455364227,0.40502431988716125,0.1872902661561966,0.5030112862586975,0.32912567257881165,0.2708629369735718,0.22539210319519043,0.31010183691978455,0.3268813192844391
climate,0.2854173183441162,0.21411564946174622,0.1748235523700714,0.10307792574167252,0.15338413417339325,0.2693597674369812,0.1325402706861496,0.12510892748832703,0.24209141731262207,0.19998492300510406
change,0.3690716028213501,0.2942124009132385,0.2806394100189209,0.10127932578325272,0.35982123017311096,0.3641999065876007,0.3242005407810211,0.1416134238243103,0.2510564923286438,0.24115969240665436
is,0.28837618231773376,0.2159055918455124,0.19247472286224365,0.15546134114265442,0.3160853683948517,0.5823672413825989,0.2662662863731384,0.18631628155708313,0.5394441485404968,0.22961433231830597
more,0.3484537899494171,0.23657070100307465,0.2803135812282562,0.1754588931798935,0.32145190238952637,0.39758381247520447,0.28975048661231995,0.1588897556066513,0.32563260197639465,0.27894994616508484
serious,0.3481818735599518,0.1165633350610733,0.3013137876987457,0.18675987422466278,0.3023858070373535,0.2602829933166504,0.35061177611351013,0.1812291443347931,0.23241659998893738,0.23093265295028687
by,0.2455483376979828,0.27348291873931885,0.18574509024620056,0.16863176226615906,0.21690572798252106,0.4408751428127289,0.26534953713417053,0.14665302634239197,0.370934396982193,0.17966607213020325
overstating,0.4277994632720947,0.21264994144439697,0.28818565607070923,0.22363217175006866,0.43362531065940857,0.2868812680244446,0.35827213525772095,0.14630669355392456,0.22697392106056213,0.3123154044151306
the,0.42745697498321533,0.28851455450057983,0.34736719727516174,0.18680743873119354,0.3200206458568573,1.0,0.28798919916152954,0.3345835506916046,0.6662389636039734,0.22068053483963013
impact,0.25162962079048157,0.18802659213542938,0.2040126919746399,0.15416862070560455,0.20853188633918762,0.22336715459823608,0.20995020866394043,0.1715448647737503,0.18933768570423126,0.18429921567440033
.,0.3567904531955719,0.23911777138710022,0.35288307070732117,0.22910767793655396,0.33481550216674805,0.5934505462646484,0.25054696202278137,0.27773603796958923,0.5591574311256409,0.4130953550338745
