,what,planet,did,the,reporters,decide,the,signals,were,from,?
reporters,0.18634870648384094,0.13627897202968597,0.304856538772583,0.20859824120998383,0.9999998807907104,0.1734011471271515,0.20859824120998383,0.24810057878494263,0.31148678064346313,0.1246839314699173,0.20937705039978027
treated,0.30911949276924133,0.11730852723121643,0.32099777460098267,0.26177066564559937,0.2160080373287201,0.29675209522247314,0.26177066564559937,0.17472843825817108,0.31487882137298584,0.21626204252243042,0.20855045318603516
it,0.45803478360176086,0.22723886370658875,0.2993364930152893,0.6251175999641418,0.12745533883571625,0.257891982793808,0.6251175999641418,0.21712779998779297,0.25487732887268066,0.325604110956192,0.25732165575027466
as,0.31749409437179565,0.24123239517211914,0.3596470057964325,0.48381632566452026,0.18989163637161255,0.27422115206718445,0.48381632566452026,0.18943847715854645,0.3025437891483307,0.3251767158508301,0.27043893933296204
a,0.3320399522781372,0.2580089867115021,0.2552328109741211,0.5829201340675354,0.1906864494085312,0.3188471794128418,0.5829201340675354,0.22286362946033478,0.17203083634376526,0.322764128446579,0.23916715383529663
sensational,0.24226737022399902,0.11951613426208496,0.1637589931488037,0.18383225798606873,0.2891956567764282,0.17104801535606384,0.18383225798606873,0.28757786750793457,0.1343310922384262,0.15122295916080475,0.16991126537322998
story,0.3410749137401581,0.24938611686229706,0.24619799852371216,0.2915393114089966,0.28380271792411804,0.2692532241344452,0.2915393114089966,0.09261879324913025,0.21855099499225616,0.17972806096076965,0.2304346114397049
and,0.31309178471565247,0.21885086596012115,0.34479495882987976,0.5171257257461548,0.23068396747112274,0.2803935110569,0.5171257257461548,0.2103828638792038,0.42175528407096863,0.3601827025413513,0.20544172823429108
jumped,0.17288362979888916,0.13432568311691284,0.2993957996368408,0.2161322981119156,0.2210356891155243,0.21288517117500305,0.2161322981119156,0.14807985723018646,0.3035106062889099,0.24006620049476624,0.171543687582016
to,0.455847829580307,0.2017485797405243,0.4452643394470215,0.535392165184021,0.25780513882637024,0.4438391625881195,0.535392165184021,0.28668031096458435,0.31913647055625916,0.4069952368736267,0.29463258385658264
the,0.42745697498321533,0.2470240592956543,0.34736719727516174,1.0,0.20859824120998383,0.35331496596336365,1.0,0.28817644715309143,0.3906462490558624,0.40150508284568787,0.22068053483963013
conclusion,0.3924311697483063,0.22502703964710236,0.3019193112850189,0.25632116198539734,0.2786693871021271,0.35687771439552307,0.25632116198539734,0.2969733476638794,0.18289698660373688,0.19703884422779083,0.23632600903511047
tesla,0.23221199214458466,0.16474445164203644,0.09757418930530548,0.1324402391910553,0.13061484694480896,0.13039980828762054,0.1324402391910553,0.2646845281124115,0.1222306564450264,0.10324860364198685,0.10250775516033173
was,0.22111038863658905,0.19662094116210938,0.41399896144866943,0.48711544275283813,0.2445359081029892,0.1725381314754486,0.48711544275283813,0.11312504857778549,0.590133786201477,0.31171464920043945,0.18412111699581146
hearing,0.34058091044425964,0.15644636750221252,0.26051026582717896,0.22072359919548035,0.3072318434715271,0.3396809697151184,0.22072359919548035,0.4094926118850708,0.20332761108875275,0.1683407425880432,0.19994913041591644
signals,0.2608519196510315,0.21292054653167725,0.16955922544002533,0.28817644715309143,0.24810057878494263,0.21181705594062805,0.28817644715309143,0.9999999403953552,0.14610826969146729,0.19812537729740143,0.09948804974555969
from,0.2737620174884796,0.1908731460571289,0.20248863101005554,0.40150508284568787,0.1246839314699173,0.13968567550182343,0.40150508284568787,0.19812537729740143,0.29991888999938965,1.0,0.19969791173934937
mars,0.16458405554294586,0.5986448526382446,0.12220901995897293,0.22427980601787567,0.10162171721458435,0.17051565647125244,0.22427980601787567,0.1576279252767563,0.17082537710666656,0.13561806082725525,0.1826961636543274
.,0.3567904531955719,0.24422165751457214,0.35288307070732117,0.5934505462646484,0.1850103884935379,0.26475638151168823,0.5934505462646484,0.1770751029253006,0.3378238379955292,0.41536515951156616,0.4130953550338745
