,when,did,general,hospital,begin,airing,?
abc,0.13294127583503723,0.13353709876537323,0.1430114507675171,0.1614045947790146,0.12703588604927063,0.45737579464912415,0.19065172970294952
's,-0.03368149697780609,0.05069678649306297,-0.0757286474108696,-0.08554291725158691,-0.07216574251651764,0.0008048965246416628,-0.023395681753754616
daytime,0.25074732303619385,0.15514829754829407,0.03872622549533844,0.19835811853408813,0.18291901051998138,0.47004908323287964,0.17830818891525269
schedule,0.24275629222393036,0.2402072250843048,0.125299334526062,0.22443529963493347,0.2406936138868332,0.39155277609825134,0.16743622720241547
currently,0.27732908725738525,0.13700537383556366,0.20262886583805084,0.15039177238941193,0.11901891231536865,0.28367239236831665,0.1861555278301239
features,0.1523813158273697,0.18914446234703064,0.02020881325006485,0.1292659342288971,0.13112086057662964,0.29292550683021545,0.23497378826141357
talk,0.24304929375648499,0.2668546438217163,0.1649518460035324,0.15494687855243683,0.19197407364845276,0.309450626373291,0.6033820509910583
shows,0.27013710141181946,0.22659285366535187,0.12306287884712219,0.12680497765541077,0.23060083389282227,0.3634151220321655,0.2040930688381195
the,0.5091903209686279,0.34736719727516174,0.28634732961654663,0.17318566143512726,0.34293439984321594,0.26751524209976196,0.22068053483963013
view,0.09865177422761917,0.15928705036640167,0.1335662454366684,0.12290497869253159,0.10870109498500824,0.12436309456825256,0.17672975361347198
and,0.4716290831565857,0.34479495882987976,0.25860127806663513,0.20068348944187164,0.2599445581436157,0.20396430790424347,0.20544172823429108
the,0.5091903209686279,0.34736719727516174,0.28634732961654663,0.17318566143512726,0.34293439984321594,0.26751524209976196,0.22068053483963013
chew,0.21417194604873657,0.18526501953601837,0.09001891314983368,0.08438920229673386,0.1720205843448639,0.14416031539440155,0.19586901366710663
",",0.36674630641937256,0.3015086054801941,0.3022127151489258,0.24744091928005219,0.27304404973983765,0.2531873881816864,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.25860127806663513,0.20068348944187164,0.2599445581436157,0.20396430790424347,0.20544172823429108
the,0.5091903209686279,0.34736719727516174,0.28634732961654663,0.17318566143512726,0.34293439984321594,0.26751524209976196,0.22068053483963013
soap,0.1590038686990738,0.12407860159873962,0.1758154332637787,0.19461235404014587,0.13352037966251373,0.31209856271743774,0.1800997406244278
opera,0.19735561311244965,0.16057662665843964,0.1312616616487503,0.19632786512374878,0.15309321880340576,0.24752414226531982,0.12079104036092758
general,0.20438088476657867,0.19499315321445465,1.0000001192092896,0.1981266885995865,0.18137823045253754,0.1022985503077507,0.1972234547138214
hospital,0.17734786868095398,0.16173575818538666,0.1981266885995865,1.0,0.1328573226928711,0.17034052312374115,0.12508831918239594
",",0.36674630641937256,0.3015086054801941,0.3022127151489258,0.24744091928005219,0.27304404973983765,0.2531873881816864,0.31091248989105225
the,0.5091903209686279,0.34736719727516174,0.28634732961654663,0.17318566143512726,0.34293439984321594,0.26751524209976196,0.22068053483963013
latter,0.2620970904827118,0.18721601366996765,0.11730514466762543,0.052196476608514786,0.17149557173252106,0.16168688237667084,0.12733961641788483
of,0.3757161796092987,0.2513895630836487,0.28352999687194824,0.20629651844501495,0.24830074608325958,0.173755943775177,0.1826142966747284
which,0.572554349899292,0.2750149369239807,0.19923317432403564,0.14132514595985413,0.22235408425331116,0.22464780509471893,0.25814583897590637
is,0.3471449911594391,0.19247472286224365,0.20144300162792206,0.18439237773418427,0.18119797110557556,0.16016338765621185,0.22961433231830597
the,0.5091903209686279,0.34736719727516174,0.28634732961654663,0.17318566143512726,0.34293439984321594,0.26751524209976196,0.22068053483963013
longest-running,0.33770784735679626,0.2489437460899353,0.17595189809799194,0.1981261670589447,0.27047622203826904,0.3570514917373657,0.22539764642715454
entertainment,0.15448303520679474,0.1571095585823059,0.12407180666923523,0.13532128930091858,0.10508313775062561,0.3208182752132416,0.11855241656303406
program,0.2301054745912552,0.18915289640426636,0.15059489011764526,0.18648160994052887,0.15393386781215668,0.43568626046180725,0.1440187245607376
in,0.4431333839893341,0.2593238651752472,0.259066641330719,0.3125908672809601,0.2903634011745453,0.2771850824356079,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,0.28634732961654663,0.17318566143512726,0.34293439984321594,0.26751524209976196,0.22068053483963013
history,0.24001719057559967,0.24950987100601196,0.15911300480365753,0.09343180805444717,0.18897293508052826,0.18279829621315002,0.2501974403858185
of,0.3757161796092987,0.2513895630836487,0.28352999687194824,0.20629651844501495,0.24830074608325958,0.173755943775177,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.28634732961654663,0.17318566143512726,0.34293439984321594,0.26751524209976196,0.22068053483963013
abc,0.13294127583503723,0.13353709876537323,0.1430114507675171,0.1614045947790146,0.12703588604927063,0.45737579464912415,0.19065172970294952
television,0.19077982008457184,0.17055591940879822,0.16580867767333984,0.211091086268425,0.17454946041107178,0.5306075215339661,0.16825827956199646
network,0.19011130928993225,0.08572790026664734,0.14884334802627563,0.1926472932100296,0.12046536803245544,0.5198984742164612,0.17853789031505585
",",0.36674630641937256,0.3015086054801941,0.3022127151489258,0.24744091928005219,0.27304404973983765,0.2531873881816864,0.31091248989105225
having,0.4296937882900238,0.3157401978969574,0.1616494059562683,0.19629183411598206,0.21155975759029388,0.23102305829524994,0.22418256103992462
aired,0.19673508405685425,0.1378907710313797,0.08386224508285522,0.15339860320091248,0.17337551712989807,0.7105959057807922,0.22283338010311127
since,0.42774689197540283,0.27613121271133423,0.24699632823467255,0.14407505095005035,0.21266606450080872,0.28277456760406494,0.2876587212085724
1963,-0.029794543981552124,0.022874606773257256,-0.024340223520994186,0.073163703083992,0.02013811096549034,-0.018853522837162018,0.03411978855729103
.,0.475719153881073,0.35288307070732117,0.2929490804672241,0.21275769174098969,0.24827922880649567,0.26848000288009644,0.4130953550338745
