,what,is,different,about,paulinella,chromatophora,?
while,0.35511791706085205,0.2713196575641632,0.28772613406181335,0.3552052080631256,0.19795824587345123,0.19348612427711487,0.21076419949531555
most,0.3219912350177765,0.41165053844451904,0.35692110657691956,0.2816680371761322,0.16440987586975098,0.24987567961215973,0.2107497900724411
chloroplasts,0.2524593770503998,0.22550933063030243,0.2949340045452118,0.15753485262393951,0.32013580203056335,0.705376148223877,0.13049766421318054
originate,0.28270140290260315,0.2687171399593353,0.3445199131965637,0.23425084352493286,0.13096114993095398,0.2741113603115082,0.15656998753547668
from,0.2737620174884796,0.27355384826660156,0.29131123423576355,0.3421173691749573,0.22193610668182373,0.14738306403160095,0.19969791173934937
that,0.6297725439071655,0.3995479643344879,0.4608689844608307,0.4500710964202881,0.2152087390422821,0.29383280873298645,0.32716336846351624
first,0.28086137771606445,0.30889374017715454,0.3025437593460083,0.23546195030212402,0.22101908922195435,0.18776190280914307,0.18701928853988647
set,0.28954121470451355,0.21148966252803802,0.22290955483913422,0.2134382575750351,0.13656039535999298,0.18081919848918915,0.1698019951581955
of,0.33290785551071167,0.4854315221309662,0.3747533857822418,0.40939709544181824,0.2552582919597626,0.24113845825195312,0.1826142966747284
endosymbiotic,0.23980018496513367,0.26133403182029724,0.305907279253006,0.22710569202899933,0.324512243270874,0.6181575655937195,0.1917099803686142
events,0.269866019487381,0.17093729972839355,0.212556391954422,0.29244109988212585,0.1465774029493332,0.18358449637889862,0.09835197776556015
",",0.3087472915649414,0.4691906273365021,0.32220861315727234,0.3877100944519043,0.3786371648311615,0.2200116068124771,0.31091248989105225
paulinella,0.14353863894939423,0.20880542695522308,0.14723238348960876,0.20641189813613892,1.0000001192092896,0.3496733605861664,0.1904411017894745
chromatophora,0.24752484261989594,0.26472434401512146,0.33091071248054504,0.20774124562740326,0.3496733605861664,1.0,0.200218066573143
is,0.28837618231773376,1.0,0.24624870717525482,0.3532065451145172,0.20880542695522308,0.26472434401512146,0.22961433231830597
an,0.2821882665157318,0.4654068350791931,0.20424599945545197,0.2700941264629364,0.21773214638233185,0.196474090218544,0.19793890416622162
exception,0.2586587369441986,0.3308527171611786,0.27434849739074707,0.24117127060890198,0.1431923806667328,0.2549554705619812,0.2036404013633728
that,0.6297725439071655,0.3995479643344879,0.4608689844608307,0.4500710964202881,0.2152087390422821,0.29383280873298645,0.32716336846351624
acquired,0.15010768175125122,0.10823270678520203,0.17262330651283264,0.07650098204612732,0.19240280985832214,0.09156157076358795,0.09366346150636673
a,0.3320399522781372,0.658733606338501,0.29175353050231934,0.34171196818351746,0.2396109700202942,0.26945236325263977,0.23916715383529663
photosynthetic,0.20943596959114075,0.2358730435371399,0.33065855503082275,0.18493735790252686,0.26039475202560425,0.5851699709892273,0.15254013240337372
cyanobacterial,0.2474752515554428,0.21326372027397156,0.3091646730899811,0.23190145194530487,0.33324000239372253,0.6171882152557373,0.19054965674877167
endosymbiont,0.25026771426200867,0.27044546604156494,0.314630389213562,0.20338378846645355,0.37296855449676514,0.6518173813819885,0.2268921285867691
more,0.3484537899494171,0.2946030795574188,0.36376041173934937,0.4194578528404236,0.1759764850139618,0.2635326683521271,0.27894994616508484
recently,0.2653191089630127,0.3312858045101166,0.24464264512062073,0.24655689299106598,0.23134054243564606,0.2000253051519394,0.18352322280406952
.,0.3567904531955719,0.4569662809371948,0.31511759757995605,0.42038556933403015,0.32661357522010803,0.2732492685317993,0.4130953550338745
