,has,there,ever,been,anyone,charged,with,importing,drugs,from,canada,for,personal,medicinal,use,?
while,0.2546449601650238,0.33146223425865173,0.28788578510284424,0.3626260757446289,0.3220513164997101,0.3045411705970764,0.4426766335964203,0.297291100025177,0.20180495083332062,0.35008183121681213,0.16743126511573792,0.4232339859008789,0.24254433810710907,0.15757569670677185,0.26056811213493347,0.21076419949531555
in,0.4173259735107422,0.5361666083335876,0.31014615297317505,0.3515113592147827,0.2515868544578552,0.20106644928455353,0.4080928862094879,0.2097962200641632,0.18405058979988098,0.4274188280105591,0.3175714612007141,0.4322226941585541,0.17110532522201538,0.2592170536518097,0.2715643048286438,0.20430970191955566
most,0.3426419198513031,0.34392625093460083,0.39527660608291626,0.33751797676086426,0.2454231232404709,0.13722655177116394,0.336320698261261,0.2754654884338379,0.18508397042751312,0.28580769896507263,0.24172209203243256,0.3906237483024597,0.18819396197795868,0.25450795888900757,0.3331718146800995,0.2107497900724411
cases,0.29818248748779297,0.3664475679397583,0.224295511841774,0.3144885301589966,0.31372836232185364,0.23513075709342957,0.29711535573005676,0.25287333130836487,0.3118477761745453,0.2106320559978485,0.2151051163673401,0.3302192687988281,0.18503881990909576,0.2505749464035034,0.3800136148929596,0.25599566102027893
importation,0.21978721022605896,0.2858595848083496,0.19873157143592834,0.24488213658332825,0.3055857717990875,0.17022272944450378,0.19319088757038116,0.5944749712944031,0.29676541686058044,0.2461097091436386,0.25766637921333313,0.3682173788547516,0.2584858238697052,0.29753735661506653,0.40392759442329407,0.2755364775657654
of,0.3909035325050354,0.44397735595703125,0.22901833057403564,0.31685134768486023,0.1889777034521103,0.21960902214050293,0.41827285289764404,0.22929947078227997,0.21399663388729095,0.4249346852302551,0.24765145778656006,0.4185989499092102,0.26268208026885986,0.2978720963001251,0.2750902473926544,0.1826142966747284
prescription,0.10278894007205963,0.18886786699295044,0.07946759462356567,0.19404134154319763,0.3681122958660126,0.2927991449832916,0.20926649868488312,0.3055973947048187,0.5812135934829712,0.17107391357421875,0.14943329989910126,0.23479855060577393,0.23326481878757477,0.5539065599441528,0.3954066038131714,0.1977909505367279
medications,0.22642244398593903,0.28924065828323364,0.1172860786318779,0.2920759618282318,0.31977513432502747,0.24076224863529205,0.2625941336154938,0.25131750106811523,0.6611061096191406,0.18089927732944489,0.15695546567440033,0.300686776638031,0.239027738571167,0.6186029314994812,0.3699134588241577,0.22114922106266022
violates,0.22011764347553253,0.27024149894714355,0.22941862046718597,0.2634437382221222,0.3880465030670166,0.31122052669525146,0.16814079880714417,0.343987375497818,0.23763065040111542,0.16584014892578125,0.1415083110332489,0.23636062443256378,0.2611049711704254,0.10822824388742447,0.26732465624809265,0.3474772870540619
food,0.16468752920627594,0.22105255722999573,0.13216646015644073,0.21306709945201874,0.1791396290063858,0.16154097020626068,0.1450924277305603,0.2334456741809845,0.31993842124938965,0.17272236943244934,0.18799465894699097,0.3431052565574646,0.11996502429246902,0.37452468276023865,0.2749283015727997,0.15376032888889313
and,0.43716782331466675,0.4242868423461914,0.22324110567569733,0.3424558639526367,0.23263202607631683,0.21699707210063934,0.5477725267410278,0.3129800260066986,0.26581162214279175,0.3601827025413513,0.24275894463062286,0.5064792633056641,0.26224902272224426,0.23884797096252441,0.34145063161849976,0.20544172823429108
drug,0.17701223492622375,0.14277736842632294,0.08450453728437424,0.18983027338981628,0.24003414809703827,0.31047895550727844,0.2106175720691681,0.23159947991371155,0.7770177721977234,0.1710507869720459,0.16843032836914062,0.24407340586185455,0.23640458285808563,0.42723649740219116,0.23244695365428925,0.12584024667739868
administration,0.24314889311790466,0.20636224746704102,0.06328070908784866,0.22677721083164215,0.16981646418571472,0.1373322606086731,0.19140571355819702,0.22866222262382507,0.23750615119934082,0.20467402040958405,0.17649565637111664,0.29314732551574707,0.2709881067276001,0.2302291840314865,0.1669601947069168,0.14283715188503265
(,0.2498389035463333,0.22351126372814178,0.2017628252506256,0.1755061000585556,0.21364594995975494,0.1614517867565155,0.29503780603408813,0.2447877675294876,0.09748654067516327,0.25806233286857605,0.1885313093662262,0.3357032239437103,0.1802005022764206,0.2162024825811386,0.2174896001815796,0.40561532974243164
fda,0.14701540768146515,0.15272389352321625,0.06282922625541687,0.16859957575798035,0.28626859188079834,0.1884205937385559,0.10919072479009628,0.2718229591846466,0.4770362973213196,0.1411004215478897,0.23287710547447205,0.25019171833992004,0.23975156247615814,0.35961538553237915,0.3075089454650879,0.24756141006946564
),0.26944878697395325,0.24042794108390808,0.23466764390468597,0.1854540854692459,0.23851630091667175,0.16916689276695251,0.3069596290588379,0.24311670660972595,0.11431212723255157,0.2672361731529236,0.20059916377067566,0.3639558255672455,0.19470667839050293,0.20799270272254944,0.23662498593330383,0.42300865054130554
regulations,0.2203589826822281,0.251286119222641,0.2154177576303482,0.3097393214702606,0.24378985166549683,0.22282393276691437,0.24787288904190063,0.3843744099140167,0.3588494658470154,0.17854002118110657,0.19123059511184692,0.29771095514297485,0.1940028816461563,0.28217822313308716,0.30821332335472107,0.17806588113307953
and,0.43716782331466675,0.4242868423461914,0.22324110567569733,0.3424558639526367,0.23263202607631683,0.21699707210063934,0.5477725267410278,0.3129800260066986,0.26581162214279175,0.3601827025413513,0.24275894463062286,0.5064792633056641,0.26224902272224426,0.23884797096252441,0.34145063161849976,0.20544172823429108
federal,0.09716200828552246,0.16046598553657532,0.14594918489456177,0.1306106150150299,0.2264106422662735,0.2607787847518921,0.12869931757450104,0.1739254593849182,0.2298738956451416,0.16624815762043,0.20828601717948914,0.2636280953884125,0.16374358534812927,0.14314520359039307,0.17451101541519165,0.1812247931957245
laws,0.13783618807792664,0.2051847130060196,0.19369737803936005,0.20841601490974426,0.31190037727355957,0.22879795730113983,0.1318022757768631,0.27216941118240356,0.2961094379425049,0.24255718290805817,0.1404895782470703,0.22385212779045105,0.1698584258556366,0.22066143155097961,0.28983455896377563,0.17911791801452637
",",0.3734780251979828,0.4587128460407257,0.2519058883190155,0.34873589873313904,0.2738763988018036,0.21726356446743011,0.4120737314224243,0.3167475759983063,0.1834760159254074,0.39760664105415344,0.2656905949115753,0.4464869201183319,0.23627051711082458,0.2807711958885193,0.3276674151420593,0.31091248989105225
enforcement,0.1462169885635376,0.19269652664661407,0.13802163302898407,0.21115045249462128,0.32226860523223877,0.27918773889541626,0.1878829151391983,0.34525638818740845,0.3538137674331665,0.15858381986618042,0.23415878415107727,0.29044753313064575,0.28631773591041565,0.1815142035484314,0.3052311837673187,0.1750432252883911
is,0.5668748617172241,0.3904260993003845,0.26543647050857544,0.39566612243652344,0.3013885021209717,0.13393916189670563,0.3250955045223236,0.20799052715301514,0.13498282432556152,0.27355384826660156,0.20416449010372162,0.43268078565597534,0.11115145683288574,0.1948036402463913,0.3357410430908203,0.22961433231830597
generally,0.33076077699661255,0.3194766342639923,0.2582467198371887,0.38285019993782043,0.3313464820384979,0.17769169807434082,0.33641812205314636,0.27750349044799805,0.2319338172674179,0.28208622336387634,0.20653779804706573,0.35338807106018066,0.25434717535972595,0.2747551202774048,0.45139849185943604,0.23411904275417328
targeted,0.19244790077209473,0.21527081727981567,0.13521769642829895,0.28064727783203125,0.23208370804786682,0.26381027698516846,0.19825118780136108,0.3100533187389374,0.24513588845729828,0.2008606642484665,0.1450796127319336,0.2856552302837372,0.18204089999198914,0.14978578686714172,0.25811025500297546,0.1849984973669052
at,0.2743658423423767,0.37649083137512207,0.25535112619400024,0.2504468560218811,0.20855183899402618,0.1432693898677826,0.29126521944999695,0.19588664174079895,0.19948692619800568,0.3447161316871643,0.23651543259620667,0.34237727522850037,0.16420221328735352,0.12306420505046844,0.22117964923381805,0.21978627145290375
international,0.21951796114444733,0.14748907089233398,0.1881421059370041,0.19562166929244995,0.11208698153495789,0.09537789225578308,0.22532625496387482,0.17094653844833374,0.16435077786445618,0.1384202241897583,0.24160736799240112,0.3073737323284149,0.16816894710063934,0.16952285170555115,0.24562819302082062,0.15335838496685028
drug,0.17701223492622375,0.14277736842632294,0.08450453728437424,0.18983027338981628,0.24003414809703827,0.31047895550727844,0.2106175720691681,0.23159947991371155,0.7770177721977234,0.1710507869720459,0.16843032836914062,0.24407340586185455,0.23640458285808563,0.42723649740219116,0.23244695365428925,0.12584024667739868
suppliers,0.15915939211845398,0.2482004463672638,0.13463637232780457,0.14150604605674744,0.17031078040599823,0.23144277930259705,0.25650689005851746,0.30952104926109314,0.2760973572731018,0.16480083763599396,0.19576478004455566,0.274308979511261,0.15611256659030914,0.25651973485946655,0.36187300086021423,0.06783156096935272
",",0.3734780251979828,0.4587128460407257,0.2519058883190155,0.34873589873313904,0.2738763988018036,0.21726356446743011,0.4120737314224243,0.3167475759983063,0.1834760159254074,0.39760664105415344,0.2656905949115753,0.4464869201183319,0.23627051711082458,0.2807711958885193,0.3276674151420593,0.31091248989105225
rather,0.2357914298772812,0.3029828369617462,0.2508377730846405,0.30268529057502747,0.42591264843940735,0.20259396731853485,0.30638226866722107,0.35913944244384766,0.20004868507385254,0.23058800399303436,0.1582808792591095,0.3629494905471802,0.31684476137161255,0.1912909299135208,0.3948015868663788,0.3053998053073883
than,0.32792407274246216,0.4433900713920593,0.3107531666755676,0.29363131523132324,0.33842554688453674,0.21229365468025208,0.3028803765773773,0.2795075476169586,0.19093148410320282,0.2633618414402008,0.20972171425819397,0.30793827772140503,0.20645226538181305,0.1600174605846405,0.34420761466026306,0.24917294085025787
consumers,0.17826083302497864,0.2401735782623291,0.1825329214334488,0.2330772578716278,0.29318907856941223,0.19680289924144745,0.22839190065860748,0.4167096018791199,0.3523086905479431,0.22898051142692566,0.23068174719810486,0.3159703016281128,0.3414912223815918,0.2695123553276062,0.407475084066391,0.23383185267448425
.,0.4105546176433563,0.43897318840026855,0.3149608373641968,0.33645182847976685,0.289960116147995,0.2187085747718811,0.4446153938770294,0.33485642075538635,0.23083394765853882,0.41536515951156616,0.2708069980144501,0.4726039469242096,0.2188207507133484,0.2708299458026886,0.3711656630039215,0.4130953550338745
,has,there,ever,been,anyone,charged,with,importing,drugs,from,canada,for,personal,medicinal,use,?
