,how,many,apollo,missions,were,manned,by,the,previous,mercury,and,gemini,veterans,?
the,0.33890387415885925,0.4335206151008606,0.2169172167778015,0.26288601756095886,0.3906462490558624,0.2392944097518921,0.4408751428127289,1.0,0.34706559777259827,0.2059478461742401,0.5171257257461548,0.24857638776302338,0.3290243446826935,0.22068053483963013
apollo,0.13699254393577576,0.13721908628940582,0.9999999403953552,0.3512161374092102,0.183358833193779,0.5195745825767517,0.1803566962480545,0.2169172167778015,0.14385348558425903,0.41751042008399963,0.15251155197620392,0.5220452547073364,0.13727416098117828,0.191528782248497
astronauts,0.18454807996749878,0.17227493226528168,0.5551470518112183,0.43658554553985596,0.2418980598449707,0.4751187860965729,0.191448375582695,0.197182759642601,0.08123607933521271,0.2987719476222992,0.20313000679016113,0.4803893566131592,0.2082212269306183,0.15138289332389832
were,0.2082374095916748,0.4804460406303406,0.183358833193779,0.30557745695114136,1.0000001192092896,0.2570171356201172,0.4406847059726715,0.3906462490558624,0.31398919224739075,0.12138005346059799,0.42175528407096863,0.12325634807348251,0.2785716950893402,0.17890112102031708
chosen,0.24156582355499268,0.22512753307819366,0.14230285584926605,0.19423611462116241,0.18266253173351288,0.276106595993042,0.24771901965141296,0.32853078842163086,0.1839245855808258,0.12453442811965942,0.1962766945362091,0.09325143694877625,0.15747451782226562,0.18667186796665192
from,0.22939439117908478,0.33099696040153503,0.14872027933597565,0.21033968031406403,0.29991888999938965,0.1953769475221634,0.3373257517814636,0.40150508284568787,0.22884297370910645,0.14818979799747467,0.3601827025413513,0.17135921120643616,0.20378831028938293,0.19969791173934937
the,0.33890387415885925,0.4335206151008606,0.2169172167778015,0.26288601756095886,0.3906462490558624,0.2392944097518921,0.4408751428127289,1.0,0.34706559777259827,0.2059478461742401,0.5171257257461548,0.24857638776302338,0.3290243446826935,0.22068053483963013
project,0.24153687059879303,0.19170600175857544,0.27027878165245056,0.3073377013206482,0.13263660669326782,0.23101463913917542,0.2110227346420288,0.2027820199728012,0.15004773437976837,0.25413432717323303,0.23249590396881104,0.33019912242889404,0.17571961879730225,0.30569031834602356
mercury,0.14906032383441925,0.1871928572654724,0.41751042008399963,0.2273194044828415,0.12138005346059799,0.26624757051467896,0.17105858027935028,0.2059478461742401,0.14518068730831146,1.0000001192092896,0.20320454239845276,0.3712843060493469,0.08700471371412277,0.10977116972208023
and,0.33647966384887695,0.5296266674995422,0.15251155197620392,0.2856438457965851,0.42175528407096863,0.21635916829109192,0.4289871156215668,0.5171257257461548,0.22210395336151123,0.20320454239845276,1.0,0.19188834726810455,0.1943126767873764,0.20544172823429108
gemini,0.11478795111179352,0.14664489030838013,0.5220452547073364,0.338177889585495,0.12325634807348251,0.41527754068374634,0.13699018955230713,0.24857638776302338,0.16185833513736725,0.3712843060493469,0.19188834726810455,1.0,0.09005225449800491,0.14296509325504303
veterans,0.15652725100517273,0.18674662709236145,0.13727416098117828,0.2478221207857132,0.2785716950893402,0.19270342588424683,0.18447957932949066,0.3290243446826935,0.20924915373325348,0.08700471371412277,0.1943126767873764,0.09005225449800491,1.0,0.17911319434642792
",",0.22659391164779663,0.40610817074775696,0.19808128476142883,0.2626538574695587,0.36755475401878357,0.1752677708864212,0.3680937886238098,0.4933079481124878,0.26843470335006714,0.24557945132255554,0.6633074283599854,0.20266446471214294,0.18481110036373138,0.31091248989105225
plus,0.12272078543901443,0.19409812986850739,0.1030578762292862,0.1503295749425888,0.16602718830108643,0.10449104011058807,0.11129125952720642,0.2724461257457733,0.16085022687911987,0.09598834812641144,0.2607387602329254,0.21771886944770813,0.16296988725662231,0.143734410405159
from,0.22939439117908478,0.33099696040153503,0.14872027933597565,0.21033968031406403,0.29991888999938965,0.1953769475221634,0.3373257517814636,0.40150508284568787,0.22884297370910645,0.14818979799747467,0.3601827025413513,0.17135921120643616,0.20378831028938293,0.19969791173934937
two,0.2499001920223236,0.5147606730461121,0.10775979608297348,0.22956597805023193,0.4493520259857178,0.20123925805091858,0.33852577209472656,0.43858039379119873,0.3168164789676666,0.12457811087369919,0.4671151638031006,0.2496640980243683,0.15621690452098846,0.19645625352859497
later,0.2534695267677307,0.3450429439544678,0.24869990348815918,0.19208846986293793,0.46195727586746216,0.19698466360569,0.3747883439064026,0.4060266613960266,0.3748364746570587,0.1683426797389984,0.4216292202472687,0.19415712356567383,0.195665642619133,0.1417175978422165
astronaut,0.1200546994805336,0.06991896778345108,0.5247572660446167,0.34473922848701477,0.15170077979564667,0.45060399174690247,0.1630382388830185,0.12738145887851715,0.03502028062939644,0.26706039905548096,0.15367281436920166,0.46195992827415466,0.1919776201248169,0.13949722051620483
groups,0.18221695721149445,0.3662751019001007,0.05522546172142029,0.25624707341194153,0.3214126229286194,0.13469931483268738,0.22748439013957977,0.27790749073028564,0.09765414893627167,0.1416589468717575,0.29783302545547485,0.1283779740333557,0.1452421247959137,0.14349548518657684
.,0.3287222981452942,0.3974229395389557,0.22384987771511078,0.2895781993865967,0.3378238379955292,0.2219262570142746,0.3936232924461365,0.5934505462646484,0.24575935304164886,0.22198538482189178,0.588965117931366,0.19767239689826965,0.2437395304441452,0.4130953550338745
,how,many,apollo,missions,were,manned,by,the,previous,mercury,and,gemini,veterans,?
dr.,0.21794986724853516,0.17811080813407898,0.09672035276889801,0.09107310324907303,0.13637317717075348,0.11874619871377945,0.22985559701919556,0.22598165273666382,0.1282433271408081,0.04971928149461746,0.22254790365695953,0.09178794920444489,0.0675792396068573,0.14418397843837738
harrison,0.18259678781032562,0.1674598753452301,0.238279327750206,0.159586101770401,0.224818155169487,0.11984986066818237,0.2002636045217514,0.25918662548065186,0.151447132229805,0.1430646926164627,0.2704896330833435,0.17330119013786316,0.23305584490299225,0.2015143781900406
schmitt,0.1873583048582077,0.19446071982383728,0.2978329360485077,0.22993221879005432,0.2476784884929657,0.2977449595928192,0.29906365275382996,0.21766848862171173,0.10985002666711807,0.1925150752067566,0.28049904108047485,0.2242899239063263,0.1850571632385254,0.14845654368400574
",",0.22659391164779663,0.40610817074775696,0.19808128476142883,0.2626538574695587,0.36755475401878357,0.1752677708864212,0.3680937886238098,0.4933079481124878,0.26843470335006714,0.24557945132255554,0.6633074283599854,0.20266446471214294,0.18481110036373138,0.31091248989105225
a,0.29312583804130554,0.2872205972671509,0.19996169209480286,0.2459585964679718,0.17203083634376526,0.1981727033853531,0.32094135880470276,0.5829201340675354,0.23051196336746216,0.25249192118644714,0.3739250600337982,0.22178326547145844,0.1942717581987381,0.23916715383529663
geologist,0.16573913395404816,0.12162429839372635,0.13811622560024261,0.15107648074626923,0.1577550321817398,0.17632435262203217,0.14753025770187378,0.19648471474647522,0.07384391874074936,0.07496313750743866,0.1504916101694107,0.1992720663547516,0.17998993396759033,0.16616028547286987
",",0.22659391164779663,0.40610817074775696,0.19808128476142883,0.2626538574695587,0.36755475401878357,0.1752677708864212,0.3680937886238098,0.4933079481124878,0.26843470335006714,0.24557945132255554,0.6633074283599854,0.20266446471214294,0.18481110036373138,0.31091248989105225
was,0.16678167879581451,0.260356068611145,0.2306441366672516,0.1960911750793457,0.590133786201477,0.24339483678340912,0.4752357602119446,0.48711544275283813,0.2747909128665924,0.2121867835521698,0.3740963041782379,0.17653077840805054,0.2442621886730194,0.18412111699581146
the,0.33890387415885925,0.4335206151008606,0.2169172167778015,0.26288601756095886,0.3906462490558624,0.2392944097518921,0.4408751428127289,1.0,0.34706559777259827,0.2059478461742401,0.5171257257461548,0.24857638776302338,0.3290243446826935,0.22068053483963013
first,0.27731001377105713,0.2931244373321533,0.21067003905773163,0.25483304262161255,0.3285558819770813,0.3325497806072235,0.3877052962779999,0.49448907375335693,0.36322978138923645,0.13525766134262085,0.3167642652988434,0.23570014536380768,0.1960645467042923,0.18701928853988647
nasa,0.20395343005657196,0.15574845671653748,0.4747956395149231,0.38373640179634094,0.13781481981277466,0.43264830112457275,0.19248856604099274,0.19786997139453888,0.09311602264642715,0.320125550031662,0.12810774147510529,0.4152974784374237,0.18004143238067627,0.1809994876384735
scientist,0.22615912556648254,0.20732663571834564,0.16877898573875427,0.2226611226797104,0.1229364275932312,0.20103299617767334,0.224509134888649,0.16244260966777802,0.07553330063819885,0.1612933725118637,0.21329741179943085,0.25218018889427185,0.08544985204935074,0.1278093308210373
astronaut,0.1200546994805336,0.06991896778345108,0.5247572660446167,0.34473922848701477,0.15170077979564667,0.45060399174690247,0.1630382388830185,0.12738145887851715,0.03502028062939644,0.26706039905548096,0.15367281436920166,0.46195992827415466,0.1919776201248169,0.13949722051620483
to,0.44169697165489197,0.40243685245513916,0.23190522193908691,0.29123765230178833,0.31913647055625916,0.21649380028247833,0.33534231781959534,0.535392165184021,0.26198142766952515,0.282574325799942,0.48971283435821533,0.17533832788467407,0.23743145167827606,0.29463258385658264
fly,0.21961075067520142,0.19290287792682648,0.27607646584510803,0.2801033854484558,0.14393925666809082,0.36588388681411743,0.14433634281158447,0.20774713158607483,0.08127182722091675,0.13002552092075348,0.1903967410326004,0.279289186000824,0.11716114729642868,0.14858663082122803
in,0.2601168751716614,0.41474202275276184,0.1461767554283142,0.2733149528503418,0.3815755248069763,0.1528020054101944,0.370934396982193,0.6662389636039734,0.2318485975265503,0.18165083229541779,0.4954058527946472,0.15508614480495453,0.22477714717388153,0.20430970191955566
space,0.1899009644985199,0.15485332906246185,0.3076713979244232,0.35818853974342346,0.15497688949108124,0.4009856879711151,0.16067887842655182,0.24495907127857208,0.20276322960853577,0.22671915590763092,0.22901733219623566,0.3817398250102997,0.03589731827378273,0.1885536164045334
",",0.22659391164779663,0.40610817074775696,0.19808128476142883,0.2626538574695587,0.36755475401878357,0.1752677708864212,0.3680937886238098,0.4933079481124878,0.26843470335006714,0.24557945132255554,0.6633074283599854,0.20266446471214294,0.18481110036373138,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.15251155197620392,0.2856438457965851,0.42175528407096863,0.21635916829109192,0.4289871156215668,0.5171257257461548,0.22210395336151123,0.20320454239845276,1.0,0.19188834726810455,0.1943126767873764,0.20544172823429108
landed,0.18699727952480316,0.19002068042755127,0.3568655550479889,0.3782293200492859,0.3130110204219818,0.47131526470184326,0.23073728382587433,0.2935211956501007,0.06149040535092354,0.20641440153121948,0.21959416568279266,0.3130723536014557,0.14596349000930786,0.1640893667936325
