,which,airport,is,home,to,the,busiest,single,runway,in,the,world,?
southern,0.2648681700229645,0.1950697898864746,0.2419366091489792,0.16775521636009216,0.18284058570861816,0.3282862603664398,0.28491127490997314,0.09955933690071106,0.175698921084404,0.3190481662750244,0.3282862603664398,0.1967684030532837,0.11225555837154388
california,0.17128102481365204,0.16243690252304077,0.20727038383483887,0.22102995216846466,0.20697450637817383,0.2750805914402008,0.20019985735416412,0.17511732876300812,0.1604907363653183,0.2772824168205261,0.2750805914402008,0.22895459830760956,0.1409905105829239
is,0.4457404911518097,0.22916455566883087,1.0,0.22316986322402954,0.42745086550712585,0.5823672413825989,0.2508534789085388,0.27151715755462646,0.16376128792762756,0.5394441485404968,0.5823672413825989,0.24458536505699158,0.22961433231830597
home,0.223346546292305,0.2079487293958664,0.22316986322402954,1.0,0.31056779623031616,0.28978195786476135,0.20688223838806152,0.13927645981311798,0.16060498356819153,0.30467477440834045,0.28978195786476135,0.18891756236553192,0.0757145956158638
to,0.5345056653022766,0.2481278032064438,0.42745086550712585,0.31056779623031616,1.0,0.535392165184021,0.19131967425346375,0.2593121826648712,0.197613924741745,0.45010748505592346,0.535392165184021,0.26213452219963074,0.29463258385658264
los,0.15805238485336304,0.24956868588924408,0.17008589208126068,0.18416017293930054,0.19904789328575134,0.2502395510673523,0.23854897916316986,0.16256026923656464,0.22079558670520782,0.2795681953430176,0.2502395510673523,0.20903149247169495,0.15495611727237701
angeles,0.15751682221889496,0.2300548404455185,0.1558004766702652,0.2074880450963974,0.20994949340820312,0.24588194489479065,0.24279502034187317,0.14379146695137024,0.20775839686393738,0.23927895724773407,0.24588194489479065,0.20479753613471985,0.16139166057109833
international,0.2492714822292328,0.5339593887329102,0.19279639422893524,0.1566273272037506,0.21173149347305298,0.23719607293605804,0.361261785030365,0.1723230481147766,0.35518166422843933,0.26377472281455994,0.23719607293605804,0.3401140570640564,0.15335838496685028
airport,0.15827246010303497,0.9999998807907104,0.22916455566883087,0.2079487293958664,0.2481278032064438,0.2293178290128708,0.5352697968482971,0.09284281730651855,0.6041969656944275,0.2244764268398285,0.2293178290128708,0.12566566467285156,0.13105051219463348
",",0.3658004403114319,0.2669869363307953,0.4691906273365021,0.2790627181529999,0.44245919585227966,0.4933079481124878,0.26035505533218384,0.21322597563266754,0.21834664046764374,0.5201468467712402,0.4933079481124878,0.26091980934143066,0.31091248989105225
the,0.6521818041801453,0.2293178290128708,0.5823672413825989,0.28978195786476135,0.535392165184021,1.0,0.30110985040664673,0.29338565468788147,0.20204009115695953,0.6662389636039734,1.0,0.33604270219802856,0.22068053483963013
second-busiest,0.3082689642906189,0.5036026239395142,0.3198900818824768,0.2306683510541916,0.3201402723789215,0.3870893716812134,0.8840478658676147,0.39419877529144287,0.4084891974925995,0.35564687848091125,0.3870893716812134,0.36748918890953064,0.27712950110435486
airport,0.15827246010303497,0.9999998807907104,0.22916455566883087,0.2079487293958664,0.2481278032064438,0.2293178290128708,0.5352697968482971,0.09284281730651855,0.6041969656944275,0.2244764268398285,0.2293178290128708,0.12566566467285156,0.13105051219463348
in,0.4840516746044159,0.2244764268398285,0.5394441485404968,0.30467477440834045,0.45010748505592346,0.6662389636039734,0.29075419902801514,0.23017926514148712,0.20606689155101776,1.0,0.6662389636039734,0.3038199245929718,0.20430970191955566
the,0.6521818041801453,0.2293178290128708,0.5823672413825989,0.28978195786476135,0.535392165184021,1.0,0.30110985040664673,0.29338565468788147,0.20204009115695953,0.6662389636039734,1.0,0.33604270219802856,0.22068053483963013
united,0.2821946144104004,0.25466209650039673,0.22408509254455566,0.3023967146873474,0.2715383470058441,0.34367692470550537,0.33785855770111084,0.17983153462409973,0.12442893534898758,0.3938477039337158,0.34367692470550537,0.3110230267047882,0.17266890406608582
states,0.27476921677589417,0.20607154071331024,0.21939043700695038,0.2323179841041565,0.2828785181045532,0.3463578522205353,0.2944924831390381,0.1445075273513794,0.13518376648426056,0.3977442979812622,0.3463578522205353,0.2862738072872162,0.16272737085819244
by,0.40543368458747864,0.1477898210287094,0.3899846076965332,0.16632650792598724,0.33534231781959534,0.4408751428127289,0.16051147878170013,0.2381400614976883,0.1308613121509552,0.370934396982193,0.4408751428127289,0.22306372225284576,0.17966607213020325
passenger,0.21829505264759064,0.49021145701408386,0.19047372043132782,0.1270584762096405,0.2609814405441284,0.22676396369934082,0.5038601160049438,0.21766036748886108,0.4571661651134491,0.22410228848457336,0.22676396369934082,0.1418527513742447,0.13056927919387817
volume,0.2559906244277954,0.06744072586297989,0.20146408677101135,0.11464212089776993,0.16561628878116608,0.2396446168422699,0.16659106314182281,0.11174917966127396,0.14396332204341888,0.19778774678707123,0.2396446168422699,0.15030896663665771,0.1651400327682495
(,0.2589828372001648,0.1530347615480423,0.35393038392066956,0.1432328224182129,0.30882009863853455,0.33289089798927307,0.16551408171653748,0.17650093138217926,0.07989044487476349,0.3087427020072937,0.33289089798927307,0.22099611163139343,0.40561532974243164
see,0.34714528918266296,0.16312170028686523,0.30759111046791077,0.19004705548286438,0.3792734146118164,0.3770301640033722,0.22207392752170563,0.21903394162654877,0.14495176076889038,0.2973747253417969,0.3770301640033722,0.15985669195652008,0.42005208134651184
world,0.29213306307792664,0.12566566467285156,0.24458536505699158,0.18891756236553192,0.26213452219963074,0.33604270219802856,0.3097776174545288,0.15475274622440338,0.15578758716583252,0.3038199245929718,0.33604270219802856,1.0000001192092896,0.17579582333564758
's,0.03856118768453598,-0.04957332834601402,0.02396530658006668,0.07170099765062332,0.03782717138528824,-0.01540423184633255,0.006174842361360788,0.02529025822877884,0.007952469401061535,-0.037580832839012146,-0.01540423184633255,0.11877062171697617,-0.023395681753754616
busiest,0.2241467535495758,0.5352697968482971,0.2508534789085388,0.20688223838806152,0.19131967425346375,0.30110985040664673,1.0000001192092896,0.3078021705150604,0.3921981155872345,0.29075419902801514,0.30110985040664673,0.3097776174545288,0.15537287294864655
airports,0.24161900579929352,0.8551590442657471,0.24539045989513397,0.2237408608198166,0.2841598093509674,0.297902911901474,0.5866501927375793,0.13402408361434937,0.5053470134735107,0.28724297881126404,0.297902911901474,0.20704953372478485,0.14285726845264435
by,0.40543368458747864,0.1477898210287094,0.3899846076965332,0.16632650792598724,0.33534231781959534,0.4408751428127289,0.16051147878170013,0.2381400614976883,0.1308613121509552,0.370934396982193,0.4408751428127289,0.22306372225284576,0.17966607213020325
passenger,0.21829505264759064,0.49021145701408386,0.19047372043132782,0.1270584762096405,0.2609814405441284,0.22676396369934082,0.5038601160049438,0.21766036748886108,0.4571661651134491,0.22410228848457336,0.22676396369934082,0.1418527513742447,0.13056927919387817
traffic,0.23032204806804657,0.4167071282863617,0.23107631504535675,0.14437562227249146,0.2721680998802185,0.2208961844444275,0.43630659580230713,0.1752958744764328,0.3373769521713257,0.16985389590263367,0.2208961844444275,0.14892107248306274,0.19721992313861847
),0.2758678197860718,0.1706002801656723,0.37732169032096863,0.14981858432292938,0.31236231327056885,0.3456730246543884,0.17511434853076935,0.19753961265087128,0.08060828596353531,0.3326910734176636,0.3456730246543884,0.22386978566646576,0.42300865054130554
and,0.506277859210968,0.1870041936635971,0.3859752118587494,0.24667192995548248,0.48971283435821533,0.5171257257461548,0.21225601434707642,0.21896247565746307,0.18058571219444275,0.4954058527946472,0.5171257257461548,0.3246132433414459,0.20544172823429108
the,0.6521818041801453,0.2293178290128708,0.5823672413825989,0.28978195786476135,0.535392165184021,1.0,0.30110985040664673,0.29338565468788147,0.20204009115695953,0.6662389636039734,1.0,0.33604270219802856,0.22068053483963013
third,0.29048746824264526,0.1335296779870987,0.31551501154899597,0.22925925254821777,0.2795414924621582,0.4229298532009125,0.3105515241622925,0.25557559728622437,0.147802472114563,0.3309578001499176,0.4229298532009125,0.2525123655796051,0.15394791960716248
by,0.40543368458747864,0.1477898210287094,0.3899846076965332,0.16632650792598724,0.33534231781959534,0.4408751428127289,0.16051147878170013,0.2381400614976883,0.1308613121509552,0.370934396982193,0.4408751428127289,0.22306372225284576,0.17966607213020325
international,0.2492714822292328,0.5339593887329102,0.19279639422893524,0.1566273272037506,0.21173149347305298,0.23719607293605804,0.361261785030365,0.1723230481147766,0.35518166422843933,0.26377472281455994,0.23719607293605804,0.3401140570640564,0.15335838496685028
passenger,0.21829505264759064,0.49021145701408386,0.19047372043132782,0.1270584762096405,0.2609814405441284,0.22676396369934082,0.5038601160049438,0.21766036748886108,0.4571661651134491,0.22410228848457336,0.22676396369934082,0.1418527513742447,0.13056927919387817
volume,0.2559906244277954,0.06744072586297989,0.20146408677101135,0.11464212089776993,0.16561628878116608,0.2396446168422699,0.16659106314182281,0.11174917966127396,0.14396332204341888,0.19778774678707123,0.2396446168422699,0.15030896663665771,0.1651400327682495
(,0.2589828372001648,0.1530347615480423,0.35393038392066956,0.1432328224182129,0.30882009863853455,0.33289089798927307,0.16551408171653748,0.17650093138217926,0.07989044487476349,0.3087427020072937,0.33289089798927307,0.22099611163139343,0.40561532974243164
see,0.34714528918266296,0.16312170028686523,0.30759111046791077,0.19004705548286438,0.3792734146118164,0.3770301640033722,0.22207392752170563,0.21903394162654877,0.14495176076889038,0.2973747253417969,0.3770301640033722,0.15985669195652008,0.42005208134651184
busiest,0.2241467535495758,0.5352697968482971,0.2508534789085388,0.20688223838806152,0.19131967425346375,0.30110985040664673,1.0000001192092896,0.3078021705150604,0.3921981155872345,0.29075419902801514,0.30110985040664673,0.3097776174545288,0.15537287294864655
airports,0.24161900579929352,0.8551590442657471,0.24539045989513397,0.2237408608198166,0.2841598093509674,0.297902911901474,0.5866501927375793,0.13402408361434937,0.5053470134735107,0.28724297881126404,0.297902911901474,0.20704953372478485,0.14285726845264435
in,0.4840516746044159,0.2244764268398285,0.5394441485404968,0.30467477440834045,0.45010748505592346,0.6662389636039734,0.29075419902801514,0.23017926514148712,0.20606689155101776,1.0,0.6662389636039734,0.3038199245929718,0.20430970191955566
the,0.6521818041801453,0.2293178290128708,0.5823672413825989,0.28978195786476135,0.535392165184021,1.0,0.30110985040664673,0.29338565468788147,0.20204009115695953,0.6662389636039734,1.0,0.33604270219802856,0.22068053483963013
united,0.2821946144104004,0.25466209650039673,0.22408509254455566,0.3023967146873474,0.2715383470058441,0.34367692470550537,0.33785855770111084,0.17983153462409973,0.12442893534898758,0.3938477039337158,0.34367692470550537,0.3110230267047882,0.17266890406608582
states,0.27476921677589417,0.20607154071331024,0.21939043700695038,0.2323179841041565,0.2828785181045532,0.3463578522205353,0.2944924831390381,0.1445075273513794,0.13518376648426056,0.3977442979812622,0.3463578522205353,0.2862738072872162,0.16272737085819244
by,0.40543368458747864,0.1477898210287094,0.3899846076965332,0.16632650792598724,0.33534231781959534,0.4408751428127289,0.16051147878170013,0.2381400614976883,0.1308613121509552,0.370934396982193,0.4408751428127289,0.22306372225284576,0.17966607213020325
international,0.2492714822292328,0.5339593887329102,0.19279639422893524,0.1566273272037506,0.21173149347305298,0.23719607293605804,0.361261785030365,0.1723230481147766,0.35518166422843933,0.26377472281455994,0.23719607293605804,0.3401140570640564,0.15335838496685028
