,what,country,currently,has,a,group,who,call,themselves,huguenots,?
long,0.28276848793029785,0.13748116791248322,0.14953012764453888,0.2952231168746948,0.3795371353626251,0.08668247610330582,0.18512077629566193,0.16873031854629517,0.1992938071489334,0.1594732701778412,0.19699987769126892
integrated,0.16303282976150513,0.15278677642345428,0.1660555899143219,0.21276460587978363,0.24647212028503418,0.17273858189582825,0.12410079687833786,0.16756366193294525,0.16972720623016357,0.0929090678691864,0.13383129239082336
into,0.2180619090795517,0.17958055436611176,0.11240970343351364,0.29681676626205444,0.3461161255836487,0.1627434939146042,0.16956904530525208,0.15968967974185944,0.24250666797161102,0.2140740305185318,0.15662476420402527
australian,0.13873113691806793,0.25855329632759094,0.1598939746618271,0.15521201491355896,0.1949160397052765,0.17063309252262115,0.2542726695537567,0.11719709634780884,0.10544382035732269,0.14318504929542542,0.10848008096218109
society,0.23231269419193268,0.22110380232334137,0.0758553221821785,0.11762072145938873,0.22652459144592285,0.2653784453868866,0.2507454752922058,0.20215368270874023,0.2815976142883301,0.19993522763252258,0.1373005360364914
",",0.3087472915649414,0.27878350019454956,0.33041635155677795,0.3734780251979828,0.427140474319458,0.2809832692146301,0.3365725874900818,0.2670435905456543,0.19974499940872192,0.23394492268562317,0.31091248989105225
it,0.45803478360176086,0.2677888870239258,0.2645350694656372,0.41962623596191406,0.5452592968940735,0.2364906221628189,0.2868398427963257,0.21226534247398376,0.28135186433792114,0.18171469867229462,0.25732165575027466
is,0.28837618231773376,0.24409033358097076,0.4011616110801697,0.5668748617172241,0.658733606338501,0.22153858840465546,0.24293622374534607,0.2742006778717041,0.16502061486244202,0.09711743891239166,0.22961433231830597
encouraged,0.23193751275539398,0.1684410572052002,0.14638355374336243,0.11560462415218353,0.1961051970720291,0.18749269843101501,0.36645829677581787,0.18034371733665466,0.35759732127189636,0.3488418757915497,0.2192683219909668
by,0.2455483376979828,0.24224938452243805,0.25048381090164185,0.3254803419113159,0.32094135880470276,0.2915726900100708,0.39727845788002014,0.1639126092195511,0.30082204937934875,0.16713643074035645,0.17966607213020325
the,0.42745697498321533,0.30432501435279846,0.2945235073566437,0.4177538752555847,0.5829201340675354,0.30795547366142273,0.3733934462070465,0.26640447974205017,0.3444426357746124,0.30745792388916016,0.22068053483963013
huguenot,0.1912020891904831,0.20042119920253754,0.09620358794927597,0.11063792556524277,0.22502337396144867,0.1790638267993927,0.32233482599258423,0.11666110903024673,0.21112482249736786,0.9459913372993469,0.1359742432832718
society,0.23231269419193268,0.22110380232334137,0.0758553221821785,0.11762072145938873,0.22652459144592285,0.2653784453868866,0.2507454752922058,0.20215368270874023,0.2815976142883301,0.19993522763252258,0.1373005360364914
of,0.33290785551071167,0.28866857290267944,0.2655649185180664,0.3909035325050354,0.5052502155303955,0.25542253255844116,0.2827862501144409,0.2378445267677307,0.2638634443283081,0.27577435970306396,0.1826142966747284
australia,0.1913539320230484,0.33911964297294617,0.1844417154788971,0.1780160367488861,0.17524918913841248,0.19151073694229126,0.21276454627513885,0.16234824061393738,0.13128362596035004,0.18164557218551636,0.15702682733535767
to,0.455847829580307,0.31281599402427673,0.2719990611076355,0.3619994819164276,0.45503583550453186,0.2672896385192871,0.42656609416007996,0.27641981840133667,0.37259936332702637,0.2685132324695587,0.29463258385658264
embrace,0.2659447491168976,0.18168824911117554,0.020283877849578857,0.10570409893989563,0.13294482231140137,0.15794184803962708,0.2081117182970047,0.21156075596809387,0.29152798652648926,0.2679990231990814,0.19829204678535461
and,0.31309178471565247,0.30884742736816406,0.2922934591770172,0.43716782331466675,0.3739250600337982,0.3510662019252777,0.41279885172843933,0.237839937210083,0.3146885335445404,0.28783127665519714,0.20544172823429108
conserve,0.18892166018486023,0.14800092577934265,0.22614410519599915,0.20121152698993683,0.1781611293554306,0.1328941434621811,0.14216399192810059,0.1216457411646843,0.19905194640159607,0.18720319867134094,0.1449015736579895
its,0.30393704771995544,0.25601598620414734,0.19933556020259857,0.4627293348312378,0.4424409866333008,0.2008703351020813,0.1326070874929428,0.1505369395017624,0.2271154671907425,0.22170418500900269,0.15103481709957123
cultural,0.18198847770690918,0.27725160121917725,0.12548470497131348,0.1662701815366745,0.21751533448696136,0.15608035027980804,0.14877724647521973,0.12314993888139725,0.16195252537727356,0.2486826330423355,0.09798457473516464
heritage,0.1899084597826004,0.2164171189069748,0.17443422973155975,0.2105434387922287,0.24219360947608948,0.16651780903339386,0.17604900896549225,0.16086505353450775,0.12390700727701187,0.17850662767887115,0.17516329884529114
",",0.3087472915649414,0.27878350019454956,0.33041635155677795,0.3734780251979828,0.427140474319458,0.2809832692146301,0.3365725874900818,0.2670435905456543,0.19974499940872192,0.23394492268562317,0.31091248989105225
aided,0.11643363535404205,0.047551143914461136,0.08986907452344894,0.14464789628982544,0.2323249876499176,0.08185289055109024,0.25650522112846375,0.09216876327991486,0.19960372149944305,0.16758397221565247,0.0017562833381816745
by,0.2455483376979828,0.24224938452243805,0.25048381090164185,0.3254803419113159,0.32094135880470276,0.2915726900100708,0.39727845788002014,0.1639126092195511,0.30082204937934875,0.16713643074035645,0.17966607213020325
