,what,was,fort,caroline,renamed,to,after,the,spanish,attack,?
the,0.42745697498321533,0.48711544275283813,0.2420126497745514,0.2156924456357956,0.2855224609375,0.535392165184021,0.4565047025680542,1.0,0.23213517665863037,0.2508925497531891,0.22068053483963013
spanish,0.13950122892856598,0.2310291975736618,0.2077569216489792,0.10230895131826401,0.08776888251304626,0.18265971541404724,0.1704370677471161,0.23213517665863037,1.0000001192092896,0.12774045765399933,0.14750491082668304
renamed,0.16309694945812225,0.36580079793930054,0.2271907776594162,0.12889963388442993,1.0000001192092896,0.20950868725776672,0.38053110241889954,0.2855224609375,0.08776888251304626,0.10543389618396759,0.13648955523967743
the,0.42745697498321533,0.48711544275283813,0.2420126497745514,0.2156924456357956,0.2855224609375,0.535392165184021,0.4565047025680542,1.0,0.23213517665863037,0.2508925497531891,0.22068053483963013
fort,0.19451747834682465,0.30989983677864075,0.9999999403953552,0.1937018185853958,0.2271907776594162,0.16577591001987457,0.2198205292224884,0.2420126497745514,0.2077569216489792,0.22204704582691193,0.15686731040477753
san,0.19375550746917725,0.2675222158432007,0.23885388672351837,0.13499097526073456,0.11451417952775955,0.21651452779769897,0.17549152672290802,0.2858080565929413,0.3016076982021332,0.07206329703330994,0.10952327400445938
mateo,0.14965905249118805,0.2311946302652359,0.2332209050655365,0.1277133822441101,0.1603274792432785,0.2019651234149933,0.1689852923154831,0.21534943580627441,0.4196242392063141,0.09641597419977188,0.14355015754699707
",",0.3087472915649414,0.45456063747406006,0.2651418149471283,0.23928247392177582,0.2471216917037964,0.44245919585227966,0.38860568404197693,0.4933079481124878,0.2153884321451187,0.29392024874687195,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.2106139063835144,0.2013983428478241,0.17359377443790436,0.48971283435821533,0.3765919506549835,0.5171257257461548,0.27494850754737854,0.24922382831573486,0.20544172823429108
following,0.2506418824195862,0.16493390500545502,0.13023202121257782,0.09959223866462708,0.11279962211847305,0.31711265444755554,0.39623188972473145,0.39779382944107056,0.1166769340634346,0.21466277539730072,0.1555173695087433
the,0.42745697498321533,0.48711544275283813,0.2420126497745514,0.2156924456357956,0.2855224609375,0.535392165184021,0.4565047025680542,1.0,0.23213517665863037,0.2508925497531891,0.22068053483963013
ejection,0.2014187127351761,0.14595624804496765,0.1595194786787033,0.14578568935394287,-0.005853959359228611,0.18547187745571136,0.16150127351284027,0.20223312079906464,0.10278967022895813,0.20587089657783508,0.2658310532569885
of,0.33290785551071167,0.4069072902202606,0.18979716300964355,0.2054101526737213,0.1758238822221756,0.41548454761505127,0.3867455720901489,0.733189046382904,0.1623179167509079,0.20644454658031464,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,0.2420126497745514,0.2156924456357956,0.2855224609375,0.535392165184021,0.4565047025680542,1.0,0.23213517665863037,0.2508925497531891,0.22068053483963013
french,0.17393042147159576,0.2523815333843231,0.27450791001319885,0.1764221489429474,0.17126737534999847,0.1713797152042389,0.18600507080554962,0.2555147111415863,0.48782065510749817,0.17181217670440674,0.1386883556842804
",",0.3087472915649414,0.45456063747406006,0.2651418149471283,0.23928247392177582,0.2471216917037964,0.44245919585227966,0.38860568404197693,0.4933079481124878,0.2153884321451187,0.29392024874687195,0.31091248989105225
st.,0.10219959169626236,0.17142929136753082,0.13745248317718506,0.1980929672718048,0.050369929522275925,0.20982599258422852,0.12132462114095688,0.18141359090805054,0.04666322097182274,0.1544261872768402,0.13592876493930817
augustine,0.24251607060432434,0.25881102681159973,0.3042517900466919,0.28708869218826294,0.11680688709020615,0.154807448387146,0.18180960416793823,0.23652029037475586,0.24357996881008148,0.13838918507099152,0.21213193237781525
's,0.02692362666130066,0.008974763564765453,-0.0009166967938654125,0.04490118473768234,-0.008603058755397797,0.03782717138528824,-0.055672239512205124,-0.01540423184633255,0.03341219201683998,-0.03803832456469536,-0.023395681753754616
position,0.22031237185001373,0.23203803598880768,0.1631300449371338,0.08004224300384521,0.10654554516077042,0.2374807894229889,0.19508057832717896,0.3183514177799225,0.16564808785915375,0.2138027846813202,0.15529610216617584
as,0.31749409437179565,0.3677520453929901,0.21955958008766174,0.21023468673229218,0.2141297161579132,0.42092081904411316,0.3014480769634247,0.48381632566452026,0.17232739925384521,0.18667443096637726,0.27043893933296204
the,0.42745697498321533,0.48711544275283813,0.2420126497745514,0.2156924456357956,0.2855224609375,0.535392165184021,0.4565047025680542,1.0,0.23213517665863037,0.2508925497531891,0.22068053483963013
most,0.3219912350177765,0.29933857917785645,0.11077944189310074,0.1305689662694931,0.077130526304245,0.321603000164032,0.22962093353271484,0.47635307908058167,0.22224818170070648,0.18442098796367645,0.2107497900724411
important,0.31164905428886414,0.24924467504024506,0.10411229729652405,0.13517318665981293,0.12187040597200394,0.30913278460502625,0.1976628452539444,0.39348116517066956,0.19480682909488678,0.1512717455625534,0.17812499403953552
settlement,0.2558431327342987,0.2632548213005066,0.3170347809791565,0.12262280285358429,0.18773050606250763,0.2762512266635895,0.22212712466716766,0.2599570155143738,0.21733145415782928,0.19220256805419922,0.12535437941551208
in,0.30808621644973755,0.45514053106307983,0.24152536690235138,0.22602996230125427,0.22127023339271545,0.45010748505592346,0.44050168991088867,0.6662389636039734,0.15696977078914642,0.1944931447505951,0.20430970191955566
florida,0.14450381696224213,0.23693005740642548,0.32555681467056274,0.23288722336292267,0.15662048757076263,0.20760414004325867,0.22783660888671875,0.24091358482837677,0.20658454298973083,0.17023718357086182,0.13469882309436798
was,0.22111038863658905,1.0000001192092896,0.30989983677864075,0.29276764392852783,0.36580079793930054,0.3636345863342285,0.49306565523147583,0.48711544275283813,0.2310291975736618,0.22693441808223724,0.18412111699581146
solidified,0.20035092532634735,0.19678902626037598,0.11980694532394409,0.12849265336990356,0.13212211430072784,0.2576778829097748,0.2531687319278717,0.3160375952720642,0.12677693367004395,0.19247715175151825,0.19708387553691864
.,0.3567904531955719,0.40146201848983765,0.2578873038291931,0.2515961229801178,0.18444307148456573,0.4645031690597534,0.35870397090911865,0.5934505462646484,0.18907511234283447,0.3003302216529846,0.4130953550338745
