,what,words,are,inscribed,on,the,mace,of,parliament,?
in,0.30808621644973755,0.20740897953510284,0.3841303884983063,0.21636895835399628,0.46853652596473694,0.6662389636039734,0.13083815574645996,0.5696388483047485,0.2323146015405655,0.20430970191955566
front,0.19401875138282776,0.17062804102897644,0.1851472109556198,0.21545660495758057,0.29847025871276855,0.3733479380607605,0.16698189079761505,0.2804802656173706,0.21923641860485077,0.16351862251758575
of,0.33290785551071167,0.26259833574295044,0.39081433415412903,0.29527798295021057,0.3966929316520691,0.733189046382904,0.17358121275901794,1.0,0.2885259687900543,0.1826142966747284
the,0.42745697498321533,0.29205581545829773,0.40399202704429626,0.2901443839073181,0.5107308030128479,1.0,0.18704354763031006,0.733189046382904,0.26521381735801697,0.22068053483963013
presiding,0.21225658059120178,0.1437513828277588,0.11356163769960403,0.215290829539299,0.17006568610668182,0.3267684876918793,0.09487076103687286,0.3004159927368164,0.3959604501724243,0.177648663520813
officers,0.20936226844787598,0.22190150618553162,0.22431616485118866,0.15166336297988892,0.20821189880371094,0.2831277847290039,0.2173415571451187,0.24383078515529633,0.27630850672721863,0.14072641730308533
',0.3245812654495239,0.2396973818540573,0.24618251621723175,0.12232089042663574,0.30823177099227905,0.474788099527359,0.17710840702056885,0.39136970043182373,0.1350385993719101,0.330942302942276
desk,0.2312716841697693,0.23858048021793365,0.19333869218826294,0.1935032606124878,0.2475428283214569,0.2488364726305008,0.17881397902965546,0.16877113282680511,0.1725335270166397,0.19536134600639343
is,0.28837618231773376,0.2681862413883209,0.5330929756164551,0.19934935867786407,0.3635730445384979,0.5823672413825989,0.18705031275749207,0.4854315221309662,0.19676777720451355,0.22961433231830597
the,0.42745697498321533,0.29205581545829773,0.40399202704429626,0.2901443839073181,0.5107308030128479,1.0,0.18704354763031006,0.733189046382904,0.26521381735801697,0.22068053483963013
parliamentary,0.23120512068271637,0.17685754597187042,0.1733841449022293,0.13800980150699615,0.2180326133966446,0.2708897888660431,0.1259879469871521,0.33805084228515625,0.8464457392692566,0.1612216979265213
mace,0.09177103638648987,0.16237512230873108,0.12730328738689423,0.1300564706325531,0.143258735537529,0.18704354763031006,1.0000001192092896,0.17358121275901794,0.15684230625629425,0.07025778293609619
",",0.3087472915649414,0.2805471420288086,0.4062570035457611,0.17408664524555206,0.49057599902153015,0.4933079481124878,0.2637544572353363,0.4946078956127167,0.25442883372306824,0.31091248989105225
which,0.5261979103088379,0.3583166301250458,0.42922598123550415,0.23181477189064026,0.4245251417160034,0.6521818041801453,0.14371919631958008,0.5011631846427917,0.20252443850040436,0.25814583897590637
is,0.28837618231773376,0.2681862413883209,0.5330929756164551,0.19934935867786407,0.3635730445384979,0.5823672413825989,0.18705031275749207,0.4854315221309662,0.19676777720451355,0.22961433231830597
made,0.23419176042079926,0.21717607975006104,0.2941095530986786,0.2288162261247635,0.37619519233703613,0.3885267674922943,0.190179705619812,0.33167365193367004,0.16099905967712402,0.17218779027462006
from,0.2737620174884796,0.21781869232654572,0.2674213647842407,0.12454388290643692,0.36926645040512085,0.40150508284568787,0.12413929402828217,0.4249346852302551,0.18214061856269836,0.19969791173934937
silver,0.10540545731782913,0.21064986288547516,0.15979748964309692,0.1336296945810318,0.15867497026920319,0.2600913643836975,0.23728060722351074,0.18475119769573212,0.08707072585821152,0.11920861899852753
and,0.31309178471565247,0.26495280861854553,0.48576638102531433,0.1899956464767456,0.4077630043029785,0.5171257257461548,0.24771526455879211,0.5116966962814331,0.26227831840515137,0.20544172823429108
inlaid,0.15765802562236786,0.1605878621339798,0.18337921798229218,0.28006303310394287,0.25003036856651306,0.29471835494041443,0.22763141989707947,0.304464191198349,0.18359094858169556,0.17906951904296875
with,0.2464839518070221,0.2576630711555481,0.38996943831443787,0.15699143707752228,0.40749499201774597,0.4223487675189972,0.2863532602787018,0.41827285289764404,0.14422082901000977,0.2433311939239502
gold,0.15779642760753632,0.19036276638507843,0.1368532031774521,0.19806016981601715,0.15932275354862213,0.27136439085006714,0.15767322480678558,0.2101457566022873,0.16979804635047913,0.11542754620313644
panned,0.1705074906349182,0.13924287259578705,0.1222120076417923,0.2760274112224579,0.23205894231796265,0.271035760641098,0.011758267879486084,0.20262065529823303,0.14967742562294006,0.18019860982894897
from,0.2737620174884796,0.21781869232654572,0.2674213647842407,0.12454388290643692,0.36926645040512085,0.40150508284568787,0.12413929402828217,0.4249346852302551,0.18214061856269836,0.19969791173934937
scottish,0.13777151703834534,0.08326952159404755,0.15686963498592377,0.06761953979730606,0.14497309923171997,0.21724988520145416,0.27674221992492676,0.1698460429906845,0.3418616056442261,0.06442669779062271
rivers,0.14092835783958435,0.2251935601234436,0.2705375850200653,0.17501002550125122,0.18706324696540833,0.25597620010375977,0.15109491348266602,0.2839193344116211,0.1557123214006424,0.15866327285766602
and,0.31309178471565247,0.26495280861854553,0.48576638102531433,0.1899956464767456,0.4077630043029785,0.5171257257461548,0.24771526455879211,0.5116966962814331,0.26227831840515137,0.20544172823429108
inscribed,0.12315846979618073,0.23953263461589813,0.17788514494895935,0.9999999403953552,0.1225392073392868,0.2901443839073181,0.1300564706325531,0.29527798295021057,0.15244776010513306,0.14062443375587463
with,0.2464839518070221,0.2576630711555481,0.38996943831443787,0.15699143707752228,0.40749499201774597,0.4223487675189972,0.2863532602787018,0.41827285289764404,0.14422082901000977,0.2433311939239502
the,0.42745697498321533,0.29205581545829773,0.40399202704429626,0.2901443839073181,0.5107308030128479,1.0,0.18704354763031006,0.733189046382904,0.26521381735801697,0.22068053483963013
words,0.3355468809604645,1.0000001192092896,0.27760887145996094,0.23953263461589813,0.17732977867126465,0.29205581545829773,0.16237512230873108,0.26259833574295044,0.16773997247219086,0.27074310183525085
:,-0.12022944539785385,-0.1015992984175682,-0.1189703419804573,-0.033380940556526184,-0.06502202153205872,-0.03403344005346298,0.04092516750097275,-0.08807745575904846,0.014206579886376858,-0.07156077772378922
wisdom,0.22927740216255188,0.23250778019428253,0.13530784845352173,0.2144300639629364,0.05808345973491669,0.15685300529003143,0.22983551025390625,0.22658999264240265,0.2482822686433792,0.20659728348255157
",",0.3087472915649414,0.2805471420288086,0.4062570035457611,0.17408664524555206,0.49057599902153015,0.4933079481124878,0.2637544572353363,0.4946078956127167,0.25442883372306824,0.31091248989105225
compassion,0.34850433468818665,0.2963232398033142,0.2118840515613556,0.22956448793411255,0.14429765939712524,0.17049308121204376,0.17766869068145752,0.241567462682724,0.10666419565677643,0.17932067811489105
",",0.3087472915649414,0.2805471420288086,0.4062570035457611,0.17408664524555206,0.49057599902153015,0.4933079481124878,0.2637544572353363,0.4946078956127167,0.25442883372306824,0.31091248989105225
justice,0.21462921798229218,0.23511749505996704,0.13176707923412323,0.1687464714050293,0.1708904355764389,0.23470892012119293,0.15863129496574402,0.2658293545246124,0.3090222179889679,0.19269752502441406
and,0.31309178471565247,0.26495280861854553,0.48576638102531433,0.1899956464767456,0.4077630043029785,0.5171257257461548,0.24771526455879211,0.5116966962814331,0.26227831840515137,0.20544172823429108
integrity,0.2928520143032074,0.19313815236091614,0.16752707958221436,0.17231355607509613,0.2403566837310791,0.2173859030008316,0.20061272382736206,0.23285920917987823,0.2265363335609436,0.25075602531433105
