,vice,president,agnew,describes,civil,disobedience,in,what,activities,?
indeed,0.05813140049576759,0.07409600913524628,0.14212355017662048,0.22325928509235382,0.07131480425596237,0.2623243033885956,0.24151849746704102,0.43548738956451416,0.2610670030117035,0.3642158806324005
",",0.2756725251674652,0.26552814245224,0.31260478496551514,0.18127357959747314,0.24795588850975037,0.2878543734550476,0.5201468467712402,0.3087472915649414,0.19959557056427002,0.31091248989105225
for,0.16580872237682343,0.17469504475593567,0.26343226432800293,0.27102306485176086,0.1685788929462433,0.23370130360126495,0.4322226941585541,0.3017193675041199,0.34456658363342285,0.264628142118454
vice,0.9999999403953552,0.7407976388931274,0.42525139451026917,0.12334081530570984,0.2224077582359314,0.23930075764656067,0.14977192878723145,0.13314306735992432,0.153925821185112,0.1369185745716095
president,0.7407976388931274,1.0000001192092896,0.4320845901966095,0.10530082136392593,0.2570957541465759,0.25404196977615356,0.18811661005020142,0.1870913952589035,0.16717660427093506,0.14148259162902832
agnew,0.42525139451026917,0.4320845901966095,1.0,0.09926490485668182,0.22436077892780304,0.260567843914032,0.24824512004852295,0.1818028837442398,0.11789282411336899,0.23769177496433258
it,0.15421521663665771,0.20577441155910492,0.19256696105003357,0.15994976460933685,0.17707513272762299,0.2648297846317291,0.5130809545516968,0.45803478360176086,0.18337975442409515,0.25732165575027466
has,0.15852034091949463,0.19723163545131683,0.1671193540096283,0.2606778144836426,0.14805923402309418,0.11896127462387085,0.4173259735107422,0.20338068902492523,0.2125958651304245,0.15994466841220856
become,0.1970497965812683,0.1769486367702484,0.21305206418037415,0.1277146339416504,0.17076370120048523,0.2244395911693573,0.23238378763198853,0.27134042978286743,0.16344070434570312,0.19511328637599945
a,0.13536539673805237,0.16959697008132935,0.25033482909202576,0.3405686020851135,0.21693918108940125,0.25352153182029724,0.539380669593811,0.3320399522781372,0.2222801148891449,0.23916715383529663
code-word,0.1456734985113144,0.13049495220184326,0.18924610316753387,0.23560388386249542,0.2086368054151535,0.29778173565864563,0.2331826537847519,0.35328903794288635,0.19676975905895233,0.31435078382492065
describing,0.15290306508541107,0.10701476037502289,0.10694314539432526,0.6825430989265442,0.05936732143163681,0.2434319108724594,0.30198803544044495,0.31072598695755005,0.24366416037082672,0.20341216027736664
the,0.2412198781967163,0.24330610036849976,0.2572665512561798,0.30593109130859375,0.2477465271949768,0.30963727831840515,0.6662389636039734,0.42745697498321533,0.2626894414424896,0.22068053483963013
activities,0.153925821185112,0.16717660427093506,0.11789282411336899,0.22042933106422424,0.18966788053512573,0.3213273584842682,0.2027697116136551,0.21757790446281433,1.0000001192092896,0.11289679259061813
of,0.21141734719276428,0.21610750257968903,0.22976326942443848,0.33623746037483215,0.24698495864868164,0.31932318210601807,0.5696388483047485,0.33290785551071167,0.23520112037658691,0.1826142966747284
muggers,0.10766912996768951,0.17281992733478546,0.22164921462535858,0.10558465123176575,0.12254425138235092,0.25855904817581177,0.2472863793373108,0.20213919878005981,0.20075266063213348,0.17581060528755188
",",0.2756725251674652,0.26552814245224,0.31260478496551514,0.18127357959747314,0.24795588850975037,0.2878543734550476,0.5201468467712402,0.3087472915649414,0.19959557056427002,0.31091248989105225
arsonists,0.1908799260854721,0.1951073855161667,0.22015893459320068,0.2664709687232971,0.2833743989467621,0.4095745086669922,0.2071123719215393,0.26478803157806396,0.23064537346363068,0.18881018459796906
",",0.2756725251674652,0.26552814245224,0.31260478496551514,0.18127357959747314,0.24795588850975037,0.2878543734550476,0.5201468467712402,0.3087472915649414,0.19959557056427002,0.31091248989105225
draft,0.18724043667316437,0.20678488910198212,0.23115725815296173,0.1454986035823822,0.14474128186702728,0.1815602332353592,0.19735127687454224,0.20352119207382202,0.12367328256368637,0.1941390335559845
evaders,0.08611810952425003,0.07248345017433167,0.16866011917591095,0.13753642141819,0.16236600279808044,0.2835673689842224,0.1785224974155426,0.3148772120475769,0.27589675784111023,0.29756230115890503
",",0.2756725251674652,0.26552814245224,0.31260478496551514,0.18127357959747314,0.24795588850975037,0.2878543734550476,0.5201468467712402,0.3087472915649414,0.19959557056427002,0.31091248989105225
campaign,0.1746465265750885,0.24261777102947235,0.27297133207321167,0.14928250014781952,0.29422688484191895,0.3105100393295288,0.2438942790031433,0.22158007323741913,0.21918056905269623,0.162482351064682
hecklers,0.1322217881679535,0.1446867287158966,0.31566503643989563,0.0864882543683052,0.20997512340545654,0.23161457479000092,0.24058671295642853,0.21950824558734894,0.20075258612632751,0.2168487161397934
",",0.2756725251674652,0.26552814245224,0.31260478496551514,0.18127357959747314,0.24795588850975037,0.2878543734550476,0.5201468467712402,0.3087472915649414,0.19959557056427002,0.31091248989105225
campus,0.16444382071495056,0.19101636111736298,0.15197305381298065,0.1056908518075943,0.15955428779125214,0.19437547028064728,0.2525809109210968,0.13670016825199127,0.2740858197212219,0.06952692568302155
militants,0.18441924452781677,0.29779914021492004,0.14085330069065094,0.15417422354221344,0.33235156536102295,0.41548991203308105,0.24092897772789001,0.16360555589199066,0.3421579897403717,0.17739415168762207
",",0.2756725251674652,0.26552814245224,0.31260478496551514,0.18127357959747314,0.24795588850975037,0.2878543734550476,0.5201468467712402,0.3087472915649414,0.19959557056427002,0.31091248989105225
anti-war,0.1659179925918579,0.1824699193239212,0.20946353673934937,0.21356214582920074,0.2542538344860077,0.3513261079788208,0.19367888569831848,0.21681049466133118,0.2568363547325134,0.21516640484333038
demonstrators,0.1259487420320511,0.19408488273620605,0.16771814227104187,0.119089275598526,0.23160062730312347,0.3469274640083313,0.17594315111637115,0.21255381405353546,0.21585343778133392,0.2206319272518158
",",0.2756725251674652,0.26552814245224,0.31260478496551514,0.18127357959747314,0.24795588850975037,0.2878543734550476,0.5201468467712402,0.3087472915649414,0.19959557056427002,0.31091248989105225
juvenile,0.14893317222595215,0.166061133146286,0.19147998094558716,-0.006208459381014109,0.13236741721630096,0.2728765904903412,0.20077736675739288,0.19372513890266418,0.18005189299583435,0.1817030906677246
delinquents,0.1786690503358841,0.15908780694007874,0.25583142042160034,0.22315843403339386,0.22388875484466553,0.3990485966205597,0.26524725556373596,0.2928959131240845,0.31552544236183167,0.19299890100955963
and,0.24808862805366516,0.23286236822605133,0.2193842977285385,0.24532921612262726,0.25259146094322205,0.3041999638080597,0.4954058527946472,0.31309178471565247,0.26621901988983154,0.20544172823429108
political,0.24557484686374664,0.30758240818977356,0.26937276124954224,0.255702942609787,0.33490484952926636,0.3612893521785736,0.22136160731315613,0.21846716105937958,0.2996961772441864,0.17130474746227264
assassins,0.2801569700241089,0.3377663493156433,0.21792194247245789,0.11028973758220673,0.22344624996185303,0.320488303899765,0.10419345647096634,0.19564245641231537,0.17315980792045593,0.22511708736419678
.,0.2451372742652893,0.26255303621292114,0.3660722076892853,0.17289398610591888,0.2541380822658539,0.2603943943977356,0.5591574311256409,0.3567904531955719,0.1808198243379593,0.4130953550338745
'',0.05283110588788986,-0.008907985873520374,-0.018954221159219742,0.03304225206375122,-0.062313709408044815,0.003403886454179883,0.07432962208986282,0.08143015950918198,-0.09364978224039078,0.018684765323996544
,vice,president,agnew,describes,civil,disobedience,in,what,activities,?
it,0.15421521663665771,0.20577441155910492,0.19256696105003357,0.15994976460933685,0.17707513272762299,0.2648297846317291,0.5130809545516968,0.45803478360176086,0.18337975442409515,0.25732165575027466
has,0.15852034091949463,0.19723163545131683,0.1671193540096283,0.2606778144836426,0.14805923402309418,0.11896127462387085,0.4173259735107422,0.20338068902492523,0.2125958651304245,0.15994466841220856
been,0.1625310331583023,0.14658920466899872,0.19058923423290253,0.1625099778175354,0.16754008829593658,0.20087917149066925,0.3515113592147827,0.2567804455757141,0.2792836129665375,0.24354910850524902
argued,0.18368767201900482,0.21061590313911438,0.22354750335216522,0.31969621777534485,0.22184301912784576,0.387824684381485,0.16827838122844696,0.31776854395866394,0.17090138792991638,0.18905270099639893
that,0.18082618713378906,0.19873183965682983,0.2164180874824524,0.3241453468799591,0.16867391765117645,0.3551425039768219,0.435920387506485,0.6297725439071655,0.307251513004303,0.32716336846351624
the,0.2412198781967163,0.24330610036849976,0.2572665512561798,0.30593109130859375,0.2477465271949768,0.30963727831840515,0.6662389636039734,0.42745697498321533,0.2626894414424896,0.22068053483963013
term,0.21467353403568268,0.21373675763607025,0.22905521094799042,0.3971254527568817,0.15453830361366272,0.19347046315670013,0.27866655588150024,0.25282326340675354,0.23638974130153656,0.1901002675294876
``,0.035197749733924866,0.057543765753507614,-0.005789836868643761,-0.0405392199754715,0.06784805655479431,0.06214885041117668,0.04765888676047325,0.008517155423760414,0.03520074486732483,0.0685480609536171
civil,0.2224077582359314,0.2570957541465759,0.22436077892780304,0.16316647827625275,1.0,0.5442691445350647,0.26466667652130127,0.15091551840305328,0.18966788053512573,0.1494513899087906
disobedience,0.23930075764656067,0.25404196977615356,0.260567843914032,0.2912020683288574,0.5442691445350647,1.0,0.3054615259170532,0.3298627436161041,0.3213273584842682,0.19890835881233215
'',0.05283110588788986,-0.008907985873520374,-0.018954221159219742,0.03304225206375122,-0.062313709408044815,0.003403886454179883,0.07432962208986282,0.08143015950918198,-0.09364978224039078,0.018684765323996544
has,0.15852034091949463,0.19723163545131683,0.1671193540096283,0.2606778144836426,0.14805923402309418,0.11896127462387085,0.4173259735107422,0.20338068902492523,0.2125958651304245,0.15994466841220856
always,0.1044134721159935,0.11072148382663727,0.16937384009361267,0.25780898332595825,0.22498172521591187,0.29571831226348877,0.2475486695766449,0.413568377494812,0.2697482109069824,0.26136693358421326
suffered,0.1712811291217804,0.12957164645195007,0.18928593397140503,0.2321363091468811,0.18557174503803253,0.2571471035480499,0.277639776468277,0.13741295039653778,0.13719256222248077,0.08963493257761002
from,0.18319828808307648,0.14635725319385529,0.2321176826953888,0.1351679116487503,0.11420916765928268,0.1641564965248108,0.4274188280105591,0.2737620174884796,0.14146654307842255,0.19969791173934937
ambiguity,0.1566295623779297,0.1008901298046112,0.12328121811151505,0.32922953367233276,0.1572445034980774,0.2044411599636078,0.16173802316188812,0.31952598690986633,0.13507498800754547,0.3305346965789795
and,0.24808862805366516,0.23286236822605133,0.2193842977285385,0.24532921612262726,0.25259146094322205,0.3041999638080597,0.4954058527946472,0.31309178471565247,0.26621901988983154,0.20544172823429108
in,0.14977192878723145,0.18811661005020142,0.24824512004852295,0.31060853600502014,0.26466667652130127,0.3054615259170532,1.0,0.30808621644973755,0.2027697116136551,0.20430970191955566
modern,0.06430456787347794,0.11030188947916031,0.06300760805606842,0.18541742861270905,0.15365588665008545,0.17687927186489105,0.29808807373046875,0.2655639946460724,0.16495342552661896,0.12475407868623734
times,0.15212219953536987,0.10561548173427582,0.15205615758895874,0.21389788389205933,0.11522168666124344,0.14712707698345184,0.2427823841571808,0.21414996683597565,0.1398184448480606,0.18880689144134521
",",0.2756725251674652,0.26552814245224,0.31260478496551514,0.18127357959747314,0.24795588850975037,0.2878543734550476,0.5201468467712402,0.3087472915649414,0.19959557056427002,0.31091248989105225
become,0.1970497965812683,0.1769486367702484,0.21305206418037415,0.1277146339416504,0.17076370120048523,0.2244395911693573,0.23238378763198853,0.27134042978286743,0.16344070434570312,0.19511328637599945
utterly,0.06343484669923782,0.03773125633597374,0.21306060254573822,0.28981077671051025,0.25180381536483765,0.3884568512439728,0.1920074075460434,0.346035897731781,0.11289696395397186,0.274373859167099
debased,0.24941785633563995,0.27961790561676025,0.33381083607673645,0.2959807813167572,0.24097253382205963,0.23023422062397003,0.3575977385044098,0.3703470826148987,0.23611673712730408,0.29474905133247375
.,0.2451372742652893,0.26255303621292114,0.3660722076892853,0.17289398610591888,0.2541380822658539,0.2603943943977356,0.5591574311256409,0.3567904531955719,0.1808198243379593,0.4130953550338745
