,what,happens,when,the,immune,system,less,active,than,normal,?
disorders,0.272768497467041,0.29050368070602417,0.23144584894180298,0.23239798843860626,0.3924263119697571,0.2879990339279175,0.25050386786460876,0.11986847221851349,0.2327461987733841,0.2984379529953003,0.2264077365398407
of,0.33290785551071167,0.2803132236003876,0.3757161796092987,0.733189046382904,0.16620753705501556,0.25597915053367615,0.30836719274520874,0.23132829368114471,0.33036211133003235,0.2300747036933899,0.1826142966747284
the,0.42745697498321533,0.32930514216423035,0.5091903209686279,1.0,0.21364226937294006,0.3233085572719574,0.29185041785240173,0.2376219779253006,0.3227543234825134,0.25256022810935974,0.22068053483963013
immune,0.2410416603088379,0.28735896944999695,0.2670612335205078,0.21364226937294006,1.0,0.3962631821632385,0.20712125301361084,0.20743826031684875,0.15439429879188538,0.20758959650993347,0.16080476343631744
system,0.23557309806346893,0.25156205892562866,0.27706024050712585,0.3233085572719574,0.3962631821632385,1.0000001192092896,0.22348380088806152,0.20806671679019928,0.19727610051631927,0.2756127715110779,0.15556083619594574
can,0.34502777457237244,0.4516991674900055,0.39191514253616333,0.312528520822525,0.2696937620639801,0.25937724113464355,0.36721277236938477,0.2587744891643524,0.3532506823539734,0.457797646522522,0.3226337134838104
result,0.19945499300956726,0.34300944209098816,0.32054403424263,0.27778977155685425,0.20555342733860016,0.21501560509204865,0.2483719438314438,0.14380796253681183,0.2583066523075104,0.2960016131401062,0.17218433320522308
in,0.30808621644973755,0.2737985849380493,0.4431333839893341,0.6662389636039734,0.14682820439338684,0.21978288888931274,0.2661931812763214,0.2698204517364502,0.3270052373409271,0.25896620750427246,0.20430970191955566
autoimmune,0.24827490746974945,0.3630174994468689,0.2794646620750427,0.23308201134204865,0.796642005443573,0.3583897352218628,0.28806954622268677,0.1800103634595871,0.20013181865215302,0.3513640761375427,0.21146810054779053
diseases,0.276649534702301,0.320480614900589,0.2617832124233246,0.2655201852321625,0.5229466557502747,0.30523961782455444,0.2746610939502716,0.14656922221183777,0.21542848646640778,0.2647378742694855,0.1916700154542923
",",0.3087472915649414,0.24968470633029938,0.36674630641937256,0.4933079481124878,0.15102852880954742,0.18439900875091553,0.28111666440963745,0.2681531608104706,0.3371901512145996,0.25911128520965576,0.31091248989105225
inflammatory,0.23803332448005676,0.36440449953079224,0.23990680277347565,0.1926732063293457,0.5238324403762817,0.2662343680858612,0.2551642060279846,0.2104835957288742,0.1894320398569107,0.29284313321113586,0.22783194482326508
diseases,0.276649534702301,0.320480614900589,0.2617832124233246,0.2655201852321625,0.5229466557502747,0.30523961782455444,0.2746610939502716,0.14656922221183777,0.21542848646640778,0.2647378742694855,0.1916700154542923
and,0.31309178471565247,0.23238006234169006,0.4716290831565857,0.5171257257461548,0.14400269091129303,0.231138214468956,0.35327455401420593,0.264642596244812,0.39361441135406494,0.3120298683643341,0.20544172823429108
cancer,0.18563735485076904,0.17957638204097748,0.19851718842983246,0.22979216277599335,0.24658890068531036,0.11798395961523056,0.1316540539264679,0.16471606492996216,0.1474006623029709,0.1367422640323639,0.1681862771511078
.,0.3567904531955719,0.24076157808303833,0.475719153881073,0.5934505462646484,0.18267881870269775,0.2277725487947464,0.32668155431747437,0.2863844931125641,0.3594527542591095,0.2961207330226898,0.4130953550338745
