,how,is,genghis,khan,written,in,pinyin,?
genghis,0.15753298997879028,0.1866190880537033,1.0,0.5896923542022705,0.17503853142261505,0.224680557847023,0.3192955553531647,0.18813461065292358
khan,0.11783289164304733,0.20103248953819275,0.5896923542022705,1.0,0.12784332036972046,0.1527150720357895,0.262067586183548,0.12862591445446014
",",0.22659391164779663,0.4691906273365021,0.2891939878463745,0.19700400531291962,0.2737409770488739,0.5201468467712402,0.2759064733982086,0.31091248989105225
the,0.33890387415885925,0.5823672413825989,0.3448939025402069,0.21067845821380615,0.2582438886165619,0.6662389636039734,0.22656001150608063,0.22068053483963013
title,0.1412888765335083,0.17983698844909668,0.22426576912403107,0.22046531736850739,0.17700190842151642,0.2263992726802826,0.18557874858379364,0.34551161527633667
is,0.22544461488723755,1.0,0.1866190880537033,0.20103248953819275,0.2634589672088623,0.5394441485404968,0.2858012616634369,0.22961433231830597
spelled,0.09780282527208328,0.2914513647556305,0.2335480898618698,0.20567770302295685,0.27980345487594604,0.22594206035137177,0.33481454849243164,0.13924984633922577
in,0.2601168751716614,0.5394441485404968,0.224680557847023,0.1527150720357895,0.20878943800926208,1.0,0.23205791413784027,0.20430970191955566
variety,0.24128027260303497,0.1789252758026123,0.11228947341442108,0.10550716519355774,0.12478306889533997,0.21121226251125336,0.210566446185112,0.13376861810684204
of,0.2480744868516922,0.4854315221309662,0.2938849925994873,0.17124508321285248,0.20874574780464172,0.5696388483047485,0.17915813624858856,0.1826142966747284
ways,0.5360958576202393,0.23305881023406982,0.14810916781425476,0.13512969017028809,0.21212312579154968,0.1954887956380844,0.18500061333179474,0.2710120975971222
in,0.2601168751716614,0.5394441485404968,0.224680557847023,0.1527150720357895,0.20878943800926208,1.0,0.23205791413784027,0.20430970191955566
different,0.411273330450058,0.24624870717525482,0.1348133683204651,0.1305457204580307,0.22948642075061798,0.29409363865852356,0.19926580786705017,0.24476227164268494
languages,0.2007300704717636,0.2144571989774704,0.20897066593170166,0.1739206612110138,0.32855623960494995,0.18883031606674194,0.30359941720962524,0.22599908709526062
such,0.307365357875824,0.23545363545417786,0.14482241868972778,0.14670294523239136,0.2170153707265854,0.2704046070575714,0.16360841691493988,0.17851735651493073
as,0.33782753348350525,0.43216490745544434,0.17543354630470276,0.22500167787075043,0.27031588554382324,0.3887844979763031,0.20406487584114075,0.27043893933296204
mongolian,0.1687123030424118,0.20271806418895721,0.463535338640213,0.4463278353214264,0.2072593867778778,0.1663515418767929,0.4124390482902527,0.13122369349002838
chinggis,0.1961689591407776,0.28871068358421326,0.4531481862068176,0.31392401456832886,0.20748953521251678,0.28682565689086914,0.5229284763336182,0.27154234051704407
khaan,0.09749186038970947,0.20492428541183472,0.5834661722183228,0.7512640953063965,0.16471953690052032,0.17278970777988434,0.36091819405555725,0.09780357033014297
",",0.22659391164779663,0.4691906273365021,0.2891939878463745,0.19700400531291962,0.2737409770488739,0.5201468467712402,0.2759064733982086,0.31091248989105225
english,0.18202126026153564,0.24613474309444427,0.20710451900959015,0.14020130038261414,0.3060760796070099,0.19623121619224548,0.223897784948349,0.23251567780971527
chinghiz,0.18164710700511932,0.23004840314388275,0.6437373757362366,0.5090888142585754,0.20723691582679749,0.24826087057590485,0.4721764028072357,0.2852024435997009
",",0.22659391164779663,0.4691906273365021,0.2891939878463745,0.19700400531291962,0.2737409770488739,0.5201468467712402,0.2759064733982086,0.31091248989105225
chinghis,0.2170242816209793,0.25918707251548767,0.7815756797790527,0.5381636023521423,0.2237776815891266,0.2696067988872528,0.45186033844947815,0.2768298089504242
",",0.22659391164779663,0.4691906273365021,0.2891939878463745,0.19700400531291962,0.2737409770488739,0.5201468467712402,0.2759064733982086,0.31091248989105225
and,0.33647966384887695,0.3859752118587494,0.26551535725593567,0.22885166108608246,0.26158156991004944,0.4954058527946472,0.21688972413539886,0.20544172823429108
