,what,type,of,sanctions,has,the,us,directed,at,iran,?
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.28428736329078674,0.4177538752555847,1.0,0.25727739930152893,0.21284286677837372,0.457212895154953,0.2222200483083725,0.22068053483963013
islamic,0.2204568088054657,0.13606184720993042,0.25656506419181824,0.30980923771858215,0.14078153669834137,0.27231070399284363,0.19477872550487518,0.1135999783873558,0.15494410693645477,0.4710836112499237,0.1692383587360382
republic,0.18626701831817627,0.07982514053583145,0.2802940905094147,0.1644289642572403,0.18762972950935364,0.2862427830696106,0.15630130469799042,0.019523607566952705,0.16464583575725555,0.3211982548236847,0.16880398988723755
has,0.20338068902492523,0.1795734018087387,0.3909035325050354,0.1647941917181015,1.0,0.4177538752555847,0.16496556997299194,0.15292476117610931,0.2743658423423767,0.19236522912979126,0.15994466841220856
also,0.42747777700424194,0.26631516218185425,0.4924938678741455,0.3036903440952301,0.505894660949707,0.6021018624305725,0.20712785422801971,0.2306162267923355,0.36980849504470825,0.24878323078155518,0.21848613023757935
maintained,0.20107032358646393,0.1348963975906372,0.2985607385635376,0.28763577342033386,0.1698572039604187,0.2751169800758362,0.1827465146780014,0.16949883103370667,0.2500550448894501,0.09500738233327866,0.17174425721168518
its,0.30393704771995544,0.11677329987287521,0.48690423369407654,0.23563705384731293,0.4627293348312378,0.559237003326416,0.15464551746845245,0.09774384647607803,0.2685394287109375,0.19463782012462616,0.15103481709957123
hold,0.20790280401706696,0.17571261525154114,0.2465030699968338,0.27485111355781555,0.24276848137378693,0.3067915439605713,0.23092298209667206,0.1006784737110138,0.260353684425354,0.1727595180273056,0.18586084246635437
on,0.34226128458976746,0.2118636518716812,0.3966929316520691,0.25410008430480957,0.34604379534721375,0.5107308030128479,0.2646999955177307,0.19666621088981628,0.4806317389011383,0.1285727322101593,0.2714994251728058
power,0.22216427326202393,0.09106644988059998,0.25273123383522034,0.22597229480743408,0.1779095083475113,0.2647338807582855,0.1328859180212021,0.08357051014900208,0.06751500070095062,0.1758042573928833,0.15304024517536163
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.1741596907377243,0.4173259735107422,0.6662389636039734,0.19746538996696472,0.1949853003025055,0.4374977946281433,0.2470509260892868,0.20430970191955566
iran,0.1860760748386383,0.09119100123643875,0.23381876945495605,0.2659151554107666,0.19236522912979126,0.2222200483083725,0.18379206955432892,0.0550885945558548,0.11026709526777267,1.0,0.13501082360744476
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.1741596907377243,0.4173259735107422,0.6662389636039734,0.19746538996696472,0.1949853003025055,0.4374977946281433,0.2470509260892868,0.20430970191955566
spite,0.21531596779823303,0.13725963234901428,0.3317907452583313,0.25194844603538513,0.2588801980018616,0.2700543701648712,0.20493249595165253,0.14355529844760895,0.202713742852211,0.16695022583007812,0.1537058800458908
of,0.33290785551071167,0.18112817406654358,1.0,0.23423455655574799,0.3909035325050354,0.733189046382904,0.23568789660930634,0.14901293814182281,0.42558613419532776,0.23381876945495605,0.1826142966747284
us,0.32081687450408936,0.1764208972454071,0.23568789660930634,0.2547375559806824,0.16496556997299194,0.25727739930152893,1.0000001192092896,0.12477536499500275,0.2341633439064026,0.18379206955432892,0.2742428481578827
economic,0.18082544207572937,0.06928404420614243,0.3030148148536682,0.3445250391960144,0.2052665501832962,0.282455176115036,0.1569339632987976,0.1335708349943161,0.11987590044736862,0.19921056926250458,0.1206481084227562
sanctions,0.3307080864906311,0.12155388295650482,0.23423455655574799,1.0,0.1647941917181015,0.28428736329078674,0.2547375559806824,0.11309101432561874,0.18833965063095093,0.2659151554107666,0.2475357949733734
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.25075680017471313,0.3734780251979828,0.4933079481124878,0.3120202422142029,0.2004583775997162,0.38314947485923767,0.21806921064853668,0.31091248989105225
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.23503746092319489,0.43716782331466675,0.5171257257461548,0.25715014338493347,0.229026198387146,0.3571503460407257,0.21643413603305817,0.20544172823429108
has,0.20338068902492523,0.1795734018087387,0.3909035325050354,0.1647941917181015,1.0,0.4177538752555847,0.16496556997299194,0.15292476117610931,0.2743658423423767,0.19236522912979126,0.15994466841220856
created,0.20714101195335388,0.11768139898777008,0.32043445110321045,0.23733849823474884,0.2519540786743164,0.3539263904094696,0.1459280401468277,0.30092641711235046,0.18092477321624756,0.10246577113866806,0.21177415549755096
or,0.33867141604423523,0.38183850049972534,0.3792596757411957,0.2824012339115143,0.316264808177948,0.4174870550632477,0.1988845318555832,0.13499709963798523,0.21026140451431274,0.20138238370418549,0.32389625906944275
assisted,0.1354658454656601,0.14741699397563934,0.282266229391098,0.23893022537231445,0.10563670098781586,0.22827282547950745,0.16183918714523315,0.19403387606143951,0.21674534678459167,0.16369286179542542,0.08560974150896072
like-minded,0.39803770184516907,0.17901337146759033,0.325588196516037,0.26834332942962646,0.2894904613494873,0.31613272428512573,0.20589937269687653,0.23744885623455048,0.2458207607269287,0.19874180853366852,0.3500843048095703
shia,0.16993695497512817,0.0832894966006279,0.17946043610572815,0.24476976692676544,0.11587034910917282,0.17709055542945862,0.15902216732501984,0.2578815519809723,0.08471204340457916,0.44335293769836426,0.18920543789863586
terrorist,0.19741851091384888,0.13360236585140228,0.1716226041316986,0.3269970417022705,0.13928720355033875,0.22732560336589813,0.13878121972084045,0.20181339979171753,0.11204350739717484,0.2847844958305359,0.14968016743659973
groups,0.23137421905994415,0.18917711079120636,0.24723079800605774,0.2694297730922699,0.21874025464057922,0.27790749073028564,0.1377282589673996,0.11169479787349701,0.1457347422838211,0.16843289136886597,0.14349548518657684
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.1741596907377243,0.4173259735107422,0.6662389636039734,0.19746538996696472,0.1949853003025055,0.4374977946281433,0.2470509260892868,0.20430970191955566
iraq,0.19968436658382416,0.10038897395133972,0.24110949039459229,0.306732177734375,0.17999696731567383,0.2386751025915146,0.269081175327301,0.09026036411523819,0.1258227378129959,0.6300618648529053,0.13788843154907227
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.25075680017471313,0.3734780251979828,0.4933079481124878,0.3120202422142029,0.2004583775997162,0.38314947485923767,0.21806921064853668,0.31091248989105225
egypt,0.1976596713066101,0.0889887586236,0.25414037704467773,0.23630259931087494,0.142277792096138,0.2536296546459198,0.223738893866539,0.11365414410829544,0.1749708205461502,0.4195255935192108,0.17769601941108704
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.25075680017471313,0.3734780251979828,0.4933079481124878,0.3120202422142029,0.2004583775997162,0.38314947485923767,0.21806921064853668,0.31091248989105225
syria,0.17848138511180878,0.07751288264989853,0.23301105201244354,0.26450204849243164,0.17332099378108978,0.25272905826568604,0.18389613926410675,0.08483410626649857,0.15098796784877777,0.4991467297077179,0.1554446816444397
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.25075680017471313,0.3734780251979828,0.4933079481124878,0.3120202422142029,0.2004583775997162,0.38314947485923767,0.21806921064853668,0.31091248989105225
jordan,0.13918498158454895,0.08679641038179398,0.25905120372772217,0.16313683986663818,0.16211657226085663,0.23594552278518677,0.16410574316978455,0.1582689881324768,0.13707004487514496,0.27559125423431396,0.10991371423006058
(,0.2411840260028839,0.1677488386631012,0.35032153129577637,0.19160038232803345,0.2498389035463333,0.33289089798927307,0.23830419778823853,0.20848509669303894,0.23315078020095825,0.15551556646823883,0.40561532974243164
sciri,0.1954326629638672,0.14396139979362488,0.20795775949954987,0.06720907986164093,0.19100072979927063,0.28391438722610474,0.16339828073978424,0.2811150550842285,0.24353429675102234,0.2269933521747589,0.17148153483867645
),0.26259949803352356,0.18612703680992126,0.3680361211299896,0.19108261168003082,0.26944878697395325,0.3456730246543884,0.23142409324645996,0.21091775596141815,0.23338089883327484,0.18191006779670715,0.42300865054130554
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.23503746092319489,0.43716782331466675,0.5171257257461548,0.25715014338493347,0.229026198387146,0.3571503460407257,0.21643413603305817,0.20544172823429108
lebanon,0.15774080157279968,0.05109695345163345,0.2173863798379898,0.2214643508195877,0.20281612873077393,0.19571425020694733,0.18552373349666595,0.08895830810070038,0.1724524348974228,0.4488900601863861,0.16440971195697784
(,0.2411840260028839,0.1677488386631012,0.35032153129577637,0.19160038232803345,0.2498389035463333,0.33289089798927307,0.23830419778823853,0.20848509669303894,0.23315078020095825,0.15551556646823883,0.40561532974243164
hezbollah,0.24132384359836578,0.11384183913469315,0.22558878362178802,0.37478557229042053,0.16523317992687225,0.3005337715148926,0.24697181582450867,0.1985001116991043,0.14665761590003967,0.5013396143913269,0.2066831886768341
),0.26259949803352356,0.18612703680992126,0.3680361211299896,0.19108261168003082,0.26944878697395325,0.3456730246543884,0.23142409324645996,0.21091775596141815,0.23338089883327484,0.18191006779670715,0.42300865054130554
(,0.2411840260028839,0.1677488386631012,0.35032153129577637,0.19160038232803345,0.2498389035463333,0.33289089798927307,0.23830419778823853,0.20848509669303894,0.23315078020095825,0.15551556646823883,0.40561532974243164
two,0.23363454639911652,0.14017313718795776,0.37726253271102905,0.21492713689804077,0.3772575855255127,0.43858039379119873,0.19793438911437988,0.20982566475868225,0.32178381085395813,0.15857623517513275,0.19645625352859497
muslim,0.2631456255912781,0.01690736971795559,0.267849862575531,0.2677907347679138,0.1731201708316803,0.28099653124809265,0.14297983050346375,0.14269301295280457,0.138506680727005,0.4004043638706207,0.17456822097301483
countries,0.22319257259368896,0.1698177605867386,0.2800094783306122,0.3851828873157501,0.26221421360969543,0.33290645480155945,0.250430703163147,0.07883335649967194,0.22066599130630493,0.27768877148628235,0.15128466486930847
that,0.6297725439071655,0.25817251205444336,0.41498205065727234,0.3055464029312134,0.41272613406181335,0.5473989248275757,0.282404363155365,0.1998903602361679,0.3183255195617676,0.23378314077854156,0.32716336846351624
also,0.42747777700424194,0.26631516218185425,0.4924938678741455,0.3036903440952301,0.505894660949707,0.6021018624305725,0.20712785422801971,0.2306162267923355,0.36980849504470825,0.24878323078155518,0.21848613023757935
have,0.39808809757232666,0.242574080824852,0.3802283704280853,0.2803769111633301,0.6353569626808167,0.40389683842658997,0.2249869704246521,0.1278725564479828,0.29004791378974915,0.20391018688678741,0.32991164922714233
large,0.2017821967601776,0.27216973900794983,0.3569655418395996,0.11503392457962036,0.2609269917011261,0.3828733265399933,0.12519250810146332,0.13145838677883148,0.2131899744272232,0.15177753567695618,0.1355665624141693
shiite,0.20910754799842834,0.1691829115152359,0.32282471656799316,0.24026937782764435,0.1700054258108139,0.26444509625434875,0.1710062026977539,0.14316901564598083,0.13684195280075073,0.4590459167957306,0.17869096994400024
populations,0.19647875428199768,0.15671832859516144,0.2561377286911011,0.2106843888759613,0.24882245063781738,0.2796059846878052,0.12082492560148239,0.0577225424349308,0.1268087774515152,0.1631188690662384,0.17519071698188782
),0.26259949803352356,0.18612703680992126,0.3680361211299896,0.19108261168003082,0.26944878697395325,0.3456730246543884,0.23142409324645996,0.21091775596141815,0.23338089883327484,0.18191006779670715,0.42300865054130554
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.22870241105556488,0.4105546176433563,0.5934505462646484,0.3162994682788849,0.21717123687267303,0.4549728035926819,0.28234371542930603,0.4130953550338745
