,what,position,did,the,tax,collector,that,arrested,thoreau,get,?
the,0.42745697498321533,0.3183514177799225,0.34736719727516174,1.0,0.19507044553756714,0.22324377298355103,0.5473989248275757,0.18817131221294403,0.30504027009010315,0.29667025804519653,0.22068053483963013
tax,0.21278929710388184,0.13989439606666565,0.22152264416217804,0.19507044553756714,0.9999999403953552,0.3379673957824707,0.26179835200309753,0.25440919399261475,0.27197036147117615,0.2620275914669037,0.2097984105348587
collector,0.18619154393672943,0.06533585488796234,0.16521203517913818,0.22324377298355103,0.3379673957824707,1.0,0.18346688151359558,0.1515006422996521,0.30603376030921936,0.23236139118671417,0.10493998229503632
who,0.40942975878715515,0.2597297430038452,0.34038686752319336,0.3733934462070465,0.22398461401462555,0.19929417967796326,0.45444270968437195,0.2721050977706909,0.38208138942718506,0.3214685320854187,0.26220351457595825
arrested,0.1624409258365631,0.10091357678174973,0.2683548331260681,0.18817131221294403,0.25440919399261475,0.1515006422996521,0.20538772642612457,1.0000001192092896,0.2314710021018982,0.14802339673042297,0.15566205978393555
him,0.34912991523742676,0.2529415190219879,0.4290095865726471,0.39213326573371887,0.21452650427818298,0.1870606541633606,0.4159553349018097,0.34202876687049866,0.3592554032802582,0.3421841859817505,0.23943768441677094
rose,0.13161541521549225,0.14431104063987732,0.029700901359319687,0.28326278924942017,0.16410328447818756,0.23013009130954742,0.10792896151542664,0.16169016063213348,0.258955717086792,0.1986875683069229,0.11847885698080063
to,0.455847829580307,0.2374807894229889,0.4452643394470215,0.535392165184021,0.24948102235794067,0.18452472984790802,0.5436353087425232,0.19391043484210968,0.3212342858314514,0.4388369917869568,0.29463258385658264
higher,0.2538340389728546,0.27477067708969116,0.17969463765621185,0.3292480409145355,0.18680916726589203,0.1732383817434311,0.31370723247528076,0.057293206453323364,0.15295319259166718,0.33860236406326294,0.15679465234279633
political,0.21846716105937958,0.24095097184181213,0.21022029221057892,0.20477235317230225,0.2925998866558075,0.20370562374591827,0.2016311138868332,0.34510380029678345,0.244094580411911,0.14459815621376038,0.17130474746227264
office,0.12159775197505951,0.2882634103298187,0.1974928379058838,0.27314993739128113,0.25412842631340027,0.21124562621116638,0.15124648809432983,0.21145299077033997,0.11227592080831528,0.1765974760055542,0.16497313976287842
",",0.3087472915649414,0.1771278828382492,0.3015086054801941,0.4933079481124878,0.140306293964386,0.2751410901546478,0.4137537479400635,0.274812251329422,0.3388298749923706,0.2926318049430847,0.31091248989105225
and,0.31309178471565247,0.22603030502796173,0.34479495882987976,0.5171257257461548,0.2044418603181839,0.2903086245059967,0.4731321930885315,0.23770038783550262,0.36109691858291626,0.37609121203422546,0.20544172823429108
thoreau,0.3263375163078308,0.14012770354747772,0.3151754140853882,0.30504027009010315,0.27197036147117615,0.30603376030921936,0.3305809795856476,0.2314710021018982,1.0,0.233090341091156,0.1922200322151184
's,0.02692362666130066,-0.02956485003232956,0.05069678649306297,-0.01540423184633255,0.0735364556312561,0.05867529660463333,0.04397977516055107,-0.02864701859652996,0.09148705005645752,-0.031001994386315346,-0.023395681753754616
essay,0.3115626871585846,0.1359976828098297,0.24068593978881836,0.23527753353118896,0.18566767871379852,0.14397762715816498,0.2783011198043823,0.18276745080947876,0.3720651865005493,0.17840427160263062,0.28484269976615906
was,0.22111038863658905,0.23203803598880768,0.41399896144866943,0.48711544275283813,0.13571642339229584,0.23424914479255676,0.33670201897621155,0.3498801589012146,0.263746052980423,0.2066597044467926,0.18412111699581146
not,0.5449194312095642,0.25555619597435,0.6481515765190125,0.4310511648654938,0.25822365283966064,0.1446017026901245,0.6600887179374695,0.19485236704349518,0.29043129086494446,0.4426962435245514,0.41942933201789856
published,0.20457668602466583,0.09371905028820038,0.17877818644046783,0.22017472982406616,0.09474512934684753,0.2640947997570038,0.23603634536266327,0.24614578485488892,0.2746715545654297,0.10584714263677597,0.16280238330364227
until,0.2693650424480438,0.27449551224708557,0.33905428647994995,0.37191009521484375,0.13920556008815765,0.14424638450145721,0.324736088514328,0.20029957592487335,0.07555065304040909,0.2179327756166458,0.20304496586322784
after,0.21973377466201782,0.19508057832717896,0.30330467224121094,0.4565047025680542,0.16001828014850616,0.12762562930583954,0.373811811208725,0.3432287275791168,0.1751653254032135,0.2533630430698395,0.16608688235282898
the,0.42745697498321533,0.3183514177799225,0.34736719727516174,1.0,0.19507044553756714,0.22324377298355103,0.5473989248275757,0.18817131221294403,0.30504027009010315,0.29667025804519653,0.22068053483963013
end,0.29234179854393005,0.20241278409957886,0.18808481097221375,0.39658910036087036,0.12582805752754211,0.03037584014236927,0.3221861720085144,0.1004704162478447,0.14421924948692322,0.25432926416397095,0.12543344497680664
of,0.33290785551071167,0.23636478185653687,0.2513895630836487,0.733189046382904,0.2403477430343628,0.25408363342285156,0.41498205065727234,0.2085658311843872,0.27008235454559326,0.26628199219703674,0.1826142966747284
the,0.42745697498321533,0.3183514177799225,0.34736719727516174,1.0,0.19507044553756714,0.22324377298355103,0.5473989248275757,0.18817131221294403,0.30504027009010315,0.29667025804519653,0.22068053483963013
mexican,0.16168992221355438,0.12677700817584991,0.17034845054149628,0.22263213992118835,0.12430843710899353,0.12382020801305771,0.2266208827495575,0.1549103856086731,0.19498266279697418,0.1219550371170044,0.12479566037654877
war,0.22516006231307983,0.11233042925596237,0.27422013878822327,0.366199791431427,0.20816630125045776,0.15367193520069122,0.22443464398384094,0.2388795167207718,0.2696859538555145,0.16984206438064575,0.15510529279708862
.,0.3567904531955719,0.24342353641986847,0.35288307070732117,0.5934505462646484,0.23817123472690582,0.29290270805358887,0.4460422694683075,0.21003171801567078,0.2866504490375519,0.39392393827438354,0.4130953550338745
