,what,year,was,north,america,'s,first,printing,press,started,?
in,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.39050599932670593,0.3098583221435547,-0.037580832839012146,0.4127444326877594,0.22161865234375,0.17076928913593292,0.3199414014816284,0.20430970191955566
1638,-0.14228743314743042,-0.06317762285470963,0.09153769165277481,-0.02737564966082573,-0.05848612263798714,-0.062232766300439835,0.06056028604507446,-0.008033853024244308,0.060356155037879944,-0.028355836868286133,-0.10353529453277588
",",0.3087472915649414,0.28560417890548706,0.45456063747406006,0.31834840774536133,0.253568559885025,-0.0016132977325469255,0.34503069519996643,0.25780928134918213,0.27518972754478455,0.32632124423980713,0.31091248989105225
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.36298373341560364,0.37090015411376953,-0.01540423184633255,0.49448907375335693,0.24993151426315308,0.2519533634185791,0.3222070634365082,0.22068053483963013
college,0.20568516850471497,0.18138910830020905,0.275774210691452,0.15342095494270325,0.19625504314899445,0.012106797657907009,0.23479469120502472,0.22117044031620026,0.2305525839328766,0.23502428829669952,0.11076676845550537
became,0.1434093862771988,0.28121209144592285,0.6575068235397339,0.21296916902065277,0.2067197561264038,0.0067522358149290085,0.37862223386764526,0.19594472646713257,0.17091824114322662,0.4678649306297302,0.11374033987522125
home,0.1608789712190628,0.1549265831708908,0.25139835476875305,0.2224818617105484,0.20073437690734863,0.07170099765062332,0.25526297092437744,0.12659253180027008,0.18110035359859467,0.21066106855869293,0.0757145956158638
for,0.3017193675041199,0.29294124245643616,0.3863949179649353,0.17560088634490967,0.243271604180336,-0.07241261005401611,0.3800288736820221,0.2851170003414154,0.14614221453666687,0.297429621219635,0.264628142118454
north,0.18673177063465118,0.18207356333732605,0.29020047187805176,1.0,0.4837384521961212,0.06196961551904678,0.2128637284040451,0.12245438992977142,0.17369896173477173,0.1598242074251175,0.11829731613397598
america,0.2517423629760742,0.22777484357357025,0.2850865423679352,0.4837384521961212,0.9999998807907104,0.04083184897899628,0.297447144985199,0.1608167290687561,0.2798624038696289,0.20666219294071198,0.19333907961845398
's,0.02692362666130066,-0.04087831452488899,0.008974763564765453,0.06196961551904678,0.04083184897899628,0.9999999403953552,-0.014458609744906425,0.017915518954396248,-0.05122065544128418,0.01797550357878208,-0.023395681753754616
first,0.28086137771606445,0.3099139928817749,0.5022147297859192,0.2128637284040451,0.297447144985199,-0.014458609744906425,1.0,0.2992332875728607,0.22467122972011566,0.379001647233963,0.18701928853988647
known,0.20381177961826324,0.20408862829208374,0.35203275084495544,0.1970449835062027,0.20584210753440857,0.008368984796106815,0.274125337600708,0.14973682165145874,0.0823931023478508,0.32893240451812744,0.18314571678638458
printing,0.23539213836193085,0.14129741489887238,0.19471904635429382,0.12245438992977142,0.1608167290687561,0.017915518954396248,0.2992332875728607,1.0000001192092896,0.4099937081336975,0.28495997190475464,0.17118792235851288
press,0.183354914188385,0.09185709804296494,0.20932909846305847,0.17369896173477173,0.2798624038696289,-0.05122065544128418,0.22467122972011566,0.4099937081336975,1.0000001192092896,0.16641172766685486,0.14048311114311218
",",0.3087472915649414,0.28560417890548706,0.45456063747406006,0.31834840774536133,0.253568559885025,-0.0016132977325469255,0.34503069519996643,0.25780928134918213,0.27518972754478455,0.32632124423980713,0.31091248989105225
carried,0.17649970948696136,0.13949798047542572,0.2901332974433899,0.1591627150774002,0.2032051682472229,-0.015492361038923264,0.21272742748260498,0.2346048504114151,0.10748996585607529,0.2221621572971344,0.1305524855852127
by,0.2455483376979828,0.28805047273635864,0.4752357602119446,0.22664140164852142,0.20156630873680115,-0.010884488001465797,0.3877052962779999,0.23548047244548798,0.16423705220222473,0.24540266394615173,0.17966607213020325
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.36298373341560364,0.37090015411376953,-0.01540423184633255,0.49448907375335693,0.24993151426315308,0.2519533634185791,0.3222070634365082,0.22068053483963013
ship,0.15709257125854492,0.1252240240573883,0.20396772027015686,0.19255059957504272,0.2015240490436554,-0.012179100885987282,0.24342814087867737,0.2118622362613678,0.11760187894105911,0.1258666217327118,0.14488010108470917
john,0.18237407505512238,0.13745838403701782,0.2875721752643585,0.19410227239131927,0.22025291621685028,-0.1023898646235466,0.2870165705680847,0.12857432663440704,0.1991405040025711,0.1665104776620865,0.13162356615066528
of,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.3604778051376343,0.28803038597106934,-0.03817026689648628,0.3536086082458496,0.23686911165714264,0.2328261137008667,0.22928385436534882,0.1826142966747284
london,0.15188734233379364,0.19326463341712952,0.3026486933231354,0.22473973035812378,0.23929591476917267,0.03185916692018509,0.2618197202682495,0.17090538144111633,0.21340669691562653,0.22018225491046906,0.11278104782104492
.,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.3171539604663849,0.29180291295051575,-0.003708066651597619,0.4345304071903229,0.3019598126411438,0.22295179963111877,0.3230702877044678,0.4130953550338745
