,which,entities,have,had,to,develop,principles,dedicated,to,conflict,resolution,between,laws,of,different,systems,?
this,0.6719430088996887,0.2825150489807129,0.4660032093524933,0.3222610056400299,0.5759071707725525,0.30477118492126465,0.25753599405288696,0.22475388646125793,0.5759071707725525,0.3299126625061035,0.25189512968063354,0.29040461778640747,0.24818551540374756,0.45148900151252747,0.4134233593940735,0.2930247187614441,0.3155723512172699
has,0.4350704550743103,0.2231403887271881,0.6353569626808167,0.5787927508354187,0.3619994819164276,0.21555861830711365,0.10351306200027466,0.189381405711174,0.3619994819164276,0.21643291413784027,0.178338423371315,0.2653839886188507,0.13783618807792664,0.3909035325050354,0.35839274525642395,0.13986320793628693,0.15994466841220856
meant,0.40491315722465515,0.17686377465724945,0.35890188813209534,0.43942195177078247,0.38652777671813965,0.19851306080818176,0.21746627986431122,0.2143746167421341,0.38652777671813965,0.1945945769548416,0.21929268538951874,0.25683408975601196,0.3296709656715393,0.2713906168937683,0.3242258131504059,0.22351817786693573,0.28817421197891235
both,0.5140923857688904,0.34579402208328247,0.43702858686447144,0.3298463821411133,0.3897709250450134,0.27230188250541687,0.21300475299358368,0.23380151391029358,0.3897709250450134,0.31382668018341064,0.24858567118644714,0.40283381938934326,0.22757543623447418,0.3565710783004761,0.4186019003391266,0.2542630136013031,0.19455738365650177
the,0.6521818041801453,0.2298012375831604,0.40389683842658997,0.3875846862792969,0.535392165184021,0.26276466250419617,0.21452596783638,0.2320098578929901,0.535392165184021,0.2974752187728882,0.2488827407360077,0.39067012071609497,0.2587076723575592,0.733189046382904,0.36412742733955383,0.28089964389801025,0.22068053483963013
european,0.2234036773443222,0.10176092386245728,0.19048169255256653,0.2071351706981659,0.21011990308761597,0.19745050370693207,0.2124764770269394,0.08546160906553268,0.21011990308761597,0.1851009875535965,0.18561910092830658,0.17389921844005585,0.21827232837677002,0.2507138252258301,0.26254570484161377,0.23822493851184845,0.14560863375663757
court,0.19263212382793427,0.14765772223472595,0.1848815530538559,0.26909682154655457,0.24824365973472595,0.14495736360549927,0.22714807093143463,0.08862659335136414,0.24824365973472595,0.23880082368850708,0.2985003590583801,0.1520005613565445,0.3871456980705261,0.28835242986679077,0.14770622551441193,0.16336114704608917,0.17100423574447632
of,0.5011631846427917,0.2669031023979187,0.3802283704280853,0.37755560874938965,0.41548454761505127,0.2259741723537445,0.25854504108428955,0.2574051022529602,0.41548454761505127,0.2620731294155121,0.24433627724647522,0.3737983703613281,0.2539142072200775,1.0,0.3747533857822418,0.277031809091568,0.1826142966747284
justice,0.16124017536640167,0.17952971160411835,0.11963403224945068,0.13671329617500305,0.19197677075862885,0.12427587062120438,0.3458404242992401,0.20645150542259216,0.19197677075862885,0.2199288308620453,0.2983294427394867,0.1533963531255722,0.353615403175354,0.2658293545246124,0.08170679211616516,0.17892365157604218,0.19269752502441406
and,0.506277859210968,0.30422869324684143,0.4711785912513733,0.3872550129890442,0.48971283435821533,0.25684353709220886,0.23146027326583862,0.24898341298103333,0.48971283435821533,0.272842675447464,0.21779510378837585,0.40645647048950195,0.290377676486969,0.5116966962814331,0.39536112546920776,0.27479326725006104,0.20544172823429108
the,0.6521818041801453,0.2298012375831604,0.40389683842658997,0.3875846862792969,0.535392165184021,0.26276466250419617,0.21452596783638,0.2320098578929901,0.535392165184021,0.2974752187728882,0.2488827407360077,0.39067012071609497,0.2587076723575592,0.733189046382904,0.36412742733955383,0.28089964389801025,0.22068053483963013
highest,0.2561801075935364,0.14338819682598114,0.14713740348815918,0.16612038016319275,0.21947018802165985,0.08877652138471603,0.11255203932523727,0.12865498661994934,0.21947018802165985,0.15365906059741974,0.15767990052700043,0.16059060394763947,0.19890256226062775,0.3223685622215271,0.1997680813074112,0.13298723101615906,0.11527936160564423
national,0.28337109088897705,0.20490266382694244,0.16939407587051392,0.15170930325984955,0.21067756414413452,0.12234316021203995,0.17472240328788757,0.19762516021728516,0.21067756414413452,0.1290086805820465,0.24472685158252716,0.17219378054141998,0.13457559049129486,0.3314673602581024,0.16624455153942108,0.1634352058172226,0.15643028914928436
courts,0.24834851920604706,0.2679328918457031,0.25440895557403564,0.2089483141899109,0.2114926129579544,0.1964767426252365,0.257292240858078,0.1371624767780304,0.2114926129579544,0.2543330490589142,0.28246137499809265,0.16319191455841064,0.4667437970638275,0.24972429871559143,0.24297469854354858,0.25550970435142517,0.17759139835834503
have,0.49652695655822754,0.32943490147590637,0.9999999403953552,0.6263401508331299,0.4544740617275238,0.3781738579273224,0.21499435603618622,0.1866295486688614,0.4544740617275238,0.31110259890556335,0.2093307077884674,0.3203330636024475,0.250083863735199,0.3802283704280853,0.5267002582550049,0.24613319337368011,0.32991164922714233
had,0.3188965916633606,0.15528962016105652,0.6263401508331299,0.9999999403953552,0.37984350323677063,0.2486167550086975,0.12266545742750168,0.19234272837638855,0.37984350323677063,0.21191905438899994,0.16294866800308228,0.28245165944099426,0.1894965022802353,0.37755560874938965,0.28319409489631653,0.15275098383426666,0.20728366076946259
to,0.5345056653022766,0.25376439094543457,0.4544740617275238,0.37984350323677063,1.0,0.3375980854034424,0.22974111139774323,0.2375556081533432,1.0,0.2420341968536377,0.2805209159851074,0.3639189600944519,0.2910608649253845,0.41548454761505127,0.3617510497570038,0.2514978349208832,0.29463258385658264
develop,0.33999425172805786,0.2102387398481369,0.3781738579273224,0.2486167550086975,0.3375980854034424,1.0,0.27058911323547363,0.1739436537027359,0.3375980854034424,0.2282312512397766,0.16546232998371124,0.18175990879535675,0.172983780503273,0.2259741723537445,0.3460414409637451,0.3029211759567261,0.15784582495689392
principles,0.29144638776779175,0.30104586482048035,0.21499435603618622,0.12266545742750168,0.22974111139774323,0.27058911323547363,1.0000001192092896,0.190946564078331,0.22974111139774323,0.23799580335617065,0.3402622938156128,0.10778249800205231,0.4629606306552887,0.25854504108428955,0.27195096015930176,0.31956079602241516,0.19203636050224304
