,what,was,jacksonville,referred,to,as,after,the,consolidation,?
in,0.30808621644973755,0.45514053106307983,0.22147351503372192,0.24766652286052704,0.45010748505592346,0.3887844979763031,0.44050168991088867,0.6662389636039734,0.2733294367790222,0.20430970191955566
honor,0.15029305219650269,0.2958109676837921,0.18892709910869598,0.21960735321044922,0.2079980969429016,0.19248861074447632,0.2892547845840454,0.2633417248725891,0.14348195493221283,0.1187526285648346
of,0.33290785551071167,0.4069072902202606,0.23084138333797455,0.317892849445343,0.41548454761505127,0.3886612355709076,0.3867455720901489,0.733189046382904,0.3290441930294037,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,0.2176690250635147,0.3088674545288086,0.535392165184021,0.48381632566452026,0.4565047025680542,1.0,0.3002266585826874,0.22068053483963013
occasion,0.20515377819538116,0.21339811384677887,0.13408072292804718,0.1452101320028305,0.26944923400878906,0.3089175522327423,0.21654240787029266,0.22899624705314636,0.16487634181976318,0.18074023723602295
",",0.3087472915649414,0.45456063747406006,0.2837527096271515,0.2511569857597351,0.44245919585227966,0.48816442489624023,0.38860568404197693,0.4933079481124878,0.23713846504688263,0.31091248989105225
then-mayor,0.2512628436088562,0.3154772222042084,0.30485299229621887,0.17734098434448242,0.30601298809051514,0.32532742619514465,0.2632977068424225,0.33236029744148254,0.2432049959897995,0.20849400758743286
hans,0.1566041111946106,0.21729552745819092,0.0753524973988533,0.10138459503650665,0.13112299144268036,0.16241355240345,0.15284180641174316,0.2071325033903122,0.04353010654449463,0.10353465378284454
tanzler,0.2071366161108017,0.33602815866470337,0.250655859708786,0.18818266689777374,0.17961740493774414,0.29119929671287537,0.22231803834438324,0.2570924162864685,0.16481775045394897,0.2173357754945755
posed,0.21864047646522522,0.2885967195034027,0.13325771689414978,0.285660982131958,0.18576397001743317,0.24841465055942535,0.27949291467666626,0.23124444484710693,0.10175838321447372,0.21519874036312103
with,0.2464839518070221,0.27411898970603943,0.2283513844013214,0.1904708445072174,0.4239959120750427,0.40387406945228577,0.33843478560447693,0.4223487675189972,0.21942877769470215,0.2433311939239502
actress,0.17165528237819672,0.24704307317733765,0.21950162947177887,0.0740455910563469,0.10752200335264206,0.20078179240226746,0.18093591928482056,0.16107499599456787,0.07779917120933533,0.17259088158607483
lee,0.19203267991542816,0.23897704482078552,0.33033713698387146,0.11478489637374878,0.21539461612701416,0.21953415870666504,0.16122685372829437,0.16821028292179108,0.09791991114616394,0.19113655388355255
meredith,0.19534389674663544,0.29848748445510864,0.4071900546550751,0.13747620582580566,0.18856842815876007,0.25122523307800293,0.22898133099079132,0.2297440767288208,0.11405148357152939,0.14512039721012115
behind,0.1959938108921051,0.27558037638664246,0.13473568856716156,0.11588790267705917,0.2780356705188751,0.25558921694755554,0.2771989405155182,0.38928431272506714,0.1015983372926712,0.19274599850177765
a,0.3320399522781372,0.4508470594882965,0.28008249402046204,0.2686276137828827,0.45503583550453186,0.39550232887268066,0.3831600844860077,0.5829201340675354,0.25076913833618164,0.23916715383529663
sign,0.2690769135951996,0.10542256385087967,0.13239246606826782,0.11817567050457001,0.25379011034965515,0.2035602480173111,0.18002144992351532,0.22875791788101196,0.165300652384758,0.21454890072345734
marking,0.1852564662694931,0.15448026359081268,0.16668377816677094,0.1632879227399826,0.22065694630146027,0.2812018394470215,0.25027012825012207,0.3601176142692566,0.27055954933166504,0.12772339582443237
the,0.42745697498321533,0.48711544275283813,0.2176690250635147,0.3088674545288086,0.535392165184021,0.48381632566452026,0.4565047025680542,1.0,0.3002266585826874,0.22068053483963013
new,0.2130378633737564,0.2748313844203949,0.2965656518936157,0.11564653366804123,0.33159172534942627,0.24585270881652832,0.2620960772037506,0.3845241069793701,0.22779220342636108,0.14782847464084625
border,0.26696228981018066,0.15863363444805145,0.1754654496908188,0.10331104695796967,0.20692045986652374,0.13357560336589813,0.1681721806526184,0.2856229841709137,0.28089842200279236,0.1706928312778473
of,0.33290785551071167,0.4069072902202606,0.23084138333797455,0.317892849445343,0.41548454761505127,0.3886612355709076,0.3867455720901489,0.733189046382904,0.3290441930294037,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,0.2176690250635147,0.3088674545288086,0.535392165184021,0.48381632566452026,0.4565047025680542,1.0,0.3002266585826874,0.22068053483963013
``,0.008517155423760414,-0.012679691426455975,-0.023335522040724754,0.017554139718413353,0.06720756739377975,0.03910288214683533,0.040442656725645065,0.029072100296616554,0.03716043010354042,0.0685480609536171
bold,0.20431113243103027,0.08225566148757935,0.23560068011283875,0.12034215778112411,0.20451053977012634,0.23615339398384094,0.14594897627830505,0.20297379791736603,0.14764542877674103,0.27128171920776367
new,0.2130378633737564,0.2748313844203949,0.2965656518936157,0.11564653366804123,0.33159172534942627,0.24585270881652832,0.2620960772037506,0.3845241069793701,0.22779220342636108,0.14782847464084625
city,0.17493832111358643,0.3188765048980713,0.3285287022590637,0.1274534910917282,0.20300441980361938,0.21195319294929504,0.2613813877105713,0.35769423842430115,0.23907002806663513,0.13423943519592285
of,0.33290785551071167,0.4069072902202606,0.23084138333797455,0.317892849445343,0.41548454761505127,0.3886612355709076,0.3867455720901489,0.733189046382904,0.3290441930294037,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,0.2176690250635147,0.3088674545288086,0.535392165184021,0.48381632566452026,0.4565047025680542,1.0,0.3002266585826874,0.22068053483963013
south,0.15388517081737518,0.2792486846446991,0.24695053696632385,0.1831013411283493,0.25657615065574646,0.21022742986679077,0.21278640627861023,0.3129390776157379,0.2067878097295761,0.12336621433496475
'',0.08143015950918198,0.04456103965640068,0.024820799008011818,0.10532526671886444,-0.009905828163027763,0.006628023460507393,-0.08605624735355377,0.041273195296525955,-0.04075780510902405,0.018684765323996544
at,0.2838611304759979,0.36707764863967896,0.2604049742221832,0.1669532209634781,0.36524343490600586,0.28092536330223083,0.3622083067893982,0.457212895154953,0.1255066841840744,0.21978627145290375
florida,0.14450381696224213,0.23693005740642548,0.568950355052948,0.08525532484054565,0.20760414004325867,0.19714993238449097,0.22783660888671875,0.24091358482837677,0.23608048260211945,0.13469882309436798
13,-0.0796622633934021,0.020193999633193016,0.06251311302185059,-0.001060985028743744,0.05182816833257675,0.08679751306772232,0.13578486442565918,-0.007407139986753464,0.040875501930713654,-0.11384815722703934
and,0.31309178471565247,0.3740963041782379,0.2603762745857239,0.2151295244693756,0.48971283435821533,0.49487000703811646,0.3765919506549835,0.5171257257461548,0.26565974950790405,0.20544172823429108
julington,0.16580888628959656,0.32984015345573425,0.451400488615036,0.10459646582603455,0.2919323742389679,0.22690272331237793,0.22622518241405487,0.26325908303260803,0.19786721467971802,0.18173733353614807
creek,0.14430326223373413,0.18697237968444824,0.27954620122909546,0.14126025140285492,0.13187730312347412,0.18809767067432404,0.1888599693775177,0.18927018344402313,0.11657701432704926,0.10912753641605377
.,0.3567904531955719,0.40146201848983765,0.2843366861343384,0.16569985449314117,0.4645031690597534,0.515582263469696,0.35870397090911865,0.5934505462646484,0.2829543948173523,0.4130953550338745
,what,was,jacksonville,referred,to,as,after,the,consolidation,?
on,0.34226128458976746,0.3909217119216919,0.23172973096370697,0.12782762944698334,0.41031414270401,0.36047765612602234,0.39330315589904785,0.5107308030128479,0.1384814977645874,0.2714994251728058
october,0.24927909672260284,0.4627581834793091,0.25787970423698425,0.08473397046327591,0.23106063902378082,0.25472286343574524,0.3173348009586334,0.2621108889579773,0.15445095300674438,0.29706719517707825
1,-0.21266892552375793,-0.2275921255350113,-0.19560661911964417,-0.12970823049545288,-0.2769182622432709,-0.2728762626647949,-0.14776575565338135,-0.1554475575685501,-0.13049355149269104,-0.249979168176651
",",0.3087472915649414,0.45456063747406006,0.2837527096271515,0.2511569857597351,0.44245919585227966,0.48816442489624023,0.38860568404197693,0.4933079481124878,0.23713846504688263,0.31091248989105225
1968,-0.07854823768138885,0.07066072523593903,-0.009058226831257343,0.07081536948680878,0.06488213688135147,0.0148794399574399,-0.0035232221707701683,0.07431387901306152,-0.00207343022339046,-0.08543776720762253
",",0.3087472915649414,0.45456063747406006,0.2837527096271515,0.2511569857597351,0.44245919585227966,0.48816442489624023,0.38860568404197693,0.4933079481124878,0.23713846504688263,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,0.2176690250635147,0.3088674545288086,0.535392165184021,0.48381632566452026,0.4565047025680542,1.0,0.3002266585826874,0.22068053483963013
governments,0.2814749777317047,0.25224968791007996,0.13201884925365448,0.14521688222885132,0.30281347036361694,0.22658605873584747,0.22915823757648468,0.2835306227207184,0.45036062598228455,0.18805137276649475
merged,0.13653609156608582,0.20836342871189117,0.1658150553703308,0.14511464536190033,0.08683764189481735,0.1253654509782791,0.13904528319835663,0.22961698472499847,0.2294594794511795,0.16063673794269562
to,0.455847829580307,0.3636345863342285,0.1994343250989914,0.22845174372196198,1.0,0.42092081904411316,0.37890323996543884,0.535392165184021,0.2817556858062744,0.29463258385658264
create,0.2962724268436432,0.17767828702926636,0.14345207810401917,0.1878938227891922,0.41124165058135986,0.2565624415874481,0.1541963368654251,0.25265660881996155,0.25198596715927124,0.300167441368103
the,0.42745697498321533,0.48711544275283813,0.2176690250635147,0.3088674545288086,0.535392165184021,0.48381632566452026,0.4565047025680542,1.0,0.3002266585826874,0.22068053483963013
consolidated,0.15863418579101562,0.22622759640216827,0.215550035238266,0.19589535892009735,0.26858964562416077,0.2423938661813736,0.24600470066070557,0.28580236434936523,0.8376317024230957,0.16821198165416718
city,0.17493832111358643,0.3188765048980713,0.3285287022590637,0.1274534910917282,0.20300441980361938,0.21195319294929504,0.2613813877105713,0.35769423842430115,0.23907002806663513,0.13423943519592285
of,0.33290785551071167,0.4069072902202606,0.23084138333797455,0.317892849445343,0.41548454761505127,0.3886612355709076,0.3867455720901489,0.733189046382904,0.3290441930294037,0.1826142966747284
jacksonville,0.14578714966773987,0.2742757201194763,1.0000001192092896,0.11105889081954956,0.1994343250989914,0.20988665521144867,0.20310255885124207,0.2176690250635147,0.17964975535869598,0.1359667330980301
.,0.3567904531955719,0.40146201848983765,0.2843366861343384,0.16569985449314117,0.4645031690597534,0.515582263469696,0.35870397090911865,0.5934505462646484,0.2829543948173523,0.4130953550338745
