,what,modern,formations,do,geologists,study,?
in,0.30808621644973755,0.29808807373046875,0.2713339030742645,0.23402775824069977,0.22336415946483612,0.2875489294528961,0.20430970191955566
many,0.36131182312965393,0.32647043466567993,0.3171328008174896,0.38738366961479187,0.32385045289993286,0.30255988240242004,0.2124512493610382
cases,0.2612028121948242,0.1617189198732376,0.3116835653781891,0.26828375458717346,0.18960419297218323,0.20762225985527039,0.25599566102027893
",",0.3087472915649414,0.2557750344276428,0.2789337933063507,0.3283645510673523,0.17116183042526245,0.26425549387931824,0.31091248989105225
geologists,0.33891814947128296,0.24589776992797852,0.44328412413597107,0.26293861865997314,1.0000001192092896,0.35992446541786194,0.18105274438858032
also,0.42747777700424194,0.29002171754837036,0.263651579618454,0.36242780089378357,0.2034590095281601,0.28702813386917114,0.21848613023757935
study,0.3123835027217865,0.27496016025543213,0.2969806492328644,0.24216023087501526,0.35992446541786194,1.0,0.15902167558670044
modern,0.2655639946460724,0.9999999403953552,0.2069951295852661,0.1850697249174118,0.24589776992797852,0.27496016025543213,0.12475407868623734
soils,0.20738931000232697,0.13548481464385986,0.4298865497112274,0.1925463229417801,0.35153788328170776,0.2053288370370865,0.14593276381492615
",",0.3087472915649414,0.2557750344276428,0.2789337933063507,0.3283645510673523,0.17116183042526245,0.26425549387931824,0.31091248989105225
rivers,0.14092835783958435,0.16197091341018677,0.27431514859199524,0.16471010446548462,0.2538597881793976,0.10826040804386139,0.15866327285766602
",",0.3087472915649414,0.2557750344276428,0.2789337933063507,0.3283645510673523,0.17116183042526245,0.26425549387931824,0.31091248989105225
landscapes,0.22770287096500397,0.23975540697574615,0.28407523036003113,0.16560564935207367,0.30763643980026245,0.283786803483963,0.13407273590564728
",",0.3087472915649414,0.2557750344276428,0.2789337933063507,0.3283645510673523,0.17116183042526245,0.26425549387931824,0.31091248989105225
and,0.31309178471565247,0.3277876079082489,0.30350422859191895,0.276123583316803,0.16954530775547028,0.300253301858902,0.20544172823429108
glaciers,0.17894403636455536,0.08061959594488144,0.4288118779659271,0.15111903846263885,0.3924176096916199,0.19063496589660645,0.10289843380451202
;,0.10986888408660889,0.0628311038017273,0.030677521601319313,0.06261929124593735,0.09424754232168198,-0.008026321418583393,0.10349778085947037
investigate,0.2503477931022644,0.10410681366920471,0.23656664788722992,0.2704262137413025,0.29798266291618347,0.3739076852798462,0.16237691044807434
past,0.3538547456264496,0.1892445832490921,0.2813259959220886,0.2883724570274353,0.2964428663253784,0.18933966755867004,0.2598046660423279
and,0.31309178471565247,0.3277876079082489,0.30350422859191895,0.276123583316803,0.16954530775547028,0.300253301858902,0.20544172823429108
current,0.18294453620910645,0.18437142670154572,0.13807660341262817,0.20353420078754425,0.1324191838502884,0.10859311372041702,0.12074550241231918
life,0.24693015217781067,0.23697541654109955,0.186658576130867,0.1348615288734436,0.19687168300151825,0.2842041254043579,0.21677987277507782
and,0.31309178471565247,0.3277876079082489,0.30350422859191895,0.276123583316803,0.16954530775547028,0.300253301858902,0.20544172823429108
biogeochemical,0.26934850215911865,0.2028304636478424,0.347928524017334,0.23692485690116882,0.42742061614990234,0.36872294545173645,0.19834385812282562
pathways,0.23830075562000275,0.20099370181560516,0.355167418718338,0.23442955315113068,0.22138187289237976,0.2926136553287506,0.17890726029872894
",",0.3087472915649414,0.2557750344276428,0.2789337933063507,0.3283645510673523,0.17116183042526245,0.26425549387931824,0.31091248989105225
and,0.31309178471565247,0.3277876079082489,0.30350422859191895,0.276123583316803,0.16954530775547028,0.300253301858902,0.20544172823429108
use,0.3453877568244934,0.3562934696674347,0.2525526285171509,0.4545445144176483,0.2389349788427353,0.20468193292617798,0.32795652747154236
geophysical,0.2702294886112213,0.25044703483581543,0.36687803268432617,0.17224504053592682,0.42546921968460083,0.4430972933769226,0.09115879982709885
methods,0.23519274592399597,0.292489230632782,0.37696558237075806,0.2658452093601227,0.311614453792572,0.33305448293685913,0.19441695511341095
to,0.455847829580307,0.193939670920372,0.2386225163936615,0.38876664638519287,0.24980248510837555,0.3326032757759094,0.29463258385658264
investigate,0.2503477931022644,0.10410681366920471,0.23656664788722992,0.2704262137413025,0.29798266291618347,0.3739076852798462,0.16237691044807434
the,0.42745697498321533,0.3283970355987549,0.3201930522918701,0.30239659547805786,0.29488950967788696,0.2533665597438812,0.22068053483963013
subsurface,0.2581934928894043,0.16164931654930115,0.4200270175933838,0.22272494435310364,0.3903407156467438,0.2675979733467102,0.18042322993278503
.,0.3567904531955719,0.22790057957172394,0.2616509795188904,0.3613996207714081,0.20061980187892914,0.23432257771492004,0.4130953550338745
