,how,was,temüjin,kept,imprisoned,by,the,tayichi'ud,?
the,0.33890387415885925,0.48711544275283813,0.43713900446891785,0.3135738670825958,0.20625166594982147,0.4408751428127289,1.0,0.26578134298324585,0.22068053483963013
tayichi'ud,0.25252532958984375,0.3241673707962036,0.49675238132476807,0.1702910214662552,0.26322710514068604,0.24762317538261414,0.26578134298324585,1.0,0.2877330482006073
enslaved,0.187148317694664,0.26464980840682983,0.41994357109069824,0.2332358956336975,0.3824165165424347,0.2484031617641449,0.26615700125694275,0.20192256569862366,0.20439322292804718
temüjin,0.3138812780380249,0.38774195313453674,1.0,0.35254594683647156,0.33173924684524536,0.2763390839099884,0.43713900446891785,0.49675238132476807,0.21090233325958252
(,0.1676948219537735,0.2980341613292694,0.2132648229598999,0.20092356204986572,0.11880455911159515,0.20696312189102173,0.33289089798927307,0.3280112147331238,0.40561532974243164
reportedly,0.13931816816329956,0.391547292470932,0.3825224041938782,0.18700772523880005,0.3141576647758484,0.31718263030052185,0.23811356723308563,0.34047195315361023,0.14895299077033997
with,0.3525622487068176,0.27411898970603943,0.26846927404403687,0.24019932746887207,0.12129519879817963,0.39731505513191223,0.4223487675189972,0.23875334858894348,0.2433311939239502
a,0.29312583804130554,0.4508470594882965,0.36845725774765015,0.21615740656852722,0.16409406065940857,0.32094135880470276,0.5829201340675354,0.28421542048454285,0.23916715383529663
cangue,0.20242108404636383,0.19727610051631927,0.27063578367233276,0.19405265152454376,0.17633146047592163,0.1902555525302887,0.23935668170452118,0.3132210969924927,0.2217435985803604
",",0.22659391164779663,0.45456063747406006,0.3484273850917816,0.2797359526157379,0.2620146572589874,0.3680937886238098,0.4933079481124878,0.337033748626709,0.31091248989105225
a,0.29312583804130554,0.4508470594882965,0.36845725774765015,0.21615740656852722,0.16409406065940857,0.32094135880470276,0.5829201340675354,0.28421542048454285,0.23916715383529663
sort,0.3112115263938904,0.12260091304779053,0.21851184964179993,0.23438754677772522,0.12503933906555176,0.15453682839870453,0.31158876419067383,0.12282243371009827,0.33130937814712524
of,0.2480744868516922,0.4069072902202606,0.378805011510849,0.25036442279815674,0.2474561184644699,0.3646814823150635,0.733189046382904,0.28461363911628723,0.1826142966747284
portable,0.23150907456874847,0.20499582588672638,0.2210516333580017,0.12586408853530884,0.10097821801900864,0.20845071971416473,0.16627740859985352,0.26655009388923645,0.17990094423294067
stocks,0.24206842482089996,0.16049103438854218,0.18556740880012512,0.2214534431695938,0.16566936671733856,0.1876833438873291,0.19247931241989136,0.1803809553384781,0.17080073058605194
),0.17939934134483337,0.3267642855644226,0.23526804149150848,0.20573116838932037,0.12801720201969147,0.2151763141155243,0.3456730246543884,0.3201071321964264,0.42300865054130554
",",0.22659391164779663,0.45456063747406006,0.3484273850917816,0.2797359526157379,0.2620146572589874,0.3680937886238098,0.4933079481124878,0.337033748626709,0.31091248989105225
but,0.43101516366004944,0.36023372411727905,0.4305238425731659,0.3627110719680786,0.20129579305648804,0.3159136474132538,0.4859698414802551,0.21843194961547852,0.27921953797340393
with,0.3525622487068176,0.27411898970603943,0.26846927404403687,0.24019932746887207,0.12129519879817963,0.39731505513191223,0.4223487675189972,0.23875334858894348,0.2433311939239502
the,0.33890387415885925,0.48711544275283813,0.43713900446891785,0.3135738670825958,0.20625166594982147,0.4408751428127289,1.0,0.26578134298324585,0.22068053483963013
help,0.4384428858757019,0.14012886583805084,0.28650879859924316,0.25803250074386597,0.1183687075972557,0.2285822480916977,0.30064165592193604,0.22852236032485962,0.28403452038764954
of,0.2480744868516922,0.4069072902202606,0.378805011510849,0.25036442279815674,0.2474561184644699,0.3646814823150635,0.733189046382904,0.28461363911628723,0.1826142966747284
a,0.29312583804130554,0.4508470594882965,0.36845725774765015,0.21615740656852722,0.16409406065940857,0.32094135880470276,0.5829201340675354,0.28421542048454285,0.23916715383529663
sympathetic,0.29693159461021423,0.20892639458179474,0.3205413818359375,0.2173060178756714,0.25761857628822327,0.1758648157119751,0.2595970630645752,0.17837390303611755,0.18738842010498047
guard,0.1639660745859146,0.21039271354675293,0.24729909002780914,0.2716900408267975,0.25596895813941956,0.19842374324798584,0.30210334062576294,0.24356336891651154,0.11036597937345505
",",0.22659391164779663,0.45456063747406006,0.3484273850917816,0.2797359526157379,0.2620146572589874,0.3680937886238098,0.4933079481124878,0.337033748626709,0.31091248989105225
the,0.33890387415885925,0.48711544275283813,0.43713900446891785,0.3135738670825958,0.20625166594982147,0.4408751428127289,1.0,0.26578134298324585,0.22068053483963013
father,0.2127397656440735,0.3492507338523865,0.40216585993766785,0.20944516360759735,0.2850101590156555,0.20845550298690796,0.24010279774665833,0.2945325970649719,0.14826634526252747
of,0.2480744868516922,0.4069072902202606,0.378805011510849,0.25036442279815674,0.2474561184644699,0.3646814823150635,0.733189046382904,0.28461363911628723,0.1826142966747284
chilaun,0.19758456945419312,0.25299108028411865,0.44698870182037354,0.16483478248119354,0.30478718876838684,0.21754474937915802,0.32206329703330994,0.480694055557251,0.2571731507778168
(,0.1676948219537735,0.2980341613292694,0.2132648229598999,0.20092356204986572,0.11880455911159515,0.20696312189102173,0.33289089798927307,0.3280112147331238,0.40561532974243164
who,0.4070430099964142,0.3318818509578705,0.416724294424057,0.20781061053276062,0.2948753237724304,0.39727845788002014,0.3733934462070465,0.27559512853622437,0.26220351457595825
later,0.2534695267677307,0.5684447288513184,0.4264255166053772,0.27844154834747314,0.3692508041858673,0.3747883439064026,0.4060266613960266,0.3079773783683777,0.1417175978422165
became,0.10954522341489792,0.6575068235397339,0.3326198160648346,0.2572677731513977,0.21238698065280914,0.24051691591739655,0.36325156688690186,0.29967260360717773,0.11374033987522125
a,0.29312583804130554,0.4508470594882965,0.36845725774765015,0.21615740656852722,0.16409406065940857,0.32094135880470276,0.5829201340675354,0.28421542048454285,0.23916715383529663
general,0.19638104736804962,0.2445744127035141,0.27556800842285156,0.133345827460289,0.13201987743377686,0.2654627859592438,0.28634732961654663,0.21683017909526825,0.1972234547138214
of,0.2480744868516922,0.4069072902202606,0.378805011510849,0.25036442279815674,0.2474561184644699,0.3646814823150635,0.733189046382904,0.28461363911628723,0.1826142966747284
genghis,0.15753298997879028,0.3037589192390442,0.604469895362854,0.1741185039281845,0.31696051359176636,0.22102472186088562,0.3448939025402069,0.511319100856781,0.18813461065292358
khan,0.11783289164304733,0.23483267426490784,0.5100751519203186,0.08661077916622162,0.15933644771575928,0.13558374345302582,0.21067845821380615,0.4106321334838867,0.12862591445446014
),0.17939934134483337,0.3267642855644226,0.23526804149150848,0.20573116838932037,0.12801720201969147,0.2151763141155243,0.3456730246543884,0.3201071321964264,0.42300865054130554
",",0.22659391164779663,0.45456063747406006,0.3484273850917816,0.2797359526157379,0.2620146572589874,0.3680937886238098,0.4933079481124878,0.337033748626709,0.31091248989105225
he,0.2594625651836395,0.5410010814666748,0.44463157653808594,0.20962399244308472,0.31553882360458374,0.2485479861497879,0.4571082592010498,0.31279250979423523,0.2089974731206894
was,0.16678167879581451,1.0000001192092896,0.38774195313453674,0.2936630845069885,0.31245532631874084,0.4752357602119446,0.48711544275283813,0.3241673707962036,0.18412111699581146
able,0.4865567088127136,0.19031302630901337,0.27328506112098694,0.32124537229537964,0.20188936591148376,0.24084776639938354,0.3435857892036438,0.13125382363796234,0.260649710893631
to,0.44169697165489197,0.3636345863342285,0.36858871579170227,0.2408064305782318,0.20639187097549438,0.33534231781959534,0.535392165184021,0.20994915068149567,0.29463258385658264
escape,0.19620616734027863,0.15854816138744354,0.24744707345962524,0.1952272653579712,0.3452284336090088,0.23206676542758942,0.23189567029476166,0.1423177421092987,0.11586874723434448
from,0.22939439117908478,0.31171464920043945,0.29172295331954956,0.29893186688423157,0.1972406953573227,0.3373257517814636,0.40150508284568787,0.22167056798934937,0.19969791173934937
the,0.33890387415885925,0.48711544275283813,0.43713900446891785,0.3135738670825958,0.20625166594982147,0.4408751428127289,1.0,0.26578134298324585,0.22068053483963013
ger,0.09851666539907455,0.15803341567516327,0.17318764328956604,0.1285618245601654,0.05775383859872818,0.15632709860801697,0.18036244809627533,0.22402112185955048,0.11986888945102692
(,0.1676948219537735,0.2980341613292694,0.2132648229598999,0.20092356204986572,0.11880455911159515,0.20696312189102173,0.33289089798927307,0.3280112147331238,0.40561532974243164
yurt,0.2639581561088562,0.28336000442504883,0.42924511432647705,0.22903254628181458,0.21091070771217346,0.31200364232063293,0.25217297673225403,0.43905729055404663,0.15228421986103058
),0.17939934134483337,0.3267642855644226,0.23526804149150848,0.20573116838932037,0.12801720201969147,0.2151763141155243,0.3456730246543884,0.3201071321964264,0.42300865054130554
in,0.2601168751716614,0.45514053106307983,0.3433155417442322,0.2662917971611023,0.21683715283870697,0.370934396982193,0.6662389636039734,0.26022401452064514,0.20430970191955566
the,0.33890387415885925,0.48711544275283813,0.43713900446891785,0.3135738670825958,0.20625166594982147,0.4408751428127289,1.0,0.26578134298324585,0.22068053483963013
middle,0.1679641306400299,0.21038298308849335,0.2878918945789337,0.16537122428417206,0.1611684411764145,0.18733404576778412,0.3405749201774597,0.1770164966583252,0.13139553368091583
of,0.2480744868516922,0.4069072902202606,0.378805011510849,0.25036442279815674,0.2474561184644699,0.3646814823150635,0.733189046382904,0.28461363911628723,0.1826142966747284
the,0.33890387415885925,0.48711544275283813,0.43713900446891785,0.3135738670825958,0.20625166594982147,0.4408751428127289,1.0,0.26578134298324585,0.22068053483963013
night,0.17527689039707184,0.21724213659763336,0.18185755610466003,0.23367346823215485,0.1490575224161148,0.1654970496892929,0.2817382514476776,0.2029414027929306,0.13794848322868347
by,0.34370526671409607,0.4752357602119446,0.2763390839099884,0.20793050527572632,0.19755636155605316,1.0000001192092896,0.4408751428127289,0.24762317538261414,0.17966607213020325
hiding,0.2351217418909073,0.1641547828912735,0.2847048044204712,0.2976619601249695,0.32409167289733887,0.17130106687545776,0.26422008872032166,0.16216297447681427,0.24915523827075958
in,0.2601168751716614,0.45514053106307983,0.3433155417442322,0.2662917971611023,0.21683715283870697,0.370934396982193,0.6662389636039734,0.26022401452064514,0.20430970191955566
a,0.29312583804130554,0.4508470594882965,0.36845725774765015,0.21615740656852722,0.16409406065940857,0.32094135880470276,0.5829201340675354,0.28421542048454285,0.23916715383529663
river,0.09142279624938965,0.15785206854343414,0.2314249575138092,0.07338667660951614,0.13399459421634674,0.11889402568340302,0.2894456386566162,0.23903079330921173,0.15390869975090027
crevice,0.22101560235023499,0.17076344788074493,0.2733306884765625,0.1981162428855896,0.14355915784835815,0.19668331742286682,0.3671407699584961,0.246392622590065,0.13206838071346283
.,0.3287222981452942,0.40146201848983765,0.31788840889930725,0.3029547333717346,0.20063312351703644,0.3936232924461365,0.5934505462646484,0.31076619029045105,0.4130953550338745
