,what,is,the,citation,for,the,pierce,v.,society,of,sisters,case,?
some,0.4491020441055298,0.3038453459739685,0.4566698372364044,0.19575564563274384,0.4257155656814575,0.4566698372364044,0.13334839046001434,0.0397786907851696,0.26269596815109253,0.4300730526447296,0.19737766683101654,0.37110674381256104,0.2562315762042999
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.22959956526756287,0.4185989499092102,0.733189046382904,0.2293238788843155,-0.02588406391441822,0.23646748065948486,1.0,0.15117692947387695,0.24743439257144928,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.2536581754684448,0.4739971458911896,1.0,0.2549101412296295,-0.028345759958028793,0.2789285480976105,0.733189046382904,0.15165339410305023,0.31022098660469055,0.22068053483963013
most,0.3219912350177765,0.41165053844451904,0.47635307908058167,0.1729581356048584,0.3906237483024597,0.47635307908058167,0.13580937683582306,0.03004605509340763,0.1709422916173935,0.4178851246833801,0.143143430352211,0.2830452024936676,0.2107497900724411
relevant,0.41105255484580994,0.2515393793582916,0.3216378390789032,0.4182658791542053,0.3036845326423645,0.3216378390789032,0.07329721003770828,-0.05853668600320816,0.17176204919815063,0.27652084827423096,0.05862134322524071,0.39481115341186523,0.37889617681503296
supreme,0.25469252467155457,0.18667450547218323,0.2583438754081726,0.19270549714565277,0.14259403944015503,0.2583438754081726,0.20524589717388153,-0.14399266242980957,0.21378976106643677,0.2847438156604767,0.14616401493549347,0.4282354712486267,0.20777292549610138
court,0.23440583050251007,0.20797641575336456,0.2812081575393677,0.19875499606132507,0.21894486248493195,0.2812081575393677,0.15138457715511322,-0.15588265657424927,0.24612748622894287,0.28835242986679077,0.17933867871761322,0.4225234091281891,0.17100423574447632
case,0.30770957469940186,0.26648613810539246,0.31022098660469055,0.29955312609672546,0.30355575680732727,0.31022098660469055,0.16884936392307281,-0.03772502392530441,0.09881655126810074,0.24743439257144928,0.08838903158903122,1.0000001192092896,0.33232852816581726
law,0.2145031988620758,0.18597714602947235,0.24548950791358948,0.1827675998210907,0.1650637686252594,0.24548950791358948,0.17677782475948334,-0.08402301371097565,0.20615363121032715,0.2816956341266632,0.21456676721572876,0.3231390416622162,0.1528988480567932
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.2009706050157547,0.36199691891670227,0.5107308030128479,0.22674345970153809,-0.038737017661333084,0.15271499752998352,0.3966929316520691,0.2038009762763977,0.2473251074552536,0.2714994251728058
this,0.5489566326141357,0.480927973985672,0.6274310946464539,0.3287971615791321,0.5082864165306091,0.6274310946464539,0.13281883299350739,0.04859299585223198,0.21165113151073456,0.45148900151252747,0.14989131689071655,0.39866772294044495,0.3155723512172699
is,0.28837618231773376,1.0,0.5823672413825989,0.20686984062194824,0.43268078565597534,0.5823672413825989,0.1852693259716034,-0.05407535284757614,0.15995073318481445,0.4854315221309662,0.12762703001499176,0.26648613810539246,0.22961433231830597
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.19104808568954468,0.44774648547172546,0.48381632566452026,0.24878238141536713,0.0032432398293167353,0.18661245703697205,0.3886612355709076,0.14632999897003174,0.3263775706291199,0.27043893933296204
follows,0.28637656569480896,0.3465309739112854,0.3630034327507019,0.25418299436569214,0.26121172308921814,0.3630034327507019,0.13550226390361786,-0.05075117573142052,0.2315444052219391,0.28921809792518616,0.20926012098789215,0.21061909198760986,0.16897420585155487
:,-0.12022944539785385,-0.07222653180360794,-0.03403344005346298,-0.016931336373090744,-0.02522280067205429,-0.03403344005346298,-0.051037922501564026,-0.056508444249629974,-0.09192480146884918,-0.08807745575904846,-0.015193899162113667,-0.07163292169570923,-0.07156077772378922
runyon,0.23822322487831116,0.275330513715744,0.3165336549282074,0.1368907392024994,0.2635849714279175,0.3165336549282074,0.2738443911075592,-0.048037514090538025,0.18865148723125458,0.23852168023586273,0.25729426741600037,0.16725404560565948,0.14398083090782166
v.,0.017213884741067886,-0.05407535284757614,-0.028345759958028793,-0.11939650774002075,0.00569364707916975,-0.028345759958028793,-0.059682268649339676,1.0,-0.022651439532637596,-0.02588406391441822,-0.004155030474066734,-0.03772502392530441,0.13179227709770203
mccrary,0.2436600774526596,0.17526015639305115,0.20319393277168274,0.14620935916900635,0.23591531813144684,0.20319393277168274,0.37840917706489563,-0.044088371098041534,0.2524011731147766,0.227389857172966,0.2770546078681946,0.1701899915933609,0.2066931128501892
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.23433831334114075,0.4464869201183319,0.4933079481124878,0.2930167019367218,0.011836257763206959,0.20629194378852844,0.4946078956127167,0.23247653245925903,0.2977246046066284,0.31091248989105225
427,-0.12005113065242767,-0.15133211016654968,-0.2638601064682007,-0.14870215952396393,-0.12319067865610123,-0.2638601064682007,-0.10797972232103348,0.006074706092476845,-0.07178321480751038,-0.21943329274654388,-0.13766665756702423,-0.05018140375614166,-0.06483101099729538
u.s.,0.11178889125585556,-0.05269147455692291,0.06592652946710587,0.006917671300470829,0.11615988612174988,0.06592652946710587,0.0335930734872818,-0.00042049455805681646,-0.1284509152173996,0.011562774889171124,-0.017632106319069862,0.025508321821689606,0.07886100560426712
160,-0.2319744974374771,-0.040434580296278,-0.02510654367506504,-0.11200420558452606,-0.17821528017520905,-0.02510654367506504,0.0009668694110587239,-0.055585432797670364,-0.10847950726747513,0.01939276047050953,-0.022983666509389877,-0.21384529769420624,-0.11823219805955887
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.22305864095687866,0.3357032239437103,0.33289089798927307,0.24921026825904846,0.012761279009282589,0.11421491950750351,0.35032153129577637,0.16511857509613037,0.2248619794845581,0.40561532974243164
1976,0.1609642058610916,-0.015275335870683193,0.05905425176024437,0.012205078266561031,-0.001328040729276836,0.05905425176024437,0.2018771767616272,-0.030604349449276924,0.019930552691221237,0.04266154393553734,0.30639126896858215,0.05271846055984497,0.08586528897285461
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.23686788976192474,0.3639558255672455,0.3456730246543884,0.2522576153278351,0.0044390130788087845,0.11955338716506958,0.3680361211299896,0.18550218641757965,0.2503088414669037,0.42300865054130554
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,-0.024930493906140327,0.0293948445469141,0.09152708947658539,0.019754813984036446,-0.04147130250930786,0.0793188139796257,0.054534342139959335,0.052838314324617386,-0.029111087322235107,0.10349778085947037
wisconsin,0.1399248093366623,0.18332251906394958,0.21619275212287903,0.10043436288833618,0.1641124039888382,0.21619275212287903,0.3285069763660431,-0.13513346016407013,0.1453663855791092,0.19009578227996826,0.16162186861038208,0.13163231313228607,0.05867835134267807
v.,0.017213884741067886,-0.05407535284757614,-0.028345759958028793,-0.11939650774002075,0.00569364707916975,-0.028345759958028793,-0.059682268649339676,1.0,-0.022651439532637596,-0.02588406391441822,-0.004155030474066734,-0.03772502392530441,0.13179227709770203
yoder,0.22653169929981232,0.1949501633644104,0.2737489640712738,0.09900955855846405,0.10570336133241653,0.2737489640712738,0.2647057771682739,0.013485969044268131,0.10890238732099533,0.1381111443042755,0.22579199075698853,0.15233935415744781,0.2079811841249466
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.23433831334114075,0.4464869201183319,0.4933079481124878,0.2930167019367218,0.011836257763206959,0.20629194378852844,0.4946078956127167,0.23247653245925903,0.2977246046066284,0.31091248989105225
406,0.06162160262465477,0.08452219516038895,0.0919000655412674,0.003071288811042905,0.17784476280212402,0.0919000655412674,0.21230559051036835,-0.04903795197606087,0.050216931849718094,0.03920860216021538,0.11866072565317154,-0.0197919849306345,0.10126351565122604
u.s.,0.11178889125585556,-0.05269147455692291,0.06592652946710587,0.006917671300470829,0.11615988612174988,0.06592652946710587,0.0335930734872818,-0.00042049455805681646,-0.1284509152173996,0.011562774889171124,-0.017632106319069862,0.025508321821689606,0.07886100560426712
205,0.22776047885417938,0.0043511842377483845,0.06146814301609993,0.16647174954414368,0.1713591367006302,0.06146814301609993,-0.13459353148937225,0.1423834264278412,0.04122832790017128,0.0373673215508461,0.015715092420578003,0.13451337814331055,0.2766927182674408
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.22305864095687866,0.3357032239437103,0.33289089798927307,0.24921026825904846,0.012761279009282589,0.11421491950750351,0.35032153129577637,0.16511857509613037,0.2248619794845581,0.40561532974243164
