,what,magazine,did,tesla,talk,to,about,the,strange,signals,?
he,0.3114890456199646,0.1975211650133133,0.3292143940925598,0.12373391538858414,0.18408390879631042,0.385390967130661,0.2518255114555359,0.4571082592010498,0.19296422600746155,0.1314157098531723,0.2089974731206894
expanded,0.2418898046016693,0.09512392431497574,0.20851697027683258,0.16551096737384796,0.24343137443065643,0.29032543301582336,0.20753899216651917,0.3258892893791199,0.06354764848947525,0.14156155288219452,0.2124357968568802
on,0.34226128458976746,0.2296493798494339,0.2670976221561432,0.16159376502037048,0.2979150712490082,0.41031414270401,0.322975218296051,0.5107308030128479,0.21226468682289124,0.22392448782920837,0.2714994251728058
the,0.42745697498321533,0.19931171834468842,0.34736719727516174,0.1324402391910553,0.2565208673477173,0.535392165184021,0.37995871901512146,1.0,0.25540825724601746,0.28817644715309143,0.22068053483963013
signals,0.2608519196510315,0.06664469838142395,0.16955922544002533,0.2646845281124115,0.2312546819448471,0.28668031096458435,0.13794632256031036,0.28817644715309143,0.16795971989631653,0.9999999403953552,0.09948804974555969
he,0.3114890456199646,0.1975211650133133,0.3292143940925598,0.12373391538858414,0.18408390879631042,0.385390967130661,0.2518255114555359,0.4571082592010498,0.19296422600746155,0.1314157098531723,0.2089974731206894
heard,0.31528279185295105,0.05965392664074898,0.315571129322052,0.0950494334101677,0.1535913646221161,0.21589848399162292,0.29126402735710144,0.2628673017024994,0.33500945568084717,0.2668437063694,0.2273091822862625
in,0.30808621644973755,0.17267684638500214,0.2593238651752472,0.17097744345664978,0.18162277340888977,0.45010748505592346,0.39797019958496094,0.6662389636039734,0.2529659867286682,0.1433969885110855,0.20430970191955566
a,0.3320399522781372,0.20126637816429138,0.2552328109741211,0.2211925983428955,0.23299653828144073,0.45503583550453186,0.34171196818351746,0.5829201340675354,0.2842665910720825,0.22286362946033478,0.23916715383529663
9,-0.048040688037872314,0.09179241210222244,0.038853127509355545,-0.0822490006685257,-0.048884499818086624,-0.021935373544692993,-0.027899377048015594,0.023652536794543266,-0.006107081193476915,0.04619995132088661,-0.026682810857892036
february,0.1913013905286789,0.20433494448661804,0.25426602363586426,0.1285248100757599,0.3430430591106415,0.20325583219528198,0.16403432190418243,0.26483774185180664,0.1519869565963745,0.06248157471418381,0.29594847559928894
1901,-0.07605163753032684,-0.02084919810295105,0.00048246048390865326,0.013134386390447617,-0.016868053004145622,-0.024875154718756676,-0.02860214374959469,0.01573479175567627,-0.10057952255010605,0.09142880141735077,-0.041070252656936646
collier,0.20335489511489868,0.14448902010917664,0.12322572618722916,0.19738905131816864,0.11923525482416153,0.12904465198516846,0.16757477819919586,0.1790870726108551,0.23418445885181427,0.11027029901742935,0.15879575908184052
's,0.02692362666130066,0.04030289873480797,0.05069678649306297,0.06449045985937119,0.011726080439984798,0.03782717138528824,-0.020936643704771996,-0.01540423184633255,0.026683149859309196,0.11150744557380676,-0.023395681753754616
weekly,0.1908067911863327,0.5368800759315491,0.15142609179019928,0.11140089482069016,0.20513767004013062,0.2027357816696167,0.2018566131591797,0.21414050459861755,0.22118040919303894,0.10353270918130875,0.12748977541923523
article,0.40514686703681946,0.28521206974983215,0.27629354596138,0.14590303599834442,0.5616883635520935,0.361922025680542,0.34003353118896484,0.3329811692237854,0.22041957080364227,0.1211659237742424,0.4948462247848511
``,0.008517155423760414,-0.037552610039711,-0.029888948425650597,0.04274534806609154,0.07602991163730621,0.06720756739377975,0.008102871477603912,0.029072100296616554,-0.04021111875772476,0.04398368299007416,0.0685480609536171
talking,0.44246572256088257,0.19719459116458893,0.327239066362381,0.17483684420585632,0.3881228268146515,0.25977399945259094,0.46924930810928345,0.23117031157016754,0.3818024694919586,0.2279839962720871,0.340127170085907
with,0.2464839518070221,0.13328766822814941,0.25472134351730347,0.16424812376499176,0.25709018111228943,0.4239959120750427,0.3347385823726654,0.4223487675189972,0.22095787525177002,0.1788465678691864,0.2433311939239502
planets,0.20918434858322144,0.15748687088489532,0.18483896553516388,0.1497308313846588,0.25457409024238586,0.20260578393936157,0.2580064535140991,0.20188187062740326,0.2304874211549759,0.2249975949525833,0.17739015817642212
'',0.08143015950918198,-0.08468794077634811,0.01978493109345436,0.048713020980358124,0.04335198551416397,-0.009905828163027763,0.007750829216092825,0.041273195296525955,0.017897142097353935,0.02903219684958458,0.018684765323996544
where,0.4457937180995941,0.11661770194768906,0.24159270524978638,0.12761090695858002,0.1839485764503479,0.47735077142715454,0.3108544647693634,0.5003893971443176,0.24319876730442047,0.18877163529396057,0.24793872237205505
he,0.3114890456199646,0.1975211650133133,0.3292143940925598,0.12373391538858414,0.18408390879631042,0.385390967130661,0.2518255114555359,0.4571082592010498,0.19296422600746155,0.1314157098531723,0.2089974731206894
said,0.3951668441295624,0.2591730058193207,0.5119821429252625,0.1453642100095749,0.2041861116886139,0.34274402260780334,0.3560279309749603,0.3024602234363556,0.22449973225593567,0.1169249638915062,0.28991883993148804
it,0.45803478360176086,0.18487516045570374,0.2993364930152893,0.17596082389354706,0.29562851786613464,0.513711154460907,0.4291239380836487,0.6251175999641418,0.28331810235977173,0.21712779998779297,0.25732165575027466
had,0.23849567770957947,0.19853654503822327,0.540525496006012,0.12050733715295792,0.17647217214107513,0.37984350323677063,0.3307687044143677,0.3875846862792969,0.21868038177490234,0.1530909240245819,0.20728366076946259
not,0.5449194312095642,0.13954372704029083,0.6481515765190125,0.12018213421106339,0.4466336667537689,0.5149973034858704,0.36646416783332825,0.4310511648654938,0.2915831506252289,0.2517904043197632,0.41942933201789856
been,0.2567804455757141,0.19414737820625305,0.2835664749145508,0.049614984542131424,0.27572378516197205,0.34945759177207947,0.2887439727783203,0.3563927710056305,0.2127429097890854,0.176827535033226,0.24354910850524902
immediately,0.3574325740337372,0.1531558781862259,0.32630231976509094,0.11511150747537613,0.21608464419841766,0.4378962814807892,0.22051428258419037,0.39876270294189453,0.18621741235256195,0.22832611203193665,0.21004259586334229
apparent,0.21138456463813782,0.06907396018505096,0.17796331644058228,0.12646354734897614,0.22183044254779816,0.22862140834331512,0.20824946463108063,0.2594500780105591,0.25260260701179504,0.23716217279434204,0.1756967008113861
to,0.455847829580307,0.15560579299926758,0.4452643394470215,0.17548894882202148,0.30511119961738586,1.0,0.391953706741333,0.535392165184021,0.23467808961868286,0.28668031096458435,0.29463258385658264
him,0.34912991523742676,0.21561187505722046,0.4290095865726471,0.14682093262672424,0.25158435106277466,0.4702378511428833,0.2612628638744354,0.39213326573371887,0.2938118875026703,0.17463304102420807,0.23943768441677094
that,0.6297725439071655,0.24136295914649963,0.47518548369407654,0.22102725505828857,0.3631998598575592,0.5436353087425232,0.4500710964202881,0.5473989248275757,0.3237365186214447,0.2883685231208801,0.32716336846351624
he,0.3114890456199646,0.1975211650133133,0.3292143940925598,0.12373391538858414,0.18408390879631042,0.385390967130661,0.2518255114555359,0.4571082592010498,0.19296422600746155,0.1314157098531723,0.2089974731206894
was,0.22111038863658905,0.25375688076019287,0.41399896144866943,0.16455206274986267,0.1966634839773178,0.3636345863342285,0.2577359974384308,0.48711544275283813,0.1366722136735916,0.11312504857778549,0.18412111699581146
hearing,0.34058091044425964,0.08190460503101349,0.26051026582717896,0.24375475943088531,0.22339428961277008,0.26730701327323914,0.25497177243232727,0.22072359919548035,0.2766297161579132,0.4094926118850708,0.19994913041591644
``,0.008517155423760414,-0.037552610039711,-0.029888948425650597,0.04274534806609154,0.07602991163730621,0.06720756739377975,0.008102871477603912,0.029072100296616554,-0.04021111875772476,0.04398368299007416,0.0685480609536171
intelligently,0.3537525534629822,0.22260376811027527,0.2871740758419037,0.1921299546957016,0.291321337223053,0.3415166437625885,0.27335166931152344,0.2556670010089874,0.342476487159729,0.3338738679885864,0.21835236251354218
controlled,0.24713590741157532,0.1077236607670784,0.22843453288078308,0.15413469076156616,0.08974640816450119,0.20715226233005524,0.0791512206196785,0.3320712745189667,0.09941988438367844,0.318478524684906,0.1105743944644928
signals,0.2608519196510315,0.06664469838142395,0.16955922544002533,0.2646845281124115,0.2312546819448471,0.28668031096458435,0.13794632256031036,0.28817644715309143,0.16795971989631653,0.9999999403953552,0.09948804974555969
'',0.08143015950918198,-0.08468794077634811,0.01978493109345436,0.048713020980358124,0.04335198551416397,-0.009905828163027763,0.007750829216092825,0.041273195296525955,0.017897142097353935,0.02903219684958458,0.018684765323996544
and,0.31309178471565247,0.15210320055484772,0.34479495882987976,0.19560420513153076,0.2586424648761749,0.48971283435821533,0.3875081241130829,0.5171257257461548,0.2791801691055298,0.2103828638792038,0.20544172823429108
that,0.6297725439071655,0.24136295914649963,0.47518548369407654,0.22102725505828857,0.3631998598575592,0.5436353087425232,0.4500710964202881,0.5473989248275757,0.3237365186214447,0.2883685231208801,0.32716336846351624
the,0.42745697498321533,0.19931171834468842,0.34736719727516174,0.1324402391910553,0.2565208673477173,0.535392165184021,0.37995871901512146,1.0,0.25540825724601746,0.28817644715309143,0.22068053483963013
signals,0.2608519196510315,0.06664469838142395,0.16955922544002533,0.2646845281124115,0.2312546819448471,0.28668031096458435,0.13794632256031036,0.28817644715309143,0.16795971989631653,0.9999999403953552,0.09948804974555969
could,0.4188697934150696,0.2030448317527771,0.6308382749557495,0.16634690761566162,0.321691632270813,0.5461788773536682,0.29409685730934143,0.35393214225769043,0.21785755455493927,0.24754972755908966,0.3411986827850342
come,0.39461299777030945,0.08491194248199463,0.28513962030410767,0.07247626781463623,0.2589725852012634,0.4297197163105011,0.28469759225845337,0.36020293831825256,0.25623953342437744,0.20645976066589355,0.22318024933338165
from,0.2737620174884796,0.13143225014209747,0.20248863101005554,0.10324860364198685,0.1972241997718811,0.4069952368736267,0.3421173691749573,0.40150508284568787,0.16228236258029938,0.19812537729740143,0.19969791173934937
mars,0.16458405554294586,0.15924590826034546,0.12220901995897293,0.1899833232164383,0.24244259297847748,0.20331311225891113,0.16833680868148804,0.22427980601787567,0.12887220084667206,0.1576279252767563,0.1826961636543274
",",0.3087472915649414,0.2281705141067505,0.3015086054801941,0.20599327981472015,0.29342958331108093,0.44245919585227966,0.3877100944519043,0.4933079481124878,0.27235859632492065,0.18197466433048248,0.31091248989105225
venus,0.14404770731925964,0.1077219545841217,0.11805909126996994,0.17378441989421844,0.12039688974618912,0.16704720258712769,0.1720469892024994,0.19138097763061523,0.18307258188724518,0.18348367512226105,0.1349031776189804
",",0.3087472915649414,0.2281705141067505,0.3015086054801941,0.20599327981472015,0.29342958331108093,0.44245919585227966,0.3877100944519043,0.4933079481124878,0.27235859632492065,0.18197466433048248,0.31091248989105225
or,0.33867141604423523,0.1293754130601883,0.28211739659309387,0.1529218554496765,0.34484586119651794,0.38921234011650085,0.3335071802139282,0.4174870550632477,0.2732636332511902,0.30065077543258667,0.32389625906944275
other,0.341873437166214,0.15658637881278992,0.31707024574279785,0.11896419525146484,0.3194972276687622,0.4193183183670044,0.3130497336387634,0.44152235984802246,0.2787279784679413,0.27843764424324036,0.24682199954986572
planets,0.20918434858322144,0.15748687088489532,0.18483896553516388,0.1497308313846588,0.25457409024238586,0.20260578393936157,0.2580064535140991,0.20188187062740326,0.2304874211549759,0.2249975949525833,0.17739015817642212
.,0.3567904531955719,0.1843809336423874,0.35288307070732117,0.17949827015399933,0.2742018699645996,0.4645031690597534,0.42038556933403015,0.5934505462646484,0.2740175426006317,0.1770751029253006,0.4130953550338745
