,how,many,intercpetions,did,newton,have,in,super,bowl,50,?
manning,0.2318497896194458,0.17441397905349731,0.32731014490127563,0.22743284702301025,0.31537702679634094,0.14972110092639923,0.22345924377441406,0.30535250902175903,0.32417115569114685,-0.0051657091826200485,0.15856626629829407
finished,0.18142320215702057,0.15678347647190094,0.241607666015625,0.34182655811309814,0.1938295215368271,0.17094801366329193,0.2933714687824249,0.2583681046962738,0.26552706956863403,0.055074095726013184,0.14789283275604248
the,0.33890387415885925,0.4335206151008606,0.28772401809692383,0.34736719727516174,0.1876603662967682,0.40389683842658997,0.6662389636039734,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
game,0.215279221534729,0.21957436203956604,0.3012610077857971,0.19789010286331177,0.19938594102859497,0.2211744487285614,0.23986028134822845,0.3480181396007538,0.2413962334394455,0.012895043939352036,0.1829071193933487
13,-0.02601788192987442,0.04598686099052429,-0.06109236925840378,0.02672848105430603,0.04008413106203079,-0.03633527457714081,0.02730540931224823,-0.00828040111809969,0.017800776287913322,-0.06467641890048981,-0.11384815722703934
of,0.2480744868516922,0.37253960967063904,0.22110481560230255,0.2513895630836487,0.18479612469673157,0.3802283704280853,0.5696388483047485,0.14718765020370483,0.2243070751428604,0.006577443331480026,0.1826142966747284
23,-0.021877937018871307,-0.05538930743932724,0.031932931393384933,-0.015436539426445961,0.0020809725392609835,0.006524129305034876,-0.00097907695453614,-0.08696652948856354,-0.10438456386327744,-0.10783366858959198,0.012076443061232567
for,0.3308170735836029,0.40972793102264404,0.34933367371559143,0.318512886762619,0.18168501555919647,0.41175219416618347,0.4322226941585541,0.22938419878482819,0.24430087208747864,0.029183456674218178,0.264628142118454
141,-0.12393007427453995,0.015501657500863075,0.006004912778735161,-0.09340690821409225,0.03197348862886429,-0.037250202149152756,0.17019535601139069,0.01243615336716175,0.05784473195672035,-0.03295522183179855,-0.08005204051733017
yards,0.1345205456018448,0.13134367763996124,0.45190876722335815,0.11230118572711945,0.29241275787353516,0.13095317780971527,0.14206624031066895,0.22780416905879974,0.2993983328342438,0.016652274876832962,0.12453813850879669
with,0.3525622487068176,0.35744401812553406,0.31393963098526,0.25472134351730347,0.1584642082452774,0.48046383261680603,0.4080928862094879,0.1518537551164627,0.18353787064552307,0.08371289074420929,0.2433311939239502
one,0.3213292360305786,0.4223630726337433,0.2835415005683899,0.27659472823143005,0.20534484088420868,0.4507926106452942,0.4129433035850525,0.21711376309394836,0.19098831713199615,0.023094678297638893,0.2673267424106598
interception,0.19612377882003784,0.15024176239967346,0.6445515751838684,0.21140055358409882,0.3029516935348511,0.18469397723674774,0.18221479654312134,0.30467915534973145,0.3442072868347168,0.0017479960806667805,0.11704724282026291
and,0.33647966384887695,0.5296266674995422,0.27104905247688293,0.34479495882987976,0.22255054116249084,0.4711785912513733,0.4954058527946472,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
zero,0.20801222324371338,0.19059140980243683,0.2745606303215027,0.13187135756015778,0.1959679126739502,0.23591838777065277,0.15261036157608032,0.14468885958194733,0.11684411764144897,-0.025125307962298393,0.16971594095230103
touchdowns,0.15057362616062164,0.1144808754324913,0.5114120841026306,0.20483340322971344,0.31141117215156555,0.20013733208179474,0.17643709480762482,0.3033614456653595,0.432915598154068,0.02766825631260872,0.1509619653224945
.,0.3287222981452942,0.3974229395389557,0.24085697531700134,0.35288307070732117,0.20699870586395264,0.41614407300949097,0.5591574311256409,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
,how,many,intercpetions,did,newton,have,in,super,bowl,50,?
newton,0.2514588236808777,0.1828424632549286,0.18074434995651245,0.23863376677036285,1.0000001192092896,0.18122498691082,0.23639483749866486,0.18797411024570465,0.1892489492893219,-0.06779218465089798,0.09645649790763855
completed,0.2009071707725525,0.13555161654949188,0.2636621594429016,0.2574852406978607,0.17692528665065765,0.16230647265911102,0.2960484027862549,0.09480611234903336,0.12222989648580551,0.02608001045882702,0.08272653818130493
18,-0.03501921147108078,-0.0017783388029783964,-0.0833316519856453,-0.16295963525772095,-0.09100820124149323,-0.06754421442747116,-0.061147160828113556,-0.09562573581933975,-0.06962370872497559,-0.018063269555568695,-0.04919438064098358
of,0.2480744868516922,0.37253960967063904,0.22110481560230255,0.2513895630836487,0.18479612469673157,0.3802283704280853,0.5696388483047485,0.14718765020370483,0.2243070751428604,0.006577443331480026,0.1826142966747284
41,-0.12538115680217743,0.01653548888862133,0.00779116153717041,-0.09649815410375595,0.02717062085866928,-0.03799426555633545,0.17217706143856049,0.016717813909053802,0.06024198234081268,-0.0314059816300869,-0.08073537796735764
passes,0.2305745780467987,0.09871689230203629,0.368294894695282,0.11102328449487686,0.24855424463748932,0.21408922970294952,0.2780042290687561,0.15807831287384033,0.253427654504776,-0.04521133378148079,0.09716983139514923
for,0.3308170735836029,0.40972793102264404,0.34933367371559143,0.318512886762619,0.18168501555919647,0.41175219416618347,0.4322226941585541,0.22938419878482819,0.24430087208747864,0.029183456674218178,0.264628142118454
265,-0.13258157670497894,-0.11950252950191498,-0.04485588148236275,0.0056769149377942085,0.005444642156362534,-0.1318739354610443,0.045923758298158646,0.06767932325601578,0.05073532834649086,-0.017036180943250656,0.07681109011173248
yards,0.1345205456018448,0.13134367763996124,0.45190876722335815,0.11230118572711945,0.29241275787353516,0.13095317780971527,0.14206624031066895,0.22780416905879974,0.2993983328342438,0.016652274876832962,0.12453813850879669
",",0.22659391164779663,0.40610817074775696,0.24490311741828918,0.3015086054801941,0.2648763358592987,0.3541618287563324,0.5201468467712402,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
with,0.3525622487068176,0.35744401812553406,0.31393963098526,0.25472134351730347,0.1584642082452774,0.48046383261680603,0.4080928862094879,0.1518537551164627,0.18353787064552307,0.08371289074420929,0.2433311939239502
