,where,was,halford,mackinder,born,?
these,0.380450963973999,0.19784674048423767,0.17587286233901978,0.24082818627357483,0.06046868488192558,0.2571668326854706
societies,0.14909008145332336,0.16861869394779205,0.14612388610839844,0.18552754819393158,0.08083540946245193,0.19051554799079895
also,0.5413004159927368,0.4032125174999237,0.27456727623939514,0.2562248706817627,0.27652594447135925,0.21848613023757935
served,0.1684255450963974,0.35597074031829834,0.19544444978237152,0.21054157614707947,0.3099377453327179,0.117141492664814
as,0.35409465432167053,0.3677520453929901,0.1929866224527359,0.32696446776390076,0.2520121932029724,0.27043893933296204
a,0.40997210144996643,0.4508470594882965,0.2531423568725586,0.20927217602729797,0.22920024394989014,0.23916715383529663
space,0.2208663374185562,0.14677780866622925,0.14296019077301025,0.23440080881118774,0.0840010866522789,0.1885536164045334
for,0.38599511981010437,0.3863949179649353,0.24609282612800598,0.274492084980011,0.23335127532482147,0.264628142118454
travellers,0.29024994373321533,0.18904490768909454,0.2663016617298126,0.16927705705165863,0.10506221652030945,0.1155276969075203
to,0.47735077142715454,0.3636345863342285,0.277655690908432,0.27079397439956665,0.13695985078811646,0.29463258385658264
share,0.13674965500831604,0.11521016061306,0.1638995110988617,0.2233125865459442,0.033139269798994064,0.1754547506570816
these,0.380450963973999,0.19784674048423767,0.17587286233901978,0.24082818627357483,0.06046868488192558,0.2571668326854706
stories.political,0.25175532698631287,0.28363052010536194,0.12705668807029724,0.28620097041130066,0.25589698553085327,0.22687280178070068
geographers,0.27521857619285583,0.12058942019939423,0.10365360230207443,0.21462397277355194,0.15522143244743347,0.16675101220607758
such,0.3198639750480652,0.12487147748470306,0.13452593982219696,0.20694491267204285,0.1128632202744484,0.17851735651493073
as,0.35409465432167053,0.3677520453929901,0.1929866224527359,0.32696446776390076,0.2520121932029724,0.27043893933296204
friedrich,0.079897440969944,0.24164628982543945,0.2165679782629013,0.28137800097465515,0.22564657032489777,0.19029006361961365
ratzel,0.15388233959674835,0.3304523825645447,0.26043134927749634,0.33521103858947754,0.2633916735649109,0.2601761519908905
of,0.38066378235816956,0.4069072902202606,0.20848914980888367,0.2569563686847687,0.19769194722175598,0.1826142966747284
germany,0.20900733768939972,0.2618768811225891,0.25164902210235596,0.24894501268863678,0.18723934888839722,0.1388660967350006
and,0.43859338760375977,0.3740963041782379,0.3400039076805115,0.39916732907295227,0.25002726912498474,0.20544172823429108
halford,0.2343561053276062,0.28465157747268677,1.0,0.3895190954208374,0.26516401767730713,0.17751771211624146
mackinder,0.2535448968410492,0.2531616985797882,0.3895190954208374,1.0000001192092896,0.23513078689575195,0.1924145370721817
of,0.38066378235816956,0.4069072902202606,0.20848914980888367,0.2569563686847687,0.19769194722175598,0.1826142966747284
britain,0.17394061386585236,0.27792006731033325,0.3180447220802307,0.19148635864257812,0.11652535200119019,0.1268460750579834
also,0.5413004159927368,0.4032125174999237,0.27456727623939514,0.2562248706817627,0.27652594447135925,0.21848613023757935
supported,0.1296750009059906,0.3039414882659912,0.08831500262022018,0.18453960120677948,0.1721450388431549,0.11593948304653168
imperialism,0.17089778184890747,0.2349989414215088,0.11575103551149368,0.16964805126190186,0.1736939698457718,0.14998586475849152
.,0.41390106081962585,0.40146201848983765,0.27662575244903564,0.3085593581199646,0.2350279539823532,0.4130953550338745
