,what,part,of,chloroplasts,is,n't,similar,to,mitochondria,?
in,0.30808621644973755,0.4499994218349457,0.5696388483047485,0.21141497790813446,0.5394441485404968,-0.0012929976219311357,0.28091391921043396,0.45010748505592346,0.22548407316207886,0.20430970191955566
addition,0.20643717050552368,0.23013953864574432,0.27503931522369385,0.25674134492874146,0.2727152407169342,-0.0617983303964138,0.34710338711738586,0.29394859075546265,0.22037605941295624,0.19187232851982117
",",0.3087472915649414,0.3376222252845764,0.4946078956127167,0.20794041454792023,0.4691906273365021,0.11016341298818588,0.29403579235076904,0.44245919585227966,0.22430789470672607,0.31091248989105225
in,0.30808621644973755,0.4499994218349457,0.5696388483047485,0.21141497790813446,0.5394441485404968,-0.0012929976219311357,0.28091391921043396,0.45010748505592346,0.22548407316207886,0.20430970191955566
terms,0.23885610699653625,0.13464587926864624,0.2767748534679413,0.2031010389328003,0.27452221512794495,0.03957509994506836,0.24176739156246185,0.356818288564682,0.19714900851249695,0.23466452956199646
of,0.33290785551071167,0.452393114566803,1.0,0.23179760575294495,0.4854315221309662,-0.021397603675723076,0.2911645472049713,0.41548454761505127,0.22407293319702148,0.1826142966747284
function,0.22155974805355072,0.2232450395822525,0.16667552292346954,0.3470098674297333,0.17586156725883484,0.01505054160952568,0.17526058852672577,0.2079751342535019,0.3268427550792694,0.20672395825386047
",",0.3087472915649414,0.3376222252845764,0.4946078956127167,0.20794041454792023,0.4691906273365021,0.11016341298818588,0.29403579235076904,0.44245919585227966,0.22430789470672607,0.31091248989105225
the,0.42745697498321533,0.527681291103363,0.733189046382904,0.23062430322170258,0.5823672413825989,-0.11449059844017029,0.2963123023509979,0.535392165184021,0.22119471430778503,0.22068053483963013
inner,0.226011261343956,0.30680450797080994,0.2847692370414734,0.259307324886322,0.21686768531799316,0.001980106346309185,0.15834487974643707,0.14904558658599854,0.2880794405937195,0.10395674407482147
chloroplast,0.23505516350269318,0.2023514360189438,0.2069506198167801,0.9777651429176331,0.20798198878765106,-0.03544950857758522,0.2233681082725525,0.22531428933143616,0.6782853007316589,0.12532055377960205
membrane,0.1647152304649353,0.2584895193576813,0.22049079835414886,0.6331068873405457,0.21774554252624512,0.01993781141936779,0.21796643733978271,0.17791007459163666,0.6007410883903503,0.18908235430717468
",",0.3087472915649414,0.3376222252845764,0.4946078956127167,0.20794041454792023,0.4691906273365021,0.11016341298818588,0.29403579235076904,0.44245919585227966,0.22430789470672607,0.31091248989105225
which,0.5261979103088379,0.4460882246494293,0.5011631846427917,0.3874085545539856,0.4457404911518097,-0.17106275260448456,0.4783022403717041,0.5345056653022766,0.3942565321922302,0.25814583897590637
regulates,0.19956842064857483,0.2651444673538208,0.2540435791015625,0.342731773853302,0.22762078046798706,-0.09115846455097198,0.29319360852241516,0.21904858946800232,0.3632258474826813,0.1498008519411087
metabolite,0.20981934666633606,0.20335565507411957,0.24467733502388,0.5390474200248718,0.28462374210357666,0.00435385387390852,0.2776709496974945,0.27242201566696167,0.5087425708770752,0.19227643311023712
passage,0.24366621673107147,0.23572377860546112,0.2346392720937729,0.18559296429157257,0.233605295419693,-0.05258091539144516,0.15467269718647003,0.3151622712612152,0.16237175464630127,0.11149881780147552
and,0.31309178471565247,0.35301485657691956,0.5116966962814331,0.21511349081993103,0.3859752118587494,-0.0602874718606472,0.3316260874271393,0.48971283435821533,0.21513858437538147,0.20544172823429108
synthesizes,0.2202509343624115,0.18884563446044922,0.18728147447109222,0.4815490245819092,0.16714489459991455,-0.0024242952931672335,0.20763345062732697,0.1869879812002182,0.4669721722602844,0.17507685720920563
some,0.4491020441055298,0.29379963874816895,0.4300730526447296,0.3096705377101898,0.3038453459739685,-0.13643382489681244,0.48435690999031067,0.4636894166469574,0.3225876986980438,0.2562315762042999
materials,0.21012352406978607,0.1945655196905136,0.23909913003444672,0.42486393451690674,0.2010483592748642,-0.007828334346413612,0.24774792790412903,0.2771066129207611,0.3534690737724304,0.1301651895046234
",",0.3087472915649414,0.3376222252845764,0.4946078956127167,0.20794041454792023,0.4691906273365021,0.11016341298818588,0.29403579235076904,0.44245919585227966,0.22430789470672607,0.31091248989105225
has,0.20338068902492523,0.33699411153793335,0.3909035325050354,0.1872786581516266,0.5668748617172241,-0.0160528514534235,0.30226829648017883,0.3619994819164276,0.2039438933134079,0.15994466841220856
no,0.339326947927475,0.10804712027311325,0.24809792637825012,0.19696316123008728,0.19581134617328644,-0.023025933653116226,0.17528478801250458,0.30015695095062256,0.254843533039093,0.32165053486824036
counterpart,0.20289170742034912,0.3052850663661957,0.20279891788959503,0.14099827408790588,0.2737394869327545,-0.02815423160791397,0.3587906062602997,0.2306458055973053,0.13151568174362183,0.12628091871738434
in,0.30808621644973755,0.4499994218349457,0.5696388483047485,0.21141497790813446,0.5394441485404968,-0.0012929976219311357,0.28091391921043396,0.45010748505592346,0.22548407316207886,0.20430970191955566
the,0.42745697498321533,0.527681291103363,0.733189046382904,0.23062430322170258,0.5823672413825989,-0.11449059844017029,0.2963123023509979,0.535392165184021,0.22119471430778503,0.22068053483963013
mitochondrion,0.24240174889564514,0.23967327177524567,0.25094789266586304,0.7205985188484192,0.2610161602497101,-0.012602432630956173,0.2870419919490814,0.22971729934215546,0.9513586759567261,0.19010892510414124
.,0.3567904531955719,0.32817673683166504,0.5352458953857422,0.23868323862552643,0.4569662809371948,0.01884327083826065,0.306670606136322,0.4645031690597534,0.2463228851556778,0.4130953550338745
